gp_code,af_prev,ast_prev,can_prev,chd_prev,ckd_prev,copd_prev,dem_prev,dep_prev,dm_prev,ep_prev,hf_prev,hyp_prev,ld_prev,mh_prev,ndh_prev,ob_prev,ost_prev,pad_prev,pc_prev,ra_prev,stia_prev
A81014,3.204047217537943,9.387022313413695,3.950855215610696,5.372199470007227,6.586651053864169,4.215851602023609,1.0118043844856661,14.695550351288055,10.632765096792834,1.1416861826697893,1.373163093230547,21.705613105275837,0.5540833534088172,1.2768007708985787,3.629976580796253,22.131147540983605,0.15321756894790603,0.8913514815707059,0.45772103107684897,0.8527572484366117,3.1076848952059746
A81016,1.3823385916409172,6.985069414127302,2.7565457798015935,2.561392096275817,2.5949165160055303,1.8539599934948772,0.5122784192551635,15.186642560884826,7.858114471068327,0.818887589067319,0.8375345584647911,11.758009432428038,0.5935924540575703,1.0408196454708083,12.038711049665,15.643943422312029,1.080737444373808,0.5935924540575703,0.29273052528866483,0.7402837754472548,1.3904699951211579
A81017,2.2499455219001963,6.3470162124870635,3.731749836565701,3.279581608193506,2.5249031543995573,1.7160601438221834,0.653737197646546,15.370780298837852,7.443629448519425,0.8370226895406752,0.9479189365874918,15.55349749400741,0.3432120287644367,0.6373937677053824,6.232706142778086,16.25622578859989,0.22468754388428594,0.4467204183918065,0.29962954892133364,0.7007474639615591,1.9884506428415778
A81018,2.7960364956342585,8.294645620550913,5.376238595114294,4.051800255077014,6.471739662344017,4.718924752280977,0.8731482389875405,20.296060680205528,11.327561327561328,1.1989234157083435,2.0602374178357694,21.946433827136268,0.9908760914352986,1.4912194643382715,16.882799119158307,18.840225103988256,2.7412777526053467,1.0987932895124104,1.0203080545472383,0.8289909995262909,2.8843323849700777
A81019,2.056179775280899,7.401177460050462,2.595505617977528,3.393258426966292,2.1248534583821805,3.6179775280898876,0.8651685393258427,11.41559202813599,10.160196276518977,1.1869871043376319,0.9213483146067416,16.46067415730337,0.8426966292134831,1.0674157303370786,10.756154747948417,19.73915592028136,0.7883948281299276,0.7415730337078652,0.8089887640449439,0.6952326901248581,1.7977528089887642
A81020,2.68116858479828,7.241889890967829,3.0479322119640826,3.8699886176805363,5.403656366283773,2.4535221955229543,1.0117617301125585,10.807312732567546,10.269065435440217,1.0677883837566737,0.9864676868597445,17.37700771468319,0.7461742759580119,0.8473504489692677,16.000647144475007,16.550719948228444,1.0104302477183833,0.7841153408372329,0.6323510813203491,0.7072135785007072,2.1752877197420006
A81021,2.561752640307236,8.115036822970076,4.639085275377498,4.041197521166099,4.860880168495732,3.6222396787989872,0.9339268569433534,23.090566456047,10.330894397728514,1.2914311051989802,1.4750807366675394,18.098105961420966,0.8510081173081959,1.0517587501091037,13.446402837822857,18.096663341093006,1.2086854209006312,0.8728288382648162,0.36222396787989875,0.9740609191690884,2.4177358819935413
A81022,3.2371419444148652,8.203518995853413,4.259397295282717,4.376530720902992,3.096539162112933,3.907997018421893,0.9051219252475774,16.237314597970336,10.633658286300667,1.2620348685922456,1.139388776488127,22.68129059738047,1.086146310297093,0.9690128846768182,10.837887067395265,20.283632578714546,0.7787448465414567,0.8838249387711639,0.5643701416249601,0.9482867619168037,2.7047172825045256
A81023,1.4343086632243258,5.388854868340478,2.0080321285140563,2.455536431440046,3.2299373932840068,2.63912794033276,0.4130808950086058,13.488901536710301,7.110799438990183,1.0529311326124076,0.6540447504302926,11.244979919678714,0.7228915662650602,1.1818703384968445,9.945930563460443,14.954467842914058,0.809138505473584,0.6081468732071142,0.998278829604131,0.4570004154549232,1.342512908777969
A81025,2.614219398973858,6.9019200830306175,3.95797703396042,3.835817248961642,4.757519950890117,2.760811140972392,1.0505741509894944,14.886433394720688,8.562783661119516,1.074278698588091,1.0017102369899828,17.71316882482287,0.6352308819936477,1.294893720987051,6.292203806015961,15.715162676488642,0.4396984924623116,0.8551184949914489,0.3909113119960909,1.0432190760059614,2.2477400439775224
A81026,2.017594186268885,6.872515103010275,2.323580034423408,3.6192388602027155,4.505639926901506,3.4088735895964812,0.5498183209026583,13.359379923120548,9.422624210135051,1.134286974604575,1.128322815069803,14.7877223178428,0.7506215337540639,0.8844903423216677,13.516919780704518,13.995840947759783,2.0126164013217185,0.650219927328361,0.7697456492637216,0.7010912637932086,1.855039204436795
A81027,3.420564599216979,6.422018348623854,4.917920186826018,3.523593653410262,4.017555705604321,1.414932344254413,0.9203928841266571,13.344024307900067,5.880887116870172,0.5823767724510466,0.576962703482382,16.5808091215056,0.247269730063878,0.6387801359983516,8.305199189736664,12.24679270762998,0.8838579624748023,0.5563568926437256,0.54948828903084,0.7935858627178269,2.5345147331547495
A81029,1.4391504820455499,5.045802673074036,2.417213916445438,2.6128266033254155,4.469080200935389,2.7246052815425457,0.642727399748498,10.878226225532652,7.58974358974359,1.021998960679023,0.698616738857063,12.589073634204276,0.698616738857063,1.0060081039541706,12.749003984063744,15.347306426468041,0.5226480836236934,0.866284756182758,0.5868380606399329,0.5591324974584887,1.6487355037026685
A81030,2.335189509610203,7.659301953250081,2.1375965511047244,3.227351655589486,5.583794856232456,2.2513621938806057,0.856236153523741,15.158182232000609,8.671297333632086,0.9028146574614976,1.2334590743069278,17.352254356026585,0.47901323274055446,0.856236153523741,15.37060921022684,14.384341097033609,2.2388059701492535,0.7604335069756302,0.9101251422070534,0.9953550099535502,2.1136458894676964
A81031,2.3852943321905316,8.456626693661423,3.552410825005471,3.946312641330513,4.5167872379892415,3.3262820045225765,0.9774600627325115,12.697087738823967,8.461889548151529,1.3262845483212762,1.0139324531329783,17.4921584360639,0.9118097600116712,1.225472317455686,10.10016694490818,21.062882582081247,0.13394565633371602,0.6856809395287767,0.7367422860894303,0.962576466354804,2.210226858268291
A81032,3.2721949539309394,8.748415142184388,4.512184620683716,4.2969086368724705,2.6345933562428407,3.1085852062343924,1.3777662963919746,17.494532958450485,8.530561844000824,1.1038217223784235,1.0936019977611298,18.7462326702833,0.5597175579092397,1.1194351158184794,13.631156930126002,14.443403103196918,0.8111031002162941,0.8094376991302851,1.136657194523379,0.7526444263628967,2.652200120554551
A81034,2.279147713670098,8.047025438329786,3.6820684701939195,3.2032559253052426,5.448361162646877,2.2887239645678714,0.9288963370840316,24.032158317872604,8.172056057756476,1.0389610389610389,1.1874551113239167,16.887718458223606,0.6320325592530525,0.780464448168542,7.959183673469387,14.001236858379714,0.5192782032974166,0.6463969355997127,0.4069906631553747,0.701879609802522,2.317452717261192
A81035,1.8452075858534085,6.501950585175553,3.6289082521783698,3.598154792414147,4.401294498381877,2.972834443874936,0.6253203485392106,10.653721682847896,9.10132382892057,1.2297734627831716,1.1173757047667863,14.86417221937468,1.0661199384930804,1.096873398257304,4.957928802588997,18.42071197411003,0.9849362688296639,0.9123526396719631,0.5945668887749872,0.7768450068913669,2.3065094823167605
A81036,3.3331294722035354,8.869351606438684,4.360589566387377,4.079261207265611,6.728413962033068,2.7582410861720996,1.2965567855177054,22.711267605633804,8.808251148084018,1.2017758726270666,0.9968809247140848,20.775487737753043,0.6482783927588527,1.3087884533056082,9.89742804654011,19.49632578077159,3.654044496832179,0.7277842333802214,0.8011742401076386,0.8744627241737067,2.733777750596294
A81037,1.540785498489426,6.030389363722697,2.9154078549848945,2.97583081570997,1.596623233620848,4.18429003021148,0.6797583081570997,9.873371260781795,9.726498822677051,0.9543035419342998,1.1329305135951662,14.018126888217521,0.8459214501510574,1.0574018126888218,11.54340245916682,10.497338961277299,0.9018036072144289,0.770392749244713,0.8157099697885197,0.7133939718209381,1.555891238670695
A81038,0.8973343890208498,6.190885640584694,2.2169437846397466,2.903140670361573,1.6721192293711378,3.008709422011085,1.2668250197941409,4.325699745547073,12.47327156094084,1.2359142130134497,0.6861968857218264,11.084718923198732,1.4251781472684086,1.0820797044074955,10.79607415485278,16.103235187204653,0.3714020427112349,0.3430984428609132,0.6070203219846925,0.41753653444676403,1.9002375296912115
A81039,2.5552050473186116,8.397586322494135,4.3454258675078865,3.178233438485804,4.509018036072145,1.498422712933754,0.9700315457413249,17.064128256513026,6.685759431167291,0.7715430861723447,0.9305993690851735,15.425867507886434,0.5205047318611987,0.6782334384858044,8.236472945891784,13.036072144288577,0.854052002277472,0.4337539432176656,0.3391167192429022,0.7947276603993022,2.358044164037855
A81040,2.9936604836816154,7.380302654428182,5.071613054707678,4.449401267903264,6.303261827799,2.711904202864522,0.9978868278938717,20.761093153100205,8.818418766290183,0.9550396708786366,1.0213665179619629,17.551068325898097,0.704390702042733,0.8687485325193707,6.905671466353218,16.911548633558624,1.4010989010989012,0.9039680676215073,0.340455505987321,0.9704581133152562,2.5710260624559758
A81041,2.9580152671755724,6.273145550443273,4.675572519083969,4.368108566581849,5.69669984284966,3.4669211195928753,1.2404580152671756,16.16029334730225,9.688670714377988,1.1917234154007335,1.2828668363019509,19.327820186598814,0.657336726039016,1.0390161153519932,11.301728653745416,23.677317967522264,0.2936138977244923,0.5725190839694656,0.720949957591179,0.941715449223721,2.3536895674300253
A81042,2.0618556701030926,7.494795281054822,3.4882966997341636,3.1900408480840303,5.40427314620863,4.266355443169292,0.6224469947481035,20.87138667783829,11.056146425921346,1.3824884792626728,1.2059910523244506,17.033002658367373,0.8234455034688452,1.2643454580820852,17.285295349811477,16.321742773355677,1.6181229773462782,0.8299293263308046,0.8753160863645205,0.9246492010706464,1.906243921416067
A81044,2.8224742811922976,7.784799507857502,3.619097863360591,3.888156159324716,5.733359513057137,3.7035083091532575,1.1237140596148774,13.102951763858892,8.947911294481692,1.0471889521565547,1.2028488525455026,18.185175415457664,0.7860722764442101,1.0498549195462938,9.634138359840303,21.506643104915245,0.6004854989140156,0.8441044579266685,1.5932471643365869,0.7299270072992701,2.226325507781588
A81045,2.8773509082141135,8.299526707234618,4.307989069281466,4.3722874135991,5.541413745839044,4.066870278090339,1.5753094357820285,19.855100841981592,11.040216550657385,1.155277070687292,1.6556823661790707,18.09998392541392,0.9484005786850989,1.2538177141938596,18.406109261797532,15.919326414724889,2.9922423346878464,0.9644751647645073,0.9001768204468735,0.5522757569986669,2.7005304613406205
A81046,2.8423354117742328,7.116977225672878,3.0123896671795287,3.6764110454287797,2.3627660657908134,2.5994007611952386,1.1903797878370719,11.874936347896934,8.80112269446672,1.0489866585191976,0.9636407806300105,17.134990687505063,0.5506518746457203,1.0446189974896753,6.232813932172319,11.538853243711172,0.31714568880079286,0.664021378249251,0.5020649445299215,0.7405944504789178,2.3969552190460766
A81048,4.375804375804376,6.965026674570243,5.577005577005576,4.876304876304877,8.71180145196691,3.031603031603032,1.8447018447018446,18.014519669086614,10.979673442185938,1.0467668411278068,2.8457028457028457,25.025025025025027,0.5577005577005577,1.1583011583011582,20.057403342900557,18.166469694411617,3.717277486910995,1.0868010868010867,0.9867009867009866,0.9552042160737813,3.6465036465036467
A81049,2.048044348629504,5.150918635170604,2.6178010471204187,3.865106251924854,6.12369871402327,3.865106251924854,0.6313520172466893,21.45335782812819,10.739330795431776,1.1022657685241886,0.5697566984909147,15.968586387434556,0.6621496766245765,0.9547274407145057,15.860379669320269,17.717901612573993,0.7123775601068566,0.7391438250692948,0.6313520172466893,0.7061592781482934,1.7246689251616876
A81051,2.238396045042571,8.114419147694104,3.542982697061247,2.8975556165888494,3.028720626631854,2.3070585004119746,0.5218346608074704,8.076588337684944,10.178510127016821,0.9921671018276762,0.8102169733589673,13.897280966767372,0.549299642955232,0.8102169733589673,16.710182767624023,17.232375979112273,0.556379821958457,0.6179620983246361,1.0711343037627026,0.6431956668923494,1.8401538039000274
