gp_code,extract_date,total_list,female_total,a0_14,a15_44,a45_64,a65_74,a75_84,a85plus,pct_0_14,pct_15_44,pct_45_64,pct_65_74,pct_75_84,pct_85plus,pct_female,pct_65plus
D82051,2026-07-01,18336,9203,2908,7018,4492,1981,1389,548,15.86,38.274,24.498,10.804,7.575,2.989,50.191,21.368
D82053,2026-07-01,5756,2931,567,1417,1541,1089,864,278,9.851,24.618,26.772,18.919,15.01,4.83,50.921,38.76
D82054,2026-07-01,15653,7966,1927,4765,4046,2260,1912,743,12.311,30.441,25.848,14.438,12.215,4.747,50.891,31.4
D82056,2026-07-01,9965,5076,1269,2778,2784,1451,1247,436,12.735,27.878,27.938,14.561,12.514,4.375,50.938,31.45
D82057,2026-07-01,7048,3649,841,1981,1772,1076,985,393,11.932,28.107,25.142,15.267,13.976,5.576,51.774,34.818
D82058,2026-07-01,17505,8918,1875,4706,4763,3025,2399,737,10.711,26.884,27.209,17.281,13.705,4.21,50.945,35.196
D82059,2026-07-01,11919,6174,1552,3547,3114,1718,1438,550,13.021,29.759,26.126,14.414,12.065,4.614,51.8,31.093
D82062,2026-07-01,8872,4543,1205,2713,2392,1181,1023,358,13.582,30.579,26.961,13.312,11.531,4.035,51.206,28.877
D82063,2026-07-01,13995,7005,2115,4884,3421,1577,1468,530,15.113,34.898,24.444,11.268,10.489,3.787,50.054,25.545
D82064,2026-07-01,22700,11714,4110,7930,5681,2281,1949,749,18.106,34.934,25.026,10.048,8.586,3.3,51.604,21.934
D82065,2026-07-01,7819,4056,1077,2322,1952,1218,924,326,13.774,29.697,24.965,15.577,11.817,4.169,51.874,31.564
D82066,2026-07-01,6694,3373,784,1977,1735,1024,835,339,11.712,29.534,25.919,15.297,12.474,5.064,50.388,32.835
D82067,2026-07-01,15034,7475,2482,6113,3769,1338,1015,317,16.509,40.661,25.07,8.9,6.751,2.109,49.721,17.76
D82068,2026-07-01,7943,4156,1202,2448,2025,1063,863,342,15.133,30.82,25.494,13.383,10.865,4.306,52.323,28.553
D82070,2026-07-01,6443,3230,813,1786,1867,1024,748,205,12.618,27.72,28.977,15.893,11.609,3.182,50.132,30.684
D82071,2026-07-01,13921,6941,1968,4749,3673,1633,1298,600,14.137,34.114,26.385,11.73,9.324,4.31,49.86,25.365
D82072,2026-07-01,3938,2007,379,935,1071,684,648,221,9.624,23.743,27.197,17.369,16.455,5.612,50.965,39.436
D82073,2026-07-01,15352,7686,2395,6329,3989,1349,947,343,15.601,41.226,25.984,8.787,6.169,2.234,50.065,17.19
D82076,2026-07-01,8761,4480,1286,3537,2271,789,615,263,14.679,40.372,25.922,9.006,7.02,3.002,51.136,19.028
D82078,2026-07-01,10063,5118,1466,3054,2851,1286,1040,366,14.568,30.349,28.332,12.779,10.335,3.637,50.86,26.751
D82079,2026-07-01,5602,2806,782,1702,1612,776,545,185,13.959,30.382,28.775,13.852,9.729,3.302,50.089,26.883
D82080,2026-07-01,8989,4645,1373,2918,2459,999,915,325,15.274,32.462,27.356,11.114,10.179,3.616,51.674,24.908
D82084,2026-07-01,8137,4129,982,2323,2170,1191,1085,386,12.068,28.549,26.668,14.637,13.334,4.744,50.744,32.715
D82085,2026-07-01,8107,4196,1097,2411,2300,1193,856,250,13.532,29.74,28.371,14.716,10.559,3.084,51.758,28.358
D82087,2026-07-01,6849,3281,1149,3237,1644,469,269,81,16.776,47.262,24.004,6.848,3.928,1.183,47.905,11.958
D82088,2026-07-01,19255,9343,929,17031,1071,169,49,6,4.825,88.45,5.562,0.878,0.254,0.031,48.522,1.163
D82096,2026-07-01,8267,4031,1494,3793,1926,541,378,135,18.072,45.881,23.297,6.544,4.572,1.633,48.76,12.749
D82099,2026-07-01,16746,8297,2541,7155,4508,1380,858,304,15.174,42.727,26.92,8.241,5.124,1.815,49.546,15.18
D82100,2026-07-01,4668,2353,612,1407,1271,691,535,152,13.111,30.141,27.228,14.803,11.461,3.256,50.407,29.52
D82104,2026-07-01,9493,4847,1225,2752,2660,1344,1111,401,12.904,28.99,28.021,14.158,11.703,4.224,51.059,30.085
D82105,2026-07-01,7815,4037,1266,2643,1970,967,735,234,16.2,33.82,25.208,12.374,9.405,2.994,51.657,24.773
D82106,2026-07-01,5911,2966,833,2812,1334,469,320,143,14.092,47.572,22.568,7.934,5.414,2.419,50.178,15.767
D82600,2026-07-01,2002,985,218,507,583,356,284,54,10.889,25.325,29.121,17.782,14.186,2.697,49.201,34.665
D82604,2026-07-01,3584,1760,444,1015,1077,510,412,126,12.388,28.32,30.05,14.23,11.496,3.516,49.107,29.241
D82618,2026-07-01,5667,2930,812,1869,1548,710,541,187,14.329,32.98,27.316,12.529,9.546,3.3,51.703,25.375
D82621,2026-07-01,7046,3638,936,1990,1871,1062,923,264,13.284,28.243,26.554,15.072,13.1,3.747,51.632,31.919
D82624,2026-07-01,8809,4621,1617,3219,2359,859,585,170,18.356,36.542,26.779,9.751,6.641,1.93,52.458,18.322
D82628,2026-07-01,4121,2066,451,1025,1239,691,565,150,10.944,24.873,30.066,16.768,13.71,3.64,50.133,34.118
D83001,2026-07-01,11268,5679,1530,3496,3116,1366,1325,435,13.578,31.026,27.654,12.123,11.759,3.86,50.399,27.742
D83002,2026-07-01,15364,7670,2379,5764,3825,1592,1364,440,15.484,37.516,24.896,10.362,8.878,2.864,49.922,22.104
D83003,2026-07-01,5030,2549,624,1306,1450,790,674,186,12.406,25.964,28.827,15.706,13.4,3.698,50.676,32.803
D83004,2026-07-01,9985,5019,1511,3436,2651,1179,848,360,15.133,34.412,26.55,11.808,8.493,3.605,50.265,23.906
D83005,2026-07-01,13686,7014,1648,4680,3599,1601,1543,615,12.042,34.196,26.297,11.698,11.274,4.494,51.249,27.466
D83006,2026-07-01,7599,3929,979,2032,2147,1219,946,276,12.883,26.74,28.254,16.042,12.449,3.632,51.704,32.123
D83007,2026-07-01,9629,4996,1367,2913,2644,1310,1057,338,14.197,30.252,27.459,13.605,10.977,3.51,51.885,28.092
D83008,2026-07-01,15969,7579,2792,7005,3672,1355,845,300,17.484,43.866,22.995,8.485,5.292,1.879,47.461,15.655
D83009,2026-07-01,19128,9748,2301,5672,5209,2626,2383,937,12.029,29.653,27.232,13.729,12.458,4.899,50.962,31.085
D83010,2026-07-01,6391,3280,694,1606,1782,1110,919,280,10.859,25.129,27.883,17.368,14.38,4.381,51.322,36.129
D83011,2026-07-01,11756,5944,1486,3543,3102,1642,1454,529,12.64,30.138,26.387,13.967,12.368,4.5,50.561,30.835
D83012,2026-07-01,27704,13731,3900,8770,7616,3466,2935,1017,14.077,31.656,27.491,12.511,10.594,3.671,49.563,26.776
D83013,2026-07-01,13790,7122,1882,4651,3594,1510,1505,648,13.648,33.727,26.062,10.95,10.914,4.699,51.646,26.563
D83015,2026-07-01,8178,4273,844,2200,2139,1270,1235,490,10.32,26.901,26.156,15.529,15.101,5.992,52.25,36.623
D83016,2026-07-01,10487,5305,1407,3427,2726,1341,1137,449,13.417,32.679,25.994,12.787,10.842,4.281,50.586,27.911
D83017,2026-07-01,13809,7002,1889,4656,3609,1773,1369,513,13.679,33.717,26.135,12.839,9.914,3.715,50.706,26.468
D83018,2026-07-01,12897,6492,2106,4508,3314,1413,1149,407,16.329,34.954,25.696,10.956,8.909,3.156,50.337,23.021
D83019,2026-07-01,7928,3962,977,2338,2266,1234,885,228,12.323,29.49,28.582,15.565,11.163,2.876,49.975,29.604
D83020,2026-07-01,8047,4137,1045,2414,2202,1150,867,369,12.986,29.999,27.364,14.291,10.774,4.586,51.41,29.651
D83021,2026-07-01,20458,10501,3682,8424,4941,1630,1362,419,17.998,41.177,24.152,7.968,6.658,2.048,51.33,16.673
D83022,2026-07-01,5341,2776,554,1303,1340,1030,791,323,10.373,24.396,25.089,19.285,14.81,6.048,51.975,40.142
D83023,2026-07-01,11451,5677,1730,4175,2798,1240,1118,390,15.108,36.46,24.435,10.829,9.763,3.406,49.576,23.998
D83024,2026-07-01,13749,6916,1843,5095,3805,1507,1094,405,13.405,37.057,27.675,10.961,7.957,2.946,50.302,21.863
D83026,2026-07-01,9038,4615,1107,2569,2560,1319,1061,422,12.248,28.424,28.325,14.594,11.739,4.669,51.062,31.002
D83027,2026-07-01,11621,5892,1830,4450,3016,1186,834,305,15.747,38.293,25.953,10.206,7.177,2.625,50.701,20.007
D83028,2026-07-01,9178,4772,1297,2698,2212,1419,1168,384,14.132,29.396,24.101,15.461,12.726,4.184,51.994,32.371
D83029,2026-07-01,13780,6588,1786,5321,3658,1388,1164,463,12.961,38.614,26.546,10.073,8.447,3.36,47.808,21.88
D83030,2026-07-01,7550,3498,1172,2975,1974,805,491,133,15.523,39.404,26.146,10.662,6.503,1.762,46.331,18.927
D83033,2026-07-01,10171,5149,1178,2804,2941,1557,1341,350,11.582,27.569,28.916,15.308,13.185,3.441,50.624,31.934
D83034,2026-07-01,11683,5926,1483,3475,3161,1745,1325,494,12.694,29.744,27.056,14.936,11.341,4.228,50.723,30.506
D83035,2026-07-01,10710,5441,1307,2836,2651,1851,1531,534,12.204,26.48,24.753,17.283,14.295,4.986,50.803,36.564
D83037,2026-07-01,16341,8490,2379,4922,4417,2034,1881,708,14.558,30.121,27.03,12.447,11.511,4.333,51.955,28.291
D83038,2026-07-01,16183,8361,2589,5717,4370,1646,1369,492,15.998,35.327,27.004,10.171,8.459,3.04,51.665,21.671
D83040,2026-07-01,11229,5697,1548,3919,2875,1243,1190,454,13.786,34.901,25.603,11.07,10.598,4.043,50.735,25.71
D83041,2026-07-01,10061,5150,1264,2790,3095,1532,1064,316,12.563,27.731,30.762,15.227,10.575,3.141,51.188,28.943
D83043,2026-07-01,6319,3123,766,1868,1743,879,787,276,12.122,29.562,27.583,13.91,12.455,4.368,49.422,30.733
D83044,2026-07-01,23771,12104,3954,9299,5758,2307,1707,746,16.634,39.119,24.223,9.705,7.181,3.138,50.919,20.024
D83045,2026-07-01,5523,2805,752,1868,1512,668,535,188,13.616,33.822,27.376,12.095,9.687,3.404,50.788,25.186
D83046,2026-07-01,29358,14825,4604,11181,7596,2826,2255,896,15.682,38.085,25.874,9.626,7.681,3.052,50.497,20.359
D83047,2026-07-01,15879,8206,2430,5435,3983,1839,1598,594,15.303,34.228,25.083,11.581,10.064,3.741,51.678,25.386
D83048,2026-07-01,17901,9082,2177,5488,4754,2680,2069,733,12.161,30.658,26.557,14.971,11.558,4.095,50.735,30.624
D83049,2026-07-01,6857,3654,784,1851,1925,944,948,405,11.434,26.994,28.074,13.767,13.825,5.906,53.289,33.499
D83050,2026-07-01,28298,13853,4877,11013,7047,2584,2015,762,17.234,38.918,24.903,9.131,7.121,2.693,48.954,18.945
D83051,2026-07-01,19476,9893,3252,7881,4955,1689,1257,442,16.697,40.465,25.442,8.672,6.454,2.269,50.796,17.396
D83053,2026-07-01,9344,4782,1257,2645,2518,1395,1151,378,13.452,28.307,26.948,14.929,12.318,4.045,51.177,31.293
D83054,2026-07-01,6917,3478,712,1763,1916,1268,908,350,10.293,25.488,27.7,18.332,13.127,5.06,50.282,36.519
D83055,2026-07-01,16202,8200,2399,5143,4304,2101,1722,533,14.807,31.743,26.565,12.968,10.628,3.29,50.611,26.886
D83056,2026-07-01,10991,5610,2212,4681,2415,839,596,248,20.126,42.589,21.973,7.634,5.423,2.256,51.042,15.313
D83057,2026-07-01,14634,7614,2238,4472,3828,1824,1592,680,15.293,30.559,26.158,12.464,10.879,4.647,52.03,27.99
D83059,2026-07-01,21400,10487,4254,9535,4927,1439,944,301,19.879,44.556,23.023,6.724,4.411,1.407,49.005,12.542
D83060,2026-07-01,24072,12318,3396,7938,6586,2718,2573,861,14.108,32.976,27.36,11.291,10.689,3.577,51.171,25.557
D83061,2026-07-01,9966,5032,1280,2982,2821,1344,1161,378,12.844,29.922,28.306,13.486,11.65,3.793,50.492,28.928
D83062,2026-07-01,7549,3804,1024,2394,2045,982,816,288,13.565,31.713,27.09,13.008,10.809,3.815,50.391,27.633
D83067,2026-07-01,8542,4351,1416,3295,2352,736,539,204,16.577,38.574,27.535,8.616,6.31,2.388,50.937,17.314
D83069,2026-07-01,6399,3234,828,1636,1846,1034,804,251,12.94,25.566,28.848,16.159,12.564,3.922,50.539,32.646
D83070,2026-07-01,5103,2616,704,1415,1390,734,655,205,13.796,27.729,27.239,14.384,12.836,4.017,51.264,31.237
D83073,2026-07-01,5385,2564,918,2232,1368,423,300,144,17.047,41.448,25.404,7.855,5.571,2.674,47.614,16.1
D83074,2026-07-01,14018,6683,2242,6281,3517,1034,657,287,15.994,44.807,25.089,7.376,4.687,2.047,47.674,14.11
D83075,2026-07-01,13428,6914,2089,4673,3507,1555,1170,434,15.557,34.8,26.117,11.58,8.713,3.232,51.489,23.525
D83076,2026-07-01,5693,2880,682,1470,1621,886,813,221,11.98,25.821,28.474,15.563,14.281,3.882,50.588,33.726
D83078,2026-07-01,10262,5264,2157,4214,2402,895,448,146,21.019,41.064,23.407,8.721,4.366,1.423,51.296,14.51
D83079,2026-07-01,9257,4621,1147,3267,2682,1100,790,271,12.391,35.292,28.973,11.883,8.534,2.928,49.919,23.344
D83080,2026-07-01,6015,3008,881,1917,1584,767,649,217,14.647,31.87,26.334,12.751,10.79,3.608,50.008,27.149
D83081,2026-07-01,8218,4196,1132,2810,2365,987,699,225,13.775,34.193,28.778,12.01,8.506,2.738,51.059,23.254
D83084,2026-07-01,6553,3282,991,2281,1757,663,588,273,15.123,34.808,26.812,10.118,8.973,4.166,50.084,23.257
D83608,2026-07-01,6628,3498,876,2043,1803,855,796,255,13.217,30.824,27.203,12.9,12.01,3.847,52.776,28.757
D83610,2026-07-01,12734,6456,1876,4811,3591,1243,855,358,14.732,37.781,28.2,9.761,6.714,2.811,50.699,19.287
E81002,2026-07-01,10184,5324,1889,3638,2743,1057,621,236,18.549,35.723,26.934,10.379,6.098,2.317,52.278,18.794
E81003,2026-07-01,21378,11027,4040,8014,5149,1987,1629,559,18.898,37.487,24.086,9.295,7.62,2.615,51.581,19.529
E81004,2026-07-01,12475,6350,2246,4913,2924,1181,875,336,18.004,39.383,23.439,9.467,7.014,2.693,50.902,19.174
E81005,2026-07-01,10462,4930,2070,4750,2335,677,443,187,19.786,45.402,22.319,6.471,4.234,1.787,47.123,12.493
E81006,2026-07-01,9516,4639,1641,3830,2375,795,644,231,17.245,40.248,24.958,8.354,6.768,2.427,48.749,17.549
E81007,2026-07-01,6681,3382,911,2048,2092,812,613,205,13.636,30.654,31.313,12.154,9.175,3.068,50.621,24.398
E81008,2026-07-01,11933,5926,2061,4933,3109,987,598,245,17.271,41.339,26.054,8.271,5.011,2.053,49.661,15.336
E81009,2026-07-01,12346,6202,1986,4495,3231,1251,996,387,16.086,36.409,26.17,10.133,8.067,3.135,50.235,21.335
E81010,2026-07-01,9106,4536,1894,4045,1999,583,395,190,20.799,44.421,21.953,6.402,4.338,2.087,49.813,12.827
E81012,2026-07-01,13045,6680,2130,4199,3534,1541,1241,400,16.328,32.189,27.091,11.813,9.513,3.066,51.207,24.392
E81013,2026-07-01,14448,6790,2123,6956,3401,1144,615,209,14.694,48.145,23.54,7.918,4.257,1.447,46.996,13.621
E81014,2026-07-01,18385,9202,3963,8116,3928,1334,812,232,21.556,44.145,21.365,7.256,4.417,1.262,50.052,12.934
E81015,2026-07-01,14414,7210,2058,5133,3978,1714,1173,358,14.278,35.611,27.598,11.891,8.138,2.484,50.021,22.513
E81016,2026-07-01,6342,3009,1289,2937,1414,387,209,106,20.325,46.31,22.296,6.102,3.295,1.671,47.446,11.069
E81018,2026-07-01,13005,6111,2252,5836,3039,995,635,248,17.316,44.875,23.368,7.651,4.883,1.907,46.99,14.441
E81019,2026-07-01,22919,11718,4593,10190,5495,1447,889,305,20.04,44.461,23.976,6.314,3.879,1.331,51.128,11.523
E81021,2026-07-01,22648,11377,4996,9778,5308,1374,870,322,22.059,43.174,23.437,6.067,3.841,1.422,50.234,11.33
E81022,2026-07-01,19445,9953,3852,7125,5182,1743,1168,375,19.81,36.642,26.65,8.964,6.007,1.929,51.185,16.899
E81024,2026-07-01,5957,3040,778,1833,1759,731,632,224,13.06,30.771,29.528,12.271,10.609,3.76,51.032,26.641
E81025,2026-07-01,7583,3743,1626,3263,1672,491,349,182,21.443,43.03,22.049,6.475,4.602,2.4,49.36,13.478
E81026,2026-07-01,10100,5029,1906,4224,2511,813,482,164,18.871,41.822,24.861,8.05,4.772,1.624,49.792,14.446
E81027,2026-07-01,13712,6828,2968,5969,3108,986,505,176,21.645,43.531,22.666,7.191,3.683,1.284,49.796,12.157
E81028,2026-07-01,15998,7617,3683,7781,3210,818,358,148,23.022,48.637,20.065,5.113,2.238,0.925,47.612,8.276
E81029,2026-07-01,18080,9260,3048,7009,4679,1611,1220,513,16.858,38.767,25.879,8.91,6.748,2.837,51.217,18.496
E81031,2026-07-01,5172,2555,747,1658,1475,633,514,145,14.443,32.057,28.519,12.239,9.938,2.804,49.401,24.981
E81032,2026-07-01,47418,22187,9525,24068,9884,2293,1162,486,20.087,50.757,20.844,4.836,2.451,1.025,46.79,8.311
E81033,2026-07-01,20579,10536,3692,7280,5428,2119,1510,550,17.941,35.376,26.376,10.297,7.338,2.673,51.198,20.307
E81034,2026-07-01,8622,4406,1408,3162,2318,865,628,241,16.33,36.674,26.885,10.032,7.284,2.795,51.102,20.111
E81035,2026-07-01,10143,5141,1611,3794,2646,1085,771,236,15.883,37.405,26.087,10.697,7.601,2.327,50.685,20.625
E81036,2026-07-01,13008,6597,2486,4709,3131,1350,1001,331,19.111,36.201,24.07,10.378,7.695,2.545,50.715,20.618
E81037,2026-07-01,46527,22997,7052,18682,12221,4227,3051,1294,15.157,40.153,26.266,9.085,6.557,2.781,49.427,18.424
E81038,2026-07-01,21050,10495,3264,7893,5485,2238,1618,552,15.506,37.496,26.057,10.632,7.686,2.622,49.857,20.941
E81040,2026-07-01,9508,4760,1642,3529,2434,923,650,330,17.27,37.116,25.599,9.708,6.836,3.471,50.063,20.015
E81041,2026-07-01,13907,6816,2895,6183,3266,856,499,208,20.817,44.46,23.485,6.155,3.588,1.496,49.011,11.239
E81043,2026-07-01,10642,5139,1947,4621,2409,816,613,236,18.295,43.422,22.637,7.668,5.76,2.218,48.29,15.646
E81044,2026-07-01,19352,9432,3510,7507,5050,1731,1183,371,18.138,38.792,26.095,8.945,6.113,1.917,48.739,16.975
E81045,2026-07-01,10608,5361,1797,4177,2615,871,803,345,16.94,39.376,24.651,8.211,7.57,3.252,50.537,19.033
E81046,2026-07-01,12179,6137,1719,3881,3517,1429,1201,432,14.114,31.866,28.878,11.733,9.861,3.547,50.39,25.142
E81047,2026-07-01,18113,9110,2993,7165,4807,1563,1127,458,16.524,39.557,26.539,8.629,6.222,2.529,50.295,17.38
E81048,2026-07-01,10977,5189,2057,5608,2226,651,297,138,18.739,51.089,20.279,5.931,2.706,1.257,47.272,9.893
E81049,2026-07-01,7677,3789,1107,2576,2267,850,634,243,14.42,33.555,29.53,11.072,8.258,3.165,49.355,22.496
E81050,2026-07-01,12784,6470,1915,4170,3645,1462,1181,411,14.98,32.619,28.512,11.436,9.238,3.215,50.61,23.889
E81052,2026-07-01,8099,3956,1222,3061,2183,826,582,225,15.088,37.795,26.954,10.199,7.186,2.778,48.846,20.163
E81057,2026-07-01,21739,11057,3653,8184,5647,2119,1584,552,16.804,37.647,25.976,9.747,7.286,2.539,50.863,19.573
E81060,2026-07-01,6239,3100,1093,2536,1504,544,373,189,17.519,40.648,24.106,8.719,5.979,3.029,49.687,17.727
E81061,2026-07-01,7241,3691,1418,2697,1858,679,456,133,19.583,37.246,25.659,9.377,6.297,1.837,50.974,17.511
E81063,2026-07-01,9473,4611,2049,4782,1853,478,219,92,21.63,50.48,19.561,5.046,2.312,0.971,48.675,8.329
E81069,2026-07-01,4942,2551,692,1505,1351,604,592,198,14.002,30.453,27.337,12.222,11.979,4.006,51.619,28.207
E81073,2026-07-01,17356,8472,3619,8347,3668,979,549,194,20.852,48.093,21.134,5.641,3.163,1.118,48.813,9.922
E81074,2026-07-01,11677,6025,1736,3875,3340,1300,1052,374,14.867,33.185,28.603,11.133,9.009,3.203,51.597,23.345
E81076,2026-07-01,5956,3005,1378,2692,1282,316,186,102,23.136,45.198,21.525,5.306,3.123,1.713,50.453,10.141
E81612,2026-07-01,5546,2657,1085,2451,1310,425,199,76,19.564,44.194,23.621,7.663,3.588,1.37,47.908,12.622
E81615,2026-07-01,4136,1895,802,2118,897,208,80,31,19.391,51.209,21.688,5.029,1.934,0.75,45.817,7.713
E81617,2026-07-01,5227,2623,870,1891,1413,577,346,130,16.644,36.178,27.033,11.039,6.619,2.487,50.182,20.145
E81631,2026-07-01,9758,4300,2013,4852,2141,429,207,116,20.629,49.723,21.941,4.396,2.121,1.189,44.066,7.706
E81632,2026-07-01,8375,4239,1382,3168,2140,888,558,239,16.501,37.827,25.552,10.603,6.663,2.854,50.615,20.119
E81633,2026-07-01,5480,2660,1311,2535,1154,267,146,67,23.923,46.259,21.058,4.872,2.664,1.223,48.54,8.759
E81635,2026-07-01,8914,4642,1984,4196,1763,527,319,125,22.257,47.072,19.778,5.912,3.579,1.402,52.075,10.893
E82001,2026-07-01,43809,22267,7018,14839,12580,4684,3511,1177,16.02,33.872,28.716,10.692,8.014,2.687,50.827,21.393
E82002,2026-07-01,10820,5244,1740,5005,2585,768,522,200,16.081,46.257,23.891,7.098,4.824,1.848,48.466,13.771
E82004,2026-07-01,4794,2163,872,2312,1157,235,159,59,18.189,48.227,24.134,4.902,3.317,1.231,45.119,9.449
E82005,2026-07-01,48036,23637,8463,19480,12544,3997,2495,1057,17.618,40.553,26.114,8.321,5.194,2.2,49.207,15.715
E82006,2026-07-01,7732,3771,1000,2728,2163,829,731,281,12.933,35.282,27.975,10.722,9.454,3.634,48.771,23.81
E82007,2026-07-01,11737,6074,2139,3999,3307,1212,794,286,18.224,34.072,28.176,10.326,6.765,2.437,51.751,19.528
E82008,2026-07-01,11088,5713,1966,4028,2901,995,819,379,17.731,36.328,26.163,8.974,7.386,3.418,51.524,19.778
E82009,2026-07-01,23585,11780,4617,10231,5404,1757,1112,464,19.576,43.379,22.913,7.45,4.715,1.967,49.947,14.132
E82012,2026-07-01,14700,7429,2642,6022,3888,1116,744,288,17.973,40.966,26.449,7.592,5.061,1.959,50.537,14.612
E82013,2026-07-01,36665,18638,6835,16003,9147,2465,1586,629,18.642,43.647,24.947,6.723,4.326,1.716,50.833,12.764
E82014,2026-07-01,19837,10119,3436,7118,5859,1639,1237,548,17.321,35.882,29.536,8.262,6.236,2.763,51.011,17.261
E82015,2026-07-01,8358,4020,1159,3233,2376,826,526,238,13.867,38.682,28.428,9.883,6.293,2.848,48.098,19.024
E82017,2026-07-01,13324,6648,2512,5685,3386,958,563,220,18.853,42.667,25.413,7.19,4.225,1.651,49.895,13.067
E82018,2026-07-01,14869,7242,2468,6898,3489,1022,701,291,16.598,46.392,23.465,6.873,4.715,1.957,48.705,13.545
E82019,2026-07-01,15938,8043,2223,4862,4533,1984,1679,657,13.948,30.506,28.441,12.448,10.535,4.122,50.464,27.105
E82020,2026-07-01,6608,3196,1049,2709,1748,600,350,152,15.875,40.996,26.453,9.08,5.297,2.3,48.366,16.677
E82021,2026-07-01,6629,3313,968,2136,1958,820,562,185,14.603,32.222,29.537,12.37,8.478,2.791,49.977,23.639
E82022,2026-07-01,18593,9373,3270,7818,4667,1438,981,419,17.587,42.048,25.101,7.734,5.276,2.254,50.411,15.264
E82023,2026-07-01,12127,5844,2132,5926,2737,741,404,187,17.581,48.866,22.569,6.11,3.331,1.542,48.19,10.984
E82024,2026-07-01,18120,9189,2769,7411,4867,1496,1067,510,15.281,40.9,26.86,8.256,5.889,2.815,50.712,16.959
E82027,2026-07-01,12568,6363,1731,4664,3338,1234,1046,555,13.773,37.11,26.56,9.819,8.323,4.416,50.629,22.557
E82031,2026-07-01,19699,9789,3088,8706,5527,1357,649,372,15.676,44.195,28.057,6.889,3.295,1.888,49.693,12.072
E82032,2026-07-01,14952,7516,2489,5754,3991,1497,908,313,16.647,38.483,26.692,10.012,6.073,2.093,50.268,18.178
E82035,2026-07-01,12562,6328,2079,4631,3217,1245,936,454,16.55,36.865,25.609,9.911,7.451,3.614,50.374,20.976
E82037,2026-07-01,15478,7990,2686,4747,4488,1587,1401,569,17.354,30.669,28.996,10.253,9.052,3.676,51.622,22.981
E82038,2026-07-01,20264,10292,3452,6516,5674,2275,1762,585,17.035,32.156,28.0,11.227,8.695,2.887,50.79,22.809
E82040,2026-07-01,20858,10332,3417,8294,5491,2004,1128,524,16.382,39.764,26.326,9.608,5.408,2.512,49.535,17.528
E82041,2026-07-01,12762,6529,2378,5342,3252,930,587,273,18.633,41.859,25.482,7.287,4.6,2.139,51.16,14.026
E82042,2026-07-01,9233,4710,1540,3790,2508,730,481,184,16.679,41.048,27.163,7.906,5.21,1.993,51.013,15.109
E82043,2026-07-01,15243,7840,2481,5518,3903,1576,1232,533,16.276,36.2,25.605,10.339,8.082,3.497,51.433,21.918
E82044,2026-07-01,14634,7556,2225,5282,4027,1489,1115,496,15.204,36.094,27.518,10.175,7.619,3.389,51.633,21.184
E82045,2026-07-01,18113,8435,2893,9276,4228,975,504,237,15.972,51.212,23.342,5.383,2.783,1.308,46.569,9.474
E82046,2026-07-01,10419,5216,1502,3550,3034,1175,858,300,14.416,34.072,29.12,11.277,8.235,2.879,50.062,22.392
E82050,2026-07-01,5380,2687,993,2212,1286,524,317,48,18.457,41.115,23.903,9.74,5.892,0.892,49.944,16.524
E82051,2026-07-01,14739,7389,2725,5828,3602,1401,839,344,18.488,39.541,24.439,9.505,5.692,2.334,50.132,17.532
E82053,2026-07-01,17907,8996,3294,7168,4438,1429,1070,508,18.395,40.029,24.784,7.98,5.975,2.837,50.237,16.792
E82055,2026-07-01,13387,6781,2157,4331,3790,1327,1272,510,16.113,32.352,28.311,9.913,9.502,3.81,50.654,23.224
E82056,2026-07-01,10437,5295,1964,4346,2494,893,507,233,18.818,41.64,23.896,8.556,4.858,2.232,50.733,15.646
E82058,2026-07-01,16801,7703,1394,10720,2531,1104,741,311,8.297,63.806,15.065,6.571,4.41,1.851,45.848,12.833
E82059,2026-07-01,10280,5279,1741,3577,3072,860,741,289,16.936,34.796,29.883,8.366,7.208,2.811,51.352,18.385
E82060,2026-07-01,21610,11007,4075,8272,5905,1793,1176,389,18.857,38.279,27.325,8.297,5.442,1.8,50.935,15.539
E82061,2026-07-01,14259,7225,2281,5372,3707,1352,1070,477,15.997,37.674,25.998,9.482,7.504,3.345,50.67,20.331
E82062,2026-07-01,16093,8219,2553,5886,4264,1670,1204,516,15.864,36.575,26.496,10.377,7.482,3.206,51.072,21.065
E82063,2026-07-01,12248,6355,2489,4763,3116,966,660,254,20.322,38.888,25.441,7.887,5.389,2.074,51.886,15.349
E82066,2026-07-01,3753,1877,546,1332,1136,362,256,121,14.548,35.492,30.269,9.646,6.821,3.224,50.013,19.691
E82067,2026-07-01,16581,8226,2594,6273,4752,1491,981,490,15.644,37.832,28.659,8.992,5.916,2.955,49.611,17.864
E82068,2026-07-01,19394,9768,2974,6630,5804,1876,1443,667,15.335,34.186,29.927,9.673,7.44,3.439,50.366,20.553
E82069,2026-07-01,8788,4323,1754,4369,1891,390,283,101,19.959,49.716,21.518,4.438,3.22,1.149,49.192,8.807
E82070,2026-07-01,3666,1801,825,1641,823,237,114,26,22.504,44.763,22.45,6.465,3.11,0.709,49.127,10.284
E82071,2026-07-01,17361,8688,3421,5950,5175,1374,1062,379,19.705,34.272,29.808,7.914,6.117,2.183,50.043,16.215
E82073,2026-07-01,48526,24531,9103,20642,12027,3579,2283,892,18.759,42.538,24.785,7.375,4.705,1.838,50.552,13.918
