gp_code,extract_date,total_list,female_total,a0_14,a15_44,a45_64,a65_74,a75_84,a85plus,pct_0_14,pct_15_44,pct_45_64,pct_65_74,pct_75_84,pct_85plus,pct_female,pct_65plus
A81001,2026-07-01,3733,1876,598,1361,891,412,322,149,16.019,36.459,23.868,11.037,8.626,3.991,50.254,23.654
A81002,2026-07-01,18558,9362,2773,6691,4698,2315,1527,554,14.942,36.055,25.315,12.474,8.228,2.985,50.447,23.688
A81004,2026-07-01,11484,5597,1977,4529,2622,1224,810,322,17.215,39.437,22.832,10.658,7.053,2.804,48.737,20.515
A81005,2026-07-01,7505,3838,925,2167,1990,1074,1021,328,12.325,28.874,26.516,14.31,13.604,4.37,51.139,32.285
A81006,2026-07-01,14566,7347,2362,5512,3629,1641,1085,337,16.216,37.842,24.914,11.266,7.449,2.314,50.439,21.028
A81007,2026-07-01,10412,5234,1670,4095,2580,1091,708,268,16.039,39.33,24.779,10.478,6.8,2.574,50.269,19.852
A81009,2026-07-01,7815,3865,1282,3014,2026,870,469,154,16.404,38.567,25.925,11.132,6.001,1.971,49.456,19.104
A81011,2026-07-01,12018,6172,1899,4262,3083,1467,968,339,15.801,35.463,25.653,12.207,8.055,2.821,51.356,23.082
A81012,2026-07-01,5596,2682,1095,2440,1285,496,195,85,19.568,43.603,22.963,8.863,3.485,1.519,47.927,13.867
A81013,2026-07-01,7868,4040,1187,2756,2157,908,670,190,15.086,35.028,27.415,11.54,8.516,2.415,51.347,22.471
A81014,2026-07-01,4096,2030,579,1362,996,571,428,160,14.136,33.252,24.316,13.94,10.449,3.906,49.561,28.296
A81016,2026-07-01,12819,5994,2569,6245,2423,897,517,168,20.041,48.717,18.902,6.997,4.033,1.311,46.759,12.341
A81017,2026-07-01,18174,9136,2955,6814,5073,1870,1131,331,16.259,37.493,27.914,10.289,6.223,1.821,50.27,18.334
A81018,2026-07-01,10003,4882,1533,3537,2640,1205,809,279,15.325,35.359,26.392,12.046,8.088,2.789,48.805,22.923
A81019,2026-07-01,8826,4502,1679,3526,2110,906,465,140,19.023,39.95,23.907,10.265,5.269,1.586,51.008,17.12
A81020,2026-07-01,7886,3989,1407,3019,1790,832,608,230,17.842,38.283,22.698,10.55,7.71,2.917,50.583,21.177
A81021,2026-07-01,26437,13529,4662,9775,6596,2860,1890,654,17.634,36.975,24.95,10.818,7.149,2.474,51.174,20.441
A81022,2026-07-01,9322,4677,1317,3077,2584,1193,911,240,14.128,33.008,27.719,12.798,9.773,2.575,50.172,25.145
A81023,2026-07-01,7610,3667,1344,3867,1417,612,288,82,17.661,50.815,18.62,8.042,3.784,1.078,48.187,12.904
A81025,2026-07-01,4019,1977,652,1536,969,459,279,124,16.223,38.218,24.11,11.421,6.942,3.085,49.191,21.448
A81026,2026-07-01,20390,9993,4094,8575,4484,1810,1063,364,20.078,42.055,21.991,8.877,5.213,1.785,49.009,15.875
A81027,2026-07-01,14199,7182,2112,4773,3816,1692,1353,453,14.874,33.615,26.875,11.916,9.529,3.19,50.581,24.636
A81029,2026-07-01,6557,3061,1172,3368,1139,514,281,83,17.874,51.365,17.371,7.839,4.285,1.266,46.683,13.39
A81030,2026-07-01,17245,8612,3016,6917,3956,1681,1184,491,17.489,40.11,22.94,9.748,6.866,2.847,49.939,19.461
A81031,2026-07-01,13422,6870,2307,5121,3332,1391,908,363,17.188,38.154,24.825,10.364,6.765,2.705,51.185,19.833
A81032,2026-07-01,11723,6053,1647,3805,3067,1483,1254,467,14.049,32.458,26.162,12.65,10.697,3.984,51.634,27.331
A81034,2026-07-01,20785,10322,3545,7984,5665,2057,1178,356,17.056,38.412,27.255,9.897,5.668,1.713,49.661,17.277
A81035,2026-07-01,9258,4362,1557,3767,2204,989,565,176,16.818,40.689,23.806,10.683,6.103,1.901,47.116,18.687
A81036,2026-07-01,15776,8018,2414,5717,4110,1743,1311,481,15.302,36.239,26.052,11.048,8.31,3.049,50.824,22.407
A81037,2026-07-01,5714,2712,871,2571,1361,534,281,96,15.243,44.995,23.819,9.345,4.918,1.68,47.462,15.943
A81038,2026-07-01,3636,1803,774,1551,838,288,136,49,21.287,42.657,23.047,7.921,3.74,1.348,49.587,13.009
A81039,2026-07-01,13256,6860,2242,4597,3541,1448,1075,353,16.913,34.679,26.712,10.923,8.11,2.663,51.75,21.696
A81040,2026-07-01,8490,4282,1323,3018,2231,1083,621,214,15.583,35.548,26.278,12.756,7.314,2.521,50.436,22.591
A81041,2026-07-01,9390,4686,1466,3344,2322,1260,739,259,15.612,35.612,24.728,13.419,7.87,2.758,49.904,24.047
A81042,2026-07-01,15848,7890,2913,6475,3675,1643,840,302,18.381,40.857,23.189,10.367,5.3,1.906,49.785,17.573
A81044,2026-07-01,19574,9780,3100,7392,4979,2250,1363,490,15.837,37.764,25.437,11.495,6.963,2.503,49.964,20.961
A81045,2026-07-01,6227,3059,867,2284,1686,688,503,199,13.923,36.679,27.076,11.049,8.078,3.196,49.125,22.322
A81046,2026-07-01,12149,6082,1987,4512,2927,1405,928,390,16.355,37.139,24.093,11.565,7.638,3.21,50.062,22.413
A81048,2026-07-01,7201,3635,841,2105,2080,937,874,364,11.679,29.232,28.885,13.012,12.137,5.055,50.479,30.204
A81049,2026-07-01,6304,3168,1190,2554,1502,611,336,111,18.877,40.514,23.826,9.692,5.33,1.761,50.254,16.783
A81051,2026-07-01,7223,3588,1259,2821,1763,777,447,156,17.43,39.056,24.408,10.757,6.189,2.16,49.675,19.106
A81052,2026-07-01,10268,5359,1626,3543,2733,1216,848,302,15.836,34.505,26.617,11.843,8.259,2.941,52.191,23.042
A81053,2026-07-01,5733,2801,859,1949,1500,732,534,159,14.983,33.996,26.164,12.768,9.314,2.773,48.857,24.856
A81054,2026-07-01,8398,4267,1247,3024,2220,1013,651,243,14.849,36.009,26.435,12.062,7.752,2.894,50.81,22.708
A81056,2026-07-01,2437,1233,331,804,690,361,173,78,13.582,32.991,28.314,14.813,7.099,3.201,50.595,25.113
A81057,2026-07-01,10132,5321,1708,3883,2513,1169,662,197,16.857,38.324,24.803,11.538,6.534,1.944,52.517,20.016
A81058,2026-07-01,9175,4857,1615,3289,2243,1064,729,235,17.602,35.847,24.447,11.597,7.946,2.561,52.937,22.104
A81060,2026-07-01,6238,3215,965,2250,1581,778,509,155,15.47,36.069,25.345,12.472,8.16,2.485,51.539,23.116
A81063,2026-07-01,5325,2501,813,1977,1423,601,383,128,15.268,37.127,26.723,11.286,7.192,2.404,46.967,20.883
A81064,2026-07-01,7556,3486,1351,4064,1307,458,287,89,17.88,53.785,17.298,6.061,3.798,1.178,46.136,11.038
A81066,2026-07-01,5587,2897,833,1850,1624,700,467,113,14.91,33.113,29.067,12.529,8.359,2.023,51.853,22.91
A81067,2026-07-01,10184,4920,1817,4309,2334,1011,567,146,17.842,42.311,22.918,9.927,5.568,1.434,48.311,16.929
A81070,2026-07-01,6145,3093,1053,2500,1674,493,320,105,17.136,40.683,27.242,8.023,5.207,1.709,50.334,14.939
A81602,2026-07-01,2309,1155,291,705,646,303,280,84,12.603,30.533,27.977,13.123,12.126,3.638,50.022,28.887
A81608,2026-07-01,18787,8775,2942,11726,2695,891,434,99,15.66,62.416,14.345,4.743,2.31,0.527,46.708,7.58
A81610,2026-07-01,7634,3907,1295,2929,1867,873,493,177,16.964,38.368,24.456,11.436,6.458,2.319,51.179,20.212
A81611,2026-07-01,9865,5074,1756,3731,2389,1065,692,232,17.8,37.821,24.217,10.796,7.015,2.352,51.434,20.162
A81612,2026-07-01,4175,2155,630,1419,1131,539,338,118,15.09,33.988,27.09,12.91,8.096,2.826,51.617,23.832
A81618,2026-07-01,9838,5058,1141,2769,2940,1379,1185,424,11.598,28.146,29.884,14.017,12.045,4.31,51.413,30.372
A81621,2026-07-01,2891,1475,705,1316,557,205,76,32,24.386,45.521,19.267,7.091,2.629,1.107,51.02,10.827
A81622,2026-07-01,5621,2778,1049,2250,1390,474,333,125,18.662,40.028,24.729,8.433,5.924,2.224,49.422,16.581
A81629,2026-07-01,10988,5174,2134,5297,2259,725,466,107,19.421,48.207,20.559,6.598,4.241,0.974,47.088,11.813
A81631,2026-07-01,7509,3887,1191,2719,1994,841,577,187,15.861,36.21,26.555,11.2,7.684,2.49,51.765,21.374
A82003,2026-07-01,11892,5985,1503,3943,3320,1488,1209,429,12.639,33.157,27.918,12.513,10.166,3.607,50.328,26.287
A82004,2026-07-01,2213,1099,255,585,679,387,233,74,11.523,26.435,30.682,17.488,10.529,3.344,49.661,31.36
A82005,2026-07-01,5562,2748,464,2000,1584,786,530,198,8.342,35.958,28.479,14.132,9.529,3.56,49.407,27.22
A82006,2026-07-01,5131,2604,638,1396,1443,807,641,206,12.434,27.207,28.123,15.728,12.493,4.015,50.75,32.235
A82007,2026-07-01,11468,5801,1747,4414,2956,1170,927,254,15.234,38.49,25.776,10.202,8.083,2.215,50.584,20.501
A82008,2026-07-01,11893,5881,1764,4517,2890,1293,1044,385,14.832,37.98,24.3,10.872,8.778,3.237,49.449,22.887
A82009,2026-07-01,9121,4637,1429,3409,2301,944,789,249,15.667,37.375,25.227,10.35,8.65,2.73,50.839,21.73
A82010,2026-07-01,6707,3443,934,2307,1792,893,585,196,13.926,34.397,26.718,13.314,8.722,2.922,51.334,24.959
A82012,2026-07-01,16695,8426,2015,4561,4815,2690,1908,706,12.069,27.32,28.841,16.113,11.429,4.229,50.47,31.77
A82013,2026-07-01,6421,3228,809,1718,1864,976,749,305,12.599,26.756,29.03,15.2,11.665,4.75,50.273,31.615
A82014,2026-07-01,4188,2099,400,1090,1266,715,531,186,9.551,26.027,30.229,17.073,12.679,4.441,50.119,34.193
A82015,2026-07-01,13074,6405,2055,5820,3100,1105,719,275,15.718,44.516,23.711,8.452,5.499,2.103,48.99,16.055
A82016,2026-07-01,41014,20711,6466,15368,10373,4471,3154,1182,15.765,37.47,25.291,10.901,7.69,2.882,50.497,21.473
A82018,2026-07-01,13800,6996,2102,5270,3493,1549,998,388,15.232,38.188,25.312,11.225,7.232,2.812,50.696,21.268
A82020,2026-07-01,14945,7519,2529,5602,3629,1643,1181,361,16.922,37.484,24.282,10.994,7.902,2.416,50.311,21.311
A82021,2026-07-01,17627,8928,2138,5373,5087,2506,1878,645,12.129,30.482,28.859,14.217,10.654,3.659,50.65,28.53
A82022,2026-07-01,5215,2637,719,1498,1482,711,590,215,13.787,28.725,28.418,13.634,11.314,4.123,50.566,29.07
A82023,2026-07-01,6655,3358,920,2198,1730,918,697,192,13.824,33.028,25.995,13.794,10.473,2.885,50.458,27.153
A82024,2026-07-01,5928,2977,715,1643,1720,942,682,226,12.061,27.716,29.015,15.891,11.505,3.812,50.219,31.208
A82025,2026-07-01,11854,6071,1628,4097,3306,1439,1045,339,13.734,34.562,27.889,12.139,8.816,2.86,51.215,23.815
A82026,2026-07-01,17084,8780,2215,5510,4689,2179,1757,734,12.965,32.252,27.447,12.755,10.284,4.296,51.393,27.336
A82027,2026-07-01,9989,5009,1143,3329,2760,1305,1063,389,11.443,33.327,27.63,13.064,10.642,3.894,50.145,27.6
A82028,2026-07-01,8404,4225,834,2536,2523,1200,926,385,9.924,30.176,30.021,14.279,11.019,4.581,50.274,29.879
A82029,2026-07-01,3535,1759,410,915,1075,599,409,127,11.598,25.884,30.41,16.945,11.57,3.593,49.76,32.107
A82030,2026-07-01,6481,3319,805,1700,1856,1030,792,298,12.421,26.231,28.638,15.893,12.22,4.598,51.211,32.711
A82031,2026-07-01,3334,1668,399,940,992,568,332,103,11.968,28.194,29.754,17.037,9.958,3.089,50.03,30.084
A82032,2026-07-01,13905,7044,2120,4728,3745,1600,1296,416,15.246,34.002,26.933,11.507,9.32,2.992,50.658,23.819
A82033,2026-07-01,7894,3971,1094,2459,2148,1130,780,283,13.859,31.15,27.211,14.315,9.881,3.585,50.304,27.781
A82035,2026-07-01,14311,7266,1741,4597,3882,1930,1538,623,12.165,32.122,27.126,13.486,10.747,4.353,50.772,28.586
A82036,2026-07-01,11703,5938,1613,3951,3224,1438,1053,424,13.783,33.761,27.548,12.287,8.998,3.623,50.739,24.908
A82037,2026-07-01,4416,2246,496,1193,1196,766,554,211,11.232,27.015,27.083,17.346,12.545,4.778,50.861,34.669
A82038,2026-07-01,4604,2321,638,1400,1338,641,463,124,13.858,30.408,29.062,13.923,10.056,2.693,50.413,26.672
A82039,2026-07-01,8731,4409,1260,3042,2294,1081,738,316,14.431,34.841,26.274,12.381,8.453,3.619,50.498,24.453
A82041,2026-07-01,13706,6765,1915,4830,3772,1643,1134,412,13.972,35.24,27.521,11.987,8.274,3.006,49.358,23.267
A82044,2026-07-01,22882,11294,3641,8332,6032,2616,1706,555,15.912,36.413,26.361,11.433,7.456,2.425,49.358,21.314
A82045,2026-07-01,9282,4751,1395,2994,2591,1123,894,285,15.029,32.256,27.914,12.099,9.632,3.07,51.185,24.801
A82046,2026-07-01,4476,2129,462,1702,1343,490,333,146,10.322,38.025,30.004,10.947,7.44,3.262,47.565,21.649
A82047,2026-07-01,33375,16687,5148,12167,8646,3740,2733,941,15.425,36.455,25.906,11.206,8.189,2.819,49.999,22.214
A82053,2026-07-01,7432,3826,732,1809,1899,1344,1150,498,9.849,24.341,25.552,18.084,15.474,6.701,51.48,40.258
A82055,2026-07-01,7446,3772,1042,2309,2095,1042,733,225,13.994,31.01,28.136,13.994,9.844,3.022,50.658,26.86
A82062,2026-07-01,6517,3201,1072,2532,1591,697,482,143,16.449,38.852,24.413,10.695,7.396,2.194,49.118,20.285
A82064,2026-07-01,6389,3240,807,1974,1787,960,674,187,12.631,30.897,27.97,15.026,10.549,2.927,50.712,28.502
A82068,2026-07-01,4783,2401,628,1622,1378,557,471,127,13.13,33.912,28.81,11.645,9.847,2.655,50.199,24.148
A82070,2026-07-01,6571,3315,645,2021,1929,892,793,291,9.816,30.756,29.356,13.575,12.068,4.429,50.449,30.072
A82071,2026-07-01,4099,1967,524,1465,1100,470,403,137,12.784,35.74,26.836,11.466,9.832,3.342,47.987,24.64
A82072,2026-07-01,7314,3474,1112,2801,1888,784,551,178,15.204,38.296,25.814,10.719,7.533,2.434,47.498,20.686
A82075,2026-07-01,7701,3959,1107,2915,1962,932,578,207,14.375,37.852,25.477,12.102,7.506,2.688,51.409,22.296
A82608,2026-07-01,4595,2246,606,1650,1145,620,437,137,13.188,35.909,24.918,13.493,9.51,2.982,48.879,25.985
A82613,2026-07-01,860,413,97,277,206,125,114,41,11.279,32.209,23.953,14.535,13.256,4.767,48.023,32.558
A82617,2026-07-01,2796,1375,370,736,801,511,292,86,13.233,26.323,28.648,18.276,10.443,3.076,49.177,31.795
A82620,2026-07-01,1028,489,97,338,335,140,81,37,9.436,32.879,32.588,13.619,7.879,3.599,47.568,25.097
A82629,2026-07-01,2907,1311,352,1040,809,371,258,77,12.109,35.776,27.829,12.762,8.875,2.649,45.098,24.286
A82631,2026-07-01,3773,1919,507,1045,1131,572,397,121,13.438,27.697,29.976,15.16,10.522,3.207,50.861,28.889
A82646,2026-07-01,3870,1922,550,1252,1039,555,335,139,14.212,32.351,26.848,14.341,8.656,3.592,49.664,26.589
A82647,2026-07-01,3351,1745,327,901,1003,552,416,152,9.758,26.887,29.931,16.473,12.414,4.536,52.074,33.423
A82650,2026-07-01,3039,1494,324,837,915,488,377,98,10.661,27.542,30.109,16.058,12.405,3.225,49.161,31.688
A82651,2026-07-01,5041,2404,665,1513,1394,749,541,179,13.192,30.014,27.653,14.858,10.732,3.551,47.689,29.141
A82654,2026-07-01,7908,3847,1122,2922,2182,861,576,245,14.188,36.95,27.592,10.888,7.284,3.098,48.647,21.27
A83001,2026-07-01,16004,8183,2667,5983,4065,1755,1185,349,16.665,37.384,25.4,10.966,7.404,2.181,51.131,20.551
A83003,2026-07-01,9151,4539,1263,3107,2579,1209,780,213,13.802,33.953,28.183,13.212,8.524,2.328,49.601,24.063
A83005,2026-07-01,12204,6306,1958,4375,3074,1437,1026,334,16.044,35.849,25.188,11.775,8.407,2.737,51.672,22.919
A83006,2026-07-01,8687,4404,1435,3367,2233,859,581,212,16.519,38.759,25.705,9.888,6.688,2.44,50.696,19.017
A83007,2026-07-01,10227,5184,1434,3636,2681,1377,812,287,14.022,35.553,26.215,13.464,7.94,2.806,50.689,24.21
A83008,2026-07-01,5348,2640,844,2037,1335,581,417,134,15.782,38.089,24.963,10.864,7.797,2.506,49.364,21.167
A83009,2026-07-01,7500,3797,866,2475,2170,933,734,322,11.547,33.0,28.933,12.44,9.787,4.293,50.627,26.52
A83010,2026-07-01,13108,6606,1804,4408,3598,1566,1229,503,13.763,33.628,27.449,11.947,9.376,3.837,50.397,25.16
A83011,2026-07-01,32380,15982,1735,24128,3356,1475,1175,511,5.358,74.515,10.364,4.555,3.629,1.578,49.358,9.762
A83012,2026-07-01,15513,7927,2393,5759,4081,1752,1103,425,15.426,37.124,26.307,11.294,7.11,2.74,51.099,21.144
A83013,2026-07-01,13185,6617,2413,5518,3073,1204,719,258,18.301,41.851,23.307,9.132,5.453,1.957,50.186,16.542
A83014,2026-07-01,6386,3149,895,2270,1716,770,554,181,14.015,35.547,26.871,12.058,8.675,2.834,49.311,23.567
A83015,2026-07-01,9695,4916,1368,3227,2666,1150,927,357,14.11,33.285,27.499,11.862,9.562,3.682,50.707,25.106
A83016,2026-07-01,10794,5436,1595,3823,2825,1368,927,256,14.777,35.418,26.172,12.674,8.588,2.372,50.361,23.634
A83018,2026-07-01,16309,8159,2118,5655,4568,2040,1396,532,12.987,34.674,28.009,12.508,8.56,3.262,50.028,24.33
A83020,2026-07-01,13551,6880,2037,4536,3660,1717,1200,401,15.032,33.474,27.009,12.671,8.855,2.959,50.771,24.485
A83021,2026-07-01,16129,8136,2619,5959,4178,1742,1271,360,16.238,36.946,25.904,10.8,7.88,2.232,50.443,20.913
A83022,2026-07-01,26472,13464,4074,9370,7111,3178,2096,643,15.39,35.396,26.862,12.005,7.918,2.429,50.861,22.352
A83023,2026-07-01,12628,6254,2028,4966,3149,1314,934,237,16.06,39.325,24.937,10.405,7.396,1.877,49.525,19.678
A83024,2026-07-01,5534,2810,788,1791,1497,746,532,180,14.239,32.364,27.051,13.48,9.613,3.253,50.777,26.346
A83025,2026-07-01,13636,6826,2034,4929,3747,1610,1020,296,14.916,36.147,27.479,11.807,7.48,2.171,50.059,21.458
A83026,2026-07-01,10638,5334,1667,3920,2870,1149,790,242,15.67,36.849,26.979,10.801,7.426,2.275,50.141,20.502
A83027,2026-07-01,7662,3941,1167,2960,2059,790,529,157,15.231,38.632,26.873,10.311,6.904,2.049,51.436,19.264
A83028,2026-07-01,9222,4712,1137,3026,2593,1313,872,281,12.329,32.813,28.118,14.238,9.456,3.047,51.095,26.74
A83029,2026-07-01,5272,2699,717,1716,1484,682,505,168,13.6,32.549,28.149,12.936,9.579,3.187,51.195,25.702
A83030,2026-07-01,14113,7123,2329,5438,3751,1363,924,308,16.503,38.532,26.578,9.658,6.547,2.182,50.471,18.387
A83031,2026-07-01,11868,6056,1678,3912,3247,1481,1107,443,14.139,32.963,27.359,12.479,9.328,3.733,51.028,25.539
A83032,2026-07-01,2626,1354,287,755,766,411,301,106,10.929,28.751,29.17,15.651,11.462,4.037,51.561,31.15
A83033,2026-07-01,10385,5252,1675,3796,2678,1133,833,270,16.129,36.553,25.787,10.91,8.021,2.6,50.573,21.531
A83034,2026-07-01,11620,5865,1925,4527,2898,1148,786,336,16.566,38.959,24.94,9.88,6.764,2.892,50.473,19.535
A83035,2026-07-01,7121,3574,709,1813,2268,1188,888,255,9.956,25.46,31.849,16.683,12.47,3.581,50.19,32.734
A83036,2026-07-01,10073,5178,1296,2972,2614,1447,1326,418,12.866,29.505,25.951,14.365,13.164,4.15,51.405,31.679
A83037,2026-07-01,12866,6551,1765,4168,3575,1640,1243,475,13.718,32.395,27.786,12.747,9.661,3.692,50.917,26.1
A83038,2026-07-01,6282,3284,968,2295,1754,671,434,160,15.409,36.533,27.921,10.681,6.909,2.547,52.276,20.137
A83040,2026-07-01,12230,6136,2005,4987,3023,1221,730,264,16.394,40.777,24.718,9.984,5.969,2.159,50.172,18.111
A83041,2026-07-01,7322,3699,1090,2645,1922,864,581,220,14.887,36.124,26.25,11.8,7.935,3.005,50.519,22.74
A83043,2026-07-01,2720,1337,258,706,812,476,367,101,9.485,25.956,29.853,17.5,13.493,3.713,49.154,34.706
A83044,2026-07-01,8359,4262,1284,3122,2239,911,592,211,15.361,37.349,26.786,10.898,7.082,2.524,50.987,20.505
A83045,2026-07-01,14844,7501,2162,5245,4020,1792,1259,366,14.565,35.334,27.082,12.072,8.482,2.466,50.532,23.019
A83046,2026-07-01,11051,5713,1312,3118,3152,1724,1249,496,11.872,28.215,28.522,15.6,11.302,4.488,51.697,31.391
A83047,2026-07-01,14606,7304,2324,5659,3742,1471,1047,363,15.911,38.744,25.62,10.071,7.168,2.485,50.007,19.725
A83048,2026-07-01,6299,3226,840,1938,1834,839,638,210,13.335,30.767,29.116,13.32,10.129,3.334,51.214,26.782
A83049,2026-07-01,16798,8637,2672,6074,4669,1832,1159,392,15.907,36.159,27.795,10.906,6.9,2.334,51.417,20.139
A83050,2026-07-01,12563,6411,1701,4387,3549,1549,1025,352,13.54,34.92,28.25,12.33,8.159,2.802,51.031,23.291
A83051,2026-07-01,11547,5852,1788,4196,2995,1372,864,332,15.485,36.338,25.937,11.882,7.482,2.875,50.68,22.24
A83052,2026-07-01,8609,4357,1248,2969,2237,1114,832,209,14.496,34.487,25.984,12.94,9.664,2.428,50.61,25.032
A83054,2026-07-01,17167,8718,2635,5686,4842,2043,1537,424,15.349,33.122,28.205,11.901,8.953,2.47,50.783,23.324
A83055,2026-07-01,5136,2723,742,1708,1288,615,606,177,14.447,33.255,25.078,11.974,11.799,3.446,53.018,27.22
A83057,2026-07-01,18030,9006,2850,6517,4895,1997,1338,433,15.807,36.145,27.149,11.076,7.421,2.402,49.95,20.899
A83060,2026-07-01,2851,1428,363,844,866,443,261,74,12.732,29.604,30.375,15.538,9.155,2.596,50.088,27.289
A83061,2026-07-01,3702,1887,414,1039,1131,574,414,130,11.183,28.066,30.551,15.505,11.183,3.512,50.972,30.2
A83066,2026-07-01,13155,6521,2335,5116,3380,1306,764,254,17.75,38.89,25.694,9.928,5.808,1.931,49.571,17.666
A83070,2026-07-01,5945,3005,807,1826,1670,788,602,252,13.574,30.715,28.091,13.255,10.126,4.239,50.547,27.62
A83071,2026-07-01,4633,2390,723,1732,1248,552,284,94,15.605,37.384,26.937,11.915,6.13,2.029,51.586,20.073
A83072,2026-07-01,4032,2051,583,1185,1124,486,478,176,14.459,29.39,27.877,12.054,11.855,4.365,50.868,28.274
A83073,2026-07-01,5276,2664,726,1857,1380,635,506,172,13.76,35.197,26.156,12.036,9.591,3.26,50.493,24.886
A83074,2026-07-01,11745,5995,2010,4432,2946,1325,810,222,17.114,37.735,25.083,11.281,6.897,1.89,51.043,20.068
A83075,2026-07-01,8316,4082,1159,2940,2325,1068,602,222,13.937,35.354,27.958,12.843,7.239,2.67,49.086,22.751
A83610,2026-07-01,3565,1781,583,1330,996,376,235,45,16.353,37.307,27.938,10.547,6.592,1.262,49.958,18.401
A83616,2026-07-01,8787,4353,1468,3354,2274,959,581,151,16.706,38.17,25.879,10.914,6.612,1.718,49.539,19.244
A83617,2026-07-01,2722,1388,342,970,781,338,220,71,12.564,35.636,28.692,12.417,8.082,2.608,50.992,23.108
A83618,2026-07-01,7615,3863,1114,2590,2100,969,639,203,14.629,34.012,27.577,12.725,8.391,2.666,50.729,23.782
A83619,2026-07-01,3438,1717,572,1336,916,370,188,56,16.638,38.86,26.643,10.762,5.468,1.629,49.942,17.859
A83622,2026-07-01,1787,872,262,577,500,245,164,39,14.661,32.289,27.98,13.71,9.177,2.182,48.797,25.07
A83626,2026-07-01,2327,1161,350,771,661,310,186,49,15.041,33.133,28.406,13.322,7.993,2.106,49.893,23.421
A83627,2026-07-01,6614,3354,1226,2633,1689,646,342,78,18.536,39.809,25.537,9.767,5.171,1.179,50.711,16.117
A83634,2026-07-01,2845,1389,466,981,726,353,237,82,16.38,34.482,25.518,12.408,8.33,2.882,48.822,23.62
A83635,2026-07-01,4635,2319,852,2028,1054,382,226,93,18.382,43.754,22.74,8.242,4.876,2.006,50.032,15.124
A83636,2026-07-01,5697,2905,861,2072,1558,655,396,155,15.113,36.37,27.348,11.497,6.951,2.721,50.992,21.169
A83637,2026-07-01,4109,1933,542,1437,1155,533,340,102,13.191,34.972,28.109,12.972,8.275,2.482,47.043,23.728
A83641,2026-07-01,4678,2148,788,1973,1218,382,249,68,16.845,42.176,26.037,8.166,5.323,1.454,45.917,14.942
A83644,2026-07-01,3579,1731,509,1323,975,406,264,102,14.222,36.966,27.242,11.344,7.376,2.85,48.365,21.57
A84002,2026-07-01,6334,3241,609,1398,1904,1304,853,266,9.615,22.071,30.06,20.587,13.467,4.2,51.168,38.254
A84005,2026-07-01,12978,6724,1942,4530,3518,1597,1046,345,14.964,34.905,27.107,12.305,8.06,2.658,51.811,23.024
A84006,2026-07-01,18868,9691,2168,5249,5260,3154,2238,799,11.49,27.82,27.878,16.716,11.861,4.235,51.362,32.812
A84007,2026-07-01,10943,5520,1527,3396,2918,1421,1154,527,13.954,31.034,26.665,12.985,10.546,4.816,50.443,28.347
A84008,2026-07-01,4521,2341,387,1037,1339,924,631,203,8.56,22.937,29.617,20.438,13.957,4.49,51.781,38.885
A84009,2026-07-01,26813,13412,4442,10221,6531,2986,2045,588,16.567,38.12,24.358,11.136,7.627,2.193,50.021,20.956
A84011,2026-07-01,8655,4431,1321,2596,2360,1070,923,385,15.263,29.994,27.267,12.363,10.664,4.448,51.196,27.475
A84013,2026-07-01,6282,3206,917,2235,1697,738,519,176,14.597,35.578,27.014,11.748,8.262,2.802,51.035,22.811
A84014,2026-07-01,14162,7247,2257,5215,3592,1573,1169,356,15.937,36.824,25.364,11.107,8.254,2.514,51.172,21.875
A84016,2026-07-01,6771,3464,974,2345,1947,803,542,160,14.385,34.633,28.755,11.859,8.005,2.363,51.159,22.227
A84018,2026-07-01,7365,3838,876,1863,1969,1363,913,381,11.894,25.295,26.735,18.506,12.396,5.173,52.111,36.076
A84020,2026-07-01,8090,4081,1101,2637,2213,1060,754,325,13.609,32.596,27.355,13.103,9.32,4.017,50.445,26.44
A84022,2026-07-01,12403,6444,1553,3465,3518,2070,1359,438,12.521,27.937,28.364,16.69,10.957,3.531,51.955,31.178
A84024,2026-07-01,10386,5382,1259,3102,2794,1526,1241,464,12.122,29.867,26.902,14.693,11.949,4.468,51.82,31.109
A84025,2026-07-01,5557,2776,813,1960,1350,766,529,139,14.63,35.271,24.294,13.784,9.52,2.501,49.955,25.805
A84026,2026-07-01,9148,4672,1059,2869,2419,1325,1061,415,11.576,31.362,26.443,14.484,11.598,4.537,51.071,30.619
A84027,2026-07-01,3434,1740,380,877,1045,656,361,115,11.066,25.539,30.431,19.103,10.513,3.349,50.67,32.964
A84028,2026-07-01,20145,10084,2905,7455,5314,2406,1583,482,14.42,37.007,26.379,11.943,7.858,2.393,50.057,22.194
A84029,2026-07-01,4833,2452,575,1377,1379,845,531,126,11.897,28.492,28.533,17.484,10.987,2.607,50.735,31.078
A84030,2026-07-01,11960,6260,1689,4255,3058,1318,1288,352,14.122,35.577,25.569,11.02,10.769,2.943,52.341,24.732
A84031,2026-07-01,11267,5869,1442,3308,3160,1695,1214,448,12.798,29.36,28.047,15.044,10.775,3.976,52.09,29.795
A84033,2026-07-01,5892,2991,716,1693,1644,903,690,246,12.152,28.734,27.902,15.326,11.711,4.175,50.764,31.212
A84034,2026-07-01,5609,2845,680,1615,1475,918,697,224,12.123,28.793,26.297,16.367,12.426,3.994,50.722,32.787
