period,prac,patients,gp_fte,gp_fte_fq,nurse_fte,dpc_fte,admin_fte,gp_exrl_fte,nurses_fte,date,gp_fte_fq_per10k
202106,C85026,5028.0,1.013333333,,,0.8,3.346666667,,0.64,2021-06-30,
202109,C85026,5024.0,1.013333333,,,0.8,4.013333333,,0.64,2021-09-30,
202112,C85026,5008.0,1.013333333,,,,4.013333333,,0.64,2021-12-31,
202203,C85026,5009.0,1.013333333,,,,4.146666667,,0.64,2022-03-31,
201803,C85028,4574.0,1.330133333,1.330133333,1.4,0.0,8.493333333,,,2018-03-31,2.9080308985570618
201806,C85028,4548.0,1.330133333,1.330133333,1.786666667,0.0,8.12,,,2018-06-30,2.924655525505717
201809,C85028,4512.0,1.330133333,1.330133333,1.786666667,0.0,8.12,,,2018-09-30,2.947990542996454
201812,C85028,4516.0,1.330133333,1.330133333,1.786666667,0.0,8.12,,,2018-12-31,2.94537939105403
201903,C85028,4499.0,1.330133333,1.330133333,1.786666667,0.0,8.12,,,2019-03-31,2.956508853078462
201906,C85028,4474.0,1.330133333,,,0.0,7.4,1.330133333,1.786666667,2019-06-30,
201909,C85028,4444.0,1.330133333,1.330133333,2.773333333,0.0,7.986666667,,,2019-09-30,2.9930993091809177
201912,C85028,4443.0,1.330133333,,,0.0,7.986666667,1.330133333,2.773333333,2019-12-31,
202006,C85028,4388.0,1.330133333,,,0.0,6.373333333,1.330133333,1.786666667,2020-06-30,
202009,C85028,4491.0,1.330133333,,,0.0,6.373333333,1.330133333,1.786666667,2020-09-30,
202012,C85028,4541.0,1.330133333,,,0.0,6.373333333,1.330133333,1.786666667,2020-12-31,
202103,C85028,4487.0,1.330133333,,,0.0,6.373333333,1.330133333,1.786666667,2021-03-31,
202106,C85028,4453.0,1.330133333,,,0.0,6.373333333,,1.786666667,2021-06-30,
202109,C85028,4421.0,1.330133333,,,0.0,5.573333333,,1.786666667,2021-09-30,
202112,C85028,4400.0,1.330133333,,,0.0,6.906666667,,1.786666667,2021-12-31,
202203,C85028,4354.0,1.330133333,,,0.0,6.906666667,,1.786666667,2022-03-31,
202206,C85028,4318.0,1.330133333,,,0.0,6.906666667,,1.786666667,2022-06-30,
202209,C85028,4293.0,1.330133333,,,0.0,6.106666667,,1.786666667,2022-09-30,
202212,C85028,4302.0,1.330133333,,,0.0,6.906666667,,1.786666667,2022-12-31,
202303,C85028,4287.0,1.330133333,,,0.0,6.906666667,,1.786666667,2023-03-31,
202306,C85028,4265.0,1.330133333,,,0.0,6.906666667,,1.786666667,2023-06-30,
202309,C85028,4255.0,1.330133333,,,0.0,6.906666667,,1.786666667,2023-09-30,
202312,C85028,4231.0,1.330133333,,,0.0,6.906666667,,1.786666667,2023-12-31,
202403,C85028,4193.0,1.330133333,,,0.0,6.906666667,,1.786666667,2024-03-31,
202406,C85028,4150.0,1.330133333,,,0.0,6.906666667,,1.786666667,2024-06-30,
202409,C85028,4093.0,1.330133333,,,0.0,6.906666667,,1.786666667,2024-09-30,
202412,C85028,4050.0,1.330133333,,,0.0,5.973333333,,1.786666667,2024-12-31,
202503,C85028,3943.0,1.330133333,,,0.0,5.973333333,,1.786666667,2025-03-31,
202506,C85028,3869.0,1.330133333,,,0.0,6.24,,1.786666667,2025-06-30,
202509,C85028,3817.0,1.3301333333,,1.7866666667,0.0,6.24,,,2025-09-30,
202512,C85028,3733.0,1.3301333333,,1.7866666667,0.0,6.24,,,2025-12-31,
202603,C85028,3680.0,1.3301333333,,1.7866666667,0.0,6.24,,,2026-03-31,
201803,C85030,9803.0,2.6104,2.6104,5.92,1.910133333,11.88,,,2018-03-31,2.662858308681016
201806,C85030,9829.0,2.6104,2.6104,5.92,1.910133333,10.89333333,,,2018-06-30,2.65581442669651
201809,C85030,9875.0,2.6104,2.6104,5.9168,1.910133333,10.76,,,2018-09-30,2.6434430379746834
201812,C85030,9896.0,2.6104,2.6104,6.186666667,1.910133333,11.37333333,,,2018-12-31,2.637833468067906
201903,C85030,9911.0,2.6104,2.6104,6.186666667,1.910133333,11.37333333,,,2019-03-31,2.6338411865603875
201906,C85030,9931.0,2.6104,,,1.910133333,10.76,2.6104,6.186666667,2019-06-30,
201909,C85030,9938.0,2.66065641,2.6104,6.186666667,2.478347204,11.48,,,2019-09-30,2.6266854497886896
201912,C85030,9961.0,2.6104,,,2.472625287,11.48,2.6104,6.186666667,2019-12-31,
202006,C85030,9942.0,2.6104,,,2.45703811,11.48,2.6104,6.186666667,2020-06-30,
202009,C85030,9953.0,2.6104,,,2.461386709,11.48,2.6104,6.186666667,2020-09-30,
202012,C85030,9958.0,3.382317949,,,1.48302196,11.29333333,3.300266667,6.186666667,2020-12-31,
202103,C85030,9945.0,3.300266667,,,2.145599881,11.69333333,3.300266667,6.186666667,2021-03-31,
202106,C85030,9958.0,3.300266667,,,2.147128863,12.42666667,,6.186666667,2021-06-30,
202109,C85030,9948.0,3.406933333,,,2.2,12.38666667,,4.986666667,2021-09-30,
202112,C85030,9884.0,3.406933333,,,2.2,11.6,,3.986666667,2021-12-31,
202203,C85030,9886.0,2.420266667,,,2.2,13.02666667,,6.453333333,2022-03-31,
202206,C85030,9882.0,2.9536,,,2.2,11.42666667,,6.453333333,2022-06-30,
202209,C85030,9878.0,3.486933333,,,2.2,12.08,,6.453333333,2022-09-30,
202212,C85030,9937.0,3.486933333,,,2.2,12.14666667,,6.453333333,2022-12-31,
202303,C85030,9964.0,3.486933333,,,2.2,11.34666667,,6.453333333,2023-03-31,
202306,C85030,9991.0,3.486933333,,,2.2,10.89333333,,6.453333333,2023-06-30,
202309,C85030,10060.0,3.486933333,,,2.2,10.33333333,,4.64,2023-09-30,
202312,C85030,10089.0,3.486933333,,,2.2,11.06666667,,4.64,2023-12-31,
202403,C85030,10044.0,3.486933333,,,2.2,10.26666667,,4.266666667,2024-03-31,
202406,C85030,10065.0,3.486933333,,,2.2,11.12,,4.266666667,2024-06-30,
202409,C85030,10090.0,3.486933333,,,2.2,11.18666667,,4.266666667,2024-09-30,
202412,C85030,10164.0,3.486933333,,,2.266666667,11.18666667,,5.066666667,2024-12-31,
202503,C85030,10144.0,3.486933333,,,2.266666667,11.18666667,,5.066666667,2025-03-31,
202506,C85030,10127.0,3.486933333,,,2.266666667,11.26666667,,4.266666667,2025-06-30,
202509,C85030,10095.0,3.4869333332,,4.2666666666,2.2666666667,11.2666666666,,,2025-09-30,
202512,C85030,10089.0,3.4869333332,,5.0933333333,2.4666666667,10.7866666666,,,2025-12-31,
202603,C85030,10084.0,3.4869333332,,5.0933333333,2.4666666667,10.7866666666,,,2026-03-31,
201803,C85033,11329.0,2.8,2.8,2.386666667,1.253333333,12.7168,,,2018-03-31,2.4715332332950832
201806,C85033,11392.0,2.8,2.8,3.32,1.253333333,11.41013333,,,2018-06-30,2.4578651685393256
201809,C85033,11481.0,3.866666667,2.8,3.32,1.253333333,11.41013333,,,2018-09-30,2.4388119501785557
201812,C85033,11560.0,3.866666667,2.8,3.32,1.68,13.96373333,,,2018-12-31,2.422145328719723
201903,C85033,11649.0,3.866666667,2.8,3.32,1.68,12.8904,,,2019-03-31,2.4036397974075023
201906,C85033,11663.0,3.866666667,,,1.68,13.04373333,2.8,3.32,2019-06-30,
201909,C85033,11718.0,3.866666667,2.8,3.32,1.68,13.68373333,,,2019-09-30,2.389486260454002
201912,C85033,11757.0,3.866666667,,,1.68,13.68373333,2.8,3.32,2019-12-31,
202006,C85033,11743.0,3.866666667,,,1.68,14.90373333,2.8,3.32,2020-06-30,
202009,C85033,11751.0,2.8,,,1.68,14.90373333,2.8,3.32,2020-09-30,
202012,C85033,11790.0,2.8,,,1.68,14.90373333,2.8,3.32,2020-12-31,
202103,C85033,11751.0,3.866666667,,,1.68,14.90373333,2.8,3.32,2021-03-31,
202106,C85033,11747.0,3.866666667,,,1.68,14.90373333,,3.32,2021-06-30,
202109,C85033,11683.0,4.933333333,,,1.68,14.90373333,,3.32,2021-09-30,
202112,C85033,11692.0,4.933333333,,,1.68,14.90373333,,3.32,2021-12-31,
202203,C85033,11658.0,4.933333333,,,1.68,14.90373333,,3.32,2022-03-31,
202206,C85033,11700.0,4.933333333,,,1.68,14.90373333,,3.32,2022-06-30,
202209,C85033,11690.0,4.72,,,1.68,14.90373333,,3.32,2022-09-30,
202212,C85033,11694.0,4.72,,,1.68,14.90373333,,3.32,2022-12-31,
202303,C85033,11739.0,4.533333333,,,0.986666667,11.84693333,,2.386666667,2023-03-31,
202306,C85033,11779.0,4.533333333,,,0.986666667,11.84693333,,2.386666667,2023-06-30,
202309,C85033,11808.0,4.32,,,0.986666667,11.84693333,,2.386666667,2023-09-30,
202312,C85033,11836.0,4.32,,,0.986666667,11.84693333,,2.386666667,2023-12-31,
202403,C85033,11836.0,4.32,,,0.986666667,11.84693333,,2.386666667,2024-03-31,
202406,C85033,11777.0,4.32,,,0.986666667,11.84693333,,2.386666667,2024-06-30,
202409,C85033,11725.0,5.386666667,,,0.986666667,11.84693333,,2.386666667,2024-09-30,
202412,C85033,11618.0,5.386666667,,,0.986666667,11.84693333,,2.386666667,2024-12-31,
202503,C85033,11528.0,5.28,,,0.986666667,11.84693333,,2.386666667,2025-03-31,
202506,C85033,11420.0,5.28,,,0.986666667,11.84693333,,2.386666667,2025-06-30,
202509,C85033,11333.0,4.1066666666,,2.3866666666,0.9866666667,11.8469333333,,,2025-09-30,
202512,C85033,11185.0,4.1066666666,,2.3866666666,0.9866666667,11.8469333333,,,2025-12-31,
202603,C85033,11120.0,4.1066666666,,2.3866666666,0.9866666667,11.8469333333,,,2026-03-31,
201803,C85614,2983.0,1.013333333,1.013333333,0.746666667,0.48,4.333333333,,,2018-03-31,3.397027599731814
201806,C85614,3000.0,1.013333333,1.013333333,0.746666667,0.48,4.333333333,,,2018-06-30,3.3777777766666666
201809,C85614,3057.0,1.013333333,1.013333333,0.746666667,0.48,4.333333333,,,2018-09-30,3.3147966404972196
201812,C85614,3099.0,1.350262882,1.013333333,0.853333333,0.4,4.773333333,,,2018-12-31,3.26987200064537
201903,C85614,3123.0,0.0,0.0,0.746666667,0.48,4.333333333,,,2019-03-31,0.0
201906,C85614,3156.0,0.092307692,,,0.48,4.333333333,0.0,0.746666667,2019-06-30,
201909,C85614,3228.0,0.0,0.0,0.746666667,0.48,4.333333333,,,2019-09-30,0.0
201912,C85614,3289.0,0.0,,,0.48,5.04,0.0,0.96,2019-12-31,
202006,C85614,3401.0,0.0,,,0.48,5.04,0.0,0.96,2020-06-30,
202009,C85614,3429.0,0.0,,,0.48,5.04,0.0,0.96,2020-09-30,
202012,C85614,3454.0,0.0,,,0.48,5.04,0.0,0.96,2020-12-31,
202103,C85614,3447.0,0.0,,,0.48,5.44,0.0,0.96,2021-03-31,
202106,C85614,3469.0,0.0,,,0.48,5.44,,0.96,2021-06-30,
202109,C85614,3528.0,0.0,,,0.48,5.866666667,,0.96,2021-09-30,
202112,C85614,3617.0,0.986666667,,,0.48,6.666666667,,0.96,2021-12-31,
202203,C85614,3681.0,0.986666667,,,0.48,6.933333333,,0.96,2022-03-31,
202206,C85614,3729.0,0.986666667,,,0.48,6.613333333,,0.96,2022-06-30,
202209,C85614,3757.0,0.986666667,,,0.48,6.613333333,,0.96,2022-09-30,
202212,C85614,3821.0,0.986666667,,,0.48,6.613333333,,0.96,2022-12-31,
202303,C85614,3879.0,0.986666667,,,0.48,6.373333333,,0.96,2023-03-31,
202306,C85614,3895.0,0.986666667,,,0.48,6.373333333,,0.96,2023-06-30,
202309,C85614,3940.0,0.986666667,,,0.48,6.373333333,,0.96,2023-09-30,
202312,C85614,3985.0,0.986666667,,,0.48,6.72,,0.96,2023-12-31,
202403,C85614,4132.0,0.986666667,,,0.48,5.84,,0.96,2024-03-31,
202406,C85614,4213.0,0.986666667,,,0.48,5.52,,0.96,2024-06-30,
202409,C85614,4292.0,0.986666667,,,0.48,5.973333333,,0.96,2024-09-30,
202412,C85614,4346.0,0.986666667,,,0.48,5.973333333,,0.96,2024-12-31,
202503,C85614,4396.0,0.986666667,,,0.48,5.973333333,,0.96,2025-03-31,
202506,C85614,4439.0,0.986666667,,,0.48,5.973333333,,0.96,2025-06-30,
202509,C85614,4534.0,0.9866666667,,0.96,0.48,5.9733333334,,,2025-09-30,
202512,C85614,4576.0,0.9866666667,,0.96,0.48,6.6133333334,,,2025-12-31,
202603,C85614,4632.0,0.9866666667,,0.96,0.48,6.6133333334,,,2026-03-31,
201803,C85619,6910.0,4.0,4.0,2.626666667,1.786666667,8.626666667,,,2018-03-31,5.788712011577424
201806,C85619,6937.0,4.0,4.0,2.626666667,1.786666667,8.623466667,,,2018-06-30,5.766181346403345
201809,C85619,7015.0,6.133333333,4.0,2.630133333,1.790133333,8.623466667,,,2018-09-30,5.702066999287242
201812,C85619,7058.0,6.133333333,4.0,2.630133333,1.790133333,8.623466667,,,2018-12-31,5.667327854916407
201903,C85619,7153.0,5.706666667,4.0,2.630133333,1.790133333,8.623466667,,,2019-03-31,5.592059275828324
201906,C85619,7237.0,5.92,,,1.790133333,8.623466667,4.0,2.630133333,2019-06-30,
201909,C85619,7287.0,5.386666667,4.0,2.630133333,1.790133333,9.210133333,,,2019-09-30,5.489227391244682
201912,C85619,7314.0,5.6,,,1.790133333,9.210133333,4.0,2.630133333,2019-12-31,
202006,C85619,7375.0,5.706666667,,,1.790133333,9.210133333,4.0,2.630133333,2020-06-30,
202009,C85619,7475.0,6.133333333,,,1.790133333,9.210133333,4.0,2.630133333,2020-09-30,
202012,C85619,7548.0,5.066666667,,,1.790133333,9.210133333,4.0,2.630133333,2020-12-31,
202103,C85619,7604.0,6.133333333,,,1.790133333,9.210133333,4.0,2.630133333,2021-03-31,
202106,C85619,7681.0,6.133333333,,,1.790133333,10.54346667,,2.630133333,2021-06-30,
202109,C85619,7741.0,6.538960631,,,2.0568,8.493333333,,1.630133333,2021-09-30,
202112,C85619,7783.0,6.539064369,,,2.0568,8.226666667,,1.630133333,2021-12-31,
202203,C85619,7847.0,6.750064689,,,2.0568,8.226666667,,1.630133333,2022-03-31,
202206,C85619,7894.0,6.74874621,,,2.0568,8.226666667,,1.630133333,2022-06-30,
202209,C85619,7908.0,4.066666667,,,1.790133333,9.08,,1.630133333,2022-09-30,
202212,C85619,7949.0,4.066666667,,,2.590133333,9.08,,1.630133333,2022-12-31,
202303,C85619,8031.0,3.92,,,2.590133333,9.08,,1.523466667,2023-03-31,
202306,C85619,8152.0,4.626666667,,,2.590133333,9.613333334,,1.523466667,2023-06-30,
202309,C85619,8293.0,3.56,,,2.590133333,8.946666667,,1.523466667,2023-09-30,
202312,C85619,8415.0,2.706666667,,,2.590133333,8.946666667,,1.523466667,2023-12-31,
202403,C85619,8520.0,3.773333333,,,2.590133333,9.933333334,,1.523466667,2024-03-31,
202406,C85619,8581.0,3.266666667,,,4.590133333,9.933333334,,2.110133333,2024-06-30,
202409,C85619,8649.0,4.12,,,4.590133333,9.933333334,,2.110133333,2024-09-30,
202412,C85619,8723.0,3.813333333,,,4.590133333,9.933333334,,2.110133333,2024-12-31,
202503,C85619,8765.0,4.88,,,4.590133333,9.933333334,,2.110133333,2025-03-31,
202506,C85619,8767.0,4.88,,,4.590133333,9.933333334,,2.110133333,2025-06-30,
202509,C85619,8745.0,4.6666666666,,2.1101333333,5.1234666666,9.9333333335,,,2025-09-30,
202512,C85619,8710.0,3.8133333333,,2.1101333333,5.1234666666,9.4533333335,,,2025-12-31,
202603,C85619,8701.0,4.3466666666,,2.1101333333,5.1234666666,9.4533333335,,,2026-03-31,
201803,C85622,2081.0,1.0,1.0,0.533333333,0.0,2.746666667,,,2018-03-31,4.805382027871216
201806,C85622,2093.0,1.0,1.0,0.533333333,0.0,2.746666667,,,2018-06-30,4.777830864787386
201809,C85622,2107.0,1.0,1.0,0.533333333,0.0,2.88,,,2018-09-30,4.746084480303749
201812,C85622,2137.0,1.0,1.0,0.533333333,0.0,2.88,,,2018-12-31,4.679457182966776
201903,C85622,2140.0,1.0,1.0,0.533333333,0.0,2.88,,,2019-03-31,4.672897196261682
201906,C85622,2137.0,1.0,,,0.0,2.88,1.0,0.533333333,2019-06-30,
201909,C85622,2156.0,1.0,1.0,0.533333333,0.0,2.88,,,2019-09-30,4.63821892393321
201912,C85622,2174.0,1.0,,,0.0,2.88,1.0,0.533333333,2019-12-31,
202006,C85622,2181.0,1.0,,,0.0,2.88,1.0,0.533333333,2020-06-30,
202009,C85622,2258.0,1.0,,,0.0,2.88,1.0,0.533333333,2020-09-30,
202012,C85622,2249.0,1.0,,,0.0,3.565278196,1.0,0.533333333,2020-12-31,
202103,C85622,2235.0,1.0,,,0.0,3.565397561,1.0,0.533333333,2021-03-31,
202106,C85622,2229.0,1.0,,,0.0,3.566579111,,0.533333333,2021-06-30,
202109,C85622,2233.0,1.0,,,0.0,2.72,,0.533333333,2021-09-30,
202112,C85622,2228.0,1.0,,,0.0,2.72,,0.533333333,2021-12-31,
202203,C85622,2233.0,1.0,,,0.0,2.72,,0.533333333,2022-03-31,
202206,C85622,2238.0,1.0,,,0.0,2.72,,0.533333333,2022-06-30,
202209,C85622,2258.0,1.0,,,0.0,2.72,,0.533333333,2022-09-30,
202212,C85622,2262.0,1.0,,,0.0,2.72,,0.533333333,2022-12-31,
202303,C85622,2229.0,1.0,,,0.0,2.72,,0.533333333,2023-03-31,
202306,C85622,2237.0,1.0,,,0.0,2.88,,0.533333333,2023-06-30,
202309,C85622,2246.0,1.0,,,0.0,2.88,,0.533333333,2023-09-30,
202312,C85622,2256.0,1.0,,,0.0,2.88,,0.533333333,2023-12-31,
202403,C85622,2217.0,1.0,,,0.0,2.88,,0.533333333,2024-03-31,
202406,C85622,2236.0,1.0,,,0.0,2.88,,0.533333333,2024-06-30,
202409,C85622,2240.0,1.0,,,0.0,2.88,,0.533333333,2024-09-30,
202412,C85622,2242.0,1.0,,,0.0,2.88,,0.533333333,2024-12-31,
202503,C85622,2253.0,1.0,,,0.0,2.88,,0.533333333,2025-03-31,
202506,C85622,2259.0,1.0,,,0.0,3.093333333,,0.533333333,2025-06-30,
202509,C85622,2266.0,1.0,,0.5333333333,0.0,3.0933333333,,,2025-09-30,
202512,C85622,2287.0,1.0,,0.5333333333,0.0,3.0933333333,,,2025-12-31,
202603,C85622,2301.0,1.0,,0.5333333333,0.0,3.0933333333,,,2026-03-31,
201803,C85623,3961.0,1.6704,1.6704,0.8,2.746666667,4.413333333,,,2018-03-31,4.217116889674325
201806,C85623,3983.0,1.6704,1.6704,0.8,2.746666667,4.413333333,,,2018-06-30,4.193823750941502
201809,C85623,4029.0,1.6704,1.6704,0.8,2.746666667,4.413333333,,,2018-09-30,4.145941921072227
201812,C85623,4051.0,2.613333333,2.613333333,0.8,2.666666667,4.4,,,2018-12-31,6.451082036534189
201903,C85623,4095.0,2.293333333,2.293333333,0.8,2.666666667,4.4,,,2019-03-31,5.6003255995116
201906,C85623,4145.0,2.293333333,,,2.666666667,4.4,2.293333333,0.8,2019-06-30,
201909,C85623,4154.0,2.293333333,2.293333333,0.8,2.666666667,4.4,,,2019-09-30,5.520783180067405
201912,C85623,4168.0,2.293333333,,,2.666666667,4.4,2.293333333,0.8,2019-12-31,
202006,C85623,4169.0,2.293333333,,,2.346666667,4.4,2.293333333,0.8,2020-06-30,
202009,C85623,4204.0,2.293333333,,,2.346666667,4.4,2.293333333,0.8,2020-09-30,
202012,C85623,4219.0,2.933333333,,,2.346666667,4.4,2.293333333,0.8,2020-12-31,
202103,C85623,4252.0,2.933333333,,,2.346666667,4.4,2.293333333,0.8,2021-03-31,
202106,C85623,4227.0,2.933333333,,,2.346666667,4.4,,0.8,2021-06-30,
202109,C85623,4251.0,4.266666667,,,1.68,4.4,,0.8,2021-09-30,
202112,C85623,4265.0,3.626666667,,,1.68,4.4,,1.013333333,2021-12-31,
202203,C85623,4282.0,4.693333333,,,1.68,4.4,,1.013333333,2022-03-31,
202206,C85623,4349.0,4.693333333,,,1.68,4.4,,1.013333333,2022-06-30,
202209,C85623,4453.0,4.693333333,,,1.68,4.4,,1.013333333,2022-09-30,
202212,C85623,4576.0,4.693333333,,,1.68,4.4,,1.013333333,2022-12-31,
202303,C85623,4643.0,3.413333333,,,1.68,4.4,,1.013333333,2023-03-31,
202306,C85623,4721.0,4.053333333,,,1.68,4.4,,1.013333333,2023-06-30,
202309,C85623,4794.0,5.333333333,,,1.68,4.4,,1.013333333,2023-09-30,
202312,C85623,4890.0,6.186666667,,,1.68,4.4,,1.013333333,2023-12-31,
202403,C85623,4940.0,5.226666667,,,1.68,4.4,,1.013333333,2024-03-31,
202406,C85623,5011.0,6.293333333,,,1.68,4.4,,1.013333333,2024-06-30,
202409,C85623,5104.0,7.893333334,,,1.68,4.4,,1.013333333,2024-09-30,
202412,C85623,5165.0,7.36,,,2.0,5.386666667,,0.56,2024-12-31,
202503,C85623,5284.0,7.36,,,2.0,5.386666667,,0.56,2025-03-31,
202506,C85623,5457.0,6.293333333,,,2.0,5.386666667,,0.56,2025-06-30,
202509,C85623,5633.0,5.2266666667,,0.56,2.0,5.3866666668,,,2025-09-30,
202512,C85623,5715.0,5.2266666667,,0.8933333333,1.6,6.4266666667,,,2025-12-31,
202603,C85623,5750.0,6.08,,0.8933333333,1.6,6.4266666667,,,2026-03-31,
201803,C85628,1011.0,1.110133333,1.110133333,0.0,0.0,1.72,,,2018-03-31,10.980547309594462
201806,C85628,1010.0,1.110133333,1.110133333,0.0,0.0,1.72,,,2018-06-30,10.991419138613862
201809,C85628,1013.0,1.110133333,1.110133333,0.0,0.0,1.72,,,2018-09-30,10.958868045409673
201812,C85628,997.0,1.479364103,1.110133333,0.0,0.0,1.72,,,2018-12-31,11.134737542627883
201903,C85628,995.0,1.110133333,1.110133333,0.0,0.0,1.72,,,2019-03-31,11.157118924623116
201906,C85628,985.0,1.110133333,,,0.0,1.72,1.110133333,0.0,2019-06-30,
201909,C85628,991.0,1.110133333,1.110133333,0.0,0.0,1.72,,,2019-09-30,11.202152704339053
201912,C85628,983.0,1.110133333,,,0.0,1.72,1.110133333,0.0,2019-12-31,
202006,C85628,989.0,1.110133333,,,0.0,1.72,1.110133333,0.0,2020-06-30,
201803,C86001,10615.0,5.000266667,5.000266667,3.88,1.853333333,15.82666667,,,2018-03-31,4.710566808290156
201806,C86001,10623.0,5.000266667,5.000266667,3.88,1.853333333,15.81333333,,,2018-06-30,4.70701936082086
201809,C86001,16867.0,7.778133333,7.778133333,6.626666667,2.813333333,22.57333333,,,2018-09-30,4.611450366395921
201812,C86001,16757.0,7.778133333,7.778133333,6.626666667,2.813333333,22.57333333,,,2018-12-31,4.641721867279346
201903,C86001,16770.0,6.3336,6.3336,7.333333333,2.813333333,20.77333333,,,2019-03-31,3.7767441860465114
201906,C86001,16735.0,7.000266667,,,2.813333333,21.92,7.000266667,8.0,2019-06-30,
201909,C86001,16744.0,6.3336,6.3336,9.0,2.813333333,18.32,,,2019-09-30,3.7826086956521734
201912,C86001,16774.0,6.3336,,,2.813333333,21.78666667,6.3336,8.52,2019-12-31,
202006,C86001,16680.0,7.3736,,,2.813333333,21.78666667,6.306933333,8.613333333,2020-06-30,
202009,C86001,16639.0,8.1736,,,2.813333333,23.78666667,7.106933333,7.826666667,2020-09-30,
202012,C86001,16639.0,8.1736,,,2.813333333,23.78666667,7.106933333,7.826666667,2020-12-31,
202103,C86001,16628.0,8.1736,,,2.813333333,22.78666667,7.106933333,7.613333333,2021-03-31,
202106,C86001,16641.0,8.1736,,,2.813333333,22.78666667,,7.613333333,2021-06-30,
202109,C86001,16609.0,10.0936,,,2.813333333,20.45333333,,7.613333333,2021-09-30,
202112,C86001,16565.0,10.0936,,,2.813333333,23.2,,7.613333333,2021-12-31,
202203,C86001,16516.0,10.0936,,,2.813333333,22.18666667,,6.16,2022-03-31,
202206,C86001,16487.0,10.58346667,,,3.746666667,24.29333333,,7.16,2022-06-30,
202209,C86001,16490.0,11.65013333,,,3.746666667,24.29333333,,7.16,2022-09-30,
202212,C86001,16480.0,11.3968,,,2.813333333,24.06666667,,6.426666667,2022-12-31,
202303,C86001,16477.0,12.46346667,,,2.813333333,23.26666667,,7.226666667,2023-03-31,
202306,C86001,16504.0,10.33013333,,,3.666666667,24.26666667,,7.226666667,2023-06-30,
202309,C86001,16521.0,11.3968,,,3.666666667,24.26666667,,7.226666667,2023-09-30,
202312,C86001,16551.0,11.3968,,,3.666666667,24.26666667,,7.226666667,2023-12-31,
202403,C86001,16639.0,10.33013333,,,3.666666667,23.25333333,,6.226666667,2024-03-31,
202406,C86001,16706.0,11.3968,,,3.666666667,24.25333333,,6.226666667,2024-06-30,
202409,C86001,16790.0,10.1168,,,3.666666667,25.25333333,,6.226666667,2024-09-30,
202412,C86001,16755.0,11.7168,,,3.666666667,25.25333333,,6.226666667,2024-12-31,
202503,C86001,16768.0,10.9168,,,3.666666667,24.05333333,,5.56,2025-03-31,
202506,C86001,16747.0,11.7168,,,3.666666667,23.62533333,,5.56,2025-06-30,
202509,C86001,16716.0,11.1834666667,,5.56,3.6666666666,23.6253333331,,,2025-09-30,
202512,C86001,16711.0,8.8968000001,,6.5466666667,3.4399999999,26.3319999998,,,2025-12-31,
202603,C86001,16731.0,10.8701333335,,6.5466666667,3.4399999999,26.6786666665,,,2026-03-31,
201803,C86002,6077.0,3.68,3.52,1.706666667,0.986666667,7.013333333,,,2018-03-31,5.792331742636169
201806,C86002,6082.0,3.68,3.52,1.706666667,0.986666667,6.586666667,,,2018-06-30,5.787569878329497
201809,C86002,6109.0,3.68,3.52,1.706666667,0.986666667,6.586666667,,,2018-09-30,5.761990505811099
201812,C86002,6147.0,3.68,3.52,1.706666667,0.986666667,6.586666667,,,2018-12-31,5.726370587278347
201903,C86002,6146.0,4.6,4.44,1.706666667,0.986666667,7.573333333,,,2019-03-31,7.224210868857794
201906,C86002,6175.0,4.835680374,,,0.986666667,6.666666667,4.44,1.706666667,2019-06-30,
201909,C86002,6199.0,4.868060989,4.44,1.706666667,0.986666667,6.666666667,,,2019-09-30,7.162445555734797
201912,C86002,8125.0,4.951804534,,,0.986666667,6.666666667,4.52,1.706666667,2019-12-31,
202006,C86002,8117.0,5.33410221,,,0.986666667,8.453333333,4.904,1.706666667,2020-06-30,
202009,C86002,8133.0,5.347703379,,,0.986666667,8.453333333,4.904,1.706666667,2020-09-30,
202012,C86002,8129.0,5.350129101,,,0.986666667,8.453333333,4.904,1.706666667,2020-12-31,
202103,C86002,8129.0,5.331611028,,,0.986666667,8.453333333,4.904,1.706666667,2021-03-31,
202106,C86002,8166.0,5.319254248,,,0.986666667,8.453333333,,1.706666667,2021-06-30,
202109,C86002,8236.0,5.320356607,,,0.986666667,8.453333333,,1.706666667,2021-09-30,
202112,C86002,8238.0,5.329157895,,,0.986666667,8.453333333,,1.706666667,2021-12-31,
202203,C86002,8290.0,3.904,,,0.986666667,8.18610371,,1.706666667,2022-03-31,
202206,C86002,8312.0,4.810666667,,,0.986666667,9.120862335,,3.146666667,2022-06-30,
202209,C86002,8333.0,5.877333333,,,0.986666667,9.122322639,,3.146666667,2022-09-30,
202212,C86002,8368.0,5.877333333,,,0.986666667,9.123481618,,3.146666667,2022-12-31,
202303,C86002,8361.0,5.877333333,,,0.986666667,9.124838843,,3.146666667,2023-03-31,
202306,C86002,8329.0,5.877333333,,,0.986666667,9.12586676,,3.146666667,2023-06-30,
202309,C86002,8327.0,5.424,,,0.986666667,9.12664914,,1.786666667,2023-09-30,
202312,C86002,8351.0,5.424,,,0.986666667,9.127918244,,1.786666667,2023-12-31,
202403,C86002,8367.0,5.424,,,0.986666667,9.128151987,,1.786666667,2024-03-31,
202406,C86002,8330.0,5.424,,,1.786666667,8.7295904,,0.8,2024-06-30,
