gp_code,list_jul26
E86015,17245
E86016,6048
E86017,22225
E86018,7905
E86019,6847
E86020,4971
E86022,5810
E86024,4184
E86026,8191
E86027,7176
E86028,8041
E86029,10328
E86030,11140
E86033,6545
E86034,2616
E86036,9051
E86038,7140
E86041,5469
E86042,7588
E86605,2568
E86609,10164
E86610,3273
E86612,6038
E86615,2470
E86618,7086
E86619,3313
E86620,5079
E86625,2829
E86626,5906
E86629,3623
E86632,5730
E86637,6412
E86640,5999
E87002,16487
E87003,5179
E87004,10967
E87005,8527
E87006,4882
E87007,1
E87008,11713
E87009,3589
E87010,5897
E87011,7644
E87013,15940
E87016,13451
E87021,5166
E87024,5468
E87026,2272
E87029,9038
E87034,14172
E87037,11023
E87038,4669
E87043,6684
E87045,5057
E87046,12374
E87047,6681
E87048,3458
E87052,3222
E87061,13449
E87063,15745
E87065,3734
E87066,7682
E87067,10413
E87069,2803
E87070,7035
E87609,23836
E87637,20850
E87648,4433
E87663,4562
E87665,6412
E87677,18149
E87681,14423
E87701,8741
E87702,2848
E87706,4237
E87711,287
E87714,5611
E87715,7080
E87720,9108
E87722,6721
E87733,4713
E87737,9046
E87738,14726
E87739,9656
E87740,2127
E87741,3437
E87742,3021
E87745,8892
E87746,5023
E87750,4104
E87751,2112
E87753,11118
E87754,6098
E87755,3205
E87762,8615
E87768,22268
E87772,502
F81001,13515
F81003,5896
F81004,9270
F81006,5157
F81007,19815
F81009,11042
F81010,12217
F81011,8289
F81012,7011
F81013,13047
F81014,11829
F81015,12692
F81017,8292
F81019,18008
F81020,8360
F81021,12223
F81022,16361
F81023,13785
F81025,10302
F81026,8977
F81027,20787
F81028,9100
F81029,8278
F81030,17215
F81031,7520
F81032,3118
F81034,9874
F81036,18223
F81037,8785
F81038,13021
F81040,4817
F81041,14448
F81042,43304
F81043,17865
F81044,7309
F81045,6796
F81046,4453
F81047,11167
F81048,10059
F81049,12862
F81051,7726
F81052,15922
F81053,21587
F81055,13348
F81056,11950
F81057,14616
F81060,5001
F81061,7993
F81062,8513
F81065,4313
F81066,6521
F81067,13896
F81068,17091
F81069,8956
F81071,13586
F81072,8547
F81075,11130
F81076,4765
F81078,11719
F81080,12223
F81081,21951
F81082,4191
F81083,11776
F81085,13425
F81086,7621
F81087,13658
F81088,2751
F81089,10115
F81090,12046
F81091,9413
F81092,4599
F81095,21861
F81096,10788
F81097,17701
F81098,8011
F81099,12901
F81100,23425
F81101,5485
F81102,7280
F81104,4273
F81105,20923
F81106,10854
F81108,18771
F81110,12160
F81112,15582
F81113,14069
F81114,13628
F81115,26944
F81116,10874
F81117,10279
F81118,14712
F81119,8283
F81120,12683
F81121,15398
F81122,32054
F81123,20868
F81125,13908
F81126,9952
F81128,14515
F81130,6002
F81131,9251
F81132,17220
F81133,12262
F81134,7470
F81136,15108
F81137,7212
F81141,14338
F81142,6766
F81144,21969
F81147,4920
F81149,11392
F81150,13218
F81152,11883
F81153,13499
F81155,5435
F81156,9296
F81158,3733
F81159,7099
F81163,7246
F81164,9338
F81165,4558
F81169,7874
F81170,13700
F81173,6344
F81176,3304
F81177,4309
F81181,22989
F81183,5998
F81184,4249
F81186,7085
F81192,10297
F81193,7238
F81197,2647
F81198,2583
F81205,5789
F81206,5773
F81207,2896
F81211,5165
F81212,9582
F81213,7580
F81215,10084
F81216,4446
F81219,5358
F81221,5066
F81222,5067
F81223,3328
F81606,2914
F81613,8777
F81618,4544
F81619,3941
F81623,2242
F81632,6163
F81633,5380
F81635,2444
F81636,18356
F81640,4351
F81641,7455
F81645,4290
F81649,4526
F81652,5490
F81656,2704
F81665,5109
F81666,3294
F81669,7022
F81674,11774
F81675,5858
F81679,7655
F81681,15870
F81683,11525
F81690,6261
F81696,2824
F81697,2769
F81700,3837
F81704,3874
F81707,6003
F81708,11522
F81711,3535
F81713,2515
F81716,10110
F81725,9710
F81729,3454
F81730,7303
F81732,6764
F81737,3468
F81739,6687
F81740,6499
F81741,11052
F81744,2662
F81746,3635
F81749,14781
F81751,4299
F81757,6528
F82001,5424
F82002,7548
F82003,4988
F82005,6944
F82006,13605
F82007,10177
F82008,12702
F82009,21590
F82010,8597
F82011,9396
F82013,17920
F82014,7226
F82015,4927
F82016,5862
F82017,8467
F82018,11623
F82019,6416
F82021,9640
F82022,12722
F82023,3472
F82025,5883
F82027,2154
F82028,10142
F82030,15046
F82031,4220
F82033,3443
F82034,10441
F82038,4795
F82039,4765
F82040,4517
F82042,20608
F82045,3391
F82051,10453
F82055,13552
F82604,6094
F82607,6688
F82609,4334
F82610,2915
F82612,11323
F82619,3916
F82624,6333
F82625,7766
F82627,7065
F82630,7814
F82634,6671
F82638,7706
F82642,7033
F82647,5997
F82648,3827
F82649,4416
F82650,9967
F82660,18869
F82661,3767
F82663,4010
F82670,6116
F82671,3524
F82674,5963
F82675,3372
F82677,9035
F82678,4766
F82679,5427
F82680,10041
F82686,4934
F83002,10951
F83003,7363
F83004,31951
F83005,20989
F83006,15282
F83008,11842
F83010,25327
F83011,8584
F83012,7234
F83015,12953
F83017,17367
F83018,7807
F83019,12576
F83020,11635
F83021,15717
F83022,16389
F83023,23696
F83032,11360
F83033,6778
F83034,1576
F83039,4726
F83042,8406
F83043,16166
F83044,9029
F83045,9038
F83048,8758
F83050,3565
F83052,3821
F83053,7877
F83055,22962
F83056,8884
F83057,8324
F83058,10262
F83059,22610
F83060,7081
F83061,5488
F83063,13527
F83064,9193
F83615,7752
F83623,13053
F83624,16580
F83632,6497
F83633,4964
F83635,7320
F83652,11276
F83658,6452
F83660,8847
F83664,13188
F83665,17097
F83666,6541
F83671,3131
F83672,15256
F83673,6033
F83674,8783
F83678,2073
F83680,4689
F83681,8407
F83683,5386
F83686,10860
F84003,14918
F84004,13236
F84006,16780
F84008,12231
F84009,14151
F84010,10370
F84012,8889
F84013,18288
F84014,7629
F84015,5042
F84016,11348
F84017,19980
F84018,12390
F84021,10884
F84022,8677
F84025,11489
F84030,3853
F84031,16456
F84033,11023
F84034,12879
F84035,26228
F84036,9082
F84038,3300
F84039,37380
F84044,7964
F84047,10844
F84050,12039
F84051,9861
F84052,17003
F84053,6930
F84054,11983
F84055,3763
F84060,4725
F84062,14215
F84063,6248
F84069,13484
F84070,9786
F84072,13656
F84074,9946
F84077,9591
F84079,10621
F84080,9430
F84081,13066
F84083,9815
F84086,6262
F84087,9190
F84088,7973
F84092,14103
F84093,17545
F84096,17106
F84097,12439
F84105,11286
F84111,10394
F84114,11000
F84115,8958
F84117,9599
F84118,12584
F84119,12388
F84121,15530
F84122,16739
F84123,17745
F84124,5155
F84601,7392
F84619,5098
F84620,8177
F84621,4104
F84632,826
F84635,9509
F84636,6302
F84640,9445
F84641,3047
F84642,13713
F84647,16982
F84656,10103
F84658,8966
F84660,3227
F84666,5891
F84668,5704
F84669,9501
F84670,6547
F84672,8139
F84677,7303
F84681,10240
F84686,9225
F84692,9205
F84694,4757
F84696,5779
F84698,14485
F84710,13090
F84716,5347
F84717,11988
F84718,14050
F84719,5773
F84720,5134
F84724,16943
F84729,4973
F84730,9369
F84731,2360
F84733,1076
F84735,8463
F84739,5048
F84740,3839
F84741,2323
F84747,26379
F84749,24856
F85002,93735
F85004,12049
F85007,15607
F85008,11161
F85010,4156
F85013,9013
F85014,15995
F85016,6847
F85017,6338
F85019,14484
F85020,10103
F85023,12440
F85025,14917
F85028,6537
F85029,11725
F85030,12567
F85031,12152
F85032,9339
F85033,20391
F85034,8926
F85035,11608
F85039,7088
F85044,6990
F85046,10412
F85058,5945
F85060,5104
F85061,2742
F85063,17767
F85064,7656
F85065,3284
F85066,18390
F85067,4138
F85069,9282
F85071,12067
F85072,9127
F85615,5697
F85623,4569
F85625,6947
F85628,10060
F85634,9636
F85640,6443
F85642,8980
F85650,5946
F85663,4718
F85666,4010
F85669,23394
F85675,5538
F85676,5662
F85678,4036
F85682,6075
F85687,8531
F85688,10323
F85697,1609
F85700,8027
F85701,12294
F85705,13191
F86001,11917
F86004,15298
F86005,7740
F86006,6278
F86007,13565
F86008,15130
F86009,7037
F86010,16668
F86011,9174
F86012,9358
F86013,5757
F86018,9822
F86020,6570
F86022,15020
F86023,10397
F86025,18669
F86026,7405
F86028,11181
F86030,8080
F86032,9020
F86034,7528
F86036,14289
F86038,11076
F86040,5300
F86042,5941
F86044,10371
F86045,1885
F86057,9103
F86058,14774
F86060,14364
F86062,5975
F86064,4605
F86066,7200
F86074,13171
F86078,6423
F86081,7103
F86082,6076
F86083,6049
F86085,3497
F86086,5837
F86087,7045
F86088,5044
F86607,19671
F86612,3165
F86616,8998
F86621,6627
F86624,3349
F86625,5560
F86626,8641
F86627,13739
F86637,4885
F86638,4252
F86641,8532
F86644,7933
F86650,9583
F86652,6949
F86657,7762
F86658,6565
F86664,8059
F86666,15279
F86679,7284
F86689,4372
F86691,11352
F86692,11311
F86696,7837
F86698,5988
F86700,3703
F86701,3759
F86702,4620
F86705,3310
F86707,6874
F86708,2997
F86712,3190
F86731,5089
G81001,9053
G81002,5739
G81003,17692
G81004,10095
G81006,6341
G81008,15066
G81011,18259
G81012,6927
G81014,8469
G81016,12017
G81017,11697
G81018,12587
G81019,11779
G81021,28397
G81022,13802
G81023,8450
G81024,10921
G81028,11829
G81029,18164
G81030,7432
G81031,19947
G81032,27440
G81034,31676
G81036,9166
G81037,9850
G81038,17167
G81039,20069
G81040,4212
G81041,13422
G81042,13503
G81043,7071
G81044,6576
G81046,11240
G81047,6774
G81048,8525
G81049,6638
G81050,12002
G81051,7313
G81052,4220
G81054,10263
G81055,9328
G81057,6207
G81061,5088
G81065,8743
G81070,24873
G81071,15023
G81073,8798
G81074,19299
G81075,6535
G81076,12872
G81077,16515
G81082,6222
G81083,11774
G81085,3883
G81086,7747
G81087,6802
G81088,21863
G81089,3452
G81095,25398
G81096,2915
G81098,13972
G81099,8860
G81100,19265
G81102,15367
G81104,13304
G81613,5154
G81614,5404
G81634,5891
G81638,24119
G81641,3888
G81646,2652
G81656,5383
G81658,17809
G81669,2311
G81689,1363
G81694,2820
G82002,9643
G82006,15326
G82007,6458
G82013,14911
G82014,20295
G82015,11623
G82016,11240
G82018,5331
G82019,13461
G82020,12376
G82021,17177
G82022,9530
G82023,6800
G82024,25674
G82025,18991
G82026,8145
G82027,14253
G82028,24909
G82031,11057
G82032,15340
G82035,9456
G82036,11563
G82037,16718
G82038,10410
G82039,18274
G82041,14003
G82042,18076
G82044,21783
G82046,5970
G82048,9622
G82050,23802
G82051,13156
G82052,16983
G82053,5959
G82055,9908
G82056,10860
G82057,10858
G82058,7406
G82059,18585
G82060,20617
G82062,2122
G82063,12852
G82066,25479
G82067,9610
G82069,11821
G82071,45374
G82073,10284
G82074,16083
G82076,16962
G82077,12550
G82079,9886
G82080,38179
G82082,16053
G82083,14794
G82085,12034
G82086,10242
G82087,17687
G82089,8906
G82090,17920
G82091,10237
G82092,8409
G82093,10209
G82094,11296
G82095,12058
G82097,15553
G82098,8910
G82099,33514
G82100,15102
G82105,18639
G82106,7302
G82107,9523
G82108,6965
G82110,7088
G82111,11309
G82113,7767
G82114,15588
G82115,10486
G82117,9632
G82118,13952
G82119,24956
G82120,15229
G82121,12610
G82122,37547
G82125,11738
G82126,15318
G82129,4778
G82135,21256
G82137,9863
G82138,4694
G82139,8777
G82140,13073
G82141,7124
G82142,10895
G82143,7535
G82147,5996
G82150,7126
G82152,6798
G82154,6023
G82155,6437
G82158,5370
G82160,12299
G82161,30774
G82162,5473
G82164,13152
G82165,9903
G82170,3868
G82180,4685
G82184,1350
G82185,8911
G82186,7953
G82200,10965
G82203,10504
G82205,8287
G82211,8898
G82212,9006
G82215,7629
G82217,3388
G82218,12339
G82219,4845
G82224,3905
G82226,5597
G82227,6181
G82228,23930
G82229,7316
G82231,6915
G82232,9520
G82233,8595
G82234,6258
G82235,5722
G82600,2347
G82604,15635
G82631,7829
G82634,12238
G82635,2174
G82641,7480
G82647,23587
G82648,3879
G82650,9420
G82652,3201
G82658,5110
G82665,5485
G82666,12720
G82679,6821
G82682,7374
G82684,4447
G82687,9692
G82691,3434
G82693,17959
G82696,2633
G82697,9730
G82698,4501
G82700,10160
G82702,7983
G82708,4283
G82711,4239
G82719,16846
G82721,3218
G82729,9874
G82730,12738
G82733,4318
G82737,11179
G82741,30502
G82744,38673
G82753,8402
G82754,3616
G82763,3051
G82768,8068
G82780,16864
G82790,6200
G82796,7439
G82799,14342
G82802,7466
G82808,10049
G82809,15961
G82888,6079
G83001,12150
G83002,9647
G83004,13382
G83006,15986
G83009,11336
G83010,14555
G83012,15694
G83013,8162
G83015,4241
G83016,11649
G83018,19134
G83019,15253
G83021,17755
G83024,4866
G83025,11126
G83026,8089
G83027,21216
G83028,14781
G83029,7345
G83030,6544
G83031,7023
G83033,5513
G83039,10468
G83044,12792
G83049,19306
G83052,17529
G83053,21222
G83057,11542
G83058,12272
G83060,7112
G83062,11519
G83065,14792
G83066,30644
G83067,31600
G83628,10829
G83630,12268
G83631,4811
G83633,5037
G83635,4515
G83641,3635
G83642,10234
G83647,8481
G83651,6534
G83654,5609
G83673,7167
G83680,28551
G84001,13216
G84002,13159
G84003,11922
G84004,9505
G84005,5258
G84006,9648
G84007,7981
G84008,6341
G84009,4327
G84010,23536
G84011,8254
G84013,4347
G84015,10561
G84016,12994
G84017,8758
G84018,7521
G84019,11148
G84020,9009
G84023,10009
G84024,9614
G84025,9096
G84027,32948
G84028,7120
G84029,3499
G84030,6884
G84032,14558
G84033,8683
G84035,8614
G84039,3816
G84040,10559
G84041,4199
G84604,8817
G84607,5392
G84609,3402
G84621,4071
G84624,2457
G84625,7656
G84627,6985
G84629,6538
G84630,2839
G85001,10290
G85002,23178
G85004,34368
G85006,8707
G85011,18849
G85013,9216
G85014,12073
G85015,8687
G85016,14685
G85020,15490
G85021,4831
G85022,15756
G85023,13854
G85024,14261
G85025,12846
G85026,4244
G85028,12605
G85029,16773
G85030,5588
G85031,6864
G85032,11372
G85034,76320
G85038,51738
G85039,19331
G85040,13869
G85041,7908
G85042,6720
G85044,5618
G85045,7818
G85046,11811
G85047,11175
G85051,9211
G85052,10327
G85053,22893
G85054,7040
G85057,12592
G85061,9801
G85073,6895
G85076,9316
G85083,12201
G85084,15791
G85085,12923
G85086,10955
G85087,17415
G85091,6651
G85096,10300
G85100,8361
G85102,9606
G85104,9783
G85105,6613
G85109,21240
G85114,12865
G85119,6514
G85120,6454
G85121,10019
G85123,9861
G85125,5999
G85127,6147
G85129,7829
G85130,9729
G85132,15636
G85134,8709
G85135,11439
G85136,15264
G85137,8584
G85138,14624
G85623,10489
G85632,8963
G85633,20024
G85642,9277
G85644,6086
G85647,7679
G85651,6679
G85662,7195
G85673,6912
G85674,7420
G85681,4661
G85685,9421
G85690,7158
G85695,6922
G85696,17648
G85698,16004
G85705,6979
G85706,5970
G85708,10036
G85711,11235
G85715,11663
G85716,6450
G85721,6284
G85722,11531
G85724,19048
G85726,7382
G85727,7660
G85736,4435
H81002,8494
H81003,19176
H81004,12455
H81005,6489
H81006,8556
H81009,16530
H81010,23860
H81011,8555
H81013,28403
H81015,10533
H81016,10065
H81017,19806
H81019,14319
H81020,13950
H81021,17007
H81022,5303
H81023,11421
H81024,12645
H81025,11289
H81026,11579
H81027,15444
H81028,11270
H81029,12476
H81030,39214
H81031,11181
H81032,17104
H81033,22990
H81034,8815
H81035,11532
H81036,9731
H81038,3427
H81039,6314
H81040,9133
H81041,10430
H81042,16675
H81043,10519
H81044,4724
H81047,11801
H81048,10540
H81050,12213
H81051,13950
H81052,17763
H81053,8904
H81055,8653
H81056,16869
H81057,7807
H81058,10106
H81061,15204
H81062,19079
H81064,14031
H81065,9941
H81066,14719
H81067,12858
H81068,11965
H81069,22613
H81070,11900
H81071,11202
H81072,14054
H81073,24381
H81074,6578
H81075,10836
H81076,12262
H81077,8123
H81078,15732
H81080,10360
H81081,9623
H81082,9576
H81084,10655
H81085,11386
H81086,4678
H81087,15432
H81088,14430
H81089,22458
H81090,17069
H81091,14877
H81094,10461
H81095,3433
H81099,13984
H81103,8394
H81104,8353
H81107,8041
H81109,7767
H81110,6491
H81111,6152
H81113,7909
H81116,5982
H81119,21995
H81122,9112
H81123,3515
H81126,8104
H81128,8960
H81129,4786
H81130,15745
H81131,4308
H81133,30800
H81134,12947
H81615,14624
H81618,6011
H81632,3027
H81638,45247
H81641,4010
H81642,4287
H81643,3926
H81644,8337
H81656,7027
H81658,6482
H81663,3498
H81672,6157
H82003,10911
H82004,5041
H82005,13025
H82006,6017
H82007,12629
H82009,16587
H82011,15823
H82012,15338
H82013,13379
H82014,11241
H82016,12814
H82017,19599
H82020,9386
H82021,6683
H82022,11693
H82023,36259
H82025,17378
H82026,19949
H82027,3968
H82028,15366
H82030,13462
H82031,7078
H82032,12839
H82033,7277
H82034,27809
H82035,10717
H82036,8794
H82037,12488
H82038,12798
H82039,11224
H82040,28098
H82041,14151
H82042,14113
H82043,11212
H82044,10501
H82045,20287
H82046,11637
H82047,13172
H82048,12278
H82049,10222
H82050,10968
H82051,12559
H82052,16897
H82053,6934
H82055,13864
H82056,15023
H82057,22688
H82058,17796
H82059,12042
H82060,10029
H82061,9124
H82063,17851
H82064,11602
H82065,15470
H82066,18279
H82067,8662
H82070,13179
H82072,13697
H82076,4019
H82077,13901
H82078,10346
H82084,7834
H82087,3834
H82088,6154
H82089,11489
H82091,8441
H82092,11253
H82095,10371
H82096,5398
H82098,10052
H82099,8001
H82100,8682
H82615,9988
H82640,16562
H83001,15214
H83004,11761
H83005,14874
H83006,12055
H83007,10457
H83008,4111
H83009,10446
H83010,6675
H83011,7759
H83012,9121
H83013,19459
H83014,6855
H83015,13547
H83016,24943
H83017,12996
H83018,17664
H83019,7247
H83020,10041
H83021,5553
H83022,5644
H83023,6350
H83024,17782
H83028,9696
H83029,4892
H83030,3194
H83031,3572
H83033,4601
H83034,6865
H83037,7412
H83039,8315
H83042,9306
H83043,7426
H83044,25327
H83049,2751
H83051,20306
H83052,2887
H83053,14125
H83608,11527
H83609,4942
H83611,6145
H83624,8368
H83627,7967
H83631,11343
H84002,12524
H84005,13968
H84006,17352
H84007,7284
H84010,16312
H84012,14861
H84014,2418
H84015,9009
H84016,16380
H84017,12051
H84018,7351
H84020,22812
H84023,13752
H84025,7542
H84027,17161
H84030,12745
H84031,5729
H84032,8820
H84033,6465
H84034,8448
H84039,11618
H84040,11273
H84041,7375
H84042,13427
H84044,8282
H84048,8715
H84050,7482
H84051,7216
H84054,3471
H84055,11130
H84057,3719
H84059,5269
H84060,7581
H84061,29040
H84062,8611
H84618,5293
H84619,10644
H84623,8479
H84625,5200
H84630,3625
H84635,16519
H84639,5721
H85001,18818
H85002,11986
H85003,6881
H85006,6487
H85007,10526
H85008,6657
H85009,13879
H85011,10293
H85012,23511
H85018,8670
H85020,32318
H85021,5987
H85022,5003
H85023,4900
H85024,7888
H85025,16762
H85026,14761
H85027,13145
H85028,10871
H85029,15318
H85030,13065
H85031,11718
H85033,9527
H85037,13753
H85038,11119
H85041,14820
H85045,13495
H85047,12449
H85048,16089
H85049,6667
H85051,18355
H85052,4263
H85053,5612
H85055,7158
H85057,7882
H85061,23081
H85063,11869
H85065,4311
H85066,19611
H85067,2912
H85069,14857
H85070,9760
H85075,5474
H85076,10130
H85077,6542
H85078,4300
H85082,4503
H85087,9688
H85088,2426
H85090,11000
H85092,6079
H85095,16040
H85100,7374
H85101,9159
H85103,7620
H85105,13823
H85110,5354
H85111,14542
H85112,5825
H85113,4783
H85114,13261
H85115,12187
H85116,11694
H85618,9228
H85634,7907
H85637,1177
H85649,10555
H85653,19280
H85656,5273
H85659,12223
H85662,5472
H85664,1861
H85680,10233
H85682,11233
H85683,4215
H85686,11533
H85691,78
H85693,10263
J81002,8645
J81006,39217
J81009,12300
J81010,10614
J81011,8174
J81012,58383
J81013,12118
J81014,20946
J81016,8765
J81017,4716
J81018,11665
J81019,23494
J81020,3898
J81021,26034
J81022,5353
J81025,6038
J81027,26938
J81028,15314
J81029,5283
J81030,7823
J81033,23016
J81034,17836
J81035,5012
J81036,9348
J81039,10103
J81041,20594
J81042,8267
J81045,10829
J81046,13337
J81047,12458
J81049,10040
J81051,12117
J81053,4184
J81056,15535
J81057,5754
J81058,13984
J81059,8784
J81061,7409
J81062,11273
J81064,5148
J81066,10927
J81067,6150
J81068,6543
J81070,11480
J81072,16815
J81073,17204
J81074,4940
J81075,8680
J81076,24303
J81077,8406
J81078,12996
J81081,13270
J81082,8202
J81086,7646
J81087,10469
J81609,9929
J81612,3267
J81616,4331
J81620,26883
J81621,8946
J81625,14503
J81626,5380
J81631,1950
J81633,6861
J81634,13669
J81646,6742
J81647,8757
J81648,5528
J82001,9698
J82002,14755
J82005,4616
J82007,33391
J82009,15485
J82010,19229
J82012,11291
J82015,9818
J82016,9107
J82017,13136
J82018,18578
J82019,15279
J82020,14101
J82021,8496
J82024,22199
J82025,15828
J82026,16735
J82028,28008
J82033,9354
J82034,14350
J82035,15870
J82036,2720
J82039,11131
J82040,18529
J82042,17189
J82049,29747
J82050,23504
J82051,36896
J82053,10972
J82054,9750
J82055,11026
J82056,21688
J82058,19857
J82059,6807
J82060,12129
J82061,13364
J82062,15612
J82064,14066
J82066,21882
J82067,19649
J82069,52815
J82071,14120
J82072,11482
J82073,9771
J82074,16072
J82075,7086
J82076,21812
J82079,7968
J82080,37153
J82081,36220
J82082,13228
J82083,47461
J82084,6034
J82085,36653
J82087,7590
J82088,13752
J82092,8327
J82094,19518
J82098,37010
J82099,15204
J82101,19200
J82102,24180
J82103,12644
J82104,12690
J82106,7234
J82110,27826
J82112,22853
J82115,5598
J82116,10068
J82119,10640
J82120,10753
J82121,9794
J82122,10040
J82124,10045
J82125,7786
J82126,4544
J82128,8426
J82129,7323
J82130,24704
J82131,12188
J82132,14135
J82134,23898
J82136,11497
J82138,18052
J82139,15396
J82142,11806
J82143,16359
J82144,26552
J82145,16843
J82146,5717
J82147,7827
J82149,16455
J82150,11656
J82151,5615
J82152,8274
J82154,35758
J82155,62391
J82156,8108
J82157,17072
J82161,10306
J82163,17170
J82169,8842
J82174,14115
J82178,13046
J82181,9022
J82184,4516
J82194,13515
J82196,15208
J82198,6411
J82199,17341
J82201,8202
J82207,10932
J82208,7725
J82210,9450
J82213,6172
J82214,9892
J82215,13451
J82216,13531
J82217,474
J82218,18397
J82605,4818
J82622,49857
J82625,4854
J82628,6017
J82630,6188
J82639,19383
J82640,7365
J82646,16916
J82669,9101
J83001,13302
J83002,50271
J83003,13037
J83004,7882
J83005,10707
J83006,11003
J83007,15344
J83008,18735
J83009,15007
J83010,11584
J83011,14409
J83013,7823
J83014,16439
J83016,31916
J83018,17909
J83019,12357
J83021,24577
J83022,9143
J83023,8962
J83024,8694
J83026,23555
J83027,11999
J83029,8562
J83030,18519
J83033,21316
J83034,6598
J83035,14837
J83036,10194
J83037,16600
J83038,29388
J83039,13720
J83040,24983
J83041,16686
J83042,20057
J83043,6602
J83045,10422
J83046,15896
J83047,8396
J83048,6948
J83049,12567
J83050,14864
J83052,16441
J83053,7367
J83055,9916
J83056,5428
J83057,19852
J83058,4325
J83059,9761
J83060,5098
J83064,12335
J83601,4221
J83603,4862
J83609,3487
J83615,3458
J83618,3337
J83619,3414
J83625,8348
J83629,2428
J83630,2527
J83633,10412
J83645,4325
J83646,7673
J84003,8173
J84004,8728
J84005,8278
J84007,6595
J84008,5472
J84011,24710
J84012,14577
J84013,26988
J84015,15482
J84016,6520
J84017,8479
J84019,10962
K81001,15291
K81002,15176
K81003,15477
K81004,14391
K81007,5371
K81010,7065
K81012,12136
K81014,19905
K81015,3586
K81017,14532
K81018,10224
K81019,6084
K81020,18766
K81021,10060
K81022,28531
K81024,23590
K81025,19758
K81026,7933
K81027,11224
K81028,8867
K81030,40497
K81034,11453
K81036,12034
K81040,19371
K81041,11719
K81042,7952
K81043,18830
K81045,16642
K81046,8562
K81047,30748
K81048,9202
K81050,11108
K81051,13764
K81052,6136
K81055,7658
K81056,6545
K81057,7197
K81060,12702
K81062,26482
K81063,22324
K81066,11205
K81068,8938
K81069,14571
K81070,12110
K81073,17912
K81074,14321
K81075,37432
K81076,9351
K81077,10917
K81078,13097
K81080,9878
K81081,2489
K81082,10521
K81083,17503
K81084,7735
K81085,10171
K81086,12024
K81087,7558
K81092,15294
K81094,4525
K81097,5722
K81100,6241
K81102,10370
K81103,8913
K81605,31304
K81607,3280
K81608,4972
K81610,30963
K81616,5662
K81630,14339
K81633,11675
K81636,8751
K81644,14648
K81645,7330
K81651,17597
K81655,7236
K81656,7055
K81657,6015
K82001,10660
K82003,15779
K82004,14208
K82006,9164
K82007,30848
K82008,10470
K82009,41577
K82010,9732
K82011,10672
K82012,7057
K82013,14392
K82014,5919
K82015,9874
K82016,28621
K82017,14021
K82019,16571
K82020,6403
K82021,15314
K82022,10611
K82023,38058
K82024,10892
K82025,10694
K82026,21759
K82027,6020
K82028,9984
K82030,11125
K82031,6303
K82032,12306
K82033,18713
K82035,3881
K82036,11754
K82037,13415
K82038,24682
K82039,16303
K82040,13836
K82044,9823
K82045,6869
K82046,19091
K82047,22834
K82048,6902
K82049,11986
K82051,10835
K82053,10893
K82054,10162
K82055,10422
K82057,9007
K82058,5670
K82059,8947
K82061,4848
K82064,7768
K82065,20556
K82066,13592
K82068,5600
K82070,19800
K82073,33486
K82078,10388
K82079,8867
K82603,12433
K82610,8186
K82615,15080
K82617,8297
K82618,3484
K82621,4667
K82631,16029
K82633,16250
K83002,45985
K83003,9760
K83005,14786
K83006,9586
K83007,14179
K83008,11292
K83009,14386
K83010,19716
K83011,12262
K83012,11676
K83013,15330
K83014,17526
K83015,12919
K83017,10754
K83018,12508
K83019,6577
K83021,22276
K83022,11839
K83023,10531
K83024,8631
K83025,16488
K83026,19858
K83027,10171
K83028,11579
K83029,12803
K83030,9289
K83031,8262
K83032,22000
K83035,6568
K83036,16821
K83037,13816
K83039,12037
K83040,11191
K83041,23992
K83042,15310
K83043,14633
K83044,13690
K83047,28793
K83048,5603
K83049,16180
K83050,7127
K83051,29311
K83052,22830
K83053,6552
K83055,7933
K83056,4081
K83059,31213
K83064,16291
K83065,6828
K83066,14663
K83068,6327
K83069,3290
K83070,10716
K83076,8768
K83077,9434
K83080,5555
K83081,1928
K83601,8262
K83610,15160
K83616,6469
K83618,12313
K83620,9240
K83621,14362
K83622,15455
K84001,10357
K84002,19766
K84003,6979
K84004,13018
K84006,16209
K84007,8268
K84008,8073
K84009,25548
K84010,8901
K84011,18448
K84012,8888
K84013,28442
K84014,11274
K84015,3869
K84016,21977
K84017,21300
K84019,15955
K84020,9823
K84021,9047
K84023,6345
K84024,9096
K84026,11965
K84027,15093
K84028,41384
K84030,15206
K84031,12413
K84032,9482
K84033,20749
K84034,3380
K84035,11003
K84036,6121
K84037,19039
K84038,16114
K84041,14729
K84042,9745
K84043,18964
K84044,26567
K84045,7386
K84046,6204
K84047,8073
K84050,13934
K84051,19476
K84052,20326
K84054,19905
K84055,12153
K84056,5249
K84058,8031
K84059,12489
K84060,5757
K84062,10121
K84063,11599
K84065,3188
K84066,478
K84071,10351
K84072,11433
K84075,12450
K84078,11464
K84079,9283
K84080,12666
K84082,12454
K84605,5937
K84610,5037
K84613,21423
K84618,8532
K84624,11242
L81004,17325
L81007,39371
L81008,11214
L81009,10748
L81010,8459
L81012,18226
L81013,12719
L81014,14360
L81015,18710
L81016,14792
L81017,12712
L81018,9016
L81019,18149
L81020,8770
L81021,11591
L81022,18366
L81023,15272
L81024,15267
L81025,18575
L81026,28114
L81027,8871
L81029,9560
L81030,6612
L81031,16239
L81033,14639
L81034,34951
L81037,23546
L81038,13093
L81039,25672
L81040,16730
L81041,7410
L81042,12329
L81044,12243
L81045,19666
