gp_code,list_jul26
L81046,7886
L81047,15136
L81050,7392
L81051,24988
L81053,8303
L81054,12143
L81055,12792
L81058,8972
L81059,8898
L81061,11039
L81062,24708
L81063,12660
L81065,14147
L81066,10635
L81068,12039
L81069,8297
L81070,9031
L81071,14411
L81072,10653
L81073,8279
L81075,31293
L81078,22714
L81079,21219
L81081,19674
L81082,13968
L81083,8755
L81084,11295
L81085,6578
L81086,46385
L81087,12612
L81089,12062
L81090,17026
L81091,15916
L81095,14566
L81098,12587
L81103,8998
L81106,5779
L81118,39040
L81120,8964
L81122,5581
L81123,5749
L81125,10015
L81127,10271
L81130,12991
L81131,11231
L81132,5143
L81133,17073
L81600,12015
L81617,12665
L81632,10662
L81642,6631
L81643,16899
L81644,8803
L81669,38121
L82001,19477
L82003,8738
L82004,8045
L82006,20089
L82007,6658
L82008,10746
L82010,23891
L82011,6447
L82012,17013
L82013,8022
L82015,6987
L82016,17582
L82017,2297
L82018,13902
L82022,9918
L82023,16076
L82025,4791
L82026,6619
L82028,17728
L82029,16543
L82030,18530
L82035,8518
L82036,12332
L82038,11987
L82039,5387
L82041,29245
L82042,16636
L82043,4646
L82044,8867
L82045,9495
L82046,12158
L82047,7755
L82048,3851
L82049,10571
L82050,8706
L82051,13162
L82052,10440
L82054,9418
L82056,8532
L82057,2915
L82058,4859
L82059,5839
L82061,6125
L82066,7171
L82068,9289
L82070,6694
L82620,6343
L82622,7187
L83002,17743
L83003,11363
L83004,11608
L83005,15598
L83006,32506
L83007,9156
L83008,29671
L83010,7179
L83011,8179
L83012,3237
L83013,15250
L83014,20158
L83015,8280
L83016,38901
L83019,9908
L83020,12667
L83021,10262
L83023,5872
L83024,8631
L83025,7676
L83026,5236
L83027,7225
L83028,11384
L83029,8547
L83030,10030
L83031,12333
L83034,9875
L83035,16778
L83036,11948
L83038,14054
L83039,5637
L83040,18470
L83041,9136
L83042,9866
L83043,14359
L83044,8330
L83045,14952
L83046,9558
L83048,10862
L83049,3254
L83050,13272
L83051,10303
L83052,12878
L83054,5589
L83055,15569
L83056,25903
L83057,7966
L83058,7576
L83059,9994
L83064,12641
L83066,17486
L83067,14966
L83069,15110
L83070,5133
L83071,7916
L83072,11476
L83073,19464
L83075,6184
L83076,12078
L83077,7850
L83079,9091
L83081,6254
L83082,3305
L83083,15181
L83084,7926
L83085,18652
L83086,5374
L83087,15285
L83088,5266
L83089,13948
L83092,16400
L83094,8596
L83095,15933
L83096,18004
L83097,12791
L83098,5484
L83099,5431
L83100,43286
L83101,14987
L83102,7498
L83103,16174
L83105,6712
L83106,9983
L83111,16076
L83112,5978
L83113,7384
L83115,4956
L83116,5366
L83118,17824
L83120,22127
L83127,15824
L83128,7621
L83129,3049
L83131,24996
L83134,4066
L83136,6083
L83137,12700
L83143,4630
L83146,5109
L83147,14552
L83148,3711
L83607,5595
L83616,2463
L83624,7628
L83628,6772
L83639,2896
L83646,9239
L83648,22007
L83651,4470
L83655,7649
L83663,2992
L83666,3937
L83673,750
L84003,11379
L84004,7992
L84005,8665
L84006,6851
L84007,12398
L84008,12373
L84009,19461
L84010,10808
L84011,8169
L84012,24620
L84014,8973
L84015,10813
L84016,6865
L84018,12626
L84021,9136
L84022,7406
L84023,13156
L84024,4206
L84025,4623
L84026,32648
L84027,18175
L84028,11834
L84029,16734
L84030,18298
L84031,5801
L84033,19239
L84034,11893
L84036,11122
L84037,12037
L84038,11264
L84039,9010
L84040,12406
L84041,13105
L84043,4874
L84045,7261
L84046,5729
L84047,16759
L84048,10274
L84049,8466
L84050,40647
L84051,9990
L84052,10041
L84053,7658
L84054,13948
L84058,9111
L84059,8108
L84060,11118
L84063,5024
L84065,8943
L84067,10063
L84068,5984
L84072,5110
L84075,9318
L84077,14416
L84080,11515
L84081,4419
L84084,11711
L84085,3832
L84606,12057
L84613,3779
L84617,8020
L85001,17596
L85002,11785
L85003,3876
L85004,28468
L85006,9977
L85008,29249
L85009,10720
L85011,8466
L85012,22531
L85013,4200
L85014,13271
L85015,16246
L85016,28196
L85017,10350
L85018,5103
L85019,10705
L85020,11522
L85021,14935
L85022,13310
L85023,17553
L85024,11153
L85025,13952
L85026,1
L85027,8648
L85029,13017
L85030,17920
L85031,7552
L85032,5001
L85033,13952
L85034,8512
L85035,17308
L85036,6179
L85037,4236
L85038,6887
L85039,13730
L85040,7038
L85042,15453
L85043,10888
L85044,6142
L85046,6061
L85047,5955
L85051,7346
L85052,7770
L85053,6368
L85054,9081
L85055,9204
L85056,7286
L85061,4027
L85062,6370
L85064,16467
L85065,8525
L85066,7799
L85601,3615
L85607,5563
L85609,5402
L85611,3167
L85624,5343
M81001,17678
M81002,14182
M81004,15762
M81005,13939
M81006,22103
M81007,5686
M81008,20133
M81009,5691
M81010,14665
M81011,7558
M81012,13766
M81015,9601
M81016,19317
M81017,12319
M81018,6578
M81019,16794
M81020,11820
M81021,13206
M81022,18132
M81024,5146
M81025,5055
M81026,46724
M81027,9976
M81029,8068
M81032,12457
M81033,7493
M81034,8723
M81035,14261
M81037,11665
M81038,12414
M81039,12053
M81040,21817
M81041,11133
M81042,9704
M81043,8920
M81044,11684
M81045,5090
M81046,12059
M81047,10673
M81048,9670
M81049,11371
M81054,7151
M81055,5806
M81056,12211
M81057,15269
M81058,10169
M81061,8814
M81063,14085
M81064,8325
M81066,8268
M81067,5778
M81068,15784
M81069,9497
M81070,11598
M81072,6883
M81074,11066
M81075,12730
M81076,3102
M81077,4865
M81078,6656
M81081,5707
M81082,15566
M81083,5108
M81084,5860
M81090,3425
M81091,14126
M81092,5567
M81093,10874
M81094,9467
M81600,3971
M81604,6680
M81605,5595
M81608,4154
M81616,3403
M81617,5334
M81627,8375
M81629,9873
M82002,10001
M82003,24524
M82004,19169
M82005,9664
M82006,11388
M82007,15400
M82008,7048
M82009,11621
M82010,17630
M82011,4537
M82012,14034
M82013,2716
M82014,9585
M82016,10626
M82017,4571
M82018,7216
M82019,8463
M82020,4200
M82021,8515
M82022,13945
M82023,7714
M82024,3816
M82025,21406
M82026,13205
M82028,14710
M82030,10284
M82032,16408
M82033,5668
M82034,7960
M82035,12002
M82038,14191
M82039,14845
M82040,6446
M82041,7124
M82042,6354
M82043,7475
M82046,3922
M82047,11143
M82048,6955
M82051,4626
M82056,16193
M82057,7491
M82058,4173
M82059,17308
M82060,9124
M82601,2415
M82606,5596
M82616,8623
M82620,2945
M83001,12089
M83004,9239
M83005,5509
M83006,31294
M83007,8260
M83009,10606
M83010,10645
M83011,7969
M83012,8205
M83013,4720
M83014,9989
M83015,8943
M83016,7425
M83017,5160
M83018,8828
M83020,9456
M83021,10217
M83022,7877
M83023,9270
M83024,11730
M83025,5853
M83026,16654
M83027,11167
M83028,10798
M83030,13648
M83031,6321
M83032,14131
M83033,7071
M83034,11753
M83035,7795
M83036,8774
M83037,8463
M83038,10275
M83042,9665
M83044,13242
M83045,10691
M83046,9692
M83047,6801
M83048,9915
M83049,8865
M83050,9805
M83051,12519
M83052,22487
M83054,10518
M83056,10969
M83057,10110
M83059,3717
M83061,8007
M83062,12783
M83063,3816
M83065,7230
M83066,7763
M83067,7922
M83068,14680
M83069,15948
M83070,8149
M83071,11456
M83072,11388
M83073,8963
M83074,14217
M83075,20239
M83076,8010
M83079,9538
M83084,6573
M83088,14865
M83089,10758
M83090,5247
M83092,8628
M83093,6579
M83094,14481
M83096,5170
M83097,9172
M83100,4223
M83102,7404
M83103,4865
M83107,6666
M83108,7952
M83109,3946
M83110,18037
M83111,2416
M83113,1122
M83117,8156
M83121,5872
M83122,3087
M83123,10280
M83125,3493
M83126,9463
M83127,6697
M83129,10707
M83130,4279
M83132,5652
M83138,6884
M83139,4961
M83140,4952
M83141,9500
M83143,5326
M83146,12751
M83148,14232
M83601,5916
M83608,5397
M83616,5205
M83617,24520
M83619,3579
M83624,4406
M83625,11418
M83627,8071
M83632,5487
M83637,4964
M83638,13966
M83640,2714
M83641,1946
M83650,13833
M83661,6908
M83668,5385
M83670,6258
M83680,7374
M83681,10996
M83682,5942
M83693,7080
M83697,3803
M83698,3198
M83701,4557
M83703,5798
M83709,6076
M83711,4311
M83713,5483
M83715,5002
M83717,3524
M83718,3853
M83719,4365
M83723,23276
M83725,4087
M83727,4358
M83738,6996
M84001,13198
M84002,8391
M84003,9721
M84004,21333
M84005,5144
M84006,10557
M84007,13438
M84008,7785
M84009,5212
M84010,10466
M84011,21492
M84012,17438
M84013,12919
M84014,9331
M84015,14383
M84016,4551
M84017,14210
M84018,14319
M84019,17069
M84020,14257
M84021,16847
M84022,8467
M84023,20096
M84024,6567
M84025,11912
M84026,7106
M84028,18837
M84029,8124
M84030,13360
M84031,7818
M84032,14653
M84035,12032
M84036,16038
M84037,11927
M84040,10122
M84041,7389
M84042,10222
M84043,21323
M84044,5758
M84046,8068
M84047,5389
M84049,6093
M84050,8400
M84051,13644
M84055,2172
M84059,3581
M84060,6719
M84061,6899
M84062,7606
M84063,7388
M84064,6907
M84065,8206
M84066,7180
M84067,7602
M84069,6757
M84070,12481
M84609,4953
M84612,9632
M84615,8905
M84616,4511
M84618,4041
M84620,2954
M84621,2764
M84627,3762
M84629,12298
M85001,4830
M85005,7155
M85006,10607
M85007,17274
M85009,6227
M85011,6947
M85013,4544
M85014,4643
M85016,4995
M85018,10832
M85019,18283
M85020,20651
M85021,4191
M85023,8986
M85024,6902
M85025,16932
M85026,14749
M85027,7761
M85028,24949
M85029,20424
M85030,17544
M85031,10426
M85033,17575
M85034,15970
M85035,5426
M85037,9397
M85041,13806
M85042,4824
M85043,4340
M85046,53582
M85047,6055
M85048,11114
M85051,7868
M85053,6675
M85055,6619
M85056,6993
M85058,15095
M85060,16206
M85061,12370
M85062,4875
M85063,54700
M85065,14186
M85066,7238
M85070,13476
M85071,7749
M85074,7626
M85076,11158
M85077,9364
M85078,11239
M85079,10821
M85081,9220
M85082,5430
M85084,6627
M85086,10570
M85087,11093
M85088,16802
M85094,2558
M85097,2213
M85098,5327
M85105,5417
M85107,3844
M85108,6096
M85110,9382
M85113,6017
M85115,3205
M85116,8289
M85117,5907
M85118,2956
M85123,8801
M85124,12171
M85128,4929
M85136,10449
M85139,5600
M85141,3043
M85143,7083
M85145,9972
M85146,6567
M85149,5885
M85153,4241
M85154,4512
M85155,6627
M85156,9638
M85158,2139
M85164,13256
M85167,14786
M85170,5489
M85171,2875
M85172,13886
M85174,4562
M85175,10047
M85176,5195
M85177,6242
M85178,40195
M85179,5090
M85600,15982
M85624,6436
M85634,10236
M85642,5875
M85669,7205
M85670,3609
M85676,6377
M85679,5568
M85680,2638
M85684,3889
M85686,1482
M85693,2406
M85694,3832
M85697,5008
M85699,5069
M85701,4735
M85706,13921
M85711,4132
M85713,5567
M85715,10998
M85716,5403
M85717,4210
M85721,11173
M85722,4878
M85730,5653
M85732,2479
M85733,7210
M85735,6642
M85736,5036
M85739,5128
M85746,5246
M85749,2996
M85756,2483
M85757,4283
M85759,7277
M85766,4403
M85770,2021
M85774,7369
M85778,17452
M85779,2958
M85781,3858
M85783,5683
M85792,3343
M85794,4314
M85797,12963
M85803,10262
M86001,7202
M86002,8257
M86003,16936
M86004,18826
M86005,6043
M86006,9941
M86007,5719
M86008,10124
M86009,25064
M86010,12836
M86012,10950
M86014,21502
M86015,13644
M86016,21250
M86017,10674
M86018,11499
M86019,4075
M86020,7830
M86021,7244
M86027,14312
M86028,3507
M86029,18044
M86030,5090
M86032,12609
M86033,4838
M86034,9811
M86035,8189
M86037,3575
M86038,2529
M86039,4784
M86040,3564
M86041,10258
M86044,4670
M86045,7296
M86046,5179
M86048,7799
M86605,3033
M86610,8313
M86612,4033
M86617,4724
M86622,3236
M86624,13043
M86627,6483
M86633,5589
M86638,7012
M87001,6378
M87003,18557
M87005,13215
M87006,8815
M87007,12141
M87008,8837
M87009,16845
M87010,9062
M87011,26703
M87012,7360
M87013,11129
M87014,8066
M87015,7792
M87016,7169
M87017,8156
M87018,7341
M87019,5540
M87020,9148
M87021,9970
M87023,10007
M87024,22736
M87025,4673
M87026,5948
M87027,4459
M87028,9833
M87030,4504
M87034,5866
M87036,3618
M87037,8351
M87041,6306
M87601,6688
M87602,10011
M87605,4658
M87612,2411
M87617,6197
M87618,2986
M87620,6824
M87623,3155
M87628,3828
M87638,3771
M88001,10513
M88002,8521
M88003,11703
M88004,39804
M88006,11791
M88007,9670
M88008,4953
M88009,9527
M88010,8802
M88013,13795
M88014,6823
M88015,10448
M88016,3810
M88018,21982
M88019,2799
M88020,11994
M88021,10991
M88022,3602
M88023,6803
M88026,8462
M88030,6032
M88035,3437
M88038,13655
M88040,6416
M88041,3822
M88042,6694
M88043,8584
M88600,4725
M88610,4634
M88612,3768
M88616,16441
M88618,2234
M88619,11351
M88620,3716
M88625,3379
M88626,3596
M88628,3565
M88630,5243
M88633,7327
M88635,2162
M88639,3658
M88640,4353
M88643,5468
M88645,9021
M88646,2768
M88647,6318
M89001,3684
M89002,6554
M89003,38875
M89005,8702
M89007,6905
M89008,13541
M89009,11142
M89010,10827
M89012,11355
M89013,6297
M89015,12416
M89016,12509
M89017,56036
M89019,11470
M89021,4936
M89024,3994
M89026,10547
M89027,8645
M89030,6187
M89608,3876
M91003,6914
M91004,9618
M91006,4458
M91007,8333
M91008,9427
M91009,5622
M91010,8879
M91013,10546
M91014,3011
M91015,21935
M91016,7058
M91017,10256
M91018,5295
M91019,14671
M91021,7627
M91024,2567
M91026,5644
M91028,12814
M91029,5826
M91032,4783
M91033,6789
M91034,5093
M91036,4027
M91602,2348
M91609,2265
M91611,3156
M91612,3520
M91613,9790
M91614,9486
M91616,7939
M91619,6307
M91621,4979
M91623,1955
M91624,3686
M91626,4674
M91628,3275
M91629,7056
M91637,4291
M91639,1714
M91640,3915
M91641,3994
M91642,1675
M91647,5395
M91650,9580
M91654,3483
M91659,3492
M92001,3527
M92004,2906
M92006,4588
M92008,12803
M92009,13263
M92010,11233
M92011,36987
M92012,11542
M92013,7131
M92015,3878
M92016,23588
M92019,5976
M92022,4163
M92026,5097
M92028,8238
M92029,6016
M92039,6835
M92040,12369
M92041,4575
M92043,6989
M92607,18046
M92609,6234
M92612,36786
M92627,4450
M92629,4277
M92630,5722
M92649,4397
M92654,6746
N81001,5061
N81002,12001
N81005,9836
N81006,5475
N81007,9955
N81008,11931
N81009,7532
N81010,8863
N81011,14415
N81012,12360
N81013,6764
N81014,9332
N81016,31189
N81018,8202
N81019,15493
N81020,12315
N81022,33752
N81024,10598
N81025,11640
N81027,14808
N81028,9134
N81029,12191
N81030,16628
N81031,6227
N81032,28600
N81033,8665
N81034,13103
N81035,12251
N81036,8679
N81037,8244
N81038,16400
N81039,11749
N81040,6812
N81041,8605
N81043,6220
N81044,10829
N81045,13761
N81046,9993
N81047,11870
N81048,12791
N81049,23840
N81050,19719
N81051,6835
N81052,13264
N81053,16975
N81054,8694
N81055,6779
N81056,9571
N81057,12583
N81059,12676
N81060,9045
N81061,10537
N81062,14934
N81063,12124
N81064,6695
N81065,8347
N81066,14409
N81067,9167
N81068,15745
N81069,4799
N81070,10357
N81071,4380
N81072,7828
N81074,5483
N81075,16405
N81077,12988
N81079,9869
N81080,8463
N81081,9565
N81082,14859
N81083,5025
N81084,22008
N81085,10321
N81086,16672
N81087,24014
N81088,12825
N81089,7841
N81090,5529
N81092,15145
N81093,15923
N81096,8692
N81097,5021
N81100,8125
N81101,8000
N81102,4470
N81107,3557
N81108,10821
N81109,6884
N81111,7490
N81113,7374
N81114,10740
N81115,8220
N81117,5829
N81118,8730
N81119,5255
N81120,6264
N81121,6764
N81122,10168
N81123,7370
N81125,7611
N81127,8704
N81607,3929
N81614,5630
N81619,3871
N81623,9523
N81626,4803
N81628,12584
N81632,5905
N81637,2873
N81642,4722
N81645,2261
N81651,3555
N81655,402
N82001,6030
N82002,5461
N82003,4282
N82004,3349
N82009,8687
N82011,10625
N82014,6515
N82018,13210
N82019,5147
N82022,9844
N82024,12456
N82026,6511
N82033,5764
N82034,5892
N82035,8566
N82036,3291
N82037,11417
N82039,4067
N82041,12845
N82046,9985
N82048,7460
N82049,6428
N82050,2517
N82052,5708
N82053,15519
N82054,6967
N82058,5640
N82059,6006
N82062,6894
N82065,4009
N82066,9034
N82067,5584
N82070,9641
N82073,6717
N82074,9096
N82076,10893
N82077,2635
N82078,2773
N82079,6203
N82081,6007
N82082,9537
N82083,10369
N82084,6474
N82086,3768
N82087,2317
N82089,3651
N82090,10073
N82091,2214
N82092,8328
N82093,4296
N82094,8458
N82095,4847
N82097,8250
N82099,8609
N82101,2733
N82103,9675
N82104,4125
N82106,3696
N82107,2040
N82108,8246
N82109,5560
N82110,8045
N82113,8481
N82115,9022
N82116,8354
N82117,60304
N82617,10733
N82633,3793
N82641,5554
N82645,8898
N82646,9359
N82648,2806
N82650,5002
N82651,4064
N82655,2285
N82662,8506
N82663,4629
N82664,3012
N82668,3682
N82669,3421
N82671,2657
N82676,4073
N82678,3344
N83001,14885
N83002,11690
N83003,7045
N83005,8616
N83006,3315
N83007,3373
N83008,8317
N83009,11868
N83010,6777
N83012,10215
N83013,4702
N83014,10300
N83017,6450
N83018,8613
N83019,7729
N83020,16834
N83021,7954
N83023,11413
N83024,7767
N83025,14415
N83026,2600
N83027,6580
N83028,16642
N83030,5390
N83031,7148
N83032,12365
N83033,5401
N83035,7038
N83041,4786
N83043,3882
N83045,10340
N83047,5466
N83049,4266
N83050,5109
N83053,9305
N83054,4241
N83601,8162
N83603,8091
N83605,6435
N83608,15452
N83609,4996
N83610,2362
N83614,6560
N83619,5572
N83620,3894
N83621,2824
N83622,2555
N83633,3825
N83637,3210
N84001,9070
N84002,2470
N84003,10100
N84004,7769
N84005,12447
N84006,11633
N84007,6151
N84008,9592
N84010,5694
N84011,6492
N84012,11465
N84013,10856
N84014,3767
N84015,5739
N84016,5548
N84017,9528
N84018,14909
N84019,6428
N84020,10473
N84021,15867
N84023,7910
N84024,9225
N84025,10244
N84027,5756
N84028,7443
N84029,5766
N84034,7995
N84035,3520
N84038,6253
N84041,6139
N84605,8612
N84613,4553
N84614,3329
N84615,3551
N84617,5286
N84621,7922
N84625,5957
N84626,1603
N85002,18943
N85005,11237
N85006,9514
N85007,20814
N85008,13850
N85012,9143
N85013,7694
N85015,7999
N85016,8616
N85017,5594
N85018,6111
N85019,8805
N85020,15658
N85021,3067
N85022,4438
N85023,5670
N85024,9424
N85025,5830
N85027,8945
N85028,13345
N85031,3722
N85032,6489
N85037,6067
N85038,4170
N85044,20694
N85046,5054
N85047,7001
N85048,5173
N85051,17501
N85052,4908
N85054,5109
N85057,1889
N85059,8318
N85616,4576
N85617,4916
N85620,6406
N85625,16475
N85629,4756
N85633,5151
N85634,1887
N85640,2840
N85643,4115
N85648,4232
P81002,63715
P81003,8290
P81005,12297
P81006,20694
P81008,7287
P81010,5629
P81013,15568
P81014,9725
P81015,13827
P81016,12553
P81017,14824
P81018,7907
P81020,24739
P81022,11293
P81025,12749
P81027,15399
P81029,23948
P81031,6667
P81032,14390
P81033,8132
P81035,8505
P81036,18643
P81037,12775
P81038,9879
P81039,5538
P81040,10289
P81041,9677
P81042,14788
P81043,6528
P81044,16714
P81045,4573
P81047,15976
P81051,14792
P81053,8297
P81054,9371
P81055,15126
P81057,14172
P81058,10233
P81059,7763
P81061,4362
P81062,7683
P81063,10957
P81065,15029
P81066,8257
P81067,12665
P81069,11796
P81070,8307
P81071,7257
P81072,13576
P81073,13147
P81074,13336
P81076,10615
P81077,10764
P81078,12031
P81079,12873
P81081,6169
P81082,11063
P81083,8679
P81084,8262
P81086,9569
P81087,11658
P81088,6831
P81089,12588
P81092,7618
P81095,8553
P81096,6968
P81099,10815
P81100,15706
P81103,11817
P81107,8113
P81112,16750
P81113,8001
P81115,16891
P81117,5832
P81118,10133
P81119,11332
P81123,12258
P81125,9934
P81127,9687
P81128,9892
P81129,12021
P81130,13651
P81132,9307
P81133,9044
P81136,2890
P81137,7006
P81138,3477
P81140,15221
P81143,11753
P81147,4917
P81149,9409
P81150,12087
P81154,7919
P81155,6331
P81157,11362
P81159,12071
P81160,16512
P81165,2802
P81166,2432
P81167,6000
P81169,6749
P81170,11041
P81171,4693
P81172,12311
P81179,6819
P81180,3352
P81181,5500
P81182,6802
P81184,9334
P81185,10550
P81186,4683
P81191,10161
P81196,36880
P81197,5014
P81201,5912
P81208,17885
P81212,6288
P81213,18369
P81214,4782
P81218,6141
P81620,1487
P81622,11510
P81633,4126
P81646,4103
P81647,4488
P81655,10696
P81664,24666
P81668,6119
P81674,5869
P81681,13889
P81683,7387
P81685,4359
P81686,2637
P81687,2091
P81692,2022
P81694,5234
P81695,6652
P81699,2507
P81701,2965
P81704,10771
P81707,5202
P81709,6317
P81710,10078
P81714,5711
P81721,2522
P81724,2705
P81726,1915
P81730,9475
P81731,2564
P81732,4579
P81734,19490
P81735,3168
P81736,4023
P81740,11117
P81741,2533
P81742,2722
P81748,7795
P81755,8478
P81757,3668
P81770,7725
P81771,9198
P81780,5630
P82001,10092
P82002,7176
P82003,14778
P82004,9649
P82005,7143
P82006,11458
P82007,13138
P82008,14812
P82009,8031
P82010,7792
P82011,6984
P82012,6216
P82013,3989
P82014,6481
P82015,20257
P82016,12142
P82018,7561
P82020,4802
P82021,6920
P82022,5710
P82023,8512
P82025,4351
P82029,3562
P82030,3949
P82031,10634
P82033,1965
P82034,4181
P82036,2859
P82037,4958
P82607,6052
P82609,6388
P82613,5265
P82616,3763
P82624,3517
P82625,2330
P82626,5123
P82627,4177
P82629,2037
P82633,2473
P82634,3948
P82640,5040
P82643,7601
P82652,4380
P82660,3560
P83001,14224
P83004,7810
P83005,4448
P83006,8034
P83007,11451
P83009,7538
P83010,3609
P83011,7465
P83012,48116
P83015,7370
P83017,7039
P83021,9793
P83024,4526
P83025,8798
P83027,1785
P83603,9010
P83605,7453
P83608,6298
P83609,3883
P83611,4771
P83612,5459
P83620,5439
P83621,2766
P83623,4743
P84004,8469
P84005,15345
P84009,10667
P84010,10060
P84012,8373
P84014,5267
P84016,9044
P84017,12403
P84018,3448
P84019,10401
P84020,9796
P84021,9155
P84022,6081
P84023,8942
P84024,7906
P84025,7412
P84026,9544
P84027,8214
P84028,10757
P84029,10491
P84030,13325
P84032,5838
P84033,4428
P84034,15779
P84035,15792
P84037,5623
P84038,13660
P84039,15001
P84040,7549
P84041,7570
P84042,10798
P84043,9541
P84045,5693
P84046,20644
P84047,6000
P84048,6871
P84049,11396
P84050,7809
P84051,5653
P84052,7783
P84053,7749
P84054,6269
P84056,4203
P84059,9079
P84061,6074
P84064,13022
P84065,4202
P84066,7558
P84067,9107
P84068,21962
P84070,8448
P84071,4534
P84072,33426
P84074,10655
P84605,1990
P84611,7498
P84626,5342
P84630,23951
P84635,5182
P84637,2928
P84639,2881
P84644,7175
P84645,6069
P84650,6190
P84651,6177
P84663,5672
P84665,5268
P84669,17449
P84672,3736
P84673,14307
P84678,15479
P84679,2271
P84683,14436
P84684,6576
P84689,14258
P84690,2722
P85002,6870
P85003,5960
P85004,6487
P85005,9403
P85007,3837
P85010,14026
P85011,12586
P85012,5941
P85013,20964
P85014,6578
P85015,7167
P85016,14025
P85017,9034
P85018,4271
P85019,7093
P85020,7138
P85021,9524
P85022,5186
P85026,15751
P85601,2961
P85605,7425
P85606,7212
P85608,2433
P85610,7572
P85612,3960
P85614,5279
P85615,11910
P85622,10829
P86001,8252
P86002,1889
P86003,10524
P86004,9047
P86005,6194
P86006,17091
P86007,13774
P86008,10366
P86009,10535
P86010,8554
P86011,8370
P86012,8911
P86013,5964
P86014,7667
P86015,6170
P86016,8543
P86017,4525
P86018,8586
P86019,9823
P86021,3768
P86022,8797
P86023,9842
P86026,7490
P86602,3418
P86606,4336
P86608,4242
P86609,2418
P86614,4588
P86619,6517
P86620,2933
P86624,4290
P87002,11442
P87004,15859
P87008,8849
P87015,9208
P87016,14129
P87017,4836
P87019,12427
P87020,15720
P87022,2239
P87024,11524
P87025,10058
P87026,17524
P87027,17931
P87028,9973
P87032,6523
P87035,11242
P87040,8291
P87610,12463
P87613,5169
P87620,9412
P87624,5138
P87625,2742
P87627,3457
P87630,3303
P87634,11303
P87639,4081
P87648,8499
P87649,6123
P87654,11070
P87657,4426
P87658,3606
P87661,2305
P88002,6321
P88003,9908
P88005,11481
P88006,11520
P88007,14804
P88008,8521
P88009,3035
P88011,10625
P88012,7875
P88013,12382
P88014,4826
P88015,12300
P88016,13444
P88017,6542
P88018,10228
P88019,5366
P88020,11886
P88021,6869
P88023,7531
P88024,10333
P88025,10370
P88026,54719
P88031,5857
P88041,8720
P88042,6922
P88043,9439
P88044,6190
P88606,5737
P88615,3444
P88623,7629
P88625,7682
P88632,17981
P89002,20290
P89003,9774
P89004,6195
P89005,8362
P89006,11255
P89007,8251
P89008,17009
P89010,7549
P89011,5081
P89012,6786
P89013,5003
P89014,12699
P89015,20934
P89016,7935
P89018,8543
P89020,7382
P89021,11230
P89022,3275
P89023,6021
P89025,2780
P89026,6244
P89029,7893
P89030,3891
P89602,3674
P89609,5039
P89612,2211
P89613,3825
P89618,3294
P91003,7857
P91004,8471
P91006,13149
P91007,6268
P91008,6148
P91009,10753
P91011,5403
P91012,7593
P91013,11187
P91014,15990
P91016,9323
P91017,8845
P91018,14646
P91019,3902
P91020,8786
P91021,15249
P91026,6736
P91029,11770
P91035,13763
P91603,7745
P91604,16293
P91617,2245
P91623,7822
P91627,8749
P91629,15169
P91631,3757
P92001,5645
P92002,5105
P92003,9627
P92004,7074
P92005,4338
P92006,6083
P92007,6043
P92008,8692
P92010,11403
P92011,7925
P92012,4484
P92014,13097
P92015,6200
P92016,19344
P92017,13621
P92019,10303
P92020,5028
P92021,6078
P92023,8638
P92024,5236
P92026,7251
P92028,4730
P92029,4405
P92030,4276
P92031,4881
P92033,4698
P92034,5472
P92038,3213
P92041,8328
P92042,8910
P92602,2329
P92605,8001
P92607,7660
P92615,4891
P92620,8227
P92621,4455
P92626,6705
P92630,2979
P92633,3758
P92634,4769
P92635,1845
P92637,4338
P92639,3069
P92642,5423
P92646,3583
P92647,6458
P92648,6005
P92651,5723
Y00020,8890
Y00026,2920
Y00033,6982
Y00050,6979
Y00054,90
Y00056,659
Y00057,15801
Y00060,528
Y00078,5636
Y00080,7563
Y00081,30
Y00090,8261
Y00137,32130
Y00140,2136
Y00155,10735
Y00159,31159
Y00182,986
Y00184,9305
Y00185,11555
Y00186,1587
Y00200,4437
Y00206,9440
Y00228,2519
Y00252,3024
Y00265,15964
Y00278,3843
Y00286,3416
Y00293,9393
Y00297,5082
Y00312,4612
Y00316,6027
Y00344,1302
Y00347,5502
Y00351,11932
Y00352,23321
Y00399,4046
Y00403,7690
Y00411,11601
Y00412,5295
Y00437,10725
Y00445,18892
Y00446,3170
Y00469,11967
Y00471,7989
Y00475,5338
Y00486,7306
Y00492,8681
Y00507,4142
Y00560,18962
Y00568,4716
Y00612,4500
Y00726,5668
Y00758,2498
Y00774,4997
Y00902,3357
Y00918,6591
Y00969,11677
Y00996,3735
Y00999,11421
Y01008,54078
Y01011,10351
Y01050,7677
Y01051,8283
Y01057,1048
Y01066,8031
Y01068,4934
Y01090,8870
Y01108,3966
Y01118,3467
Y01127,6700
Y01132,11992
Y01163,3866
Y01206,9468
Y01221,3262
Y01262,39
Y01280,2300
Y01281,4771
Y01291,10602
Y01652,6007
Y01655,9690
Y01690,7612
Y01695,4012
Y01719,8700
Y01756,6261
Y01794,14739
Y01795,9397
Y01812,11342
Y01839,7705
Y01922,11953
Y01924,68
Y01929,51598
Y01948,2478
Y01964,28834
Y02002,22103
Y02045,7
Y02117,13548
Y02177,6810
Y02212,2638
Y02274,3799
Y02319,7661
Y02321,5759
Y02322,9907
Y02325,5199
Y02332,17391
Y02342,9594
