gp_code,partner_fte,salaried_fte,locum_fte,registrar_fte,foundation_other_fte,nurse_fte,dpc_fte,admin_fte
A81001,2.0,0.0,0.0,1.706666667,0.0,0.52,0.426666667,7.293333333
A81002,6.546666667,0.0,0.0,1.706666667,1.066666667,6.48,5.186666667,26.0
A81004,1.0,2.266666667,0.0,0.0,0.0,5.746666667,0.9,16.01333333
A81005,3.306666667,0.0,0.0,2.6,0.0,2.0,0.613333333,12.88346667
A81006,5.98,0.0,0.0,2.24,0.0,5.64,3.306666667,18.37333333
A81007,4.200266666,3.853333333,0.0,2.853333333,0.0,1.493333333,2.0,17.01333333
A81009,1.06,1.886666667,0.0,0.0,0.0,3.88,1.0,12.26666667
A81011,3.0,0.8,0.0,0.0,0.0,3.933333333,3.026666667,11.99066667
A81012,2.12,1.226666667,0.0,0.0,0.0,1.773333333,2.0,6.853333333
A81013,3.000266667,0.0,0.0,1.066666667,0.0,2.2968,0.893333333,11.44
A81014,1.3512,0.0,0.0,0.0,0.0,1.213333333,0.56,5.52
A81016,1.96,0.946666667,0.0,0.0,1.066666667,7.28,3.301130191,18.33333333
A81017,5.565066666,0.826666667,0.0,2.346666667,0.0,5.293333333,1.586666667,21.11333333
A81018,0.890133333,2.666666667,0.0,0.0,0.0,4.6,2.106666667,14.73333333
A81019,2.2,2.0,0.0,0.0,0.0,1.426666667,1.413333333,10.28
A81020,2.333333334,2.218666667,0.0,1.92,0.0,2.773333333,2.24,8.186666667
A81021,8.3536,2.133333333,0.0,0.0,0.0,9.88,5.84,35.01333333
A81022,3.2,1.114666667,0.0,1.92,0.0,3.12,3.28,14.66666667
A81023,2.04,2.733333333,0.0,0.0,0.0,2.08,2.026666667,9.96
A81025,2.12,0.0,0.0,2.133333334,0.0,0.72,0.533333333,5.433333334
A81026,5.0736,3.493333333,0.0,3.1333333339999996,1.066666667,4.92,2.98,27.57333333
A81027,4.12,1.656,0.0,2.666666667,0.0,3.666666667,3.6,17.36
A81029,2.0,1.386666667,0.0,1.066666667,0.0,1.653333333,0.64,9.546666667
A81030,3.733333333,3.866666667,0.0,2.773333333,0.0,4.773333333,3.306666667,28.14
A81031,3.552,1.2,0.0,3.626666667,1.066666667,7.6,1.653333333,17.32
A81032,4.260266667,0.670133333,0.0,3.733333333,0.0,4.693333333,2.333333333,14.54666667
A81034,8.266666666999999,4.506666667,0.0,4.693333334,1.066666667,2.426666667,10.78666667,23.81333333
A81035,3.170666667,1.773333333,0.0,1.386666667,0.0,2.373333333,1.933333333,16.66453333
A81036,5.288533333,1.884426667,0.0,1.92,0.0,6.466666667,4.9048,26.1984
A81037,1.780266667,1.493333333,0.0,0.0,0.0,2.053333333,1.2,8.013333333
A81038,1.96,0.0,0.0,0.0,0.0,0.64,0.96,5.786666667
A81039,3.786666667,1.186666667,0.0,2.133333333,0.0,3.48,0.533333333,14.86666667
A81040,3.983466667,0.0,0.0,0.853333333,1.066666667,1.6,1.333333333,13.76
A81041,2.96,0.533333333,0.0,0.0,0.0,2.506666667,2.093333333,10.8
A81042,2.613333334,6.647999999,0.0,2.133333334,0.0,6.92,6.693333333,24.73066667
A81044,9.56,0.0,0.0,4.16,0.0,10.56,3.88,33.2
A81045,0.0,1.0,0.0,3.84,0.0,1.44,2.893333333,11.34666667
A81046,3.813333333,1.12,0.0,3.2000000010000003,0.0,4.493333333,1.64,17.89333333
A81048,1.8674666659999999,0.0,0.0,2.986666667,0.0,2.653333333,4.026666667,11.87653333
A81049,2.0,0.0,0.0,1.92,1.066666667,0.933333333,0.986666667,8.293333333
A81051,2.666666666,0.666666667,0.0,0.0,0.0,1.76,1.52,11.36
A81052,3.533333333,2.506666667,0.0,0.853333333,0.0,5.380238298,6.56,15.60666667
A81053,0.8888,2.354666667,0.0,0.0,0.0,2.146666667,2.026666667,8.173333333
A81054,2.266666666,1.293333333,0.0,0.0,0.0,5.546666667,1.213333333,15.5
A81056,1.22,0.0,0.0,0.0,0.0,0.746666667,0.0,2.98
A81057,3.1402666669999997,0.266666667,0.0,1.92,0.0,3.96,0.670133333,12.00026667
A81058,4.36,0.5,0.0,0.853333333,0.0,4.046666667,1.72,14.09333333
A81060,1.2,0.0,0.4,0.0,0.0,2.72,2.333333333,6.466666667
A81063,2.110933333,0.0,0.0,0.0,0.0,1.893333333,1.653333333,8.506666667
A81064,1.970133333,0.0,0.0,0.0,0.0,4.52,1.16,11.16
A81065,0.0,0.0,0.4,0.0,0.0,1.44,1.36,3.546666667
A81066,3.0,0.0,0.0,1.92,0.0,1.066666667,0.4,6.973333333
A81067,3.133333333,2.813333333,0.0,1.92,0.0,2.573333333,1.693333333,14.8
A81070,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.8
A81602,1.0,0.0,0.0,0.0,0.0,1.333333333,0.0,3.493333333
A81608,4.445333334,1.866666667,0.0,3.626666666,0.0,1.866666667,3.853333333,15.06666667
A81610,2.133333333,0.0,0.0,0.0,0.0,3.788,0.0,5.733333333
A81611,3.5,1.64,0.0,1.706666666,0.0,3.093333333,2.5,10.92
A81612,1.7333333340000001,0.533333333,0.0,0.0,0.0,1.48,0.586666667,5.746666667
A81618,2.8434666660000003,1.2,0.0,1.066666667,0.0,5.08,1.406666667,11.42666667
A81621,1.96,0.88,0.0,0.853333333,0.0,4.6,1.786666667,8.386666667
A81622,1.713082103,0.0,0.0,0.0,0.0,0.733333333,0.946666667,5.88
A81629,2.4,0.0,0.0,0.0,0.0,2.013333333,0.573333333,6.68
A81631,3.0,0.442666667,0.0,1.066666667,0.0,4.226666667,1.026666667,9.533333333
A81634,0.0,0.0,0.0,0.0,0.0,1.066666667,0.0,5.706666667
A82003,5.3999999999999995,1.093333333,0.0,3.2,1.066666667,3.44,3.186666667,19.52666667
A82004,0.0,1.7999999999999998,0.0,1.066666667,0.0,4.763872527,3.590202116,3.853333333
A82005,0.0,3.834666667,0.0,0.0,0.0,4.165978958,5.103535449,11.22501568
A82006,1.0,1.48,0.0,0.0,0.0,2.052,4.066666667,8.88
A82007,2.426666667,1.9733333339999999,0.0,0.0,0.0,3.733333333,5.266666667,10.68
A82008,6.373333334,1.04,0.0,3.626666667,0.0,2.533333333,1.48,15.90666667
A82009,3.0,2.92,0.0,1.706666667,0.0,1.866666667,2.453333333,11.4
A82010,3.36,0.0,0.0,0.0,0.0,2.773333333,2.48,11.74666667
A82012,4.570666667,3.066666667,0.0,3.2,0.0,9.346666667,17.11333333,29.66
A82013,0.0,3.96,0.0,0.0,0.0,6.916453193,6.437138881,10.93333333
A82014,4.053333333,0.0,0.0,3.6266666670000003,0.0,2.446666667,5.393333333,6.72
A82015,0.0,0.0,0.0,0.0,0.0,1.533333333,0.426666667,7.626666667
A82016,8.146666667,8.773333333,0.0,5.333333333000001,0.0,21.13333333,6.386666667,64.09333333
A82018,3.84,2.853333333,0.0,1.386666667,0.0,4.306666667,3.346666667,16.94666667
A82020,0.0,8.226666667,0.0,0.0,1.066666667,9.246666667,1.933333333,18.73333333
A82021,5.72,1.92,0.666666667,1.706666667,2.133333333,6.466666667,2.52,18.29333333
A82022,1.8,1.706666667,0.0,1.92,1.066666667,1.12,2.106666667,11.22666667
A82023,1.866666667,1.866666667,0.0,3.2,0.0,2.133333333,7.506666667,8.726666667
A82024,0.666666667,1.0,0.0,0.0,0.0,2.52,1.68,11.26666667
A82025,3.413333333,2.685866667,0.0,1.066666667,0.0,4.18,2.36,14.32501568
A82026,3.44,4.416,0.0,3.2,0.0,7.173333334,10.62666667,26.02666667
A82027,1.6,2.832,0.749333333,1.066666667,1.066666667,0.786666667,4.86,12.66666667
A82028,3.706666667,1.64,0.0,3.84,0.0,2.533333333,4.466666667,10.32
A82029,2.24,1.08,0.0,2.133333334,0.0,0.96,0.693333333,7.253333333
A82030,2.453333333,0.213333333,0.0,1.173333333,0.0,3.36,0.32,12.0
A82031,1.306666667,0.0,0.0,2.133333333,0.0,0.693333333,4.586666667,5.466666667
A82032,2.746666667,4.8,0.0,1.066666667,0.0,11.9,5.426666667,23.37168235
A82033,0.0,3.5999999999999996,0.0,0.0,0.0,6.302847137,4.84,10.71379298
A82035,3.546666667,4.126666667,0.0,4.266666667,0.0,4.786666667,7.146666667,23.33333333
A82036,0.8,1.906666667,0.0,1.706666667,1.066666667,5.013333333,8.546666667,11.08
A82037,1.973333334,0.986666667,0.0,0.0,0.0,1.493333333,0.826666667,7.893333333
A82038,1.0,2.0,0.0,0.0,0.0,2.413333333,6.04,9.386666667
A82039,3.953333334,0.0,0.106666667,4.693333333,0.0,1.733333333,2.0,12.13333333
A82041,0.0,0.853333333,0.0,5.333333333,1.066666667,4.266666667,1.306666667,14.33333333
A82044,0.0,6.48,0.0,1.6,1.066666667,12.42666667,7.44,33.69333333
A82045,2.133333333,2.826666667,0.0,1.066666667,0.0,4.933333333,2.4,15.73333333
A82046,0.0,3.3566666659999997,0.0,0.0,0.0,3.851936263,3.206666667,7.971682348
A82047,2.554666667,6.022133333,0.0,1.066666667,0.0,26.98177825,16.04473659,61.84
A82053,2.266666667,4.198283065,0.0,2.133333334,1.066666667,0.533333333,2.626666667,13.08
A82055,2.2800000000000002,1.793333334,0.0,2.9866666669999997,0.0,2.4,1.626666667,6.36
A82062,2.08,0.8,0.0,1.066666667,2.133333333,0.72,1.866666667,7.2
A82064,2.0,0.0,0.0,4.266666666,0.0,5.986666667,1.44,12.88
A82068,1.813333333,0.0,0.0,0.0,1.066666667,1.733333333,0.0,7.413333333
A82070,3.986666667,0.36,0.0,2.133333333,0.0,1.899290639,4.22,10.15333333
A82071,0.666666667,0.533333333,0.426666667,0.0,1.066666667,0.693333333,1.36,6.64
A82072,0.8,0.373333333,0.0,0.0,0.0,3.786666667,3.466666667,10.24
A82075,2.4,1.626666667,0.0,1.066666667,0.0,4.293333333,4.306666667,10.45333333
A82608,2.266666667,1.466666667,0.382303741,1.066666667,0.0,1.933333333,2.706666667,6.373333333
A82613,1.413333333,0.0,0.0,0.0,0.0,0.0,0.0,1.28
A82617,1.0,1.146666667,0.0,0.0,0.0,1.213333333,0.733333333,6.226666667
A82620,0.0,2.063298377,0.0,0.0,0.0,1.165957305,1.386666667,0.16
A82629,2.6799999999999997,0.0,0.0,0.0,0.0,0.0,0.426666667,2.8
A82631,1.6,0.888533333,0.0,1.92,1.066666667,1.0,3.573333333,10.54666667
A82646,1.28,1.346666667,0.0,0.0,0.0,1.48,0.8,5.586666667
A82647,1.066666667,1.346666667,0.0,1.493333333,1.066666667,0.64,4.106666667,7.2
A82650,1.4,0.0,0.0,0.0,0.0,1.013333333,1.866666667,7.306666667
A82651,1.413333333,1.26,0.0,0.0,0.0,2.586666667,1.973333333,10.13333333
A82654,1.0,1.0,0.0,2.133333334,0.0,3.433333333,0.533333333,12.09333333
A83001,3.7,2.373333333,0.0,2.773333334,1.066666667,5.013333333,18.86666667,23.98666667
A83003,5.134933333999999,0.0,0.0,0.0,0.0,4.853333333,2.453333333,14.0
A83005,3.253333334,2.754933333,0.0,1.92,0.0,6.453333333,0.8,14.0
A83006,1.96,1.66,0.0,0.0,0.0,1.48,2.893333333,10.42666667
A83007,3.266666666,2.773333333,0.0,4.266666666,0.0,6.586666667,4.466666667,14.31546667
A83008,0.0,2.04,0.0,0.0,0.0,3.106666667,3.466666667,7.933333333
A83009,2.786666667,2.313333333,0.0,2.133333333,0.0,3.533333333,1.8,14.2
A83010,1.7776,3.546666667,0.0,0.0,0.0,6.090133333,2.906666667,13.60026667
A83011,5.690133333,5.690133333,0.0,3.2,1.066666667,8.706666667,2.693333333,23.32
A83012,0.0,7.5368,0.0,3.84,1.066666667,15.01333333,13.32,25.66666667
A83013,3.466666667,1.306666667,0.0,0.0,0.0,5.746666667,4.493333333,13.32
A83014,0.0,1.217333333,0.0,0.0,0.0,2.146666667,5.78,7.973333333
A83015,3.3002666659999997,0.125066667,0.0,1.066666667,1.066666667,2.853333333,3.0,6.573333333
A83016,2.4504,3.342133333,0.0,1.066666667,0.0,7.4,3.493333333,17.81013333
A83018,5.678666667,4.260266667,0.0,1.92,0.0,8.306666667,6.526666667,24.19333333
A83020,5.750133333,2.000266667,0.0,3.2000000010000003,0.0,6.546666667,2.853333333,15.82666667
A83021,5.317333333,0.906666667,0.0,1.066666667,0.0,10.42,3.16,24.37333333
A83022,8.214666667,2.146666667,0.0,6.186666667,0.0,12.05733333,7.045333333,37.752
A83023,1.066666667,7.2,0.0,1.066666667,0.0,5.986666667,2.933333333,16.78666667
A83024,0.890133333,0.170133333,0.0,2.773333333,1.066666667,1.6,2.6,3.333333333
A83025,3.453333333,0.8,0.0,1.066666667,0.0,9.253333334,5.56,14.38
A83026,3.3224,1.2912,0.0,1.92,2.133333333,6.013333333,3.96,14.57333333
A83027,4.517423687,0.218666667,0.0,0.0,0.0,2.56,0.986666667,6.186666667
A83028,0.666666667,2.026666667,0.0,1.066666667,0.0,3.72,3.066666667,17.04
A83029,2.4,0.333333333,0.0,0.64,2.133333333,3.44,1.293333333,10.32
A83030,6.563733333,0.0,0.0,8.533333333,1.066666667,5.5,5.973333333,19.13733333
A83031,2.666773333,0.453333333,0.0,1.066666667,0.0,4.186666667,1.466666667,12.48666667
A83032,2.340266667,0.0,0.0,0.0,0.0,0.8,0.56,4.12
A83033,2.286933333,3.28,0.0,3.2,0.0,4.706666667,4.72,20.57733333
A83034,4.133333333,1.576,0.0,1.066666667,1.066666667,3.426666667,1.0,12.29333333
A83035,3.124933333,1.518933333,0.0,1.92,0.0,2.026666667,3.746666667,11.89333333
A83036,2.586666667,3.8968,0.0,1.066666667,0.0,6.185978958,3.333333333,14.50346667
A83037,4.686666667,3.186666667,0.0,1.706666667,1.066666667,7.253333333,6.2,21.04666667
A83038,1.555733333,1.8712,0.0,1.706666667,0.0,2.08,0.773333333,8.4
A83040,3.386666667,1.026666667,0.0,3.2,0.0,4.12,3.72,13.63013333
A83041,2.0,1.843466667,0.0,1.92,0.0,4.44,4.333333333,11.30666667
A83043,1.670133333,0.0,0.0,1.706666667,0.0,0.92,0.906666667,5.466666667
A83044,2.611466666,1.315733333,0.0,3.2,0.0,3.546666667,4.306666667,12.82666667
A83045,3.4,1.208,0.0,1.066666667,0.0,8.885333333,7.706666667,23.90211063
A83046,4.32,2.403466666,0.0,3.2000000010000003,0.0,4.053333333,4.466666667,15.74666667
A83047,7.833333333,0.5,0.0,4.906666667,0.0,6.973333333,5.266666667,19.57333333
A83048,2.0,0.773333333,0.0,0.0,0.0,2.986666667,1.306666667,7.64
A83049,4.34,5.4,0.0,1.92,1.066666667,8.893333334,7.110202116,15.48
A83050,5.647526902,2.4264,0.0,2.133333333,1.066666667,4.626666667,2.826666667,17.59013333
A83051,3.84,0.453333333,0.0,4.266666667,1.066666667,5.666666667,9.253333333,17.65333333
A83052,2.2800000000000002,2.16,0.0,0.853333333,0.0,1.8,3.76,16.0
A83054,7.053333333,2.786666667,0.0,2.9866666669999997,1.066666667,7.0568,5.446666667,18.82666667
A83055,0.56,1.8368,0.0,2.133333334,1.066666667,1.093333333,1.973333333,9.16
A83057,2.890133333,5.5599999989999995,0.0,4.266666666,1.066666667,11.4,11.2,36.6
A83060,1.110133333,0.933333333,0.0,0.0,0.0,0.746666667,0.0,6.023466667
A83061,1.954666667,0.0,0.0,0.0,0.0,1.386666667,3.6,5.866666667
A83066,2.466666667,0.0,0.0,0.0,0.0,20.4,5.306666667,20.94
A83070,0.953333333,0.426666667,0.0,0.0,0.0,1.853333333,1.786666667,7.96
A83071,0.666666667,0.0,0.0,0.0,0.0,1.666666667,3.0,8.28
A83072,0.990133333,1.066666667,0.0,0.0,0.0,1.28,2.226666667,5.3768
A83073,1.86,0.0,0.0,0.0,0.0,2.433333333,1.0,6.92
A83074,2.0,2.883333333,0.0,3.2,0.0,9.666666667,6.94,17.74666667
A83075,2.2634666660000002,1.493333333,0.0,3.2,0.0,3.866666667,4.22,14.7888
A83610,0.0,0.666666667,0.0,0.0,0.0,3.28,0.973333333,6.226666667
A83616,1.0,2.546666667,0.0,1.066666667,0.0,5.653333333,1.92,13.17333333
A83617,1.066666667,0.0,0.0,0.0,0.0,0.933333333,0.0,4.986666667
A83618,3.04,3.48,0.0,0.0,0.0,2.533333333,4.066666667,14.69333333
A83619,1.0,0.0,0.0,0.0,0.0,1.4,0.88,5.053333333
A83622,0.26,0.133333333,0.0,0.0,0.0,0.8,2.133333333,2.24
A83626,0.434133333,0.0,0.0,0.0,0.0,0.213333333,1.16,1.833333333
A83627,2.560266667,2.336,0.0,2.133333334,0.0,1.893333333,1.7856,8.693333333
A83634,0.0,1.190933333,0.0,0.0,0.0,3.52,1.48,5.946666667
A83635,0.0,0.8,0.0,0.0,0.0,2.2,2.106666667,7.08
A83636,2.612,1.213333333,0.0,0.0,0.0,2.4,1.6,11.0568
A83637,1.066666667,1.0,0.0,0.0,0.0,3.8,0.906666667,8.453333333
A83641,0.0,1.333333333,0.0,0.0,0.0,3.893333333,0.853333333,6.386666667
A83644,1.44,0.0,0.0,0.0,0.0,0.906666667,0.0,4.213333333
A84002,0.0,2.664,0.0,0.96,0.0,2.32,1.946666667,7.746666667
A84005,2.0,3.843466667,0.0,1.706666667,1.066666667,6.32,3.133333333,17.62666667
A84006,4.893333334,4.293333334,0.666666667,1.706666667,1.066666667,9.013333333,26.32,39.11626667
A84007,0.0,6.3368,0.0,2.986666666,0.0,2.386666667,1.8,3.713333333
A84008,4.0,0.0,0.0,1.066666667,0.0,1.933333333,3.586666667,5.893333333
A84009,4.100533333,9.666666667,0.08,1.706666667,0.0,7.546666667,7.670133333,30.04346667
A84011,2.644,1.666666667,0.0,0.0,0.0,1.76,0.48,12.04666667
A84013,2.060266667,1.306666667,0.0,1.066666667,0.0,1.306666667,2.453333333,13.13333333
A84014,3.229066666,4.4472,0.0,2.773333333,0.0,3.413333333,1.973333333,13.30666667
A84016,1.786666667,2.066666667,0.0,0.853333333,0.0,1.613333333,1.066666667,7.706666667
A84018,3.769866667,2.08,0.0,2.773333333,0.0,2.066666667,3.04,14.48
A84020,2.178666667,1.995733333,0.0,1.92,0.0,3.64,2.493333333,13.97333333
A84022,4.216,2.106666667,0.0,2.773333333,1.066666667,4.973333333,4.013333333,20.47834901
A84024,5.2592,1.08,0.666666667,3.8400000000000003,0.0,4.133333333,1.746666667,12.80266667
A84025,0.0,1.8968,0.0,1.066666667,0.0,2.56,1.0,7.893333333
A84026,2.986666667,1.493333333,0.0,0.0,0.0,4.266666667,1.986666667,12.73333333
A84027,1.9933333340000001,0.0,0.0,1.706666667,0.0,1.026666667,2.924736587,7.953333333
A84028,5.28,4.032,0.5,2.133333334,0.0,9.36,7.76,32.38666667
A84029,1.3,2.28,0.0,1.706666667,0.0,1.533333333,2.906666667,6.24
A84030,1.56,5.3528,0.0,5.973333332999999,0.0,1.586666667,1.933333333,13.13333333
A84031,2.6736,0.0,0.0,1.066666667,0.0,2.3968,0.8,8.540266667
A84033,3.2136,0.746666667,0.0,1.92,0.0,1.36,0.426666667,5.72
A84034,2.505866666,1.68,0.0,2.88,0.0,2.0,1.48,9.453333333
A84035,1.4488,1.946666667,0.0,0.64,0.0,0.293333333,0.64,8.813333333
A84036,12.925066667,8.8568,0.64,4.693333333,1.066666667,20.46,18.20473659,83.1368
A84037,2.420266667,0.273333333,0.0,0.0,0.0,3.08,0.986666667,8.066666667
A84038,3.130133333,0.666666667,0.0,0.853333333,0.0,2.133333333,1.986666667,11.10666667
A84039,1.9733333339999999,2.189333333,0.0,1.066666667,0.0,1.173333333,3.866666667,11.97333333
A84040,1.7439999999999998,0.0,0.0,0.0,0.0,1.453333333,3.666666667,6.84
A84042,1.4487999999999999,0.0,0.0,0.0,0.0,0.64,2.213333333,3.8
A84044,2.34,1.510133333,0.0,0.853333333,0.0,2.173333333,2.706666667,10.78666667
A84045,2.6704,0.0,0.0,2.133333333,0.0,1.24,2.586666667,6.2968
A84047,1.7802666660000002,1.222666667,0.0,2.133333334,0.0,1.226666667,0.4,9.893333334
A84604,2.030133333,2.186666667,0.32,2.133333333,0.0,0.853333333,1.013333333,8.733333334
A84614,1.330133333,0.0,0.0,0.0,0.0,0.64,0.0,2.126666667
A84619,0.530133333,1.952,0.0,0.0,0.0,1.573333333,0.0,3.96
A85001,2.56,1.126666667,0.0,4.266666667,0.853333333,2.386666667,2.086666667,9.146666667
A85002,0.986666667,0.0,0.0,0.0,0.0,2.853333333,0.426666667,6.453333333
A85004,3.4090666670000003,3.493333333,0.0,2.773333334,0.0,2.44,2.426666667,15.21333333
A85005,6.797733333,5.138933333,0.0,4.266666667,1.066666667,5.106666667,11.4,34.39333333
A85006,1.885066667,3.86,0.0,1.066666667,0.0,3.733333333,1.0,13.82213333
A85007,1.8784,2.946666666,0.0,1.066666667,1.066666667,3.0,2.453333333,10.82
A85008,2.548266667,6.159733333,0.0,3.84,2.133333333,5.781778249,2.16,27.39379298
A85009,0.613333333,0.413333333,0.0,0.0,0.0,2.12,2.093333333,9.466666667
A85010,3.240266667,1.146666667,0.0,1.706666667,0.0,2.666666667,2.453333333,16.25333333
A85011,2.106933333,3.2,0.0,0.853333333,0.0,2.4,0.0,11.13333333
A85013,0.213333333,0.0,0.0,0.0,0.0,1.36,0.0,6.453333333
A85014,0.0,5.466666667,0.0,1.066666667,1.066666667,7.133333333,2.92,19.87333333
A85016,4.586666667,2.56,0.32,1.706666667,2.133333333,1.72,2.711403254,13.59333333
A85017,3.000533334,0.0,0.0,1.92,0.0,1.24,0.0,10.5368
A85018,2.666666667,0.666666667,0.0,1.066666667,0.0,1.306666667,0.653333333,7.426666667
A85019,3.4712,2.666666667,0.0,2.9866666669999997,0.0,3.106666667,1.0,9.906666667
A85020,5.6,3.197333333,0.0,0.853333333,0.0,4.093333333,5.013333333,18.39333333
A85021,0.333333333,1.540533333,0.22,0.0,0.0,0.8,1.4,4.226666667
A85024,1.626666667,0.0,0.533333333,1.066666667,0.0,1.325957305,0.426666667,4.56
A85026,2.0,0.906666667,0.0,2.133333334,1.066666667,1.333333333,2.026666667,6.506666667
A85611,2.906666667,0.250133333,0.0,0.0,0.0,1.6,1.706666667,6.626666667
A85614,0.986666667,5.437333333,0.0,0.0,0.0,1.933333333,0.4,10.35834901
A85616,0.56,1.205333333,0.765333333,0.0,0.0,0.839466667,0.426666667,5.940266667
A85617,0.986666666,0.893333333,0.0,0.0,0.0,1.146666667,1.333333333,6.813333333
A86003,4.136,13.787349733000001,0.0,2.773333333,0.0,12.2,5.666666667,27.84666667
A86004,4.1376,1.44,0.0,0.0,0.0,4.693333334,2.893333333,17.57333333
A86005,1.7288000000000001,1.333333333,0.0,2.133333333,0.0,0.693333333,2.5,6.946666667
A86006,1.550133333,1.12,0.0,2.773333333,1.066666667,1.4,1.226666667,8.733333333
A86008,3.263466667,3.493333333,0.0,2.346666667,0.0,4.173333333,2.843466667,12.41333333
A86010,1.955466667,2.6712,0.0,2.9866666669999997,1.066666667,3.893333333,2.0,9.56
A86011,2.776,3.4448,0.0,1.066666667,0.0,5.586666667,2.68,15.38693333
A86012,1.959466667,3.483733333,0.0,0.853333333,0.0,3.946666667,5.466666667,18.9
A86013,1.52,2.066666667,0.0,0.0,0.0,2.906666667,1.066666667,9.76
A86016,1.4933333329999998,3.8400000000000003,0.754666667,0.853333333,0.0,1.706666667,4.553333333,12.2
A86017,3.1112,4.3888,0.0,0.853333333,0.0,1.653333333,4.746666667,12.65333333
A86018,4.297866666,3.753866667,0.0,4.053333332999999,0.0,1.693333333,4.666666667,14.3136
A86020,2.0016,11.4008,0.0,1.706666666,1.066666667,3.346666667,4.573333333,28.13333333
A86021,2.121333334,3.980133333,0.0,1.493333333,1.066666667,3.36,6.88,19.30666667
A86022,2.006666667,1.813333333,0.0,3.2,0.0,3.48,2.093333333,13.69333333
A86023,3.4000000000000004,2.153333333,0.0,2.773333333,1.066666667,3.733333333,2.226666667,11.72
A86024,1.9688,2.606666667,0.0,0.853333333,0.0,1.0,2.32,14.18666667
A86025,0.0,6.729333333,0.0,0.0,0.0,4.6,2.44,20.51669803
A86026,1.226666667,3.106666667,0.0,1.92,0.0,1.373333333,1.626666667,9.146666667
A86027,1.0,3.623466667,0.426666667,0.0,0.0,1.706666667,2.0,7.933333334
A86028,0.890133333,2.048,0.0,0.0,0.0,2.8,0.986666667,7.126666667
A86029,3.334666667,7.04,0.0,0.853333333,1.066666667,5.426666667,10.04,32.38106667
A86030,1.997333333,1.118666667,0.0,0.0,0.0,3.6,3.666666667,20.64
A86031,3.510133333,1.24,0.0,0.0,1.066666667,2.68,1.533333333,8.0
A86033,0.8,2.666666667,0.0,1.066666667,1.066666667,1.0,2.0,9.013333333
A86036,2.450133333,2.835466667,0.0,0.0,2.133333333,1.893333333,2.026666667,13.91733333
A86037,0.0,2.764533333,0.0,1.066666667,0.0,1.8,1.8,12.29333333
A86038,2.6877333329999997,1.392266667,0.0,0.853333333,1.066666667,1.2,1.333333333,8.96
A86040,2.6816,1.28,0.0,0.0,1.066666667,1.533333333,1.373333333,12.61333333
A86041,3.777333333,0.506666667,0.0,0.64,0.0,2.186666667,1.346666667,9.213333333
A86601,2.561333334,0.0,0.0,1.92,0.0,3.333333333,0.986666667,13.28
A87002,0.8,2.186933333,0.0,2.773333333,0.0,2.8,1.8,6.2
A87004,7.542933333,6.893066667,0.0,3.626666667,0.0,8.186666667,10.25333333,39.96
A87005,7.266696785,0.0,0.0,1.28,0.0,2.64,2.68,13.88
A87006,2.3936,0.8,0.0,0.0,0.0,1.146666667,0.0,4.893333333
A87007,1.750133333,6.882133333,0.0,1.706666667,0.0,6.44,8.64,28.72
A87008,1.778933333,1.102133333,0.0,2.56,0.0,1.973333333,1.6,8.68
A87009,4.4496,3.6088,0.0,1.066666667,2.133333333,2.64,13.14666667,24.86666667
A87011,2.8,0.0,0.0,0.0,0.0,1.230133333,3.4,9.131682348
A87012,2.1776,1.6666666659999998,0.0,1.92,0.0,1.173333333,1.893333333,9.24
A87013,3.773965334,1.333333333,0.0,0.0,0.0,3.763466667,2.946666667,15.64
A87016,5.485866666,2.0,0.0,2.986666666,1.066666667,2.973333333,4.78,16.81333333
A87017,1.6669333339999999,1.453333333,0.0,0.853333333,0.0,2.8,2.56,5.0
A87019,1.0,0.4,0.0,0.853333333,0.0,1.453333333,1.0,6.0
A87020,1.8936,4.820533333,0.0,0.853333333,3.626666667,1.786666667,9.453333334,17.28
A87022,1.973333334,2.8512,0.0,0.0,0.0,2.466666667,3.0,8.493333333
A87029,5.444000001,6.7784,0.555466667,2.986666666,0.0,5.826666667,5.413333333,31.7
A87030,3.743466667,0.666666667,0.0,2.9866666669999997,0.0,2.413333333,0.453333333,7.06
A87600,1.0,2.315466667,0.0,0.0,0.0,1.746666667,0.6,2.146666667
A87612,2.2536,1.813333333,0.0,0.853333333,0.0,1.36,0.4,10.74666667
A87615,0.750133333,3.7584,0.0,0.0,0.0,1.066666667,1.226666667,7.08
A88001,1.6,0.0,0.0,0.0,1.066666667,0.693333333,0.933333333,5.426666667
A88002,4.333333333,1.682666667,0.0,2.773333333,1.066666667,9.853333333,0.853333333,21.92
A88003,6.673333333,4.8754666659999994,0.0,0.853333333,1.066666667,8.493333333,5.6,27.65333333
A88004,1.7776,2.2,0.0,1.706666667,1.066666667,3.966666667,3.0,13.72
A88005,2.34,0.0,0.0,0.0,0.0,0.36,0.586666667,5.853333333
A88006,1.32,1.52,0.0,1.066666667,0.0,3.706666667,0.266666667,15.08
A88008,2.28,0.666666667,0.0,0.0,0.0,2.8,0.88,11.06666667
A88009,2.12,1.2368,0.0,1.066666667,1.066666667,1.28,1.746666667,7.693333333
A88010,0.0,1.413333333,0.0,1.066666667,0.0,1.986666667,1.44,5.006666667
A88012,2.340266667,0.746666667,0.0,0.0,1.066666667,1.466666667,0.8,9.32
