gp_code,partner_fte,salaried_fte,locum_fte,registrar_fte,foundation_other_fte,nurse_fte,dpc_fte,admin_fte
J82605,2.08,0.0,0.0,0.0,0.0,0.706666667,0.586666667,3.773333333
J82622,6.0584,11.92,1.2448,5.76,0.0,14.42666667,51.44,63.79333333
J82625,1.0,1.782133333,0.0,1.066666667,0.0,1.72,0.76,8.026666667
J82628,2.413333333,1.620266667,0.0,0.0,0.0,1.373333333,3.346666667,5.146666667
J82630,1.306666667,0.426666667,0.0,0.0,0.0,2.12,2.08,4.813333333
J82639,3.986666667,6.813333334,0.0,1.92,0.0,4.213333333,3.093333333,28.16
J82640,1.493333333,1.6,0.0,3.2,0.0,2.026666667,1.066666667,6.373333333
J82646,0.0,5.66,0.426666667,0.0,0.0,3.893333333,2.781130191,13.62501568
J82669,2.613333333,0.0,0.0,0.0,0.0,1.586666667,2.386666667,7.6
J83001,3.226666667,2.010666667,0.0,2.56,0.0,3.173333333,4.306666667,10.42666667
J83002,3.2533333329999996,9.441314789,0.533333333,4.266666667,0.0,22.38529125,29.83623103,61.59864315
J83003,2.3733333329999997,3.466666667,0.68,0.853333333,0.0,3.013333333,4.513333333,14.59333333
J83004,3.413333333,0.533333333,0.0,0.0,0.0,4.16,4.006666667,13.04666667
J83005,5.008,1.773333333,0.0,2.133333333,0.0,2.226666667,1.44,14.66
J83006,2.72,3.093333333,0.72,1.066666667,0.0,3.706666667,1.653333333,10.56
J83007,3.2,9.2,0.0,1.92,0.0,5.16,2.986666667,22.56
J83008,5.546666667,4.026666667000001,0.0,1.706666667,0.0,5.146666667,8.466666667,20.18
J83009,2.533333333,5.32,0.453333333,1.066666667,0.0,4.68,19.04,15.62666667
J83010,4.86,1.64,0.0,2.773333334,0.0,3.573333333,1.72,14.38666667
J83011,3.12,3.066666667,0.0,1.92,0.0,7.253333333,7.346666667,17.34666667
J83013,1.92,3.093333333,0.0,1.066666667,0.0,2.32,2.906666667,13.53333333
J83014,4.293333333,3.346666667,0.0,2.133333334,0.0,4.959312292,1.6,19.96
J83016,4.973333332999999,6.686666667,0.0,4.266666667,0.0,8.706666667,11.0,36.36
J83018,6.56,1.0,0.0,0.0,0.0,5.4,4.12,23.94666667
J83019,4.72,2.314666667,0.0,2.133333334,0.0,3.832623972,10.42666667,25.30362428
J83021,6.2221333340000005,6.040266667,0.0,3.2,0.0,4.546666667,1.591403254,22.44045965
J83022,2.6666666670000003,1.52,0.0,0.0,0.0,2.426666667,1.0,6.906666667
J83023,0.0,0.533333333,0.0,2.133333334,0.0,5.933333333,2.373333333,12.81333333
J83024,4.746666667,0.64,0.0,2.133333334,0.0,4.826666667,1.64,9.64
J83026,6.066666667,7.493333333,0.0,3.84,0.0,8.2,11.0,35.06666667
J83027,2.4,3.8,0.0,2.133333334,0.0,5.373333333,3.933333333,12.88
J83029,0.986666667,3.546666667,0.0,2.9866666669999997,0.0,3.253333333,3.426666667,12.24
J83030,4.998399999999999,5.3751999999999995,0.0,3.2,0.0,15.58748183,17.38970496,32.0883846
J83033,3.2,2.944949732,0.0,0.0,0.0,10.67333333,1.533333333,23.58133333
J83034,3.24,1.666666667,0.0,0.0,0.0,3.826666667,2.293333333,8.966666667
J83035,0.0,4.906666667,0.0,0.0,0.0,4.118133333,5.500533333,18.81333333
J83036,2.613333333,3.013333333,0.0,1.066666667,0.0,1.706666667,0.84,10.54666667
J83037,7.133333334,2.506666667,0.0,1.066666667,0.0,5.68,8.44,28.69333333
J83038,1.881333333,4.321333333,0.0,7.466666667,0.0,7.12,10.05333333,22.01333333
J83039,4.8,0.533333333,0.0,2.773333333,0.0,3.48,2.626666667,16.58666667
J83040,2.853333333,4.873333333,1.693333334,1.066666667,0.0,10.10666667,13.1602701,40.83544397
J83041,4.3999999999999995,4.886666667,0.0,3.84,0.0,4.626666667,3.24,20.85333333
J83042,5.466666667,5.412,0.0,1.706666667,0.0,6.653333333,5.77,27.98666667
J83043,2.986666667,0.64,0.0,2.56,0.0,0.853333333,3.866666667,6.728777301
J83045,4.266666667,1.173333333,0.0,1.706666667,0.0,3.16,8.8,12.46666667
J83046,3.498666667,2.522666667,0.0,2.133333333,0.0,3.122233884,5.461688755,16.07333333
J83047,0.437333333,1.826666667,0.0,0.0,0.0,3.56,6.333333333,9.2
J83048,0.986666667,1.5066666670000002,0.0,0.0,0.0,2.613333333,0.666666667,6.44
J83049,5.866666667,1.866666666,0.0,5.333333333,0.0,3.626666667,2.28,13.01333333
J83050,2.296,1.968,0.0,2.133333334,0.0,4.898666667,6.927237668,11.02666667
J83052,1.066666667,4.8,0.0,0.0,0.0,7.546666667,8.833333333,13.82
J83053,2.293333334,1.202666666,0.0,1.066666667,0.0,3.44,2.48,9.746666667
J83055,1.986666667,1.546666667,0.0,0.64,0.0,3.186666667,1.973333333,10.96
J83056,2.453333333,1.0,0.0,1.066666667,0.0,1.826666667,2.346666667,10.57333333
J83057,6.24,3.72,0.0,2.133333333,0.0,8.611290639,2.32,23.09333333
J83058,1.0,1.893333333,0.0,1.706666666,0.0,2.373333333,1.218069921,7.28
J83059,1.706666667,3.2,0.0,1.493333333,0.0,3.72,1.0,10.74666667
J83060,2.0,0.6,0.0,1.28,0.0,1.426666667,1.493333333,5.32
J83064,1.32,1.405333333,0.96,0.0,0.0,4.293333333,0.0,9.173333333
J83601,1.12,2.186666667,0.0,0.0,0.0,1.44,0.053333333,6.666666667
J83603,0.986666667,1.08,0.0,0.0,0.0,2.113333333,0.826666667,8.386666667
J83609,1.013333333,0.0,0.0,0.0,0.0,2.093333333,0.0,7.48
J83615,1.386666667,0.437333333,0.0,2.133333334,0.0,1.053333333,0.0,6.613333333
J83618,0.986666667,0.426666667,0.0,0.853333333,0.0,0.346666667,2.386666667,7.333333333
J83619,1.6,1.066666667,0.0,0.0,0.0,0.533333333,0.96,4.373333333
J83625,2.266666667,2.511232797,0.0,1.066666667,0.0,1.173333333,1.12,9.486666666
J83629,2.8,0.0,0.0,0.0,0.0,1.659290639,2.573333333,1.355443967
J83630,0.0,0.0,0.0,0.0,0.0,1.2,0.393333333,5.06
J83633,1.0,2.506666667,0.0,0.0,0.0,3.96,6.146666667,14.25333333
J83645,1.0,0.0,0.0,0.0,0.0,1.013333333,0.0,3.92
J83646,1.0,0.666666667,0.0,2.773333334,0.0,1.853333333,1.573333333,8.56
J84003,2.933333333,0.0,0.0,0.0,0.0,3.986666667,5.006666667,13.70666667
J84004,1.64,1.68,0.0,1.066666667,0.0,3.52,5.186666667,12.29333333
J84005,2.666666667,1.8453333330000001,0.0,0.0,0.0,5.066666667,2.88,15.93333333
J84007,1.773333333,2.16,0.0,1.066666667,0.0,3.093333333,3.226666667,12.37333333
J84008,0.0,1.16,0.0,0.0,0.0,0.0,3.626666667,2.533333333
J84011,5.106696785,3.24,0.0,2.133333334,0.0,10.86666667,16.33333333,46.42666667
J84012,6.0,0.0,0.0,4.266666667,0.0,8.586666667,1.0,16.24
J84013,13.73333333,1.893333333,0.0,1.92,0.0,7.633333333,6.946666667,29.48666667
J84015,2.933333333,3.285333333,0.218666667,0.0,0.0,8.92,5.173333333,19.72
J84016,2.4000000000000004,0.8,0.0,1.066666667,0.0,3.786666667,0.8,18.09333333
J84017,0.0,1.88,0.0,0.0,0.0,3.76,4.0,12.86666667
J84019,1.066666667,2.666666667,0.0,0.0,0.0,9.093333333,5.553333333,16.47333333
K81001,4.0,2.506666667,0.0,0.64,1.066666667,3.36,2.066666667,15.232
K81002,6.693333333,1.613333333,0.0,0.0,0.0,3.253333333,2.493333333,13.13333333
K81003,3.0,4.453333333,0.0,1.066666667,0.0,2.48,9.906666667,12.32
K81004,0.0,5.670933334,0.0,1.066666667,0.0,3.213333333,6.973333333,17.30133333
K81007,2.0,0.0,0.0,0.0,0.0,1.04,0.96,6.733333333
K81010,3.2,0.533333333,0.0,1.706666667,0.0,1.653333333,0.64,5.266666667
K81012,2.986666667,1.733333333,0.0,1.066666667,0.0,2.92,3.64,13.4
K81014,4.039466667,2.9584,0.0,1.706666667,0.0,5.653333333,4.313333333,19.25333333
K81015,0.0,1.333333333,0.213333333,0.0,0.0,0.533333333,0.0,2.613333333
K81017,4.92,2.213333334,0.0,1.066666667,0.0,3.973333333,8.093333333,18.09333333
K81018,2.6,2.738666667,0.0,0.64,0.0,2.56,1.093333333,11.80666667
K81019,1.2533333340000001,1.693333333,0.0,0.853333333,0.0,0.746666667,1.373333333,5.463682348
K81020,3.92,2.786666667,0.0,2.346666667,0.0,6.476533333,2.493333333,21.46
K81021,0.213333333,0.426666667,0.8,1.92,0.0,1.333333333,0.466666667,8.293333334
K81022,4.213333333,4.293333333,0.0,2.133333333,0.0,4.3,6.52,37.24
K81024,3.4666666669999997,4.706666667,1.368970408,6.186666667,2.133333333,3.6,3.973333333,31.82
K81025,6.133333334,0.0,0.0,1.066666667,0.0,3.693333333,6.093333333,14.81333333
K81026,0.8,0.426666667,1.493333333,0.0,0.0,0.853333333,5.338666667,6.986666667
K81027,1.92,3.693333333,0.0,0.853333333,0.0,1.813333333,3.306666667,10.88
K81028,3.458666667,0.64,0.0,2.773333334,0.0,3.613333333,3.2,7.986666667
K81030,6.510933333,9.054666667,0.0,2.9866666669999997,0.0,7.88,4.773333333,55.45333333
K81034,2.666666666,2.48,0.0,2.133333333,0.0,0.84,3.0,10.22666667
K81036,1.733333333,3.866666667,0.0,1.28,0.0,3.8,0.66,11.08666667
K81040,4.720000000000001,3.026666667,0.0,5.973333332999999,0.0,2.426666667,10.85333333,21.57333333
K81041,4.16,1.68,0.0,0.0,0.0,4.373333333,5.586666667,13.12666667
K81042,4.0,0.426666667,0.0,1.28,0.0,0.8,0.746666667,7.24
K81043,2.133333334,1.971616398,0.8,2.133333334,1.066666667,2.013333333,8.56,16.43333333
K81045,2.998666667,4.513066667,0.0,2.133333334,0.0,1.48,5.746666667,27.08666667
K81046,1.386666666,1.586666667,0.56,7.893333333,0.0,1.813333333,0.32,7.497333333
K81047,5.266666667,5.133333333,0.0,2.773333333,0.0,5.253333333,9.46,39.66
K81048,2.12,1.013333333,0.2,0.0,0.0,1.8,1.253333333,6.72
K81050,4.573333333,1.6,0.0,2.133333333,0.0,1.706666667,9.826666667,11.69333333
K81051,2.56,3.537866667,0.0,0.64,0.0,2.24,6.866666667,20.43590362
K81052,3.333333333,0.906666667,0.0,1.066666667,0.0,4.266666667,1.066666667,12.72666667
K81055,3.893333333,0.44,0.0,1.066666667,0.0,2.44,1.173333333,13.74
K81056,1.066666667,0.0,0.0,0.0,0.0,0.0,1.666666667,6.506666667
K81057,2.266666667,1.093333333,0.0,0.0,0.0,1.52,0.906666667,11.42666667
K81060,3.2,1.62,0.0,0.0,0.0,2.6,0.56,8.593333333
K81062,7.433333333,4.7,0.0,3.6266666670000003,0.0,2.4,6.2,28.64
K81063,8.253333333,0.0,0.0,0.0,0.0,3.146666667,1.0,25.16
K81066,2.9866666669999997,1.64,0.0,0.0,0.0,1.626666667,0.8,11.08
K81068,3.5999999999999996,0.96,0.0,3.2,0.0,1.88,1.093333333,10.99333333
K81069,3.813333334,0.986666667,0.0,0.0,0.0,3.013333333,3.16,14.49333333
K81070,5.52,2.290666667,0.0,0.0,0.0,2.44,4.14,18.95333333
K81073,4.68,2.533333333,0.0,2.133333333,0.0,5.739528936,4.813333333,21.89333333
K81074,2.773333334,0.986666667,0.64,0.64,0.0,3.92,0.806666667,11.35333333
K81075,8.863333333,4.2048,0.0,5.76,2.133333333,3.96,13.09333333,25.52666667
K81076,0.96,2.266666667,0.0,0.0,0.0,0.613333333,0.0,13.49333333
K81077,1.2,1.344949732,0.0,0.0,0.0,3.44,2.853333333,13.17094745
K81078,6.026666667,1.666666667,0.0,0.0,0.0,3.346666667,9.146666667,14.98666667
K81080,1.973333333,0.586666667,0.0,0.0,0.0,1.48,3.466666667,10.38666667
K81081,0.0,0.0,0.0,0.0,0.0,0.533333333,0.8,2.613333333
K81082,4.133333333,3.173333333,0.0,0.0,0.0,0.8,0.0,6.785015681
K81083,1.5,3.626666667,0.426666667,0.0,0.0,5.08,2.053333333,19.69333333
K81084,2.48,0.6000000000000001,0.0,1.92,0.0,0.213333333,0.0,6.846666667
K81085,2.066666667,0.0,0.693333333,0.0,0.0,1.053333333,1.573333333,11.18666667
K81086,2.133333334,0.96,0.0,0.0,0.0,1.426666667,0.453333333,6.24
K81087,1.6,0.677333333,0.0,0.0,0.0,0.0,0.0,5.16
K81092,1.706666667,3.386666667,0.0,1.066666667,0.0,3.12,0.8,14.49866667
K81094,0.986666667,0.0,0.0,0.0,0.0,0.0,0.586666667,4.373333333
K81097,1.48,0.64,0.0,0.0,0.0,0.925957305,0.493333333,6.824105279
K81100,0.426666667,0.213333333,0.36,0.0,0.0,1.373333333,3.933333333,7.82
K81102,3.653333333,5.720000000000001,0.0,2.0,0.0,1.44,3.8,13.96
K81103,2.96,2.12,0.0,1.066666667,0.0,2.813333333,2.573333333,17.34666667
K81605,2.293333333,9.13,0.4,2.133333334,0.0,3.12,4.693333333,24.63544397
K81607,0.0,1.786666667,0.0,0.0,0.0,0.746666667,0.0,3.346666667
K81608,0.293333333,0.0,1.28,0.0,0.0,0.573333333,0.0,3.76
K81610,3.666666667,3.213333333,0.0,5.12,0.0,3.266666667,3.293333333,24.37333333
K81616,1.173333333,0.213333333,0.24,0.0,0.0,1.0,0.746666667,6.4
K81630,3.58,5.012533334,0.0,1.066666667,0.0,4.752623972,2.906666667,17.13333333
K81633,2.0,0.0,0.0,0.0,0.0,1.066666667,4.573333333,12.32
K81636,1.066666667,2.026666667,0.0,0.0,0.0,1.426666667,1.0,6.746666667
K81644,1.573333333,4.869333333,0.0,0.0,0.0,1.16,4.924736587,18.01333333
K81645,1.0,0.0,1.386666667,0.0,0.0,0.293333333,2.226666667,7.506666667
K81651,1.186666667,2.88,0.026666667,0.64,0.0,2.106666667,7.24,15.49333333
K81655,2.0,3.066666667,0.0,0.853333333,0.0,0.786666667,0.453333333,6.133333333
K81656,1.0,0.64,1.066666667,0.0,0.0,0.786666667,0.186666667,3.493333333
K81657,1.026666667,0.493333333,0.0,0.0,0.0,1.053333333,0.0,4.293333333
K82001,3.133333333,2.24,0.0,1.066666667,0.0,4.066666667,1.066666667,13.30666667
K82003,5.0,0.0,0.0,0.0,0.0,1.8,2.666666667,13.42666667
K82004,3.466666667,4.0,0.0,0.0,0.0,2.813333333,0.906666667,17.99333333
K82006,1.949333333,0.598283065,0.0,1.92,0.0,1.74,2.746666667,10.21333333
K82007,5.145866667,6.553866667,0.0,4.906666667,0.0,8.253333333,17.32,38.97866667
K82008,1.6,3.554666667,0.0,2.133333333,0.0,0.986666667,2.386666667,10.70666667
K82009,3.1733333329999995,0.72,0.0,3.84,0.0,4.765957305,4.893333333,14.06666667
K82010,1.253333333,1.853333333,0.0,0.0,0.0,0.8,2.32,11.45333333
K82011,4.293333333,1.725866667,0.133333333,2.133333334,0.0,1.32,1.186666667,11.45333333
K82012,1.733333333,1.293333333,0.0,0.0,0.0,1.333333333,1.84,5.626666667
K82013,7.933333333,2.666666667,0.0,1.066666667,0.0,5.733333333,0.973333333,12.82666667
K82014,1.653363451,0.444266667,0.0,2.133333333,0.0,0.0,1.24,5.226666667
K82015,2.246666667,1.12,0.0,0.0,0.0,1.4,1.893333333,10.59333333
K82016,4.309866667,6.264666667,0.382303741,1.92,0.0,18.63511158,9.853333333,40.65333333
K82017,1.626666667,1.7,0.0,0.0,0.0,3.813333333,0.48,15.0
K82019,0.0,4.593333333,0.0,1.066666667,0.0,4.56,0.64,12.33333333
K82020,0.0,0.426666667,0.0,0.0,0.0,0.88,0.0,7.626666667
K82021,5.213333333,1.246666667,0.68,1.066666667,0.0,4.16,5.506666667,18.99333333
K82022,2.2133333339999997,1.386666667,0.0,3.6266666670000003,0.0,2.48,1.333333333,15.41333333
K82023,2.6586666670000003,5.261333333,0.0,7.04,0.0,8.56,10.41333333,36.76
K82024,4.8,0.0,0.0,0.0,0.0,1.613333333,0.533333333,6.933333333
K82025,2.36,0.693333333,0.0,1.066666667,0.0,3.76,3.666666667,9.54
K82026,5.133333333,4.56,0.0,3.84,1.066666667,11.34666667,7.293333333,24.28
K82027,0.44,1.0,0.0,0.0,0.0,0.8,1.746666667,5.833333333
K82028,3.0666666670000002,1.173333333,0.0,2.986666667,0.0,1.4,2.186666667,9.6
K82029,2.0,0.706666667,0.0,0.0,0.0,2.053333333,2.993333333,15.56
K82030,4.209333333,1.454666667,0.0,3.2,0.0,2.506666667,1.0,5.12
K82031,1.28,0.266666667,0.0,1.066666667,0.0,1.266666667,0.0,6.373333333
K82032,2.346666667,0.989333333,0.0,0.0,0.0,3.84,1.253333333,12.90666667
K82033,5.8,4.584,0.0,4.053333332999999,0.0,3.506666667,3.586666667,21.18133333
K82035,1.76,0.0,0.0,0.0,0.0,1.693333333,0.04,4.653333333
K82036,3.573333333,0.533333333,0.0,3.2,0.0,2.826666667,1.573603432,6.985015681
K82037,4.586666666,2.48,0.0,1.28,0.0,1.333333333,0.56,10.45333333
K82038,4.666666667,6.984,0.0,0.0,0.0,4.88,6.973333333,24.18666667
K82039,4.106666667,0.0,0.382303741,0.0,0.0,4.32,4.413333333,14.46666667
K82040,3.093333333,1.3199999999999998,0.0,0.0,0.0,2.866666667,4.48,15.87333333
K82044,1.506666667,2.526666667,0.0,1.066666667,0.0,2.826666667,0.853333333,10.62666667
K82045,2.586666667,1.253333333,0.0,2.133333334,0.0,0.946666667,2.546666667,7.593333333
K82046,5.442666666999999,2.618666667,0.0,4.9066666660000005,0.0,2.84,2.573333333,17.92
K82047,7.653333334,7.693333333,0.0,1.066666667,0.0,6.564533333,8.153333333,30.28
K82048,2.693333334,0.426666667,0.0,0.0,0.0,1.12,1.92,9.546666667
K82049,2.88,1.92,0.0,2.133333333,0.0,2.96,7.96,17.79333333
K82051,3.626666667,1.32,0.0,1.066666667,0.0,0.666666667,1.426666667,13.66666667
K82053,4.786666667,1.12976,0.0,0.0,0.0,2.338133333,0.0,11.10666667
K82054,4.0,0.0,0.0,0.0,2.133333333,1.96,0.933333333,13.16
K82055,2.4,0.0,1.653333333,0.0,0.0,4.146666667,3.94,11.18
K82057,1.76,0.76,0.0,0.0,0.0,5.413333333,2.253333333,10.85666667
K82058,1.44,0.0,0.0,1.706666667,0.0,1.72,1.586666667,4.4
K82059,2.666666666,0.0,0.0,0.0,0.0,2.226666667,1.16,8.626666667
K82061,1.333333333,1.453333333,0.213333333,0.0,0.0,0.533333333,3.733333333,4.093333333
K82064,0.8,1.226666667,0.0,0.0,0.0,1.986666667,1.0,7.153333334
K82065,7.333333333,2.133333333,0.0,3.2,0.0,4.28,3.666666667,17.29333333
K82066,2.48,6.544949732,0.522146095,0.0,0.0,2.6,2.826666667,16.26666667
K82068,3.189333333,0.573333333,0.0,0.0,0.0,0.0,4.133333333,4.053333333
K82070,5.373333333,5.84,0.0,1.066666667,0.0,3.106666667,13.53333333,21.86666667
K82073,4.04,6.23656613,0.0,6.186666667,0.0,12.76666667,16.18666667,46.89880866
K82078,4.88,0.0,0.0,1.066666667,0.0,1.333333333,0.853333333,7.573333333
K82079,1.9866666670000002,0.426666667,0.0,2.666666667,0.0,2.266666667,7.886666667,3.7
K82603,0.0,1.52,1.0,0.0,0.0,1.906666667,1.0,1.0
K82610,2.48,0.0,1.066666667,0.0,0.0,1.226666667,2.066666667,7.666666667
K82615,2.133333333,2.44,0.0,0.64,1.066666667,2.786666667,2.413333333,13.06666667
K82617,1.386666667,0.933333333,0.0,0.0,0.0,2.378266667,1.466666667,7.213333333
K82618,0.0,1.413333333,0.0,0.0,0.0,0.0,1.4,2.533333333
K82621,1.7333333340000001,0.96,0.0,0.0,0.0,0.853333333,3.533333333,5.6
K82631,5.920000001,1.5849497320000001,0.0,3.2,0.0,2.96,1.366666667,15.3761632
K82633,3.573333334,1.76,0.0,2.133333334,0.0,4.4,0.933333333,12.90453333
K83002,15.86666667,3.940266667,0.0,11.946666666999999,2.133333333,23.26773555,13.57333333,72.6
K83003,2.933333333,0.56,0.0,0.64,0.0,2.346666667,0.8,8.28
K83005,2.933333333,3.829333333,0.0,0.64,0.0,7.413333334,4.82,13.22666667
K83006,3.733333333,0.0,0.0,1.92,0.0,1.933333333,1.8,8.386666667
K83007,2.933333333,2.453333333,0.0,3.2000000010000003,0.0,3.146666667,3.493333333,13.82666667
K83008,3.066666667,1.56,0.0,0.0,0.0,2.0,0.533333333,11.57068787
K83009,3.66,0.426666667,0.0,1.066666667,0.0,3.906666667,2.853333333,13.12666667
K83010,5.488,2.110213333,0.0,5.120000001,1.066666667,5.16,5.6,29.10666667
K83011,2.24,2.453333333,0.0,0.0,0.0,2.853333333,2.653333333,16.55333333
K83012,4.56,0.437333333,0.0,6.186666667,1.066666667,2.96,0.8,16.89333333
K83013,3.666666667,3.146666667,0.0,5.546666667,0.0,5.133333333,0.773333333,24.08
K83014,7.16,0.986666667,0.0,2.56,0.0,4.113333333,3.013333333,23.58666667
K83015,3.52,3.84,0.0,2.773333333,0.0,5.133333333,5.786666667,20.50666667
K83017,1.546666666,3.7600000000000002,0.0,1.066666667,0.0,4.8,7.353333333,13.84
K83018,4.053333334,2.4,0.213333333,3.413333333,0.0,2.826666667,3.826666667,12.31333333
K83019,3.066666667,0.0,0.0,1.066666667,0.0,1.466666667,1.52,8.346666667
K83020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.253333333
K83021,5.92,1.76,0.0,1.066666667,0.0,6.853333333,2.986666667,22.30666667
K83022,3.733333333,2.213333333,0.0,2.133333334,0.0,3.88,2.346666667,17.2287773
K83023,5.2,0.0,0.4,1.066666667,0.0,4.306666667,4.8,15.24
K83024,2.88,0.853333333,0.0,0.0,0.0,3.6,0.0,11.55333333
K83025,8.213333334,0.8,0.0,0.0,0.0,1.0,1.0,8.933333334
K83026,6.8,0.666666667,0.0,5.8666666670000005,1.066666667,5.306666667,3.746666667,22.32666667
K83027,3.146666667,3.3200000000000003,0.0,2.133333333,0.0,1.073333333,1.973333333,10.25333333
K83028,5.066666666,2.1688,0.0,3.2,0.0,5.213333333,4.066666667,17.77333333
K83029,5.2,1.066666667,0.0,4.266666667,0.0,3.853333333,1.24,15.54
K83030,3.8168,1.8,0.0,0.0,0.0,2.933333333,2.0,12.98666667
K83031,2.0,3.346666667,0.0,0.0,0.0,2.013333333,3.226666667,6.38
K83032,4.48,2.9512,0.0,4.266666667,0.0,6.826666667,1.2,20.18666667
K83035,2.186666667,0.8,0.0,0.0,0.0,2.12,0.0,6.266666667
K83036,3.68,2.24,0.373333333,3.5199999999999996,0.0,4.08,3.013333333,20.16666667
K83037,5.733333334,0.0,0.0,0.853333333,0.0,5.92,4.68,18.70666667
K83039,2.486666667,1.430933333,0.0,0.0,0.0,5.6,0.986666667,11.34666667
K83040,2.186666666,2.657866667,0.0,2.773333333,1.066666667,2.2,1.32,13.38
K83041,3.6,2.313333333,0.0,0.0,0.0,8.706666667,9.426666667,28.85333333
K83042,1.973333333,2.146666667,0.0,0.0,0.0,7.333333333,3.653333333,12.48
K83043,4.96,1.28,0.0,4.266666667,0.0,3.693333333,0.0,27.904
K83044,2.8,1.6,0.0,0.0,0.0,8.2,0.0,17.76
K83047,7.200000000999999,3.466666667,0.0,8.106666665999999,0.0,10.86666667,3.786666667,43.14666667
K83048,0.0,0.0,0.0,0.0,0.0,1.76,0.986666667,5.053333333
K83049,3.834666667,1.714666667,0.0,2.346666667,0.0,7.253333333,4.293333333,24.4536
K83050,1.4,0.0,0.0,0.0,0.0,0.906666667,0.68,4.286666667
K83051,3.2,9.612266667,0.444533333,4.906666666,0.0,7.693333333,2.6,29.67333333
K83052,1.893333333,1.84,0.0,1.066666667,1.066666667,7.213333333,14.00666667,28.02
K83053,2.4,1.6,0.0,0.0,0.0,2.36,2.16,8.333333334
K83055,1.6,0.653333333,0.0,0.0,0.0,1.76,0.666666667,9.24
K83056,0.0,0.0,0.0,0.0,0.0,1.426666667,0.0,6.429333333
K83059,6.106666667,4.42,0.0,8.32,1.066666667,5.866666667,10.57333333,35.92666667
K83064,5.66,2.906666667,0.0,2.453333333,2.133333333,4.733333333,3.76,21.09333333
K83065,3.0,0.0,0.0,0.0,0.0,1.933333333,3.04,8.385015681
K83066,6.72,1.333333333,0.0,0.64,0.0,4.2,9.933333333,16.89333333
K83068,0.84,3.793333333,0.0,0.0,0.0,1.626666667,4.4,11.05333333
K83069,1.333333333,0.0,0.0,0.0,0.0,0.853333333,0.0,3.235787627
K83070,3.386666667,2.133333333,0.0,2.986666667,1.066666667,1.2,5.16,13.44666667
K83076,3.066666667,1.493333333,0.0,1.066666667,0.0,3.0,1.0,10.16
K83077,3.693333333,1.266666667,0.382303741,3.84,0.0,2.386666667,1.253333333,9.953333333
K83080,2.24,0.986666667,0.0,3.2,0.0,1.92,1.16,13.04
K83081,1.0,0.0,0.0,0.0,0.0,0.613333333,0.32,2.56
K83601,1.266666667,0.0,0.0,0.0,0.0,0.0,3.653333333,8.306666667
K83610,7.7466666669999995,0.426666667,0.0,6.506666665999999,0.0,1.933333333,3.106666667,12.98666667
K83614,0.0,2.213333333,0.0,2.773333333,0.0,1.253333333,0.426666667,10.56
K83616,0.0,0.0,0.0,0.64,0.0,2.12,2.0,5.506666667
K83618,2.586666667,0.0,0.0,0.0,0.0,1.693333333,0.0,7.946666667
K83620,1.44,0.944,0.0,0.0,0.0,4.186666667,3.906666667,13.97333333
K83621,1.933333333,1.32,0.253333333,0.0,1.066666667,4.546666667,0.0,14.6
K83622,2.018666667,2.0,0.0,0.853333333,1.066666667,3.693333333,1.0,16.24
K84001,3.04,2.533333333,0.0,0.64,0.0,2.173333333,7.28,12.38
K84002,4.8224,3.666506667,0.0,2.133333333,0.0,3.373333333,3.533333333,19.41333333
K84003,2.645333333,1.626666667,0.0,2.133333333,0.0,1.706666667,5.32,9.766666667
K84004,2.449333333,3.6026666670000003,0.0,0.64,0.0,4.68,1.533333333,12.58666667
K84006,4.6,5.64,0.0,4.906666667,0.0,2.52,19.172,22.024
K84007,0.8,2.7039999999999997,0.0,0.0,0.0,2.853333333,2.0,11.4
K84008,2.346666667,2.773333333,0.0,0.853333333,0.0,2.0,4.146666667,8.24
K84009,0.0,8.06,0.0,2.346666667,0.0,6.24,9.486666667,28.89333333
K84010,1.4,2.146133333,0.0,0.0,0.0,1.906666667,3.533333333,7.906666667
K84011,4.48,3.626666667,0.0,1.066666667,0.0,4.413333333,4.066666667,20.30666667
K84012,3.84,1.28,0.0,2.986666667,0.0,1.68,1.266666667,7.395466667
K84013,3.706666667,5.093333334,1.12,1.706666667,0.0,2.866666667,5.573333333,24.65333333
K84014,1.68,4.32,0.0,1.066666667,0.0,0.573333333,2.006666667,7.986666667
K84015,2.0,0.426666667,0.0,0.0,0.0,2.373333333,1.306666667,6.686666667
K84016,5.733333333,8.454666666000001,0.0,1.066666667,0.0,4.573333333,14.72666667,30.86666667
K84017,6.72,5.816000000000001,0.133333333,2.773333334,0.0,6.346666667,11.42666667,37.45333333
K84019,2.88,4.785333333,0.0,0.0,0.0,3.56,4.333333333,16.52
K84020,3.2,5.6,0.0,3.84,0.0,2.186666667,2.28,13.25333333
K84021,1.28,1.333333333,0.0,0.0,0.0,1.0,1.253333333,7.48
K84023,2.506666667,1.6298666659999999,0.0,4.266666667,0.0,1.173333333,0.8,4.786666667
K84024,4.106666667,0.533333333,0.0,2.773333333,0.0,2.44,1.333333333,8.586666667
K84026,2.446666667,2.826666667,0.0,2.133333334,0.0,2.066666667,2.233333333,12.28
K84027,3.4400000000000004,4.52,0.0,1.066666667,0.0,4.293333333,7.386666667,18.17333333
K84028,2.6008,16.18636613,0.0,1.92,0.0,18.9096971,22.04715428,59.52190075
