gp_code,practice_name,registered_patients,weighted_patients,weighting_ratio
H81055,HAWTHORNS SURGERY,9121.0,9178.2,1.0062712421883566
H81056,OXTED HEALTH CENTRE,17073.0,16594.79,0.9719902770456277
H81057,FORDBRIDGE MEDICAL CENTRE,7975.0,7420.54,0.9304752351097179
H81058,WOODLANDS ROAD MEDICAL CENTRE,9896.75,8826.5,0.8918584383762346
H81060,TOWNHILL MEDICAL PRACTICE,0.0,0.0,
H81061,HILLVIEW MEDICAL CENTRE,15912.25,14042.65,0.8825056167418184
H81062,HASLEMERE HEALTH CENTRE,18906.0,19767.36,1.0455601396382102
H81064,FAIRLANDS MEDICAL PRACTICE,14110.75,14306.02,1.0138383856279787
H81065,HERSHAM SURGERY,9937.5,9456.39,0.9515864150943396
H81066,GROVE MEDICAL CENTRE,15354.0,13717.66,0.8934258173765793
H81067,COBHAM HEALTH CENTRE,13829.25,13038.92,0.9428508415134588
H81068,BROCKWOOD MEDICAL PRACTICE,12176.75,13825.65,1.1354138008910424
H81069,PARK ROAD GROUP PRACTICE,22468.25,21818.33,0.9710738486530994
H81070,HEATHCOTE MEDICAL CENTRE,11850.75,12071.08,1.0185920722317152
H81071,ASHLEY CENTRE SURGERY,10592.0,10107.92,0.954297583081571
H81072,MEDWYN SURGERY,13884.25,13410.88,0.9659059725948467
H81073,PHOENIX FAMILY PRACTICE,24687.25,22494.14,0.9111642649545818
H81074,ST STEPHENS HOUSE SURGERY,6636.75,6423.74,0.9679044713150261
H81075,UPPER GORDON ROAD SURGERY,11566.75,10834.24,0.9366710614476841
H81076,GRAYSHOTT SURGERY,12309.0,13647.52,1.1087431960354213
H81077,SHERESURGERYANDDISPENSARY,8286.75,8614.53,1.0395547108335597
H81078,GLENLYN MEDICAL CENTRE,17260.75,15232.09,0.8824697652187767
H81080,LONGCROFT CLINIC,10364.75,11143.97,1.0751798162039605
H81081,TADWORTH MEDICAL CENTRE,9926.75,10143.15,1.0217996826755986
H81082,CAMBERLEY HEALTH CENTRE,9826.25,9487.37,0.9655127846329984
H81083,MOAT HOUSE SURGERY,0.0,0.0,
H81084,THE HORSLEY MEDICAL PRACTICE,10542.0,10634.47,1.0087715803452855
H81085,ST. LUKE'S SURGERY,11387.75,10253.36,0.9003850628965336
H81086,THORKHILL SURGERY,5051.25,4402.06,0.8714793367978224
H81087,ST DAVID'S FAMILY PRACTICE,15397.5,14209.04,0.9228147426530281
H81088,CENTRAL SURGERY,14101.0,13770.24,0.9765435075526558
H81089,THE WALL HOUSE SURGERY,22325.0,20511.28,0.9187583426651735
H81090,WOODBRIDGE HILL SURGERY,16044.75,13011.67,0.810961217843843
H81091,SPRING STREET SURGERY,10426.5,9804.06,0.9403021148036254
H81094,THE RED PRACTICE WALTON,10548.25,9736.1,0.9230061858602138
H81095,THE YELLOW PRACTICE,3723.75,3482.73,0.9352749244712991
H81097,RIVER WEY MEDICAL PRACTICE,0.0,0.0,
H81099,ESHER GREEN SURGERY,13601.0,11502.15,0.8456841408719947
H81103,EASTWICK PARK MED.PRACT.,8101.0,7877.84,0.9724527836069621
H81104,STANWELL ROAD SURGERY,8947.0,8318.08,0.9297060467195708
H81107,OXSHOTT MEDICAL PRACTICE,8001.25,7296.42,0.911910014060303
H81109,CAPELFIELD SURGERY,7811.0,6918.42,0.8857278197413904
H81110,HOLLY TREE SURGERY,6375.75,6500.42,1.0195537779869035
H81111,VIRGINIA WATER MEDICAL PRACTICE,5738.0,5738.13,1.0000226559776926
H81113,LEITH HILL PRACTICE,8064.0,8907.26,1.1045709325396826
H81116,ELIZABETH HOUSE MEDICAL PRACTICE,5944.75,6223.98,1.04697085663821
H81119,WARLINGHAM GREEN MED PRAC,21284.75,20214.6,0.9497222189595836
H81122,HYTHE MEDICAL CENTRE SURGERY,8463.25,8154.99,0.9635766401796
H81123,SHEERWATER HEALTH CENTRE,3359.5,3264.63,0.9717606786724216
H81126,TATTENHAM HEALTH CENTRE,7790.0,7647.67,0.9817291399229782
H81128,VINE MEDICAL CENTRE,8162.5,7894.23,0.9671338437978559
H81129,PIRBRIGHT SURGERY,4715.25,4302.2,0.9124012512592121
H81130,LIGHTWATER SURGERY,15531.0,14774.81,0.9513109265340287
H81131,THE WHITE PRACTICE,4140.5,3921.68,0.9471513102282333
H81132,GUILDFORD RIVERS PRACTICE,461.25,340.77,0.7387967479674796
H81133,INTEGRATED CARE PARTNERSHIP - OCH,31655.5,30048.96,0.9492492615817156
H81134,STAINES HEALTH GROUP,13094.25,12649.07,0.9660018710502701
H81613,STONELEIGH SURGERY,4225.75,3414.41,0.8080009465775306
H81615,FARNHAM DENE MEDICAL PRACTICE,14653.0,13843.34,0.944744420937692
H81618,MOLEBRIDGE PRACTICE,6206.5,6216.95,1.0016837186820269
H81620,HEATHERSIDE SURGERY,0.0,0.0,
H81632,THE ORCHARD SURGERY,2996.25,2870.51,0.9580342094284523
H81638,MODALITY EAST SURREY MEDICAL PRACTICE,38551.5,37874.31,0.9824341465312633
H81641,THE PRACTICE COLLEGE ROAD,3890.5,3404.3,0.8750289165916978
H81642,UPPER HALLIFORD MEDICAL CENTRE,4414.5,4408.13,0.9985570279759882
H81643,MAYBURY SURGERY,3906.75,3397.57,0.8696666026748576
H81644,FOUNTAIN PRACTICE,8633.0,8435.78,0.9771551025136106
H81656,SHADBOLT PARK HOUSE SURG,7139.25,6774.66,0.9489316104632839
H81658,NEW OTTERSHAW SURGERY,6031.25,6410.8,1.0629305699481866
H81663,ASHLEY MEDICAL PRACTICE,3805.25,3184.25,0.8368044149530254
H81672,LANTERN SURGERY,6319.75,5377.16,0.8508501127418014
H82003,MEADOWS SURGERY,10424.75,9223.57,0.8847761337202331
H82004,COWFOLD SURGERY,5019.75,5296.3,1.0550923850789382
H82005,CUCKFIELD MEDICAL CENTRE,12926.75,11064.46,0.8559351731873827
H82006,THE PETWORTH SURGERY,5995.5,7053.62,1.1764856976065383
H82007,WESTCOURT MEDICAL CENTRE,13087.5,14103.99,1.0776687679083095
H82009,ST. LAWRENCE SURGERY,16550.75,15517.34,0.9375611377127925
H82011,STRAND MEDICAL GROUP,15730.0,14757.96,0.9382047043865225
H82012,LEACROFT MEDICAL PRACTICE,14734.25,13445.55,0.9125371159034222
H82013,LANGLEY HOUSE SURGERY,13503.0,14432.06,1.0688039694882618
H82014,COPPICE SURGERY,13330.0,14103.89,1.0580562640660165
H82016,BERSTED GREEN SURGERY,13144.0,12801.24,0.9739227023737066
H82017,PARK SURGERY,20465.0,19188.28,0.9376144637185438
H82020,BOGNOR MEDICAL CENTRE,9601.5,9308.76,0.9695110139040775
H82021,ARUNDEL SURGERY,6469.0,7749.72,1.1979780491575205
H82022,STEYNING HEALTH CENTRE,11811.25,13087.18,1.1080266694888348
H82023,ADUR HEALTH PARTNERSHIP,36284.75,35007.11,0.9647885130805641
H82025,WOODLANDS&CLERKLANDS PARTNERSHIP,16926.75,15826.28,0.934986338192506
H82026,SAXONBROOK MEDICAL CENTRE,19759.75,15793.58,0.7992803552676526
H82027,RUDGWICK MEDICAL CENTRE,4019.0,3745.18,0.9318686240358298
H82028,THE COURTYARD SURGERY,15796.0,13294.82,0.8416573816155989
H82030,PULBOROUGH MEDICAL GROUP,13332.5,14896.38,1.1172983311456965
H82031,LOXWOOD SURGERY,6788.0,7216.38,1.0631084266352386
H82032,RIVERBANK MEDICAL CENTRE,13090.25,14282.76,1.0910991004755448
H82033,GOSSOPS GREEN MEDICAL CTR,7360.0,6593.42,0.8958451086956521
H82034,LIME TREE SURGERY,27748.75,28909.3,1.0418235055633136
H82035,LINDFIELD MEDICAL CENTRE,10984.5,10813.58,0.9844398925759024
H82036,ORCHARD SURGERY,8888.5,9102.2,1.024042301850706
H82037,SELSEY MEDICAL PRACTICE,12697.75,15192.2,1.1964481896398969
H82038,FLANSHAM PARK HEALTH CENTRE,13121.75,14065.34,1.071910377807838
H82039,PARK SURGERY,11068.75,11779.92,1.0642502540937324
H82040,MODALITY MID SUSSEX,29756.25,29018.16,0.9751954631379962
H82041,VICTORIA ROAD SURGERY,14014.75,14494.53,1.0342339321072442
H82042,CATHEDRAL MEDICAL GROUP,14001.75,13737.71,0.9811423572053493
H82043,GROVE HOUSE SURGERY,11074.5,13276.09,1.1987981398708745
H82044,DOLPHINS PRACTICE,10977.0,9920.14,0.9037205065136193
H82045,WORTHING MEDICAL GROUP,20967.5,23318.67,1.1121340169309646
H82046,BROADWATER MEDICAL CENTRE,12000.5,11366.15,0.9471397025123953
H82047,BRIDGE MEDICAL CENTRE,11624.75,10246.59,0.8814460526032818
H82048,AVISFORD MEDICAL GROUP,12110.0,14453.15,1.193488852188274
H82049,PARKLANDS SURGERY,10830.75,10685.76,0.9866131154352192
H82050,IFIELD MEDICAL PRACTICE,10717.25,9811.35,0.9154727192143507
H82051,LAVANT ROAD SURGERY,12533.5,12782.94,1.0199018630071408
H82052,POUND HILL MEDICAL GROUP,17224.75,15471.09,0.8981895237957009
H82053,FURNACE GREEN SURGERY,7463.25,7410.97,0.9929950088768298
H82055,BILLINGSHURST SURGERY,13956.75,14194.5,1.0170347681229512
H82056,NEWTONS PRACTICE,14018.75,12865.15,0.9177102095407935
H82057,MID SUSSEX HEALTH CARE,21686.0,21482.93,0.9906358941252421
H82058,MAYWOOD HEALTH CARE CENTRE,17781.75,17770.14,0.9993470833860559
H82059,WILLOW GREEN SURGERY,11444.25,13016.52,1.13738514974769
H82060,HENFIELD MEDICAL CENTRE,10154.5,11268.79,1.109733615638387
H82061,SELDEN MEDICAL CENTRE,9071.0,9439.4,1.0406129423437327
H82063,MOATFIELD SURGERY,16520.75,15379.18,0.9309008368264153
H82064,SOUTHGATE MEDICAL GROUP,11564.25,10254.39,0.8867319540826253
H82065,BALL TREE SURGERY,14700.75,15577.38,1.0596316514463546
H82066,FITZALAN MEDICAL GROUP,16238.25,16841.94,1.0371770357027388
H82067,TANGMERE MEDICAL CENTRE,8119.0,7553.41,0.9303374799852199
H82070,GLEBE SURGERY,13271.0,15449.66,1.164166980634466
H82072,SILVERDALE PRACTICE,13549.75,12016.64,0.8868532629753316
H82076,CORNERWAYS SURGERY,3932.25,4194.78,1.066763303452222
H82077,THE CROFT SURGERY,12996.25,14124.72,1.0868304318553428
H82078,SOUTHBOURNE SURGERY,10405.5,10514.29,1.0104550478112537
H82084,BROW MEDICAL CENTRE,7596.75,7216.01,0.9498811991970251
H82087,BARN SURGERY,3883.75,4754.1,1.224100418410042
H82088,BEWBUSH MEDICAL CENTRE,6563.75,5726.29,0.8724113502190058
H82089,RIVERSIDE MEDICAL PRACTICE,11039.75,9834.95,0.8908670939106411
H82091,NEW POND ROW SURGERY,8758.25,8975.43,1.0247971912197071
H82092,VILLAGE SURGERY,11014.75,9793.08,0.8890878140675004
H82095,WITTERINGS MEDICAL CENTRE,10459.25,12946.84,1.2378363649401247
H82096,THE ORCHARD SURGERY,5605.5,5702.71,1.0173418963517973
H82098,COACHMANS MEDICAL PRACTICE,10469.75,9239.45,0.8824900308030278
H82099,WEST MEADS SURGERY,8005.75,9102.88,1.1370427505230614
H82100,NORTHLANDS WOOD SURGERY,8942.0,7522.52,0.8412569894878104
H82615,OUSE VALLEY PRACTICE,9700.5,9281.96,0.9568537704242048
H82640,HOLBROOK SURGERY,16270.75,14320.56,0.8801413579582994
H83001,PORTLAND MEDICAL CENTRE,15102.5,13637.32,0.9029842741268002
H83004,FARLEY ROAD MEDICAL PRACTICE,11488.75,11195.61,0.9744846045044065
H83005,UPPER NORWOOD GROUP PRACTICE,15238.25,13580.57,0.8912158548389743
H83006,NEW ADDINGTON GROUP PRACTICE,11950.0,11596.15,0.9703891213389121
H83007,VIOLET LANE MEDICAL PRACTICE,10822.25,10196.03,0.9421358774746472
H83008,NORTHWAY ROAD SURGERY,3998.5,3769.93,0.9428360635238214
H83009,NORBURY MEDICAL PRACTICE,10789.0,9523.62,0.8827157289832237
H83010,SOUTH NORWOOD HILL MEDICAL CENTRE,6710.75,6626.28,0.9874127333010468
H83011,NORTH CROYDON MEDICAL CENTRE,7930.0,7006.11,0.8834943253467843
H83012,ST JAMES MEDICAL CENTRE,9885.25,9311.8,0.9419893275334462
H83013,OLD COULSDON MEDICAL PRACTICE,18971.25,17412.24,0.9178224945641432
H83014,QUEENHILL MEDICAL PRACTICE,6960.0,6895.21,0.9906910919540229
H83015,PARKSIDE GROUP PRACTICE,14021.25,12267.78,0.8749419630917358
H83016,KESTON MEDICAL PRACTICE,23839.0,21632.51,0.907442006795587
H83017,BRIGSTOCK MEDICAL PRACTICE,13950.25,12570.49,0.9010942456228382
H83018,SELSDON PARK MEDICAL PRACTICE,17903.0,16476.2,0.9203038596883204
H83019,FRIENDS ROAD MEDICAL PRACTICE,7450.5,6958.24,0.9339292664921817
H83020,EVERSLEY MEDICAL CENTRE,10332.5,9577.19,0.9268995886765062
H83021,LONDON ROAD MEDICAL PRACTICE,6287.75,6059.31,0.9636690390044134
H83022,THORNTON HEATH MEDICAL CENTRE,6187.5,5880.28,0.9503482828282828
H83023,MORLAND ROAD SURGERY,6618.5,6109.54,0.9231004003928382
H83024,WOODCOTE MEDICAL,17830.75,16181.09,0.907482298837682
H83028,ADDINGTON MEDICAL PRACTICE,9873.5,10029.79,1.0158292398845394
H83029,HARTLAND WAY SURGERY,4856.5,4974.01,1.0241964377638217
H83030,BROOM ROAD MEDICAL PRACTICE,3359.5,2951.09,0.8784313141836583
H83031,HALING PARK MEDICAL PRACTICE,3753.25,3461.31,0.9222167454872444
H83033,ASHBURTON PARK MEDICAL CENTRE,4413.25,3869.43,0.8767756188749787
H83034,WHITEHORSE PRACTICE,7281.25,6647.27,0.9129297854077254
H83037,AUCKLAND SURGERY,7726.25,7818.32,1.0119165183627243
H83039,STOVELL HOUSE SURGERY,8286.25,7905.04,0.9539948710212701
H83042,LEANDER FAMILY PRACTICE,9104.25,8072.81,0.8867078562209957
H83043,SHIRLEY MEDICAL CENTRE,7415.25,7529.61,1.0154222716698695
H83044,EAST CROYDON MEDICAL CENTRE,25235.75,21982.0,0.8710658490435196
H83049,HEADLEY DRIVE SURGERY,2626.5,2565.67,0.9768399010089472
H83051,THORNTON ROAD SURGERY,20040.25,17100.04,0.8532847644116217
H83052,BRAMLEY AVENUE SURGERY,2858.75,2630.29,0.9200839527765632
H83053,PARCHMORE MEDICAL CENTRE,15090.25,13942.83,0.9239628236775401
H83608,YOUR FAMILY PRACTICE,11274.5,9702.29,0.86055168743625
H83609,MERSHAM MEDICAL CENTRE,5001.0,4794.43,0.9586942611477705
H83611,SELHURST MEDICAL CENTRE,5630.5,5134.42,0.9118941479442323
H83624,FAIRVIEW MEDICAL CENTRE,8581.0,7548.38,0.8796620440508099
H83627,BIRDHURST MEDICAL PRACTICE,7879.25,7100.04,0.9011060697401403
H83631,GREENSIDE GROUP PRACTICE,11058.25,9858.85,0.8915379919969254
H84002,PARK ROAD SURGERY,12620.0,11268.22,0.8928858954041204
H84005,PARKSHOT MEDICAL PRACTICE,14265.0,12894.15,0.9039011566771818
H84006,RICHMOND MEDICAL GROUP,17480.75,15921.44,0.9107984497232671
H84007,ACORN GROUP PRACTICE,7955.25,7298.94,0.91749976430659
H84010,CANBURY MEDICAL CENTRE,9215.0,8437.31,0.9156060770482908
H84012,YORK MEDICAL PRACTICE,14714.25,12645.06,0.8593750955706203
H84014,PARADISE ROAD SURGERY,2537.0,2280.54,0.8989121009065826
H84015,BRUNSWICK SURGERY,9009.5,7825.07,0.8685354348188024
H84016,GROVES MEDICAL CENTRE,17109.5,15934.93,0.931349834887051
H84017,SEYMOUR HOUSE SURGERY,12832.25,12467.6,0.9715833154746829
H84018,BROAD LANE SURGERY,6941.0,6729.17,0.9694813427460021
H84020,FAIRHILL MEDICAL PRACTICE,23167.0,19276.93,0.8320857253852463
H84023,ESSEX HOUSE SURGERY,13138.5,11789.89,0.8973543402975986
H84025,HOOK SURGERY,7293.75,6473.98,0.8876065124250213
H84027,CHURCHILL MEDICAL CENTRE,18455.75,15934.92,0.8634122157051326
H84030,CENTRAL SURGERY,13022.0,12782.49,0.9816072799877131
H84031,JUBILEE SURGERY,5864.0,5656.23,0.9645685538881309
H84032,HAMPTON WICK SURGERY,9033.5,8462.92,0.9368373277245807
H84033,ST ALBANS MEDICAL CENTRE,6506.75,6190.71,0.9514289007569063
H84034,ORCHARD PRACTICE,8748.75,8005.47,0.9150415773681955
H84039,CROSS DEEP SURGERY,11736.25,10518.06,0.8962027904995207
H84040,HAMPTON MEDICAL CENTRE,11379.5,11316.53,0.9944663649545236
H84041,VINEYARD SURGERY,7433.5,5936.62,0.7986305239792829
H84042,HOLMWOOD CORNER SURGERY,13702.0,11996.18,0.8755057655816669
H84044,THE GREEN & FIR ROAD,8145.5,7699.74,0.9452753053833405
H84048,TWICKENHAM PARK SURGERY,8493.0,7055.07,0.8306923348640056
H84050,CHESSINGTON PARK SURGERY,7567.5,6982.38,0.9226798810703667
H84051,ROSELAWN SURGERY,7439.0,6464.91,0.8690563247748353
H84053,BERRYLANDS SURGERY,5046.25,4816.12,0.9543958384939312
H84054,RED LION ROAD SURGERY,3700.0,3210.7,0.8677567567567567
H84055,SHEEN LANE SURGERY,11781.5,10214.37,0.8669838305818445
H84057,STAINES ROAD MEDICAL CENTRE,3770.75,3391.18,0.899338327918849
H84059,THAMESIDE MEDICAL PRACTICE,5087.75,4419.41,0.8686374133949192
H84060,RICHMOND LOCK SURGERY,7665.5,7428.44,0.9690744243689257
H84061,KINGSTON HEALTH CENTRE,26889.25,22070.32,0.8207860018408843
H84062,LANGLEY MEDICAL PRACTICE,8818.5,7950.03,0.9015172648409593
H84618,SUNRAY SURGERY,5339.5,4397.93,0.8236595186815245
H84619,CLAREMONT MEDICAL CENTRE,11061.25,9057.51,0.8188504915809697
H84623,HAMPTON HILL MEDICAL CENTRE,8683.0,7978.31,0.9188425659334332
H84625,WOODLAWN MEDICAL CENTRE,5045.75,4836.91,0.9586107119853342
H84630,CRANE PARK SURGERY,3814.0,3317.67,0.8698662821185108
H84635,MANOR DRIVE MEDICAL CENTRE,15901.75,14288.79,0.8985671388369205
H84639,KEW MEDICAL PRACTICE,6250.0,5040.66,0.8065055999999999
H85001,WANDSWORTH MEDICAL CENTRE,19287.0,14981.49,0.7767662155856276
H85002,FALCON ROAD MEDICAL CENTRE,11066.0,10395.24,0.9393855051509127
H85003,QUEENSTOWN ROAD MEDICAL PRACTICE,7171.5,6804.07,0.9487652513421181
H85005,TRINITY MEDICAL CENTRE,0.0,0.0,
H85006,MAYFIELD SURGERY,6795.0,7085.53,1.042756438557763
H85007,SOUTHFIELDS GROUP PRACTICE,10967.75,10042.75,0.915661826719245
H85008,ROEHAMPTON SURGERY,6514.25,7194.13,1.104368116053268
H85009,BEDFORD HILL FAMILY PRACTICE,14105.75,12710.11,0.9010587880828741
H85011,GREYSWOOD PRACTICE,10554.5,10251.51,0.9712928134918756
H85012,PUTNEYMEAD GROUP MEDICAL PRACTICE,25201.75,22063.16,0.875461426289841
H85018,MULGRAVE ROAD SURGERY,8817.0,7979.66,0.9050311897470795
H85020,NELSON MEDICAL PRACTICE,32802.0,28415.04,0.8662593744283885
H85021,CHESSER PRACTICE,6204.5,6085.21,0.9807736320412603
H85022,PARK ROAD MEDICAL CENTRE,4425.25,4120.82,0.9312061465453928
H85023,BISHOPSFORD ROAD MEDICAL CENTRE,5024.25,5079.53,1.0110026372095338
H85024,MITCHAM & TOOTING HEALTH,8138.0,8085.46,0.9935438682723028
H85025,WRYTHE GREEN SURGERY,16600.25,15866.68,0.9558097016611196
H85026,FRANCIS GROVE SURGERY,14633.25,11691.39,0.798960586335913
H85027,WIMBLEDON VILLAGE SURGERY,13477.75,12081.57,0.8964085251618408
H85028,WIMBLEDON MEDICAL PRACTICE,10672.25,8670.86,0.8124678488603622
H85029,WIDE WAY MEDICAL CENTRE,15547.25,14193.97,0.9129569538021193
H85030,OLD COURT HOUSE SURGERY,13546.25,13319.24,0.9832418566023807
H85031,BENHILL & BELMONT GP CENTRE,12372.5,11465.31,0.9266769044251364
H85032,CARSHALTON FIELDS SURGERY,941.0,852.97,0.9064505844845909
H85033,TAMWORTH HOUSE MEDICAL CENTRE,9791.75,9273.24,0.9470462379043583
H85035,ROWANS SURGERY,0.0,0.0,
H85037,MORDEN HALL MEDICAL CENTRE,14568.25,13495.57,0.926368644140511
H85038,CRICKET GREEN MEDICAL PRACTICE,11516.25,11547.78,1.002737870400521
H85041,EARLSFIELD SURGERY,15310.25,13269.01,0.8666749399911824
H85045,BRIDGE LANE GROUP PRACTICE,14390.5,13925.99,0.9677210659810291
H85047,CHATFIELD HEALTH CARE,12237.0,11620.93,0.9496551442346981
H85048,BROCKLEBANK GROUP PRAC,16209.5,13872.68,0.855836392239119
H85049,BATTERSEA RISE GROUP PRACTICE,6965.25,5665.48,0.8133921969778543
H85051,LAMBTON ROAD MEDICAL PRACTICE,18192.25,14712.09,0.8087009578254477
H85052,STREATHAM PARK SURGERY,4628.0,4556.22,0.9844900605012965
H85053,SUTTON MEDICAL CENTRE,5494.25,4953.75,0.9016244255357874
H85055,WEST BARNES SURGERY,7341.5,6501.98,0.8856473472723557
H85057,ELBOROUGH STREET SURGERY,8194.75,6987.56,0.852687391317612
H85061,HEATHBRIDGE PRACTICE,22825.5,18386.45,0.8055223324790257
H85063,CHEAM GP CENTRE,12275.5,11823.75,0.9631990550283084
H85065,ALTON PRACTICE,4706.0,4668.19,0.9919655758606034
H85066,BALHAM PARK SURGERY,20511.25,17054.7,0.8314802852093364
H85067,DANEBURY AVENUE SURGERY,2997.75,3055.2,1.01916437327996
H85069,LAVENDER HILL GROUP PRACTICE,15429.25,13448.4,0.8716172205389114
H85070,CENTRAL MEDICAL CENTRE,9727.5,8802.11,0.9048686712927269
H85075,HAIDER PRACTICE,5640.75,4615.59,0.8182582103443691
H85076,STONECOT SURGERY,9826.5,9312.98,0.947741311759019
H85077,BOLINGBROKE MEDICAL CENTRE,6365.5,5793.61,0.9101578823344592
H85078,MITCHAM FAMILY PRACTICE,4433.75,3972.39,0.8959436143219622
H85082,TRIANGLE SURGERY,4564.5,3871.4,0.8481542337605433
H85087,OPEN DOOR SURGERY,10310.25,9967.08,0.9667156470502655
H85088,CLAPHAM JUNCTION MEDICAL PRACTICE,2447.75,2450.35,1.001062199979573
H85090,FIGGES MARSH SURGERY,10853.0,9536.21,0.8786704137104947
H85092,RIVERHOUSE MEDICAL PRACTICE,6059.25,5084.66,0.8391566613029665
H85095,ROBIN HOOD LANE HEALTH CENTRE,15259.0,13015.82,0.8529929877449374
H85100,ST PAULS COTTAGE SURGERY,7976.25,7713.0,0.9669957686882934
H85101,GRAND DRIVE SURGERY,9221.0,7800.09,0.8459049994577594
H85103,HACKBRIDGE MEDICAL CENTRE,7434.25,6700.4,0.901287957763056
H85105,CHEAM FAMILY PRACTICE,13885.5,12276.06,0.8840920384573836
H85110,RAVENSBURY PARK MEDICAL CENTRE,5521.75,5599.69,1.0141150903246252
H85111,BATTERSEA FIELDS PRACTICE,14200.75,13501.63,0.9507687974226713
H85112,VINEYARD HILL ROAD SURGERY,6091.75,4794.95,0.7871219271966183
H85113,MALDON ROAD SURGERY,4620.25,4400.77,0.9524960770521077
H85114,THURLEIGH ROAD PRACTICE,13337.0,10737.12,0.8050626077828598
H85115,SHOTFIELD MEDICAL PRACTICE,12358.5,12400.37,1.0033879516122508
H85116,MANOR PRACTICE,12301.5,10941.26,0.8894248668861521
H85618,JAMES O'RIORDAN MEDICAL CENTRE,9568.75,8343.87,0.8719916394513391
H85634,MERTON MEDICAL PRACTICE,7736.5,6055.61,0.7827325017772895
H85637,BALHAM HEALTH CENTRE,1260.75,1300.94,1.031877850485822
H85649,COLLIERS WOOD SURGERY,11331.5,9826.18,0.8671561576137317
H85653,WALLINGTON FAMILY PRACTICE,19076.25,17905.13,0.938608479129808
H85656,ALEXANDRA ROAD SURGERY,5770.0,4796.14,0.8312201039861352
H85659,ST JOHNS HILL SURGERY,11374.5,8966.34,0.7882843201898985
H85662,BEECHES SURGERY,5510.25,5288.4,0.9597386688444263
H85664,TOOTING BEC SURGERY,1878.25,1356.64,0.7222893651004926
H85680,TOOTING SOUTH MEDICAL CENTRE,10035.25,8291.82,0.8262694003637179
H85682,TUDOR LODGE HEALTH CENTRE,10886.25,10076.37,0.9256052359627972
H85683,FACCINI HOUSE SURGERY,4620.25,4263.52,0.9227898923218442
H85686,GROVE ROAD PRACTICE,11164.25,9741.61,0.8725718252457622
H85691,NIGHTINGALE PRACTICE,88.0,162.21,1.8432954545454547
H85693,CIRCLE GP SURGERY,10441.0,9472.51,0.9072416435207356
J81002,ORCHID HOUSE SURGERY,8685.25,10142.09,1.1677372556921217
J81004,POOLE ROAD MEDICAL CENTRE,0.0,0.0,
J81005,BRIDPORT MEDICAL CENTRE,0.0,0.0,
J81006,THE ADAM PRACTICE,39910.25,41026.93,1.027979779630546
J81009,ROYAL MANOR HEALTH CARE,12372.75,13305.17,1.0753607726657373
J81010,SWANAGE MEDICAL PRACTICE,10726.75,12136.79,1.1314508122217821
J81011,WAREHAM SURGERY,8148.25,9533.56,1.1700131930169053
J81012,SHORE MEDICAL,58476.25,56750.18,0.970482546332913
J81013,CANFORD HEATH GROUP PRACT,12262.75,11593.8,0.9454486147071415
J81014,WESTBOURNE MEDICAL CENTRE,21081.75,22970.32,1.0895831702776098
J81016,QUEENS AVENUE SURGERY,8749.75,8790.02,1.0046024172119203
J81017,YETMINSTER HEALTH CENTRE,4680.75,5001.46,1.0685167975217646
J81018,BEAUFORT ROAD SURGERY,12005.0,11496.96,0.9576809662640565
J81019,THE BLANDFORD GROUP PRACTICE,23648.0,24761.41,1.0470826285520973
J81020,BERE REGIS SURGERY,3863.5,4430.07,1.146646822829041
J81021,SHELLEY MANOR HOLDENHURST MEDICAL CENTRE,26885.0,25623.51,0.9530782964478333
J81022,WEST MOORS VILLAGE SURGERY,5456.75,6721.74,1.2318211389563385
J81025,THE WELLBRIDGE PRACTICE,6225.75,6625.58,1.064221981287395
J81027,WEYMOUTH BAY MEDICAL PRACTICE,26621.5,29289.92,1.1002355239186372
J81028,HIGHCLIFFE MEDICAL CENTRE,15241.5,17789.17,1.1671534953908735
J81029,THE APPLES MEDICAL CENTRE,5492.75,6536.33,1.1899922625278776
J81030,THE VERWOOD SURGERY,7924.5,7704.82,0.9722783771846804
J81033,TALBOT MEDICAL CENTRE,25659.5,22749.59,0.8865952181453263
J81034,THE QUARTER JACK SURGERY,18358.75,18437.23,1.004274800844284
J81035,MILTON ABBAS SURGERY,4799.75,5264.95,1.096921714672639
J81036,THE ROSEMARY HEALTH CTR,9488.0,9076.43,0.9566220489038786
J81039,MOORDOWN MEDICAL CENTRE,9902.25,8745.48,0.883181095205635
J81041,THE HADLEIGH PRACTICE,20489.5,19980.02,0.9751345811269186
J81042,VILLAGE SURGERY,9195.5,8801.32,0.9571333804578326
J81045,KINSON ROAD MEDICAL CENTRE,10578.5,11162.43,1.0551996974996456
J81046,THE HARVEY PRACTICE,12962.0,13062.64,1.0077642339145194
J81047,JAMES FISHER MEDICAL CENTRE,12562.25,11739.89,0.934537204720492
J81049,THE MARINE & OAKRIDGE PARTNERSHIP,10050.5,10422.39,1.0370021391970548
J81051,WYKE REGIS & LANEHOUSE MEDICAL PRACTICE,13292.75,12995.85,0.9776645163717064
J81053,CERNE ABBAS SURGERY,4144.5,5225.66,1.2608662082277717
J81056,CHRISTCHURCH MEDICAL PRACTICE,16548.75,17325.81,1.0469558123725358
J81057,FARMHOUSE SURGERY,6029.25,6594.97,1.0938292490774144
J81058,THE CRANBORNE PRACTICE,13099.5,13205.76,1.0081117599908394
