gp_code,practice_name,registered_patients,weighted_patients,weighting_ratio
D81057,LAKESIDE HEALTHCARE ST NEOTS,21113.75,19650.79,0.9307105559173525
D81058,HARSTON SURGERY,7774.5,8465.41,1.0888687375393915
D81059,RAMSEY HEALTH CENTRE,7553.0,8214.01,1.087516218721038
D81060,MOAT HOUSE SURGERY,7596.0,8427.09,1.109411532385466
D81061,GEORGE CLARE SURGERY,12119.75,12448.85,1.0271540254543206
D81062,HADDENHAM SURGERY,7983.25,8215.64,1.0291096984310901
D81064,MERCHEFORD HOUSE,6726.0,7933.48,1.1795242343146
D81065,NIGHTINGALE MEDICAL CENTRE,6969.25,6616.51,0.9493862323779461
D81066,QUEEN EDITH MEDICAL PRACTICE,10644.25,9443.5,0.8871926157314982
D81070,WOODLANDS SURGERY,11067.75,8374.09,0.7566208127216463
D81073,WESTWOOD CLINIC,5859.25,5466.38,0.9329487562401332
D81078,MAPLE SURGERY BAR HILL HEALTH CENTRE,4186.25,3914.82,0.9351615407584354
D81081,GREAT STAUGHTON SURGERY,5273.25,5693.64,1.0797212345327833
D81082,ALMOND ROAD SURGERY,7632.0,6894.86,0.9034145702306079
D81084,WILLINGHAM MEDICAL PRACTICE,11886.5,10583.11,0.8903470323476212
D81085,PAPWORTH SURGERY,7549.75,7749.83,1.0265015397860857
D81086,EAST BARNWELL HEALTH CENTRE,7779.5,7511.98,0.965612185873128
D81602,COTTENHAM SURGERY,1880.25,1832.19,0.9744395692062227
D81603,RIVERSIDE PRACTICE,7483.75,8216.73,1.0979428762318355
D81606,RIVERPORT MEDICAL PRACTICE,13640.0,13008.45,0.9536986803519062
D81607,SWAVESEY SURGERY,3546.75,3249.67,0.9162388101783323
D81611,FENLAND GROUP PRACTICE,13363.25,15302.98,1.1451540605765813
D81612,MILTON SURGERY,5025.5,4841.54,0.9633946870958113
D81615,THORPE ROAD,11807.75,10901.99,0.9232910588384747
D81618,AILSWORTH MEDICAL CENTRE,3659.25,3567.23,0.9748527703764432
D81622,TRINITY SURGERY,14012.5,13894.78,0.9915989295272079
D81625,THISTLEMOOR MEDICAL CENTRE,31872.25,27411.09,0.8600299633693888
D81629,WILLOW TREE SURGERY,6186.25,5806.48,0.9386106284097797
D81630,HAMPTON MEDICAL CENTRE,12063.0,9481.33,0.785984415153776
D81631,CENTRAL MEDICAL CENTRE,15435.75,13141.46,0.8513651749995951
D81633,ACORN SURGERY,11364.0,9616.98,0.8462671594508976
D81637,MONKFIELD MEDICAL PRACTICE,13613.5,9983.56,0.7333573291218276
D81645,THE GRANGE MEDICAL CENTRE,2968.25,2555.26,0.8608641455403016
D82001,HOLT MEDICAL PRACTICE,14246.0,18361.5,1.2888881089428612
D82002,GROVE SURGERY,12784.75,12024.57,0.9405400965994641
D82003,BEACHES MEDICAL CENTRE,25182.5,25265.53,1.0032971309441079
D82004,CROMER GROUP PRACTICE,12225.5,14685.61,1.2012277616457405
D82005,SHERINGHAM MEDICAL PRACTICE,9332.5,11118.38,1.1913613715510312
D82006,CHET VALLEY MEDICAL PRACTICE,9008.75,9713.9,1.0782739003746358
D82007,EAST NORFOLK MEDICAL PRACTICE,25183.75,27792.13,1.10357393160272
D82008,ST STEPHENS GATE MEDICAL PARTNERSHIP,19263.0,19668.29,1.0210398172662618
D82009,STALHAM STAITHE SURGERY,7285.5,8746.41,1.2005229565575457
D82010,GRIMSTON MEDICAL CENTRE,5291.5,6422.7,1.2137768118680903
D82011,CASTLE PARTNERSHIP,17726.5,17858.8,1.0074634022508673
D82012,MAGDALEN MEDICAL PRACTICE,14576.25,13856.67,0.9506333933624903
D82013,OLD CATTON MEDICAL PRACTICE,8429.25,7473.64,0.8866316694842364
D82015,BRIDGE STREET SURGERY,8505.0,9712.25,1.1419459141681363
D82016,MARKET SURGERY,10165.0,11585.16,1.139710772257747
D82017,TRINITY & BOWTHORPE MEDICAL PRACTICE,11358.75,10883.34,0.9581459227467811
D82018,HELLESDON MEDICAL PRACTICE,11113.0,10592.62,0.9531737604607218
D82019,THE MILLWOOD PARTNERSHIP,19572.25,20027.01,1.0232349372197882
D82020,ORCHARD SURGERY,11661.0,11687.83,1.0023008318326043
D82022,LAWNS PRACTICE,7202.5,7080.22,0.9830225616105519
D82023,ROUNDWELL MEDICAL CENTRE,14691.0,13288.97,0.9045653801647267
D82024,MARRIOTT'S MEDICAL PRACTICES,8112.0,7257.46,0.8946572978303747
D82025,HOVETON & WROXHAM MEDICAL CENTRE,10197.5,11828.11,1.1599029173817113
D82026,LAKENHAM SURGERY,8965.75,9086.94,1.0135169952318546
D82027,HEACHAM GROUP PRACTICE,7601.25,10556.34,1.3887636901825358
D82028,LUDHAM AND STALHAM GREEN SURGERIES,5860.25,7569.09,1.2915984812934602
D82029,DRAYTON MEDICAL PRACTICE,19002.0,19039.29,1.001962425007894
D82030,REEPHAM & AYLSHAM MEDICAL PRACTICE,8861.75,10291.83,1.1613767032471014
D82031,PARISH FIELDS PRACTICE,8243.0,8039.46,0.9753075336649278
D82032,BRUNDALL MEDICAL PARTNERSHIP,8139.75,8846.81,1.0868650757087133
D82034,ATTLEBOROUGH SURGERY,18603.25,19469.83,1.0465821832206739
D82035,UPWELL HEALTH CENTRE,10979.75,13439.49,1.224025137184362
D82036,OLD MILL AND MILLGATES MEDICAL PRACTICE,8982.0,9394.03,1.0458728568247606
D82037,LONG STRATTON MEDICAL PARTNERSHIP,11329.75,12275.9,1.0835102274984
D82038,WELLS HEALTH CENTRE,3296.0,4188.23,1.270700849514563
D82039,MATTISHALL AND LENWADE SURGERIES,8642.25,10206.08,1.180951719748908
D82040,WENSUM VALLEY MEDICAL PRACTICE,12702.0,11520.48,0.9069815777042985
D82041,SCHOOL LANE SURGERY,10696.75,10181.08,0.9517918994086989
D82042,E HARLING & KENNINGHALL MEDICAL PRACTICE,8663.75,9618.84,1.1102397922377722
D82043,WATLINGTON MEDICAL CENTRE,6796.25,7231.24,1.0640044141990068
D82044,VIDA HEALTHCARE,30566.75,35518.21,1.1619884351460328
D82045,WYMONDHAM MEDICAL PARTNERSHIP,19626.25,19781.14,1.0078919814024585
D82046,CHURCH HILL SURGERY,4514.0,5188.81,1.1494926894107222
D82047,OAK STREET MEDICAL PRACT.,6985.25,7430.39,1.063725707741312
D82048,THORPEWOOD MEDICAL GROUP,12377.75,11533.75,0.9318131324352165
D82049,LITCHAM HEALTH CENTRE,3602.0,4218.72,1.1712159911160467
D82050,THEATRE ROYAL SURGERY,9518.0,10095.77,1.0607028787560413
D82051,ST JAMES MEDICAL PRACTICE,17955.0,19951.77,1.1112096908939015
D82053,MUNDESLEY MEDICAL CENTRE,5771.0,7495.03,1.2987402529890832
D82054,FAKENHAM MEDICAL PRACTICE,15623.5,17990.65,1.151512145165936
D82056,ELMHAM SURGERY,9773.0,11639.07,1.1909413690780721
D82057,CAMPINGLAND SURGERY,7372.0,9739.44,1.3211394465545307
D82058,COASTAL VILLAGES PRACTICE,17519.5,21057.19,1.2019287080110732
D82059,BIRCHWOOD MEDICAL PRACTICE,12008.75,13309.73,1.1083360049963569
D82060,BACON ROAD MEDICAL CENTRE,4984.0,4784.64,0.9600000000000001
D82062,COLTISHALL MEDICAL PRACTICE,8817.5,9859.33,1.1181548057839523
D82063,WATTON MEDICAL PRACTICE,14189.75,14385.13,1.0137690938881938
D82064,HUMBLEYARD PRACTICE,22318.5,21620.3,0.9687165356094719
D82065,MANOR FARM MEDICAL CENTRE,7796.25,9960.69,1.2776257816257817
D82066,PASTON SURGERY,6737.75,7721.32,1.145978998923973
D82067,THE PARK SURGERY,14826.25,16534.02,1.1151855661411347
D82068,HOWDALE SURGERY,7844.75,8825.72,1.125047962012811
D82070,GREAT MASSINGHAM SURGERY,6396.0,8095.39,1.265695747342089
D82071,EAST NORWICH MEDICAL PARTNERSHIP,14326.5,13937.24,0.9728293721425331
D82072,BURNHAM SURGERY,3966.0,5336.64,1.3455975794251136
D82073,THE LIONWOOD MEDICAL PRACTICE,14731.25,14064.47,0.9547370386084004
D82076,LAWSON ROAD SURGERY,8668.5,8223.93,0.9487143104343312
D82078,HEATHGATE MEDICAL PRACTICE,9890.5,9906.84,1.0016520903897679
D82079,FELTWELL SURGERY,5533.0,6632.89,1.1987872763419483
D82080,BLOFIELD SURGERY,8694.0,9428.43,1.0844755003450657
D82084,HARLESTON MEDICAL PRACTICE,7954.75,9013.51,1.1330978346271097
D82085,HINGHAM SURGERY,7740.0,8837.19,1.1417558139534885
D82087,PROSPECT MEDICAL PRACTICE,6900.25,6160.52,0.8927966378029782
D82088,UEA MEDICAL CENTRE,20251.75,13265.75,0.6550421568506425
D82096,WOODCOCK RD SURGERY,8535.25,7484.02,0.8768366480185115
D82099,SOUTHGATES SURGICAL & MEDICAL CENTRE,17344.25,17369.27,1.0014425530074809
D82100,SHIPDHAM SURGERY,4474.5,5057.76,1.1303519946362723
D82104,ACLE MEDICAL PARTNERSHIP,9544.5,11077.87,1.1606548273875008
D82105,ST CLEMENTS SURGERY,7687.5,8829.33,1.148530731707317
D82106,WEST POTTERGATE MED PRAC,5951.75,5534.84,0.9299516948796572
D82600,FLEGGBURGH SURGERY,1921.25,2365.46,1.2312088484059858
D82604,BOUGHTON SURGERY,3503.25,4612.84,1.3167316063655177
D82618,THE WOOTTONS SURGERY,5947.75,5903.43,0.9925484426884116
D82621,PLOWRIGHT MEDICAL CENTRE,6637.25,8757.7,1.3194771931146183
D82624,WINDMILL SURGERY,8216.5,7877.45,0.9587354713077344
D82628,ALDBOROUGH SURGERY,3952.0,4593.5,1.1623228744939271
D83001,CONSTABLE COUNTRY RURAL MEDICAL PRACTICE,10931.5,11805.72,1.079972556373782
D83002,ALEXANDRA & CRESTVIEW SURGERIES,15434.25,16309.09,1.056681730566759
D83003,WICKHAMBROOK SURGERY,5126.0,6004.01,1.171285602809208
D83004,FELIXSTOWE ROAD MEDICAL PRACTICE,10300.75,9974.42,0.9683197825401063
D83005,ANGEL HILL SURGERY,14171.75,14891.5,1.0507876585460512
D83006,BILDESTON HEALTH CENTRE,7253.25,8539.49,1.1773329197256401
D83007,IXWORTH SURGERY,9374.75,10692.04,1.1405146803914772
D83008,BURLINGTON PRIMARY CARE,17083.25,15654.21,0.9163484699925365
D83009,BECCLES MEDICAL CENTRE,19295.75,20652.74,1.0703258489563765
D83010,LONGSHORE SURGERIES,6328.25,7861.25,1.242247066724608
D83011,BRIDGE ROAD SURGERY,12196.75,13338.88,1.093642158771804
D83012,UNITY HEALTHCARE,25061.75,26088.56,1.040971201133201
D83013,THE GUILDHALL AND BARROW SURGERY,13502.75,14010.68,1.0376167817666773
D83014,THE LONG MELFORD PRACTICE,0.0,0.0,
D83015,HOWARD HOUSE SURGERY,8513.25,9955.14,1.1693700995507004
D83016,VICTORIA ROAD SURGERY,10628.0,11230.65,1.0567039894617989
D83017,NEEDHAM MARKET COUNTRY PRACTICE,13820.75,14423.92,1.0436423493659897
D83018,MARKET CROSS SURGERY,12710.5,12728.7,1.0014318870225405
D83019,MENDLESHAM MEDICAL GROUP,7765.5,8330.51,1.0727589981327668
D83020,THE HOLBROOK AND SHOTLEY PRACTICE,8235.5,9155.49,1.1117102786716047
D83021,HAVERHILL FAMILY PRACTICE,19409.5,17684.56,0.9111290862721864
D83022,SOLE BAY H/C,5459.5,6726.66,1.2321018408279145
D83023,HIGH STREET SURGERY,11804.5,12681.47,1.0742911601507898
D83024,IVRY STREET MEDICAL PRACTICE,13694.25,13277.11,0.9695390401080746
D83026,FRAMLINGHAM SURGERY,9367.25,10647.64,1.1366879286877152
D83027,ORCHARD HOUSE SURGERY,11957.75,11924.72,0.9972377746649662
D83028,LEISTON SURGERY,9485.75,11674.96,1.2307893419075981
D83029,THE ROOKERY MEDICAL CENTRE,14213.5,14355.55,1.009994019769937
D83030,KIRKLEY MILL HEALTH CENTRE,7340.25,7482.57,1.019388985388781
D83033,BOTESDALE HEALTH CENTRE,9971.0,11424.05,1.1457276100692007
D83034,BUNGAY MEDICAL CENTRE,11781.25,13182.32,1.1189237135278514
D83035,CUTLERS HILL SURGERY,10608.0,12903.11,1.2163565233785822
D83037,HADLEIGH HEALTH CENTRE,16224.5,17694.81,1.0906228235076583
D83038,MOUNT FARM SURGERY,15864.75,15039.82,0.9480023322145007
D83040,VICTORIA SURGERY,11105.75,11427.88,1.0290056952479572
D83041,DEBENHAM GROUP PRACTICE,9739.0,10594.42,1.0878344799260704
D83043,EYE HEALTH CENTRE,6213.0,7227.71,1.163320457106068
D83044,STOWHEALTH,22943.0,20924.32,0.912013250228828
D83045,LAKENHEATH SURGERY,5508.5,5654.97,1.026589815739312
D83046,TWO RIVERS MEDICAL CENTRE,29796.5,27108.49,0.90978772674643
D83047,ROSEDALE SURGERY,15880.75,16039.39,1.0099894526392015
D83048,GROVE MEDICAL CENTRE,17240.0,18633.67,1.0808393271461716
D83049,LITTLE ST JOHN STREET SURGERY,6920.25,7865.85,1.1366424623387883
D83050,CARDINAL MEDICAL PRACTICE,28621.75,26389.87,0.9220215395634439
D83051,THE DERBY ROAD PRACTICE,19262.25,18008.66,0.9349198561954081
D83053,SAXMUNDHAM HEALTH CENTRE,9447.5,12284.05,1.3002434506483196
D83054,THE PENINSULA PRACTICE,6783.25,8438.15,1.2439685991228393
D83055,WOOLPIT HEALTH CENTRE,16057.75,17026.77,1.0603459388768663
D83056,HAWTHORN DRIVE SURGERY,10720.75,9951.02,0.9282018515495651
D83057,FRAMFIELD HOUSE SURGERY,14291.75,14839.13,1.038300418073364
D83059,BARRACK LANE MEDICAL CENTRE,21175.0,18995.63,0.897078158205431
D83060,HARDWICKE HOUSE GROUP PRACTICE,24213.5,25812.35,1.066031346149875
D83061,WICKHAM MARKET MEDICAL CENTRE,9949.5,11533.91,1.159245188200412
D83062,FOREST SURGERY,7555.0,9416.21,1.2463547319655857
D83064,GLEMSFORD SURGERY,4684.5,4963.42,1.0595410395986764
D83067,OAKFIELD SURGERY,7951.0,7878.66,0.9909017733618413
D83069,FRESSINGFIELD MEDICAL CENTRE,6391.25,7662.96,1.1989767259925679
D83070,STANTON SURGERY,5215.5,6235.46,1.1955632250023966
D83073,DR SOLWAY AND DR ROY PRACTICE,5962.25,5176.2,0.8681621870937984
D83074,ORCHARD MEDICAL PRACTICE,14441.75,12464.8,0.8631086952758494
D83075,SIAM SURGERY,12411.75,12848.56,1.0351932644469957
D83076,CLARE GUILDHALL SURGERY,5392.25,6725.69,1.2472882377486205
D83078,THE REYNARD SURGERY,10119.25,9369.32,0.9258907527731798
D83079,COMBS FORD SURGERY,9366.25,8865.66,0.9465538502602429
D83080,MARTLESHAM SURGERY,5927.25,5644.22,0.9522493567843435
D83081,HAVEN HEALTH,8543.75,8655.3,1.0130563277249451
D83084,EMBRACE MEDICAL CENTRE,6534.5,5885.79,0.9007253806718188
D83608,ANDAMAN SURGERY,6423.0,6716.06,1.0456266542114276
D83610,SWAN SURGERY,12834.25,12162.22,0.9476377661335879
E81002,GREENSAND SURGERY (AMPTHILL),10163.75,9783.53,0.9625905792645432
E81003,DR JL HENDERSON & PARTNERS,20736.5,19380.94,0.9346292768789333
E81004,SALISBURY HOUSE SURGERY,11914.75,10994.07,0.9227277114500934
E81005,BELL HOUSE MEDICAL CENTRE,11011.5,10412.52,0.9456041411251873
E81006,STOPSLEY VILLAGE PRACTICE,9441.5,8988.34,0.9520033892919557
E81007,HARROLD MEDICAL PRACTICE,6632.25,7265.1,1.0954201062987674
E81008,WHEATFIELD SURGERY,12387.5,12077.14,0.9749457114026235
E81009,WEST STREET SURGERY,12366.25,12400.04,1.002732437076721
E81010,DR WHM MATTA'S PRACTICE,9420.5,8998.66,0.9552210604532668
E81012,GREENSANDS (POTTON),12828.5,13329.2,1.0390302841329853
E81013,CASTLE MEDICAL GROUP PRACTICE,16433.75,14857.4,0.9040784969955122
E81014,PRIORY GARDENS SURGERY,18573.75,16668.82,0.8974396661955717
E81015,FLITWICK SURGERY,14279.5,13568.8,0.9502293497671487
E81016,LISTER HOUSE SURGERY,6418.0,5947.37,0.9266703022748519
E81018,WOODLAND AVENUE PRACTICE,13218.25,12387.29,0.9371353999205644
E81019,LONDON ROAD HEALTH CENTRE,22542.5,20814.05,0.9233248308750138
E81021,QUEENS PARK HEALTH CENTRE,22582.5,19227.41,0.8514296468504373
E81022,LARKSFIELD AND ARLESEY MEDICAL PRACTICE,19598.75,18250.79,0.931222144269405
E81024,SHARNBROOK SURGERY,6130.0,7037.19,1.1479918433931484
E81025,THE OAKLEY SURGERY,7620.0,7400.21,0.9711561679790026
E81026,CHURCHFIELD MEDICAL CTR,9797.75,8978.76,0.9164104003470185
E81027,HOUGHTON REGIS MEDICAL CENTRE,13456.75,12650.55,0.940089546138555
E81028,THE BLENHEIM MEDICAL CENTRE,16432.25,14312.63,0.8710085350454136
E81029,PUTNOE MEDICAL CENTRE PARTNERSHIP,17709.25,16779.66,0.9475082231037452
E81030,CAULDWELL MEDICAL CENTRE,10853.75,9323.2,0.8589842220430728
E81031,GREAT BARFORD SURGERY,5173.5,5554.53,1.0736503334299796
E81032,LEA VALE MEDICAL PRACTICE,47452.75,42650.81,0.8988058647812824
E81033,SHEFFORD HEALTH CENTRE,19863.5,19686.02,0.9910650187529891
E81034,TODDINGTON MEDICAL CENTRE,7854.25,8083.09,1.0291358181876054
E81035,SANDY HEALTH CENTRE,9574.25,9750.21,1.018378463064992
E81036,IVEL MEDICAL CENTRE,13180.25,12728.49,0.9657244741184727
E81037,THE DE PARYS GROUP,37099.25,37369.44,1.0072828965545126
E81038,KING STREET SURGERY,21793.25,21335.46,0.9789939545501474
E81040,SUNDON MEDICAL CENTRE,9426.25,9324.37,0.9891918843654689
E81041,GARDENIA PRACTICE,13981.75,12816.02,0.916624886012123
E81043,MARSTON FOREST HEALTHCARE,10599.0,10430.1,0.9840645343900368
E81044,LEIGHTON ROAD SURGERY,20095.25,17529.01,0.872296189397992
E81045,KINGSBURY COURT SURGERY,10255.25,10156.31,0.990352258599254
E81046,DR A SULAKSHANA & PARTNERS,12049.0,12330.03,1.0233239272968713
E81047,GOLDINGTON AVENUE SURGERY,18376.75,18622.94,1.013396819350538
E81048,BUTE HOUSE MEDICAL CENTRE,10785.75,10220.58,0.9476003059592518
E81049,PRIORY MEDICAL CENTRE,7736.0,7898.05,1.0209475180972079
E81050,ASPLANDS MEDICAL CENTRE,12708.5,13396.89,1.0541676830467797
E81052,KIRBY ROAD SURGERY,8133.75,7809.66,0.9601549100968187
E81057,SAFFRON HEALTH PARTNERSHIP,21951.0,21786.62,0.9925115028928067
E81060,LINDEN ROAD SURGERY,6036.25,5852.76,0.9696019879892318
E81061,DR CARRAGHER AND NEAL AND AKHTAR,7114.25,6728.61,0.9457933021752116
E81063,CONWAY MEDICAL CENTRE,8880.25,7617.54,0.8578069311111737
E81064,BRAMINGHAM PARK MEDICAL CENTRE,2.0,4.76,2.38
E81069,CADDINGTON SURGERY,5018.75,5832.02,1.1620463262764633
E81073,THE MEDICI MEDICAL PRACTICE,18030.0,16712.62,0.9269339988907376
E81074,HOUGHTON CLOSE SURGERY,11737.0,11865.16,1.0109193149867939
E81076,DR DV SHAH'S PRACTICE,5346.75,5030.65,0.9408799738158694
E81077,OLIVER STREET SURGERY,0.0,0.0,
E81612,DRS MIRZA SUKHANI & PARTNERS,5819.5,5334.66,0.9166870006014262
E81615,ASHBURNHAM ROAD SURGERY,4213.0,3465.14,0.8224875385710895
E81617,DR PS BATH'S PRACTICE,5289.25,5137.05,0.9712246537788912
E81631,MALZEARD ROAD PRACTICE,9651.25,8387.37,0.8690449423649788
E81632,BARTON HILLS MEDICAL GROUP,8162.25,7627.46,0.9344800759594475
E81633,NEVILLE ROAD SURGERY,5158.5,4259.54,0.8257322865173985
E81635,EASTGATE SURGERY,7162.75,6925.86,0.9669275068933021
E82001,ROTHSCHILD HOUSE GROUP,43664.0,43220.47,0.9898422041040674
E82002,WRAFTON HOUSE SURGERY,10575.0,10085.47,0.9537087470449171
E82004,HATFIELD ROAD SURGERY,5190.75,4008.23,0.7721870635264654
E82005,STANMORE MEDICAL GROUP,50042.75,45244.51,0.9041171798112614
E82006,THE LIMES SURGERY,7761.75,7610.26,0.9804824942828615
E82007,HANSCOMBE HOUSE SURGERY,12385.0,11526.17,0.9306556318126766
E82008,THE NEVELLS ROAD SURGERY,11372.75,10959.27,0.9636429183794597
E82009,LINCOLN HOUSE SURGERY,22979.5,21164.73,0.921026567157684
E82012,FAIRBROOK MEDICAL CENTRE,14323.75,14264.25,0.9958460598656078
E82013,BRIDGEWATER SURGERIES,35431.5,32509.24,0.9175236724383671
E82014,"LODGE,HIGHFIELD & REDBOURN",19897.75,18549.35,0.9322335439936675
E82015,SUTHERGREY HOUSE MEDICAL CENTRE,8917.75,8558.8,0.959748815564464
E82017,GARSTON MEDICAL CENTRE,12700.75,11445.8,0.9011908745546522
E82018,LISTER HOUSE SURGERY,14755.0,13971.96,0.946930532023043
E82019,BRIDGE COTTAGE SURGERY,15613.5,16343.97,1.0467845134018636
E82020,CONSULTING ROOMS,6682.25,6627.85,0.9918590295185006
E82021,MUCH HADHAM HEALTH CENTRE,6662.0,7108.09,1.0669603722605825
E82022,FERNVILLE SURGERY,17959.0,16558.85,0.9220363049167547
E82023,BURVILL HOUSE SURGERY,12409.75,10814.52,0.8714534942283285
E82024,LEA WHARF MEDICAL,16901.25,16272.34,0.9627891428148806
E82027,PARKFIELD MEDICAL CENTRE,12812.75,12731.66,0.9936711478800414
E82031,MALTINGS SURGERY,18556.75,16417.38,0.8847120320099155
E82032,BENNETTS END SURGERY,15301.0,13937.78,0.9109064767008692
E82035,KNEBWORTH & MARYMEAD PRACTICE,13062.0,12583.95,0.963401469912724
E82037,VILLAGE SURGERY,15588.75,14059.1,0.9018747494186513
E82038,THE BUNTINGFORD & PUCKERIDGE MED PRAC.,20283.0,21065.78,1.0385929103189864
E82040,PEARTREE LANE SURGERY,21370.5,20269.43,0.948477106291383
E82041,THE GARDEN CITY PRACTICE,12565.0,11315.29,0.9005403899721449
E82042,ABBEY ROAD SURGERY,9568.75,8904.34,0.9305645983017635
E82043,SCHOPWICK SURGERY,15038.5,15208.75,1.0113209429131895
E82044,THE PORTMILL SURGERY,14224.0,13965.6,0.9818335208098988
E82045,WATFORD HEALTH CENTRE,19476.5,16652.47,0.8550032089954561
E82046,VINE HOUSE HEALTH CENTRE,10757.0,10412.8,0.9680022311053267
E82049,BALDWINS LANE SURGERY,0.0,0.0,
E82050,GROVE HILL MEDICAL CENTRE,5176.5,4686.54,0.9053491741524196
E82051,EVEREST HOUSE SURGERY,14578.5,13345.25,0.9154062489282162
E82053,BANCROFT MEDICAL CENTRE,17990.0,16788.85,0.9332323513062812
E82055,MIDWAY SURGERY,13581.5,14038.64,1.0336590214630195
E82056,SHEPHALL HEALTH CENTRE,10073.75,9183.68,0.9116446209207097
E82058,POTTERELLS MEDICAL CENTRE,16965.5,14646.93,0.8633361822522178
E82059,GRANGE STREET SURGERY,10593.75,9836.26,0.9284965191740413
E82060,PARKBURY HOUSE SURGERY,22327.0,19021.46,0.8519487615891074
E82061,AMWELL SURGERY,14029.25,13165.09,0.9384029794892813
E82062,HALL GROVE GROUP PRACTICE,16028.5,16009.56,0.9988183548055026
E82063,THE MAPLES,12597.25,10880.49,0.8637194625811189
E82064,CHORLEYWOOD HEALTH CENTRE,7413.75,6806.09,0.9180360816051256
E82066,HAVERFIELD SURGERY,3733.0,3680.53,0.9859442807393518
E82067,CHURCH STREET PARTNERSHIP,16605.75,14057.45,0.846541107748822
E82068,GADE SURGERY,12232.75,11411.55,0.9328687335227156
E82069,THE ELMS SURGERY,8913.5,7325.81,0.821878050148651
E82070,WOODHALL FARM MEDICAL CTR,3342.75,2806.21,0.839491436691347
E82071,ELMS MEDICAL PRACTICE,17082.75,14117.44,0.8264149507544161
E82073,MANOR VIEW PRACTICE,47582.5,44660.16,0.9385837230074082
E82074,SOUTH STREET SURGERY,22903.25,18813.25,0.8214227238492354
E82075,REGAL CHAMBERS SURGERY,12564.0,12172.77,0.9688610315186247
E82077,DAVENPORT HOUSE SURGERY,12738.25,10621.29,0.8338107667850765
E82078,HIGHVIEW MEDICAL CENTRE,10041.75,9796.11,0.9755381283142879
E82079,CROMWELL MEDICAL CENTRE,8957.75,8152.65,0.9101225196059278
E82081,CUFFLEY AND GOFFS OAK MEDICAL PRACTICE,13400.0,12973.8,0.9681940298507462
E82082,THE BIRCHWOOD AND SOLLERSHOTT SURGERIES,18485.5,18446.39,0.9978842876849422
E82083,COLNE HOUSE SURGERY,10329.5,9973.69,0.9655539958371655
E82084,HARVEY GROUP PRACTICE,14350.75,12720.98,0.8864331132519206
E82085,THE RED HOUSE GROUP,18905.75,18297.99,0.9678531663647304
E82086,KING GEORGE & MANOR HOUSE SURGERIES,24030.75,22172.8,0.9226844771802793
E82088,HAILEY VIEW SURGERY,10050.5,9094.51,0.9048813491866077
E82090,PARK LANE SURGERY,10213.5,9244.98,0.9051725657218387
E82091,PARKWOOD SURGERY,17813.25,16293.76,0.9146988898713037
E82092,DOLPHIN HOUSE SURGERY,16208.0,14654.03,0.9041232724580455
E82093,BEDWELL MEDICAL CENTRE,13574.75,13160.95,0.9695169340135178
E82094,THE MANOR STREET SURGERY,12400.0,11177.81,0.9014362903225807
E82096,SHEEPCOT MEDICAL CENTRE,10773.5,10022.91,0.9303299763308117
E82098,ANNANDALE MEDICAL CENTRE,7696.5,7749.24,1.0068524654063535
E82099,THE BALDOCK SURGERY,12739.0,12288.05,0.9646008320904309
E82100,CENTRAL SURGERY,13682.75,13728.24,1.0033246240704536
E82102,NEW RIVER HEALTH,18334.0,16622.21,0.9066330315261263
E82104,THE SOLLERSHOTT SURGERY,0.0,0.0,
E82105,ABBOTSWOOD MEDICAL CENTRE,4887.25,4306.57,0.8811847153307074
E82106,NEW ROAD SURGERY,14059.5,13020.34,0.9260884099719051
E82107,SUMMERFIELD HEALTH CENTRE,10373.25,9831.42,0.9477666112356301
E82111,THE SYMONDS GREEN HEALTH CENTRE,6021.25,6000.85,0.9966119991696077
E82113,VERULAM MEDICAL GROUP,7278.25,6715.83,0.9227259299969086
E82115,STOCKWELL LODGE MED.CTR.,10459.5,9651.78,0.9227764233471963
E82117,THE GROVE MEDICAL CENTRE,12950.75,12304.78,0.9501210354612668
E82121,WATTON PLACE CLINIC,5123.75,5256.64,1.0259360819712127
E82123,WARDEN LODGE MEDICAL PRACTICE,9494.5,8876.22,0.9348801937964084
E82124,ATTENBOROUGH SURGERY,33003.0,31392.34,0.9511965578886767
E82129,KINGS LANGLEY SURGERY,15433.75,15580.53,1.0095103263950758
E82132,ROYSIA SURGERY,6102.25,5708.19,0.935423819083125
E82133,HIGH STREET SURGERY,8599.75,7440.13,0.8651565452484083
E82626,WHITWELL SURGERY,2951.75,3393.44,1.149636656220886
E82638,STANHOPE SURGERY,6836.75,6070.11,0.887864848063773
E82640,HIGHFIELD SURGERY,0.0,0.0,
E82643,ARCHWAY SURGERY,2707.25,2724.56,1.0063939421922614
E82652,GOSSOMS END SURGERY,3231.5,2898.29,0.8968868946309763
E82654,HELIX MEDICAL CENTRE,9889.0,8094.83,0.8185691172009303
E82655,SOUTH OXHEY SURGERY,4132.5,4031.23,0.9754942528735632
E82657,LITTLE BUSHEY SURGERY,6356.25,6283.45,0.9885467059980334
E82661,THE GARDEN CITY SURGERY,8189.0,7439.51,0.9084760043961412
E83003,OAKLEIGH ROAD HEALTH CENTRE,10183.25,9510.45,0.93393071956399
E83005,LICHFIELD GROVE SURGERY,6291.25,5088.39,0.8088042916749454
E83006,GREENFIELD MEDICAL CENTRE,7113.5,6085.02,0.8554185703240318
