dictionary_file,dictionary_sha256,dictionary_url,first_release_period,last_release_period,MEASURE,MEASURE_DESCRIPTION,MEASURE_TYPE
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,STATINTOL,Patients who have a statin intolerance anywhere in the patient record,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,STATLLTDEC,"Patients who have declined or are clinically unsuitable for all statins, ezetimibe and bempedoic acid",PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,STRMEDRVDC,Patients who chose not to receive a structured medication review in the 12 months up to and including the payment period end date.,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,TXSTAT_DAT,Patients who have an expiring statin contraindication recorded in the 12 months leading up to and including the payment period end date.,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,XFLU_DAT,Persisting Flu vaccine contraindications recorded up to and including the achievement date.,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,XSTAT_DAT,Patients who have a persisting statin contraindication.,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,MI Count,Management information count for indicator,
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,Denominator,Denominator count for indicator,
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,Numerator,Numerator count for indicator,
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,ABPDEC12M,Patients who chose not to undertake ambulatory blood pressure monitoring or home blood pressure monitoring in the 12 months up to and including the payment period end date.,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,ABPDEC24M,"Patients whose first “high” blood pressure reading from 1 April 2020 to the day before the quality of service start date, was in the 6 months up to the quality of service start date and chose not to undertake ambulatory blood pressure monitoring or home blood pressure monitoring in the 24 months up to and including the payment period end date.",PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,AST_DAT9M,Patients who have an asthma diagnosis in the 9 months leading up to and including the payment period end date.,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,BPDEC1,Patient chose not to have their blood pressure recorded in the 5 years leading up to and including the payment period end date,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,BPLAT6M,Patients who had a high blood pressure reading in the 6 months up to and including the payment period end date and either (i) their latest blood pressure reading from 1 April 2020 and prior to the quality service start date was not high or (ii) they did not have a blood pressure reading from 1 April 2020 and prior to the quality service start date.,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,CARHOMDEC1,"Patients who have the registration with general practitioner practice aligned to care home declined code, recorded up to and including the achievement date.",PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,CHOLMX_DAT,Patients who are receiving maximum tolerated cholesterol lowering treatment in the 12 months leading up to and including the payment period end date.,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,DECTESTQR,Patient's who declined a cholesterol test or a blood pressure test or their smoking status in the 12 months up to and including their latest QRISK score.,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,DOAC3MDAT1,Patient prescribed earliest direct-acting oral anti-coagulant (DOAC) on or after quality service start date in the 3 months up to and including the quality service end date,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,DOAC9MDAT1,Patients whose latest prescription for a direct-acting oral anticoagulant (DOAC) on or after the quality service start date is 9 months or more prior to the reporting period end date.,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,FAECIMMDEC,Patients who have chosen not to receive a faecal immunochemical test and who have no subsequent record of a faecal immunochemical test result up to and including the achievement date,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,FAMHYPRDEC,Patients who chose not to be referred for a familial hypercholesterolemia assessment in the 12 months up to and including the payment period end date.,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,FITNIDAT,Patients with a faecal immunochemical test not indicated code and who have no subsequent record of a faecal immunochemical test result up to and including the achievement date,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,FLUDEC_DAT,Patient either did not receive a flu vaccination or did not consent to a flu vaccination in the 12 months leading up to and including the payment period end date.,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,FLUEXPCON,Patient has flu vaccine expiring contraindication recorded on or after the service start date and up to and including the achievement date.,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,FLUINVITE1,"Patient has not responded to at least two flu vaccination invitations using their preferred method of communication, made at least 7 days apart, in the flu season.",PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,HLTHAPDEC,Patient chose not to receive a learning disability health action plan in the 12 months leading up to and including the payment period end date.,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,HLTHCHKDEC,Patient chose not to receive a learning disability health check in the 12 months leading up to and including the PPED,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,MEDRVWDEC,Patient chose not to receive a structured medication review in the 12 months leading up to and including the payment period end date.,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,MILDINTAST,Patients who have a diagnosis of mild asthma which has not been superseded by a more severe asthma diagnosis and have an ‘inhaled corticosteroid not indicated’ code recorded in the 12 months leading up to and including the payment period end date and also have have been prescribed less than 3 SABA prescriptions in the 12 months up to and including the achievement date if 18 years and over or have been prescribed less than 4 SABA prescriptions in the 12 months up to and including the achievement date if under 18 years.,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,PALCARDAT2,"Patients who have a palliative care code recorded on or after 1 April 2008 and who have not been subsequently identified as no longer requiring palliative care, up to and including the achievement date.",PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,PCSPDEC,"Patient chose not to receive a personalised care and support plan, in the 12 months leading up to and including the payment period end date.",PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,REGL3M_DAT,Patients registered within 3 months of end of payment period,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,SMOKORDEC,Patient has a smoking status or declined to provide their smoking status,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,SOCPRESDEC,Patients who chose not to accept a referral to a social prescribing service up to and including the achievement date,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,STATDECAW,Patients who chose not to receive a statin prescription anywhere in the patient record.,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,STATINTOL,Patients who have a statin intolerance anywhere in the patient record,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,STATLLTDEC,"Patients who have declined or are clinically unsuitable for all statins, ezetimibe and bempedoic acid",PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,STRMEDRVDC,Patients who chose not to receive a structured medication review in the 12 months up to and including the payment period end date.,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,TXSTAT_DAT,Patients who have an expiring statin contraindication recorded in the 12 months leading up to and including the payment period end date.,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,XFLU_DAT,Persisting Flu vaccine contraindications recorded up to and including the achievement date.,PCA
fc7edacfd7__NCDes_v6.1_Data_Dictionary_24_25.xlsx,cc75bdfe4831a50fcc8a6f67ed8279a4b80e2edb67853b09e9d29df138f2fe8d,https://files.digital.nhs.uk/19/1E8D7F/NCDes_v6.1_Data_Dictionary_24_25.xlsx,202409,202503,XSTAT_DAT,Patients who have a persisting statin contraindication.,PCA
83e82be45b__NCDes_v7.0_Data_Dictionary_25_26 (2).xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/75/314B00/NCDes_v7.0_Data_Dictionary_25_26%20%282%29.xlsx,202504,202504,MI Count,Management information count for indicator,
83e82be45b__NCDes_v7.0_Data_Dictionary_25_26 (2).xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/75/314B00/NCDes_v7.0_Data_Dictionary_25_26%20%282%29.xlsx,202504,202504,Denominator,Denominator count for indicator,
83e82be45b__NCDes_v7.0_Data_Dictionary_25_26 (2).xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/75/314B00/NCDes_v7.0_Data_Dictionary_25_26%20%282%29.xlsx,202504,202504,Numerator,Numerator count for indicator,
83e82be45b__NCDes_v7.0_Data_Dictionary_25_26 (2).xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/75/314B00/NCDes_v7.0_Data_Dictionary_25_26%20%282%29.xlsx,202504,202504,CARHOMDEC1,"Patients who have the registration with general practitioner practice aligned to care home declined code, recorded up to and including the achievement date.",PCA
83e82be45b__NCDes_v7.0_Data_Dictionary_25_26 (2).xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/75/314B00/NCDes_v7.0_Data_Dictionary_25_26%20%282%29.xlsx,202504,202504,DOAC3MDAT1,Patient prescribed earliest direct-acting oral anti-coagulant (DOAC) on or after quality service start date in the 3 months up to and including the quality service end date,PCA
83e82be45b__NCDes_v7.0_Data_Dictionary_25_26 (2).xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/75/314B00/NCDes_v7.0_Data_Dictionary_25_26%20%282%29.xlsx,202504,202504,DOAC9MDAT1,Patients whose latest prescription for a direct-acting oral anticoagulant (DOAC) on or after the quality service start date is 9 months or more prior to the reporting period end date.,PCA
83e82be45b__NCDes_v7.0_Data_Dictionary_25_26 (2).xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/75/314B00/NCDes_v7.0_Data_Dictionary_25_26%20%282%29.xlsx,202504,202504,FAECIMMDEC,Patients who have chosen not to receive a faecal immunochemical test and who have no subsequent record of a faecal immunochemical test result up to and including the achievement date,PCA
83e82be45b__NCDes_v7.0_Data_Dictionary_25_26 (2).xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/75/314B00/NCDes_v7.0_Data_Dictionary_25_26%20%282%29.xlsx,202504,202504,FITNIDAT,Patients with a faecal immunochemical test not indicated code and who have no subsequent record of a faecal immunochemical test result up to and including the achievement date,PCA
83e82be45b__NCDes_v7.0_Data_Dictionary_25_26 (2).xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/75/314B00/NCDes_v7.0_Data_Dictionary_25_26%20%282%29.xlsx,202504,202504,HLTHAPDEC,Patient chose not to receive a learning disability health action plan in the 12 months leading up to and including the payment period end date.,PCA
83e82be45b__NCDes_v7.0_Data_Dictionary_25_26 (2).xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/75/314B00/NCDes_v7.0_Data_Dictionary_25_26%20%282%29.xlsx,202504,202504,HLTHCHKDEC,Patient chose not to receive a learning disability health check in the 12 months leading up to and including the PPED,PCA
83e82be45b__NCDes_v7.0_Data_Dictionary_25_26 (2).xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/75/314B00/NCDes_v7.0_Data_Dictionary_25_26%20%282%29.xlsx,202504,202504,MEDRVWDEC,Patient chose not to receive a structured medication review in the 12 months leading up to and including the payment period end date.,PCA
83e82be45b__NCDes_v7.0_Data_Dictionary_25_26 (2).xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/75/314B00/NCDes_v7.0_Data_Dictionary_25_26%20%282%29.xlsx,202504,202504,PALCARDAT2,"Patients who have a palliative care code recorded on or after 1 April 2008 and who have not been subsequently identified as no longer requiring palliative care, up to and including the achievement date.",PCA
83e82be45b__NCDes_v7.0_Data_Dictionary_25_26 (2).xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/75/314B00/NCDes_v7.0_Data_Dictionary_25_26%20%282%29.xlsx,202504,202504,STRMEDRVDC,Patients who chose not to receive a structured medication review in the 12 months up to and including the payment period end date.,PCA
1bf76b2e4d__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/74/72698E/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202505,202603,MI Count,Management information count for indicator,
1bf76b2e4d__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/74/72698E/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202505,202603,Denominator,Denominator count for indicator,
1bf76b2e4d__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/74/72698E/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202505,202603,Numerator,Numerator count for indicator,
1bf76b2e4d__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/74/72698E/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202505,202603,CARHOMDEC1,"Patients who have the registration with general practitioner practice aligned to care home declined code, recorded up to and including the achievement date.",PCA
1bf76b2e4d__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/74/72698E/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202505,202603,DOAC3MDAT1,Patient prescribed earliest direct-acting oral anti-coagulant (DOAC) on or after quality service start date in the 3 months up to and including the quality service end date,PCA
1bf76b2e4d__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/74/72698E/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202505,202603,DOAC9MDAT1,Patients whose latest prescription for a direct-acting oral anticoagulant (DOAC) on or after the quality service start date is 9 months or more prior to the reporting period end date.,PCA
1bf76b2e4d__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/74/72698E/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202505,202603,FAECIMMDEC,Patients who have chosen not to receive a faecal immunochemical test and who have no subsequent record of a faecal immunochemical test result up to and including the achievement date,PCA
1bf76b2e4d__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/74/72698E/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202505,202603,FITNIDAT,Patients with a faecal immunochemical test not indicated code and who have no subsequent record of a faecal immunochemical test result up to and including the achievement date,PCA
1bf76b2e4d__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/74/72698E/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202505,202603,HLTHAPDEC,Patient chose not to receive a learning disability health action plan in the 12 months leading up to and including the payment period end date.,PCA
1bf76b2e4d__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/74/72698E/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202505,202603,HLTHCHKDEC,Patient chose not to receive a learning disability health check in the 12 months leading up to and including the PPED,PCA
1bf76b2e4d__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/74/72698E/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202505,202603,MEDRVWDEC,Patient chose not to receive a structured medication review in the 12 months leading up to and including the payment period end date.,PCA
1bf76b2e4d__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/74/72698E/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202505,202603,PALCARDAT2,"Patients who have a palliative care code recorded on or after 1 April 2008 and who have not been subsequently identified as no longer requiring palliative care, up to and including the achievement date.",PCA
1bf76b2e4d__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/74/72698E/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202505,202603,STRMEDRVDC,Patients who chose not to receive a structured medication review in the 12 months up to and including the payment period end date.,PCA
de4f2e52df__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/35/F10F2D/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202508,202508,MI Count,Management information count for indicator,
de4f2e52df__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/35/F10F2D/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202508,202508,Denominator,Denominator count for indicator,
de4f2e52df__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/35/F10F2D/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202508,202508,Numerator,Numerator count for indicator,
de4f2e52df__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/35/F10F2D/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202508,202508,CARHOMDEC1,"Patients who have the registration with general practitioner practice aligned to care home declined code, recorded up to and including the achievement date.",PCA
de4f2e52df__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/35/F10F2D/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202508,202508,DOAC3MDAT1,Patient prescribed earliest direct-acting oral anti-coagulant (DOAC) on or after quality service start date in the 3 months up to and including the quality service end date,PCA
de4f2e52df__NCDes_v7.0_Data_Dictionary_25_26.xlsx,c5f1bbd53060cfff86ecb62607f66353bb799409acae3378a9493f247c62dbff,https://files.digital.nhs.uk/35/F10F2D/NCDes_v7.0_Data_Dictionary_25_26.xlsx,202508,202508,DOAC9MDAT1,Patients whose latest prescription for a direct-acting oral anticoagulant (DOAC) on or after the quality service start date is 9 months or more prior to the reporting period end date.,PCA
