dictionary_file,dictionary_sha256,dictionary_url,first_release_period,last_release_period,MEASURE,MEASURE_DESCRIPTION,MEASURE_TYPE
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,NOBP_DAT,Patient has not had blood pressure recorded between quality service start date up to and including achievement date,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,NOCHOL2930,Patients with no total cholesterol reading of greater than 7.5 mmol/L recorded whilst aged 29 years or younger and no total cholesterol reading of greater than 9.0 mmol/L recorded whilst aged 30 years or older,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,NOCOAGPLAT,Patients who have not been prescribed an oral anticoagulant and an antiplatelet (including aspirin) within 28 days of each other in the 3 months up to and including the achievement date.,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,NOCVDDIAG,"Patients without a diagnosis of stroke, TIA, coronary heart disease or peripheral arterial disease recorded up to and including the achievement date.",Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,NOIRREGPLS,Patient with no irregular pulse code between quality service start date up to and including achievement date,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,NOLIT3M6M,Patient has no lithium prescription in either the 3-6 months prior to the achievement date and/or no lithium prescription in the 3 months up to and including the achievement date,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,NOMEDERR1,Patients who have not had a specified medication error on or after the quality of service start date and upto and including the achievement date,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,NOMETH3M6M,Patient has no methotrexate prescription in either the 3-6 months prior to the achievement date and/or no methotrexate prescription in the 3 months up to and including the achievement date,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,NONSAID3M,Patients who have not been prescribed an oral non-steroidal anti-Inflammatory drug (NSAID) in the 3 months up to and including the achievement date.,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,NOPQSACSAL,Patients with no oral anticoagulant prescription in the 3 months prior to the quality service start date and no anti-platelet prescription in the 3 months prior to the quality service start date,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,NOPQSNSDAC,Patients with no non-steroidal anti-inflammatory drug prescription in the 3 months prior to the quality service start date and/or no oral anticoagulant prescription in the 3 months prior to the quality service start date,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,NOPQSSAL,Patients with no aspirin prescription in the 3 months prior to the quality service start date and/or no non-aspirin anti-platelet prescription in the 3 months prior to the quality service start date,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,NURSHOME,"Patients whose latest housing status was not recorded as a permanent resident in a residential or nursing home or temporary resident in a care home, up to and including the achievement date.",Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,P_AGE18_64,Patient age is less than 18 years or greater than 65 years at the quality service end date.,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,P_AGE2_4,Patient age is less than 2 years or greater than 4 years the day before the flu service started (31 August),Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,P_AGE25_84,"Patients who are not aged between 25 and 84 years inclusive, at the quality service end date.",Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,PALCARDAT2,"Patients who have a palliative care code recorded on or after 1 April 2008 and who have not been subsequently identified as no longer requiring palliative care, up to and including the achievement date.",PCA
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,PALCARE,Patients who have a palliative care code recorded between 1 April 2008 and up to and including the achievement date and have not been subsequently identified as no longer requiring palliative care.,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,PAT_AGEU14,Patient age is less than 14 years at the quality service end date.,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,PAT_AGEU16,Patient age is less than 16 years at the quality service end date,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,PAT_AGEU18,Patient age is less than 18 years at the quality service end date.,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,PAT_AGEU45,Patient age is under 45 years,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,PAT_AGEU65,Patients aged under 65 years on the quality service end date,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,PAT_AGEU75,Patient age is less than 75 years at the quality service end date.,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,PAT_ETHWNS,Patient from white ethnic grouping or has no ethnicity stated,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,PCSPDEC,"Patient chose not to receive a personalised care and support plan, in the 12 months leading up to and including the payment period end date.",PCA
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,PEPULCB3M,Patients who have not had a upper gastrointestinal (GI) bleed code or a peptic ulceration code recorded at least 3 months before the achievement date.,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,PRELAT6M,"Patients whose first “high” blood pressure reading from 1 April 2020 to the day before the quality of service start date, was in the 6 months up to the quality of service start date and received clinically appropriate follow-up prior to the quality service start date.",Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,QRISKVAL10,"Patients whose latest QRISK2 or QRISK3 score was under 10%, recorded at any point leading up to the achievement date.",Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,QRISKVAL20,"Patients whose latest QRISK2 or QRISK3 score was 20% or under, recorded at any point leading up to the achievement date.",Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,REGL3M_DAT,Patients registered within 3 months of end of payment period,PCA
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,SEVFRAIL2,Patients whose latest frailty diagnosis is not severe frailty or who have no frailty diagnosis and have a Canadian Study of Health and Aging Clinical Frailty Scale that is not 7 or 8,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,SMOKORDEC,Patient has a smoking status or declined to provide their smoking status,PCA
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,SOCPRESDEC,Patients who chose not to accept a referral to a social prescribing service up to and including the achievement date,PCA
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,STATDECAW,Patients who chose not to receive a statin prescription anywhere in the patient record.,PCA
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,STATINTOL,Patients who have a statin intolerance anywhere in the patient record,PCA
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,STATLLTDEC,"Patients who have declined or are clinically unsuitable for all statins, ezetimibe and bempedoic acid",PCA
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,STRMEDRVDC,Patients who chose not to receive a structured medication review in the 12 months up to and including the payment period end date.,PCA
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,TXSTAT_DAT,Patients who have an expiring statin contraindication recorded in the 12 months leading up to and including the payment period end date.,PCA
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,UNRESAFIB,Patients with unresolved atrial fibrillation,Exclusion
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,XFLU_DAT,Persisting Flu vaccine contraindications recorded up to and including the achievement date.,PCA
2ea73027fe__NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,437a621d39b9ffdc884153308514af8d2f57d23e8873849c4ad270df427a2a5a,https://files.digital.nhs.uk/03/49DC1C/NCDes_Data_Dictionary_23_24_phase_2_v1.0.xlsx,202307,202403,XSTAT_DAT,Patients who have a persisting statin contraindication.,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,MI Count,Management information count for indicator,
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,Denominator,Denominator count for indicator,
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,Numerator,Numerator count for indicator,
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,ABPDEC12M,Patients who chose not to undertake ambulatory blood pressure monitoring or home blood pressure monitoring in the 12 months up to and including the payment period end date.,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,ABPDEC24M,"Patients whose first “high” blood pressure reading from 1 April 2020 to the day before the quality of service start date, was in the 6 months up to the quality of service start date and chose not to undertake ambulatory blood pressure monitoring or home blood pressure monitoring in the 24 months up to and including the payment period end date.",PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,AST_DAT9M,Patients who have an asthma diagnosis in the 9 months leading up to and including the payment period end date.,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,BPDEC1,Patient chose not to have their blood pressure recorded in the 5 years leading up to and including the payment period end date,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,BPLAT6M,Patients who had a high blood pressure reading in the 6 months up to and including the payment period end date and either (i) their latest blood pressure reading from 1 April 2020 and prior to the quality service start date was not high or (ii) they did not have a blood pressure reading from 1 April 2020 and prior to the quality service start date.,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,CARHOMDEC1,"Patients who have the registration with general practitioner practice aligned to care home declined code, recorded up to and including the achievement date.",PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,CHOLMX_DAT,Patients who are receiving maximum tolerated cholesterol lowering treatment in the 12 months leading up to and including the payment period end date.,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,DECTESTQR,Patient's who declined a cholesterol test or a blood pressure test or their smoking status in the 12 months up to and including their latest QRISK score.,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,DOAC3MDAT1,Patient prescribed earliest direct-acting oral anti-coagulant (DOAC) on or after quality service start date in the 3 months up to and including the quality service end date,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,DOAC9MDAT1,Patients whose latest prescription for a direct-acting oral anticoagulant (DOAC) on or after the quality service start date is 9 months or more prior to the reporting period end date.,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,FAECIMMDEC,Patients who have chosen not to receive a faecal immunochemical test and who have no subsequent record of a faecal immunochemical test result up to and including the achievement date,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,FAMHYPRDEC,Patients who chose not to be referred for a familial hypercholesterolemia assessment in the 12 months up to and including the payment period end date.,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,FITNIDAT,Patients with a faecal immunochemical test not indicated code and who have no subsequent record of a faecal immunochemical test result up to and including the achievement date,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,FLUDEC_DAT,Patient either did not receive a flu vaccination or did not consent to a flu vaccination in the 12 months leading up to and including the payment period end date.,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,FLUEXPCON,Patient has flu vaccine expiring contraindication recorded on or after the service start date and up to and including the achievement date.,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,FLUINVITE1,"Patient has not responded to at least two flu vaccination invitations using their preferred method of communication, made at least 7 days apart, in the flu season.",PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,HLTHAPDEC,Patient chose not to receive a learning disability health action plan in the 12 months leading up to and including the payment period end date.,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,HLTHCHKDEC,Patient chose not to receive a learning disability health check in the 12 months leading up to and including the PPED,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,MEDRVWDEC,Patient chose not to receive a structured medication review in the 12 months leading up to and including the payment period end date.,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,MILDINTAST,Patients who have a diagnosis of mild asthma which has not been superseded by a more severe asthma diagnosis and have an ‘inhaled corticosteroid not indicated’ code recorded in the 12 months leading up to and including the payment period end date and also have have been prescribed less than 3 SABA prescriptions in the 12 months up to and including the achievement date if 18 years and over or have been prescribed less than 4 SABA prescriptions in the 12 months up to and including the achievement date if under 18 years.,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,PALCARDAT2,"Patients who have a palliative care code recorded on or after 1 April 2008 and who have not been subsequently identified as no longer requiring palliative care, up to and including the achievement date.",PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,PCSPDEC,"Patient chose not to receive a personalised care and support plan, in the 12 months leading up to and including the payment period end date.",PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,REGL3M_DAT,Patients registered within 3 months of end of payment period,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,SMOKORDEC,Patient has a smoking status or declined to provide their smoking status,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,SOCPRESDEC,Patients who chose not to accept a referral to a social prescribing service up to and including the achievement date,PCA
99ae18064c__NCDes_v6.0_Data_Dictionary_24_25.xlsx,435142f87550cd66d78586ed77440f5681e8ed49ae68d712eb1f151d0dbc1455,https://files.digital.nhs.uk/9C/F32D29/NCDes_v6.0_Data_Dictionary_24_25.xlsx,202404,202408,STATDECAW,Patients who chose not to receive a statin prescription anywhere in the patient record.,PCA
