gp_code,sat_24,cont_24,n_24,sat_25,cont_25,n_25,sd_24,oc_24,sd_25,oc_25,rural,imd_score,log_list,gp_per10k,nurse_per10k,dpc_per10k,merged_recent,dispensing_f,region,d_sat,d_cont,d_sd,d_oc,w
M83701,91.07490752155711,61.87251149093031,87.0,89.2651326,76.0359949,88.0,44.61960527393334,17.40908597960493,50.01089942015085,15.48014423725113,0.0,23.0,8.424895137269871,10.29427892670444,6.433924327545238,4.328276367757265,0.0,0.0,MIDLANDS,-1.809774921557107,14.163483409069698,5.391294146217511,-1.9289417423538016,87.0
M83723,65.0909843249665,12.4153356012528,100.0,65.04594970000001,31.6251807,113.0,58.1190243902439,113.08059776444321,52.57288048738826,91.37015160144227,0.0,32.69,10.07603581141677,8.495962468311602,7.2707127304092944,6.109418335968921,1.0,0.0,MIDLANDS,-0.045034624966490355,19.209845098747202,-5.54614390285564,-21.710446163000938,100.0
M83006,58.669416770261094,32.9545947568725,107.0,63.2657444,15.809034,97.0,54.03757465113088,0.14108715463856755,43.89330588485838,104.38195440897941,0.0,10.59,10.338646297376703,13.201606772657408,7.7832007558851295,7.455305379533504,0.0,0.0,MIDLANDS,4.596327629738909,-17.145560756872502,-10.144268766272504,104.24086725434084,97.0
M83018,79.39264040073351,22.914276864400097,114.0,81.8327815,54.114630399999996,120.0,46.86308290907683,0.08817280949085422,49.75466346452454,18.10699057263818,0.0,11.82,9.069295106494067,8.47486901951753,7.062390849214117,2.026599113362888,0.0,0.0,MIDLANDS,2.4401410992664836,31.2003535355999,2.8915805554477103,18.018817763147325,114.0
M83031,88.9567294793402,43.3210215183191,98.0,85.0720984,31.831980700000003,102.0,37.760308922907186,0.02588795754703085,36.343705425537536,3.094522240960604,0.0,10.7,8.755960716963374,10.165264304222838,6.552815006366417,2.5203134639870832,0.0,0.0,MIDLANDS,-3.8846310793401955,-11.489040818319097,-1.4166034973696497,3.068634283413573,98.0
M83032,62.6363106741557,21.279072711119202,127.0,61.7053118,13.5099403,112.0,44.035812492669386,85.28262197823149,45.792838402128524,175.40189609882998,0.0,19.09,9.550211587423297,12.452839142680872,6.473198396412216,6.150487625465677,0.0,0.0,MIDLANDS,-0.9309988741557049,-7.769132411119202,1.7570259094591378,90.11927412059849,112.0
M83062,53.554928070086305,7.95831329700115,110.0,50.2090822,21.0989545,114.0,38.161132119090475,0.09190395826777485,37.267080745341616,0.36592898324392037,0.0,19.35,9.450891527945426,9.80751339753921,5.660599866346948,4.402688784936514,0.0,1.0,MIDLANDS,-3.3458458700863076,13.14064120299885,-0.8940513737488587,0.2740250249761455,110.0
M83072,79.3606346796877,33.514024049185394,116.0,68.303471,31.619281,102.0,37.565038207263676,0.05892508180038963,48.10865020622634,4.301110998122221,0.0,14.87,9.3813973318698,11.10213713471033,5.685912336940873,2.269870143201276,0.0,0.0,MIDLANDS,-11.057163679687704,-1.8947430491853936,10.543611998962668,4.242185916321831,102.0
M83088,77.5128794113111,42.7230636259389,111.0,86.4614448,49.1401544,111.0,35.51398313146046,0.0,34.11206832344398,0.6828372999939084,0.0,19.1,9.642344625265965,11.558301459524674,5.2533244961886165,11.036512462061989,0.0,0.0,MIDLANDS,8.948565388688891,6.417090774061101,-1.4019148080164854,0.6828372999939084,111.0
M83093,72.4353379046733,39.0600077637371,132.0,82.58778570000001,31.381724900000002,121.0,35.276752767527675,5.361808940616688,43.0887439600771,82.58677681020559,0.0,12.38,8.76941646583061,16.32885654177405,7.252664705684275,0.0,0.0,0.0,MIDLANDS,10.152447795326708,-7.6782828637370955,7.811991192549428,77.22496786958891,121.0
M83097,83.46945393133281,32.9145577335526,122.0,87.6135726,37.900180399999996,127.0,39.536481594038214,0.39223012813002356,39.497377280200425,2.8952437660483863,0.0,14.79,9.108187668745192,26.34498416827416,5.936481859211607,4.164397722133516,0.0,0.0,MIDLANDS,4.14411866866719,4.985622666447398,-0.03910431383778956,2.5030136379183627,122.0
M83110,50.9655964055404,30.9307908416181,108.0,61.62898020000001,13.583188800000002,107.0,47.318835569077585,0.23455783466756094,47.92126537785589,24.51874731196315,0.0,22.11,9.666546121787531,10.23187533292144,2.213667496158294,13.569274804429448,0.0,0.0,MIDLANDS,10.663383794459605,-17.3476020416181,0.6024298087783038,24.284189477295588,107.0
M83111,61.747000447727196,43.050514842381396,97.0,72.475407,71.4180124,95.0,32.062733693394264,2.786031996809172,33.16866619618913,8.210734267597617,0.0,23.01,7.782216564582452,8.341732995029718,0.0,0.0,0.0,0.0,MIDLANDS,10.728406552272808,28.3674975576186,1.1059325027948645,5.424702270788446,95.0
M83113,68.8444982446552,68.1873127887466,101.0,74.5281403,55.2742254,123.0,39.74150397686189,0.34810765323887,43.7904468412943,1.7824102539762814,0.0,25.36,7.810690555809134,8.107560299979733,2.810620906695493,2.162016082697116,0.0,0.0,MIDLANDS,5.683642055344805,-12.913087388746597,4.048942864432405,1.4343026007374113,101.0
M83117,82.25746694143909,52.6938921490991,86.0,66.0607979,28.7477111,100.0,55.06754566086675,0.27339788642219404,52.62553483116931,110.01041553117615,0.0,21.31,9.058024119668556,8.011955825553637,9.34728179686742,6.086602099256643,0.0,0.0,MIDLANDS,-16.196669041439094,-23.9461810490991,-2.4420108296974377,109.73701764475396,86.0
M83125,84.7094815004485,54.864254270827,113.0,78.1642154,80.7569591,117.0,39.479344768628316,0.024567610062893073,39.81632117554447,0.38804016842475786,1.0,19.25,8.142960241989023,4.652402529743876,3.954542150282295,17.75666965325063,0.0,1.0,MIDLANDS,-6.545266100448501,25.892704829173006,0.3369764069161576,0.36347255836186476,113.0
M83132,76.92724722993201,36.9513662286321,123.0,79.7555198,39.1280196,114.0,40.07810153199159,0.0724617535352529,39.45204657304045,4.155631526946425,0.0,10.96,8.647929013405292,20.2164375548406,2.3398654589061127,6.036852880959345,0.0,0.0,MIDLANDS,2.8282725700679947,2.1766533713679053,-0.6260549589511442,4.083169773411172,114.0
M83148,62.2418572747523,22.2546951836735,113.0,80.47472289999999,46.8035484,110.0,55.74493569208247,99.38023577495689,56.63972653799649,137.02226987289157,0.0,20.67,9.580287680454598,13.483844599612016,8.372141216562378,8.712921443250305,0.0,0.0,MIDLANDS,18.23286562524769,24.548853216326496,0.8947908459140166,37.64203409793468,110.0
M83617,82.0305967674947,18.2905674520251,97.0,87.4054753,34.1329814,103.0,36.42516573593286,14.114319297060566,35.03294287284694,25.932327003446776,0.0,14.34,10.056827189271122,14.650405636712623,7.251593256104056,5.826734135459818,0.0,0.0,MIDLANDS,5.374878532505306,15.842413947974897,-1.3922228630859195,11.81800770638621,97.0
M83668,86.5038650715682,58.0302294010856,108.0,94.7020875,56.4668076,105.0,50.60861071455406,1.3282551556964333,52.584109269052334,6.117957966610894,0.0,12.93,8.550805256750346,5.157048233227506,4.022497622923079,0.0,0.0,0.0,MIDLANDS,8.198222428431805,-1.563421801085596,1.975498554498273,4.789702810914461,105.0
M83693,63.2591213673853,28.035684130096598,117.0,77.4840081,39.7006386,118.0,40.39727174823501,0.0,50.841002856236116,41.89266613701785,0.0,21.03,8.870826848660721,25.988250987899924,4.793222085332459,2.022140566854682,0.0,0.0,MIDLANDS,14.2248867326147,11.6649544699034,10.443731108001103,41.89266613701785,117.0
M83715,89.8651900598525,60.9769626713916,135.0,93.40980049999999,63.9351231,113.0,54.01158286915784,1.0471854038505988,52.957798847369396,9.562887089009754,1.0,21.58,8.51047064565541,22.765864629014395,0.0,7.194872312493708,0.0,0.0,MIDLANDS,3.544610440147494,2.9581604286084016,-1.053784021788445,8.515701685159156,113.0
M83009,71.3810672487447,25.1412959164793,124.0,56.7084139,29.128754299999997,134.0,23.274606367482832,18.107633466447247,31.64327611092344,44.23835521315248,1.0,16.35,9.303762406719631,7.650795820297378,2.5016887911287204,8.37944304028053,0.0,1.0,MIDLANDS,-14.672653348744703,3.9874583835206963,8.36866974344061,26.130721746705234,124.0
M83020,76.1556143682415,19.7491784308394,103.0,85.9362199,31.940895800000003,113.0,32.39731694864527,9.44877445018703,37.10427426688859,10.949338798900067,0.0,11.95,9.179881164491476,12.536082474226804,3.5738831608247423,1.209621993814433,0.0,0.0,MIDLANDS,9.780605531758496,12.191717369160603,4.706957318243319,1.5005643487130378,103.0
M83022,67.7684669615408,26.967165460428,110.0,66.0341746,24.6409278,109.0,45.793339544558314,2.3168670049117273,45.021698190452796,4.979074989113913,1.0,9.23,8.983335207555587,11.644881313395375,1.9408135513960048,4.35009934037436,0.0,1.0,MIDLANDS,-1.7342923615407955,-2.3262376604279993,-0.7716413541055189,2.662207984202186,109.0
M83036,72.0607046886978,39.974863862855095,103.0,75.4997759,37.767033100000006,118.0,46.53444129622134,2.0731271231157535,48.50780184820482,3.4210179990845133,0.0,21.3,9.112993953778208,8.626881848092662,7.407067209214745,3.2626367469160185,0.0,0.0,MIDLANDS,3.439071211302206,-2.207830762855089,1.9733605519834825,1.3478908759687598,103.0
M83044,76.4413338188739,37.1431384958698,94.0,81.1023295,30.823832099999997,115.0,44.643243410277805,8.60895139927585,45.74409922364372,8.820301361208577,0.0,17.63,9.49009737385001,9.918292522348285,2.721482704095453,7.640310702104739,0.0,0.0,MIDLANDS,4.660995681126096,-6.319306395869802,1.1008558133659179,0.2113499619327257,94.0
M83045,67.5207942013012,20.6364429677857,108.0,79.7563295,39.4770332,104.0,51.77994055978314,12.918784631413004,47.69258336184007,12.809621339192622,1.0,12.1,9.265041602746267,15.274523264455963,2.070265963218064,3.5598475703566947,0.0,0.0,MIDLANDS,12.235535298698807,18.8405902322143,-4.087357197943071,-0.10916329222038179,104.0
M83049,50.7368403848136,14.4612161122245,103.0,50.2533689,10.1027561,91.0,54.9263431542461,144.34544918058347,63.69851522523278,181.86216253102168,0.0,14.2,9.219523081550836,8.89923786469816,2.7876175619906363,3.197172747405187,0.0,0.0,MIDLANDS,-0.4834714848135988,-4.3584600122245,8.772172070986684,37.51671335043821,91.0
M83050,60.775295055901005,9.88765777209125,117.0,77.4293531,43.3440039,118.0,38.54851481501943,4.039899635628859,37.69761822575078,8.445125903811395,0.0,17.26,9.2352524726724,13.915644532663563,7.985239011924212,1.560633031773513,0.0,0.0,MIDLANDS,16.654058044098996,33.456346127908745,-0.8508965892686504,4.405226268182536,117.0
M83052,86.0108513966678,68.95248096219831,98.0,88.64207809999999,40.8553712,125.0,42.62890200341668,0.7935589505905075,41.08563760418832,8.320505610170072,0.0,10.2,9.995614641374312,8.390300994448268,6.042821504402249,3.4777189626122422,0.0,1.0,MIDLANDS,2.6312267033321888,-28.097109762198308,-1.543264399228356,7.526946659579564,98.0
M83057,84.5015464508773,44.2158614176387,109.0,68.4720973,17.2880398,110.0,48.64537206008091,4.434084611009889,42.30325639674788,2.559481604350698,0.0,18.21,9.270549221096616,10.5957770687423,5.122129198804209,15.667689313989344,0.0,0.0,MIDLANDS,-16.029449150877298,-26.9278216176387,-6.342115663333033,-1.8746030066591914,109.0
M83069,77.8597808272613,38.8125370695468,110.0,83.2267643,29.7839925,129.0,28.330381988363268,295.58798161570485,28.408006444816262,306.49116486529306,0.0,11.95,9.66302297969346,7.777894363523632,10.5477920325591,6.206578592391218,0.0,0.0,MIDLANDS,5.366983472738696,-9.0285445695468,0.07762445645299465,10.90318324958821,110.0
M83070,83.0497683402816,28.586715159645397,126.0,80.5228027,13.000246100000002,118.0,47.907592214809505,2.8502578726271293,41.246250800390925,31.50808898234359,1.0,11.25,9.022051043402437,26.590211755545496,8.015693375584728,10.751974245963485,0.0,1.0,MIDLANDS,-2.5269656402816025,-15.586469059645395,-6.66134141441858,28.65783110971646,118.0
M83092,92.99295102321899,61.1458578380899,120.0,90.9566358,56.9942595,125.0,35.210078432243876,108.66137021974875,39.54477481501622,106.9274289549755,1.0,12.27,9.05882926097554,17.12806291149919,4.126870229712302,14.987055047561793,0.0,1.0,MIDLANDS,-2.036315223218992,-4.151598338089904,4.334696382772343,-1.7339412647732502,120.0
M83004,72.27045165627321,30.748304687123003,100.0,74.2766004,51.4134586,123.0,63.714402507153565,238.39516267482816,60.829307568438004,260.94360827145005,0.0,27.56,9.129157431150498,13.766799527127793,8.907929106043762,2.1691385808410835,0.0,0.0,MIDLANDS,2.006148743726797,20.665153912876995,-2.885094938715561,22.54844559662189,100.0
M83014,81.8745930811281,22.0134061227517,98.0,77.6374481,28.190938799999998,102.0,71.09478758464641,4.523287074872366,67.7314253904843,8.979637091079907,0.0,25.96,9.21537766349345,13.57146410626337,5.333068006566837,5.598394772399383,0.0,0.0,MIDLANDS,-4.237144981128097,6.177532677248298,-3.3633621941621072,4.456350016207541,98.0
M83021,76.4725395179903,9.957996678410359,156.0,67.2520007,13.994410700000001,113.0,46.67566514527441,0.28508113945705693,47.15844984056905,9.474890177227515,0.0,39.34,9.226599145534609,19.75616355243632,5.588396861446129,3.410758647175056,0.0,0.0,MIDLANDS,-9.220538817990303,4.036414021589643,0.4827846952946402,9.189809037770457,113.0
M83028,61.08551751861639,26.231874204444,104.0,75.2222453,39.2803613,104.0,55.190701198237534,33.23963808365724,62.90563119666381,219.13091831866976,0.0,37.98,9.349855907183995,12.728933217459373,7.282953770929069,1.1829001348158243,0.0,0.0,MIDLANDS,14.136727781383605,13.048487095556002,7.714929998426278,185.89128023501252,104.0
M83038,83.1778330961742,35.6262847273779,99.0,87.5657505,12.686388200000001,99.0,51.183124760915895,4.362779377130446,48.32230710186776,10.485626534216374,0.0,24.25,9.24445190160495,14.071711607229153,9.664637092877165,3.582358816081956,0.0,0.0,MIDLANDS,4.387917403825796,-22.939896527377897,-2.860817659048138,6.122847157085928,99.0
M83047,60.2213915097892,24.318644895459197,110.0,79.2264797,44.2205371,113.0,50.9212730318258,0.0,54.08553723206122,0.24609333134046474,0.0,25.12,8.81435518706715,10.381119832594536,7.330180036155618,2.0603749278125854,0.0,0.0,MIDLANDS,19.0050881902108,19.901892204540804,3.164264200235422,0.24609333134046474,110.0
M83061,85.4528734855876,53.7770022692307,96.0,82.47967419999999,54.4611612,107.0,44.76062504063631,63.08678119818143,56.817020076498686,65.530219064848,0.0,21.55,9.001397594021357,10.121902374991013,6.244030685302906,4.863771270475389,0.0,0.0,MIDLANDS,-2.9731992855876115,0.6841589307692999,12.056395035862373,2.443437866666571,96.0
M83066,91.698817066247,24.2294321750922,109.0,97.26954359999999,49.1156916,117.0,55.85620841952256,38.09454065758815,67.1995515261642,204.2432581520284,0.0,19.55,8.986071187374463,26.162766442247527,5.9066449755975485,3.837650689525717,0.0,0.0,MIDLANDS,5.570726533752989,24.8862594249078,11.34334310664164,166.14871749444026,109.0
M83068,87.1739927788156,50.7631537764332,104.0,75.1178743,47.8606469,88.0,42.97270652423461,0.2981336172554388,41.80819248413332,2.5112733607089965,0.0,33.44,9.612009395173583,8.36948884060719,7.387992281867966,1.677466846161568,0.0,0.0,MIDLANDS,-12.056118478815605,-2.9025068764332005,-1.1645140401012881,2.213139743453558,88.0
M83075,76.0976425151605,59.90800143932729,94.0,73.2181566,21.4706432,117.0,58.13893208916537,0.12100757750510553,55.4419234096496,14.919841723065629,0.0,39.59,9.920795239991316,9.728817723739713,2.8830009415618987,3.852737622343257,0.0,0.0,MIDLANDS,-2.879485915160501,-38.437358239327295,-2.6970086795157755,14.798834145560523,94.0
M83076,65.1716102635221,24.375772712387402,118.0,63.7130435,10.6704937,110.0,38.784210355039214,41.91407046723715,37.96267971856837,10.549745497086624,0.0,39.55,9.09078702023457,10.89126392306392,3.516219312909709,13.16328255489397,0.0,0.0,MIDLANDS,-1.4585667635221,-13.705279012387402,-0.8215306364708468,-31.364324970150527,110.0
M83090,89.504419892042,71.9655197244274,110.0,85.59735739999999,74.8528917,111.0,45.067809884991135,0.20847896839007338,42.6314782941289,7.274944946141332,0.0,31.49,8.571791850395844,13.63485726008806,5.302444490034246,0.0,0.0,0.0,MIDLANDS,-3.9070624920420016,2.8873719755726057,-2.4363315908622383,7.066465977751259,110.0
M83094,74.61184219066939,29.4389350549456,94.0,75.63892519999999,41.354008,83.0,34.797090820193134,201.74734868263738,34.02533048121759,222.79786365506092,0.0,31.58,9.584767640161171,4.74959741912561,13.221852275141975,7.225256306110636,0.0,0.0,MIDLANDS,1.027083009330596,11.915072945054401,-0.7717603389755467,21.050514972423542,83.0
M83100,94.0309419546041,58.8974256719468,103.0,98.8168467,88.2230132,123.0,38.2436882546652,0.260344375233875,33.84907013678979,3.2140403702265594,0.0,27.8,8.336330569858527,11.247578536936071,13.548219598586064,4.729095522137679,0.0,0.0,MIDLANDS,4.7859047453958965,29.325587528053198,-4.39461811787541,2.9536959949926844,103.0
M83102,88.1205218062021,64.8094302243565,104.0,94.38471,42.4093972,110.0,39.86250968241673,0.7058786393772204,40.80934739241949,2.0648683640816654,0.0,44.03,8.875322077868107,4.77172380945724,10.456785377276065,0.0,0.0,0.0,MIDLANDS,6.264188193797892,-22.400033024356503,0.946837710002761,1.3589897247044451,104.0
M83123,80.9665045482061,49.0383176975992,92.0,88.7890723,26.2432381,105.0,53.5287415383928,7.723730953674592,51.53425809163514,9.964122741429911,0.0,31.09,9.183491477947712,19.72248140214516,3.8623192747879234,0.0,0.0,0.0,MIDLANDS,7.822567751793898,-22.795079597599198,-1.9944834467576626,2.2403917877553186,92.0
M83126,92.398547079321,60.125684098071,92.0,92.1203756,35.4710609,114.0,60.604443832504344,1.564999717461493,61.31317753617471,4.7363491958287325,0.0,31.8,9.041379166884065,6.851842714687455,7.893828012432778,5.9361586667324495,0.0,0.0,MIDLANDS,-0.27817147932100283,-24.654623198071,0.7087337036703687,3.1713494783672393,92.0
M83127,65.3024738382062,14.5013294333982,103.0,72.3545082,33.376116700000004,105.0,40.657889773284545,0.0,50.32535440390425,2.5178279275993347,0.0,43.94,8.851042944713026,8.555741227978038,1.069467652423013,1.8333731200763903,0.0,0.0,MIDLANDS,7.052034361793801,18.874787266601807,9.667464630619705,2.5178279275993347,103.0
M83138,89.7171704910798,55.7091445062317,107.0,87.6944882,56.0389423,118.0,50.64231469871537,0.20614389293941895,55.07162463544347,9.152154922605785,0.0,14.0,8.840736976505687,24.466661040749628,4.553731864304579,0.0,0.0,0.0,MIDLANDS,-2.0226822910798035,0.3297977937683001,4.429309936728103,8.946011029666366,107.0
M83143,93.4709771013828,65.5244867086947,111.0,89.0076777,58.8905016,86.0,41.679728317659354,0.1130252603623465,39.90539147310328,1.3134483232468723,0.0,33.37,8.585054311603109,12.857209601171103,9.916994999766404,0.0,0.0,0.0,MIDLANDS,-4.463299401382798,-6.633985108694695,-1.7743368445560748,1.2004230628845258,86.0
M83146,65.7252977487781,20.7091473376368,116.0,66.42324509999999,13.8713316,110.0,59.47743624359966,206.3658287170808,61.5184342284934,239.30422944005636,0.0,42.66,9.534312183778622,5.506500395267398,11.176942132804545,5.072538017394658,0.0,0.0,MIDLANDS,0.6979473512218846,-6.8378157376368005,2.0409979848937354,32.93840072297556,110.0
M83601,81.72551506508789,24.0233795687463,109.0,76.3851516,30.2610706,112.0,56.18192974382574,0.013774104683195593,56.98943977089672,1.4596643597464158,0.0,10.65,8.697846691109495,13.400111295492488,3.33889816360601,0.0,0.0,0.0,MIDLANDS,-5.34036346508789,6.2376910312537,0.8075100270709825,1.4458902550632202,109.0
M83619,86.4146118250482,57.693778700916795,123.0,94.421723,75.7990006,118.0,38.686001775673276,0.09907897004430337,35.456051173682106,2.3806405647033166,0.0,28.21,8.16935999614079,15.740728239208932,3.473910271163241,0.0,0.0,0.0,MIDLANDS,8.007111174951802,18.105221899083205,-3.2299506019911703,2.281561594659013,118.0
M83624,96.4973487110614,67.6397713850442,92.0,92.8796633,66.62719820000001,104.0,44.59612552396057,0.13603994224149427,47.02790771009618,5.09947335220673,0.0,39.3,8.158015117259387,8.249194414607949,3.9718343458646617,0.0,0.0,0.0,MIDLANDS,-3.6176854110614016,-1.0125731850441895,2.4317821861356066,4.963433409965236,92.0
M83625,85.1574923177876,46.5329791235882,118.0,69.9001354,23.5491177,128.0,54.63836305941569,3.1240710555044373,51.87221396731055,5.0645169351960915,0.0,38.26,9.333103578561808,9.151348084673556,0.7547503580641832,2.264251072423604,0.0,0.0,MIDLANDS,-15.257356917787604,-22.9838614235882,-2.766149092105138,1.9404458796916542,118.0
M83627,76.3787607669741,40.9612657646087,131.0,64.3373854,44.6356373,140.0,59.958147105174774,19.392457640564253,43.86595605611142,36.691577177380005,0.0,42.4,9.042385123811377,2.523485170384536,2.2711366526363523,0.6308712931875758,0.0,0.0,MIDLANDS,-12.041375366974094,3.674371535391302,-16.092191049063352,17.299119536815752,131.0
M83632,84.8858389307307,59.9774335077618,95.0,96.86641900000001,61.898517,106.0,50.900181892423625,0.016616816218012625,50.26079236488736,0.5108791390406134,0.0,13.18,8.554199917045333,9.12273939288812,6.167485785872603,2.466994314349041,0.0,1.0,MIDLANDS,11.980580069269308,1.9210834922381963,-0.6393895275362667,0.4942623228226008,95.0
M83650,84.3883955351193,39.935080197922204,101.0,64.6964982,29.762558900000002,103.0,42.72002315186983,0.8129166052950008,46.65907635380346,3.3998078890930135,0.0,35.36,9.516733790218511,13.347891696090098,4.593245083485665,2.6892075913680364,0.0,0.0,MIDLANDS,-19.691897335119307,-10.172521297922202,3.939053201933625,2.5868912837980127,101.0
M83661,64.45182202903919,22.8730055080093,92.0,68.3690848,36.142892599999996,101.0,48.39912071107713,0.050754451381975006,47.49811204654155,5.824627159529071,0.0,35.14,8.824604359049014,7.60840257960144,4.078731278770498,9.02027109934554,0.0,0.0,MIDLANDS,3.9172627709608037,13.269887091990697,-0.9010086645355813,5.773872708147096,92.0
M83682,76.2450156385163,53.1579444672715,90.0,87.3986962,71.6816303,102.0,50.44122980215175,0.028262971570460458,53.937376080206505,3.2482671246619748,0.0,41.77,8.697707560674488,6.411576459162376,4.452483649923472,2.9831640450813968,0.0,0.0,MIDLANDS,11.153680561483696,18.523685832728496,3.496146278054752,3.2200041530915144,90.0
M83709,95.3621179397234,60.2717198354496,111.0,93.3085229,28.500374499999996,105.0,36.49758966740442,2.3237234349082305,34.42215623295558,14.56642127563635,0.0,15.58,8.673726744231004,10.58047230236436,2.6451180743084355,3.922071630253538,0.0,0.0,MIDLANDS,-2.0535950397234046,-31.771345335449606,-2.07543343444884,12.24269784072812,105.0
M83711,94.62595709051391,57.222541017360896,85.0,85.4625867,52.704057000000006,94.0,34.698217355895395,0.6385143199350098,31.56211669879096,3.543307415917434,0.0,8.73,8.307541546950327,7.761243112718901,8.090109348022692,0.0,0.0,0.0,MIDLANDS,-9.163370390513904,-4.5184840173608904,-3.1361006571044356,2.904793095982424,85.0
M83713,87.1563423943557,36.467118382951305,91.0,85.1440618,60.198216699999996,105.0,49.312173696859205,0.1530323908222464,50.1520655571513,2.135603560645693,0.0,33.35,8.5335749414986,5.666409798166943,2.3610040825695595,0.0,0.0,0.0,MIDLANDS,-2.012280594355701,23.73109831704869,0.8398918602920986,1.9825711698234467,91.0
M83725,75.82284983376219,57.974829161363,102.0,88.8042133,62.478814299999996,101.0,57.11571572760197,1.44821978354342,58.739761229187856,6.210843047146581,0.0,43.27,8.287339678576929,6.443088152016611,11.745212775435723,0.0,0.0,0.0,MIDLANDS,12.98136346623781,4.503985138636999,1.6240455015858828,4.762623263603161,101.0
Y02521,65.43685666051769,18.476712050267498,99.0,59.6267682,35.838409399999996,114.0,49.79394212363473,0.6966300251650068,51.9414161891562,4.24489948862652,0.0,33.68,9.25462038066773,3.928790669441056,6.148302280261175,1.836837195953218,0.0,0.0,MIDLANDS,-5.81008846051769,17.3616973497325,2.1474740655214717,3.548269463461513,99.0
Y02867,60.1381080138948,19.9357196844282,90.0,64.0294243,33.578655000000005,111.0,43.98358176712033,0.15229795295252144,41.790252362580965,1.9359544362611671,0.0,48.79,8.449681365496797,11.525774299520354,3.651730469482731,2.2823315428917854,0.0,0.0,MIDLANDS,3.8913162861052015,13.642935315571805,-2.1933294045393623,1.7836564833086457,90.0
D81001,78.87644958446019,60.618760464961895,122.0,90.81014499999999,68.1490101,107.0,41.03246222593153,188.37988095067968,39.073636253818144,176.7962364354141,0.0,9.81,9.56896424884408,13.7912821739257,4.080040520950379,5.123338554170572,0.0,0.0,EAST OF ENGLAND,11.933695415539802,7.530249635038103,-1.958825972113388,-11.583644515265576,107.0
D81002,86.789150049818,71.2641340451572,122.0,71.88033700000001,82.4689393,125.0,42.79089255615971,0.49329090133806996,44.502387416908526,0.4791542934564909,0.0,6.21,10.041886247270751,8.95852320668737,4.24346210750878,3.895161524105303,0.0,1.0,EAST OF ENGLAND,-14.908813049817994,11.204805254842796,1.7114948607488145,-0.014136607881579055,122.0
D81003,82.7899099159157,43.5291650388993,127.0,77.8411164,49.2670212,126.0,62.105326463925586,0.09317039870380599,61.13669150050392,0.11503851338745481,0.0,11.65,9.295768551926058,19.65509326651467,4.455937935762268,2.595216598980888,0.0,0.0,EAST OF ENGLAND,-4.948793515915696,5.7378561611007015,-0.968634963421664,0.021868114683648826,126.0
D81004,92.8958400075526,64.50306184226639,126.0,92.4689639,45.2600687,120.0,33.866362778615105,4.459138827487778,36.80289671166342,6.881898100487006,1.0,9.64,9.545931267949848,27.01427447799252,5.090198508209613,9.22717632152134,0.0,1.0,EAST OF ENGLAND,-0.4268761075525873,-19.242993142266393,2.9365339330483167,2.4227592729992278,120.0
D81005,89.1010316354425,63.83121776029051,126.0,86.0485265,53.7163422,139.0,33.32377717990561,46.72793170988425,37.581959950381005,81.23485626615476,0.0,5.96,9.675509416762353,9.7068151606184,4.73952500036635,1.0048462899190889,0.0,0.0,EAST OF ENGLAND,-3.0525051354425017,-10.114875560290507,4.258182770475393,34.50692455627051,126.0
D81008,61.015312371707495,7.75903822539111,119.0,69.75560229999999,42.455389,112.0,54.257106287664655,7.042003544383372,57.114855880529966,71.82294317390979,0.0,32.41,9.903479219168071,8.773406445720383,16.753472945774554,35.21362677838982,0.0,1.0,EAST OF ENGLAND,8.740289928292498,34.69635077460889,2.8577495928653107,64.78093962952642,112.0
D81010,65.0336327447543,16.7872503822245,98.0,76.6326577,20.6592318,119.0,30.803388319215337,0.0,36.09099171050095,159.86295885735908,0.0,15.28,9.35683323399015,18.38021478133188,7.554774998128581,6.9098551809518325,0.0,0.0,EAST OF ENGLAND,11.599024955245696,3.871981417775501,5.287603391285614,159.86295885735908,98.0
D81011,63.0476195773235,0.0,85.0,65.3408692,32.988713,90.0,47.436263046825985,7.2249366592465165,47.29977812566872,18.83782156610456,0.0,32.22,9.19069023305306,7.451663620617857,9.817702799643056,18.33000467496707,0.0,1.0,EAST OF ENGLAND,2.2932496226764982,32.988713,-0.13648492115726185,11.612884906858042,85.0
D81012,80.6442870078126,33.8530085755014,112.0,79.40781150000001,30.882597299999997,119.0,45.39556414134971,5.033960328557776,49.37525322097075,48.29615410920081,0.0,8.91,9.313949354595202,18.36814425574756,4.39969947407964,3.3298271981968446,0.0,0.0,EAST OF ENGLAND,-1.2364755078125853,-2.9704112755014016,3.979689079621039,43.26219378064304,112.0
D81013,82.21605454327971,57.771474505743306,108.0,77.0604175,46.6062528,106.0,36.94346996915688,199.9894616592981,37.12622114438674,194.11069115153188,0.0,9.08,9.957774486509903,13.181945544913155,2.3855810634242216,3.605523523436297,0.0,0.0,EAST OF ENGLAND,-5.155637043279711,-11.165221705743306,0.1827511752298605,-5.878770507766205,106.0
D81014,72.6337208617002,51.2057822816429,100.0,82.4542017,56.1815168,122.0,37.18176937639513,0.0,54.09973180599118,153.5500816545817,1.0,13.9,10.084238432017592,12.386105971872524,13.393242174523907,14.350299774924538,0.0,1.0,EAST OF ENGLAND,9.820480838299801,4.9757345183571005,16.917962429596052,153.5500816545817,100.0
