dictionary_file,dictionary_sha256,dictionary_url,first_release_period,last_release_period,YEAR,QUALITY_SERVICE,INDICATOR_ID,INDICATOR_DESCRIPTION,RULESET_ID,INDICATOR_TYPE
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCD001,Percentage of registered patients referred to a social prescribing service.,Personalised Care,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCD003,Percentage of at-risk patients aged 18 to 64 years inclusive who received a seasonal influenza vaccination between 1 September and 31 March.,Vaccination & Immunisation,Payment
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCD004,Percentage of patients aged two or three years on 31 August of the relevant financial year who received a seasonal influenza vaccination between 1 September and 31 March.,Vaccination & Immunisation,Payment
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCD011,"Percentage of patients aged 18 years or over, not on the QOF Hypertension Register as of 31 March 2023, and who have (i) a last recorded blood pressure reading in the 3 years prior to 1 April 2023 >= 140/90mmHg (with the exception of patients whose first blood pressure reading >= 140/90mmHg in this period is on or after 1 October 2022) for whom there is evidence of clinically appropriate follow-up to confirm or exclude a diagnosis of hypertension by 31 March 2024 OR (ii) a blood pressure reading >= 140/90mmHg on or after 1 October 2022, for whom there is evidence of clinically appropriate follow-up to confirm or exclude a diagnosis of hypertension within 6 months of elevated reading.",Cardiovascular Disease Prevention,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCD012,"Number of patients aged 18 years or over and recorded as living in a care home, as a percentage of care home beds eligible to receive the Enhanced Health in Care Homes service",Enhanced Health in Care Homes,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCD014,Metered Dose Inhaler (MDI) prescriptions as a percentage of all non-salbutamol inhaler prescriptions issued to patients aged 12 years or over.,Environmental Sustainability,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCD018,"Percentage of care home residents aged 18 years or over, who had a Personalised Care and Support Plan agreed or reviewed.",Enhanced Health in Care Homes,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCD102,Percentage of patients aged 29 and under with a total cholesterol greater than 7.5mmol/L OR aged 30 and over with a total cholesterol greater than 9.0mmol/L who have been either: (i) diagnosed with secondary hyperlipidaemia; (ii) clinically assessed for familial hypercholesterolaemia; (iii) referred for assessment for familial hypercholesterolemia; or (iv) genetically diagnosed with familial hypercholesterolaemia.,Cardiovascular Disease Prevention,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCD107,"Percentage of patients aged 18 years or over prescribed both a Non-Steroidal Anti-Inflammatory Drug (NSAID) and an oral anticoagulant in the last 3 months of the previous financial year, who, in the three months to the end of the reporting period, were either (i) no longer prescribed an NSAID or (ii) prescribed a gastro-protective in addition to an NSAID.",Structured Medication Reviews & Medicines Optimisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCD108,"Percentage of patients aged 65 years or over prescribed a Non-Steroidal Anti-Inflammatory Drug (NSAID) and not an oral anticoagulant in the last 3 months of the previous financial year, who, in the three months to the end of the reporting period, were either (i) no longer prescribed an NSAID or (ii) prescribed a gastro-protective in addition to an NSAID.",Structured Medication Reviews & Medicines Optimisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCD109,"Percentage of patients aged 18 years or over prescribed both an oral anticoagulant and an anti-platelet in the last 3 months of the previous financial year, who, in the three months to the end of the reporting period, were either (i) no longer prescribed an anti-platelet or (ii) prescribed a gastro-protective in addition to an anti-platelet.",Structured Medication Reviews & Medicines Optimisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCD110,"Percentage of patients aged 18 years or over prescribed aspirin and another anti-platelet in the last 3 months of the previous financial year, who, in the three months to the end of the reporting period, were either (i) no longer prescribed aspirin and/or no longer prescribed an anti-platelet or (ii) prescribed a gastro-protective in addition to both aspirin and another anti-platelet.",Structured Medication Reviews & Medicines Optimisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCD111,"Percentage of patients prescribed a direct-acting oral anticoagulant, who received a renal function test and a recording of their weight and Creatinine Clearance Rate, along with a change or confirmation of their medication dose.",Structured Medication Reviews & Medicines Optimisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCD112,"Percentage of lower gastrointestinal two week wait (fast track) cancer referrals accompanied by a faecal immunochemical test result, with the result recorded either in the twenty-one days leading up to the referral, or in the fourteen days after the referral.",Cancer,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCD113,Number of referrals to the Community Pharmacist Consultation Service per registered patient,Access,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCD117,"Percentage of men aged 50 years or over and women aged 55 years or over, without established Cardiovascular Disease and not on lipid lowering therapy, who have a QRISK score recorded on their GP record in the preceding five years and who have a recording of cholesterol levels, blood pressure and smoking status in the 12 months preceding recording of the most recent QRISK score",Cardiovascular Disease Prevention,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCD120,"Percentage of patients on the QOF Learning Disability register aged 14 or over, who received an annual Learning Disability Health Check and have a completed Health Action Plan, in addition to a recording of ethnicity.",Tackling Health Inequalities,Payment
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCD121,"Percentage of patients aged 25 to 84 years inclusive without established cardiovascular disease or diabetes and with a last recorded CVD risk score (QRISK2 or 3) greater than 20 percent, who are currently treated with statins, or where a statin is declined or clinically unsuitable, another lipid-lowering therapy.",Cardiovascular Disease Prevention,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI001,Percentage of registered patients who had a Personalised Care and Support Plan agreed.,Personalised Care,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI002,Percentage of registered patients who had a Personalised Care and Support Plan reviewed.,Personalised Care,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI003,Percentage of registered patients whose care has been discussed as part of a shared decision-making process.,Personalised Care,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI010,"Percentage of permanent care home residents aged 18 years or over, and recorded as experiencing acute confusion, who received a delirium assessment.",Enhanced Health in Care Homes,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI023,Percentage of patients who were placed on an urgent referral pathway for suspected cancer.,Early Cancer Diagnosis,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI024,Percentage of patients placed on an urgent referral pathway for suspected cancer where safety netting was recorded.,Early Cancer Diagnosis,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI025,Percentage of patients in long stay residential or homes who received a seasonal influenza vaccination between 1 September and 31 March.,Vaccination & Immunisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI026,Percentage of patients on the Learning Disability register aged 18 years or over who received a seasonal influenza vaccination between 1 September and 31 March.,Vaccination & Immunisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI027,"Percentage of patients on the QOF Mental Health register for schizophrenia, bipolar affective disorder and other psychoses and either aged 65 years or over, or aged between 18 and 64 years inclusive and in a clinical at-risk group, who received a seasonal influenza vaccination between 1 September and 31 March.",Vaccination & Immunisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI028,Percentage of patients aged 14 years or over and on the QOF Learning Disability Register who received a Learning Disability Annual Health Check.,Tackling Health Inequalities,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI060,Percentage of registered patients who were given the opportunity to state their ethnicity but chose not to.,Tackling Health Inequalities,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI061,"Percentage of patients aged 25 to 84 years inclusive and with a last recorded CVD risk score (QRISK2 or 3) greater than or equal to 10 percent, who are currently treated with statins.",Cardiovascular Disease Prevention,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI063,Percentage of registered patients currently being seen by a social prescribing service.,Personalised Care,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI064,"Percentage of patients with a long-term condition, whose care was discussed as part of a shared decision-making conversation.",Personalised Care,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI068,Mean number of structured medication reviews undertaken per registered patient.,Structured Medication Reviews & Medicines Optimisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI074,Percentage of registered patients prescribed opioids.,Structured Medication Reviews & Medicines Optimisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI075,Percentage of registered patients prescribed antimicrobials.,Structured Medication Reviews & Medicines Optimisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI076,Percentage of registered patients prescribed benzodiazepines.,Structured Medication Reviews & Medicines Optimisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI089,Percentage of salbutamol inhaler prescriptions that are lower carbon.,Environmental Sustainability,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI101,"Percentage of patients aged 65 years or over and who received a blood pressure check, who received a pulse check",Cardiovascular Disease Prevention,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI102,"Percentage of patients aged 18 years or over with an observation indicating suspected atrial fibrillation recorded during the financial year (including presentations of breathlessness, palpitations, syncope or dizziness, or chest discomfort) who received a pulse check.",Cardiovascular Disease Prevention,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI103,Percentage of patients aged 65 years or over and with an irregular pulse who either received an electrocardiogram or were referred for an electrocardiogram.,Cardiovascular Disease Prevention,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI105,Number of Social Prescribing Link Worker consultations per patient currently being seen by a social prescribing service.,Personalised Care,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI106,Number of General Practitioner consultations per patient currently being seen by a social prescribing service.,Personalised Care,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI107,Percentage of patients currently being seen by a social prescribing service who received at least one consultation with a Social Prescribing Link Worker.,Personalised Care,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI108,Number of General Practitioner consultations per registered patient.,Personalised Care,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI109,Number of consultations per patient currently being seen by a social prescribing service.,Personalised Care,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI110,Number of consultations per registered patient.,Personalised Care,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI112,Percentage of care home residents aged 18 years or over on the QOF Dementia Register.,Enhanced Health in Care Homes,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI113,Percentage of permanent care home residents aged 18 years or over with a preferred place of death recorded.,Enhanced Health in Care Homes,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI114,Mean number of Multidisciplinary Team meetings per care home resident aged 18 years or over.,Enhanced Health in Care Homes,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI116,"Percentage of patients aged 65 years or over prescribed an oral non-steroidal anti-inflammatory drug (NSAID), who were not prescribed a gastro-protective",Structured Medication Reviews & Medicines Optimisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI117,"Percentage of patients aged 18 years or over with a history of peptic ulceration and prescribed an oral non-steroidal anti-inflammatory drug (NSAID), who were not prescribed a gastro-protective.",Structured Medication Reviews & Medicines Optimisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI118,"Percentage of patients aged 18 years or over with a history of peptic ulceration and prescribed an anti-platelet, who were not prescribed a gastro-protective",Structured Medication Reviews & Medicines Optimisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI119,"Percentage of patients aged 18 years or over prescribed an oral anticoagulant, who were prescribed an oral NSAID.",Structured Medication Reviews & Medicines Optimisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI120,"Percentage of patients aged 18 years or over prescribed an oral anticoagulant and an anti-platelet, who were not prescribed a gastro-protective.",Structured Medication Reviews & Medicines Optimisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI121,"Percentage of patients aged 18 years or over prescribed aspirin and another anti-platelet, who were not prescribed a gastro-protective.",Structured Medication Reviews & Medicines Optimisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI122,Percentage of patients aged 18 years or over with heart failure who were prescribed an oral non-steroidal anti-inflammatory drug (NSAID).,Structured Medication Reviews & Medicines Optimisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI123,Percentage of patients aged 18 years or over with an eGFR less than 45 who were prescribed an oral non-steroidal anti-inflammatory drug (NSAID).,Structured Medication Reviews & Medicines Optimisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI124,Percentage of patients aged 18 years or over with an unresolved asthma diagnosis who were prescribed a non-selective beta-blocker.,Structured Medication Reviews & Medicines Optimisation,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI125,Percentage of registered patients under the care of Anticipatory Care service,Anticipatory Care,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI126,Percentage of registered patients who declined an offer of Anticipatory Care,Anticipatory Care,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI127,Percentage of registered patients discharged from Anticipatory Care service,Anticipatory Care,MI
389117c8c2__NCDes_Data_Dictionary_23_24_v2.0.xlsx,1d5ea89c5654049c06682b26b110275f34591cca2d79242ccd0319b8a7adbb70,https://files.digital.nhs.uk/28/BA6DA6/NCDes_Data_Dictionary_23_24_v2.0.xlsx,202304,202305,2023/24,NCD2324,NCDMI129,Percentage of at-risk patients recorded as being from an ethnic minority and aged 18 to 64 years inclusive who received a seasonal influenza vaccination between 1 September and 31 March,Tackling Health Inequalities,MI
