gp_code,practice_name,CVDP004HYP,CVDP002HYP,CVDP003HYP,CVDP007HYP,CVDP006HYP,CVDP009HYP,CVDP005HYP,CVDP002AF,CVDP005AF,CVDP004AF,CVDP009CHOL,CVDP011CHOL,CVDP012CHOL,CVDP003CHOL,CVDP006CHOL,CVDP008CHOL,CVDP010CHOL,CVDP004CKD,CVDP006CKD,CVDP005CKD,CVDP007CKD,CVDP003CKD,CVDP002CKD,CVDP003DM,CVDP005DM,CVDP002NDH,CVDP002CHD,CVDP002STRK,CVDP002HF,CVDP001SMOK,CVDP002SMOK,CVDP001BMI
F84698,ABERFELDY PRACTICE,96.93,83.78,82.35,83.71,1.19,53.83,0.35,96.15,88.46,,93.96,95.6,65.93,82.7,64.59,64.43,76.67,74.44,96.67,71.43,82.69,0.15,,0.0,,0.82,89.92,79.66,65.12,88.42,88.42,89.44
F84710,Island Health,85.05,62.2,86.72,65.24,,36.32,0.64,97.37,93.42,90.91,87.46,79.44,50.52,70.48,58.4,57.32,71.09,55.46,87.61,76.19,74.16,0.34,0.09,,0.16,1.2,77.08,72.22,,83.65,93.14,60.0
F84716,The Allerton Road Surgery,92.95,79.62,86.75,80.86,,49.31,0.65,91.11,91.11,,90.15,87.12,45.45,71.59,55.19,55.89,79.86,54.86,93.06,68.97,80.33,0.49,,0.0,,1.36,95.24,82.0,,83.95,81.48,71.07
F84717,Royal Docks Medical Practice,81.42,59.42,75.9,60.77,0.79,39.71,0.94,90.91,88.64,,86.03,77.73,42.36,69.17,54.3,53.67,69.26,47.0,80.92,72.73,69.13,0.66,0.16,,0.23,0.64,78.95,69.88,,74.77,83.03,72.34
F84718,The Blithehale Med.Ctr.,92.78,70.43,84.42,71.51,,46.61,1.06,95.83,95.83,80.0,91.38,82.46,52.31,77.74,64.96,64.69,76.08,65.1,83.92,81.4,73.02,0.51,0.21,,0.16,0.77,78.63,74.77,,77.64,90.68,70.03
F84719,Latimer Health Centre,85.76,77.2,81.82,77.81,,48.54,0.59,92.86,92.86,,84.43,77.25,53.29,74.09,53.38,55.91,79.75,69.33,89.57,78.95,88.24,0.59,0.22,,,1.24,91.67,94.81,,86.29,87.1,73.25
F84720,Healy Medical Centre,89.14,85.9,86.11,86.09,,32.73,1.03,84.62,80.77,,87.96,76.85,42.13,72.2,55.68,55.96,71.84,33.01,73.3,83.33,85.33,1.16,0.43,,0.5,3.65,88.59,76.54,62.5,80.61,77.44,51.49
F84724,Woodgrange Medical Practice,90.21,80.36,89.29,81.01,,32.16,1.04,89.55,89.55,,91.12,89.95,54.21,74.07,62.2,61.48,76.62,45.14,93.75,73.53,81.56,0.59,0.12,,0.3,0.6,90.16,85.52,,83.44,97.39,84.01
F84729,THE MANOR PARK PRACTICE,82.0,66.93,86.11,68.18,,33.7,1.28,100.0,100.0,,91.72,86.98,54.44,74.26,64.75,66.82,82.12,52.65,86.75,77.63,75.73,0.21,,0.0,,0.69,84.68,78.72,,85.29,88.89,78.62
F84730,The Vicarage Lane Surgery,97.47,75.39,92.16,76.29,,24.04,1.49,88.89,82.22,,83.73,70.33,31.58,61.09,46.61,47.8,67.69,39.23,81.54,57.89,76.29,1.03,0.74,,0.28,1.6,86.49,82.09,,64.66,72.97,56.09
F84731,St. Katherine's Dock Practice,94.27,83.19,94.44,84.73,,23.74,0.62,92.31,88.46,,83.93,98.21,53.57,72.55,48.29,47.08,51.47,69.12,98.53,,90.48,0.58,,0.0,,,100.0,91.3,,90.63,100.0,90.38
F84733,Health E1,89.19,55.45,,54.95,,25.49,2.8,,,,70.0,60.0,35.0,65.08,38.37,39.44,73.33,66.67,93.33,,81.82,0.72,,,,2.26,69.23,,,84.16,86.0,68.91
F84735,The Azad Practice,82.23,66.35,70.45,66.74,,37.88,0.72,100.0,86.96,,91.77,83.55,52.38,83.49,77.17,74.2,67.79,70.79,85.02,79.41,70.18,0.88,0.32,0.0,0.14,1.32,81.5,80.56,,77.5,83.25,80.84
F84739,E12 Medical Centre,96.9,93.62,100.0,93.81,,55.22,0.39,,,,96.06,100.0,70.87,93.28,86.63,85.88,83.44,84.77,92.05,74.29,89.71,,0.0,0.0,0.0,0.44,98.02,96.55,76.67,92.19,92.19,94.79
F84740,NEWHAM TRANSITIONAL PRACTICE,89.57,69.63,90.0,70.39,,36.21,2.27,81.82,81.82,,84.38,82.03,43.75,72.88,57.66,54.66,60.31,53.09,86.08,75.0,74.26,0.38,,0.0,0.24,0.74,82.56,84.21,,77.61,93.97,83.24
F84741,Plashet Harmony Practice,91.04,80.59,85.71,81.6,,63.28,0.43,88.89,88.89,,95.0,95.0,56.67,83.33,70.31,72.07,78.43,75.49,96.08,78.57,78.41,,,0.0,,0.85,85.11,93.75,,87.5,83.87,88.18
F84747,The Barkantine Practice,88.64,68.64,81.65,69.54,1.58,47.41,0.63,91.03,87.18,90.48,90.0,84.36,48.46,76.32,53.31,53.96,73.48,63.15,86.74,80.77,75.53,0.27,,,0.1,0.63,86.73,76.03,,77.12,93.27,64.24
F84749,Carpenters Practice,85.29,69.35,94.95,71.04,0.8,28.27,0.7,93.18,86.36,,92.01,88.5,60.06,69.42,59.11,59.06,72.3,46.48,83.8,75.51,72.41,0.32,0.06,0.07,0.16,0.82,89.95,91.35,83.58,72.99,91.32,63.01
F85002,Medicus Health Partners,87.8,66.62,80.81,68.95,0.56,37.5,1.54,92.01,89.79,68.67,88.65,78.59,50.69,66.09,56.61,58.25,72.58,60.35,90.0,66.67,71.09,1.04,0.36,0.06,0.36,2.36,80.08,76.02,,74.75,74.09,57.95
F85004,Eagle House Surgery,86.63,69.99,76.06,70.87,0.57,32.29,1.53,90.32,87.1,,88.05,87.35,50.44,73.2,63.25,62.8,74.57,75.21,93.59,69.23,75.33,1.07,0.33,,0.16,0.28,81.14,83.33,77.27,79.55,78.07,78.17
F85007,Lawrence House Surgery,84.59,60.02,80.0,62.07,,59.65,0.9,83.33,81.67,81.82,86.67,81.05,49.82,69.29,61.94,62.01,71.48,69.37,88.38,73.39,69.72,0.49,0.08,,0.21,0.41,76.74,82.73,,75.0,76.42,72.6
F85008,Staunton Group Practice,88.28,72.76,83.77,74.43,0.6,51.06,1.0,85.07,79.85,,91.81,92.56,61.29,71.59,65.55,64.84,79.02,81.74,96.73,61.49,79.29,0.71,,,0.31,1.22,85.66,81.88,,82.9,91.9,70.85
F85010,Keats Surgery,90.61,81.11,83.44,81.58,,20.06,1.45,90.0,88.33,,91.04,89.55,51.49,80.52,73.45,73.81,71.83,40.14,87.32,,66.39,2.11,2.28,,0.26,6.63,93.41,87.5,,75.53,77.54,62.51
F85013,Tynemouth Medical Practice,84.53,65.85,74.19,66.91,,39.59,1.49,91.38,87.93,,84.65,82.02,46.49,63.5,50.63,53.42,72.64,69.81,87.11,67.16,75.0,0.53,,,0.15,0.32,80.17,72.03,,65.86,71.79,67.0
F85014,Highgate Group Practice,85.4,63.06,81.27,67.97,,38.7,1.42,87.16,84.44,56.67,84.26,82.34,55.74,53.97,46.85,48.18,68.6,74.42,91.47,70.89,78.01,1.23,0.45,,0.14,1.55,84.21,80.95,73.33,59.78,74.07,60.46
F85016,Cockfosters Medical Ctre,87.54,72.35,86.67,76.49,,46.19,0.91,94.67,94.67,,90.74,87.04,59.88,72.24,61.97,64.58,79.53,63.42,93.62,80.43,77.27,1.62,0.59,,0.23,2.52,86.78,88.07,84.42,73.33,78.2,64.13
F85017,Charlton House Medical Centre,89.55,66.8,75.17,67.86,,39.43,1.86,89.29,85.71,,86.89,78.64,43.69,68.82,56.73,56.91,65.74,66.09,86.85,73.21,69.81,0.87,,0.0,0.15,,75.4,73.42,70.37,62.58,81.17,65.64
F85019,Morris House Group Practice,81.81,66.17,70.48,66.68,0.48,30.59,1.41,88.97,86.76,100.0,92.78,74.85,43.92,67.1,56.87,57.95,73.23,60.87,81.46,78.95,66.06,0.89,0.21,0.18,0.32,1.25,76.38,69.35,,64.69,80.12,57.66
F85020,The Woodberry Practice,92.17,74.87,86.84,77.74,,20.86,1.31,89.94,89.35,43.48,83.91,83.33,52.59,69.27,60.3,60.39,75.86,52.71,93.35,77.61,73.62,0.87,0.11,,0.29,0.97,80.41,81.36,,66.31,82.7,53.96
F85023,The Ordnance Unity Centre For Health,87.63,60.67,77.86,62.3,,22.02,1.46,94.37,92.96,,86.74,75.76,43.18,70.52,62.32,62.28,72.18,63.71,93.95,70.83,72.06,0.61,,0.11,0.3,1.2,71.43,64.36,,74.81,61.4,55.74
F85025,White Lodge Medical Practice,89.33,63.58,82.73,67.23,,21.1,1.61,96.41,94.17,30.77,86.61,66.52,43.41,70.75,61.72,61.22,72.39,53.91,92.39,66.67,71.18,0.87,0.15,,0.19,0.96,74.38,73.17,,64.9,71.72,58.03
F85028,BRUCE GROVE PRIMARY HEALTH CARE CTR,93.4,74.91,79.58,75.67,,42.98,1.78,89.66,87.93,,90.34,88.64,47.16,67.93,56.53,56.39,66.27,71.76,90.2,78.67,73.16,1.08,0.31,,0.45,3.2,84.31,82.56,73.21,81.52,78.67,82.3
F85029,Abernethy House Surgery,83.32,67.7,77.82,70.4,0.42,43.5,0.71,92.78,92.06,64.29,83.92,75.0,47.73,64.75,61.36,62.72,73.28,48.47,89.69,65.75,60.8,1.51,0.81,,0.15,1.49,68.79,75.4,64.1,68.81,61.62,52.24
F85030,Somerset Gardens Family Health Centre,84.3,69.69,81.88,71.37,,36.33,1.54,94.04,92.05,,80.09,76.51,44.97,68.04,57.82,57.9,65.47,69.89,87.57,65.31,76.43,1.28,0.79,,0.34,0.98,81.67,83.47,,64.85,75.67,61.21
F85031,Westbury Medical Centre,88.87,75.56,89.64,77.29,,39.03,0.97,95.65,93.48,,90.77,86.77,51.08,69.23,54.82,55.35,77.9,83.43,88.12,60.61,78.4,0.56,,,0.3,2.41,82.65,83.33,,74.5,85.71,74.63
F85032,Southgate,85.61,73.03,80.74,75.29,0.74,41.96,1.32,92.44,89.92,,84.21,82.04,54.49,61.45,56.35,58.49,68.57,70.29,90.86,68.75,75.84,1.6,1.34,,0.25,1.94,86.12,84.09,,77.42,84.56,63.4
F85033,Winchmore Hill Practice,78.85,62.62,72.48,65.01,,19.03,1.06,95.6,91.79,54.55,87.66,78.61,49.59,65.31,58.53,58.74,78.04,48.59,84.54,82.31,67.5,1.28,0.34,,0.22,0.66,75.53,73.62,,70.65,74.77,36.35
F85034,Arcadian Gardens Surgery,92.66,66.57,91.14,70.96,0.89,40.7,2.4,92.06,85.71,,82.99,85.89,50.21,63.57,52.44,52.43,65.94,81.66,92.14,76.53,73.49,0.69,0.18,,0.25,0.51,81.99,82.72,72.06,65.36,57.85,65.44
F85035,Highlands Practice,89.13,70.22,74.58,71.5,,23.01,1.08,94.94,93.04,,85.27,71.06,44.96,54.1,46.15,46.27,61.9,60.88,88.44,51.52,64.41,1.62,1.09,,0.32,2.51,78.31,78.68,81.25,76.6,85.07,40.32
F85039,RAINBOW PRACTICE,81.59,50.0,72.88,53.45,,26.74,2.61,90.7,90.7,,84.32,81.08,37.3,66.42,61.22,65.22,75.0,71.21,96.21,68.0,66.38,1.53,0.77,,0.39,2.63,74.8,62.32,,67.34,90.91,69.55
F85044,Bounces Road Surgery Ltd,78.96,56.76,73.11,58.91,,31.01,1.07,87.04,81.48,,86.5,78.5,42.0,78.28,72.46,71.68,77.56,54.15,84.88,86.96,68.39,0.7,,,0.28,1.57,76.12,63.01,76.0,70.54,71.43,62.13
F85046,Hornsey Park Surgery,83.45,63.49,84.29,65.6,,25.57,0.64,88.57,88.57,100.0,87.05,78.42,53.24,62.16,49.62,49.38,76.64,76.64,93.46,69.7,75.51,0.49,0.12,,0.27,0.77,82.02,80.36,,64.15,63.77,48.9
F85058,Nightingale House Surgery,86.18,59.71,75.95,62.15,,22.76,0.9,90.16,90.16,,88.64,82.39,41.48,72.08,63.53,64.88,82.91,63.25,89.74,68.0,66.36,1.78,1.99,,0.4,4.2,79.28,70.97,,71.79,67.01,59.49
F85060,HAVERGAL SURGERY,83.24,60.36,68.0,61.76,,39.4,1.63,97.96,93.88,,82.72,78.4,47.53,58.49,52.5,52.01,68.57,65.0,90.0,80.95,67.94,0.88,0.48,,0.26,1.9,80.0,65.15,71.11,80.31,96.03,62.13
F85061,CHRISTCHURCH HALL SURGERY,94.05,80.95,88.89,82.74,,55.24,1.02,84.62,84.62,,90.91,83.12,58.44,61.98,55.64,56.83,76.0,78.67,92.0,91.67,88.57,1.19,0.41,,,1.15,95.65,89.47,88.24,86.67,83.05,75.98
F85063,THE MUSWELL HILL PRACTICE,92.12,72.3,84.87,74.72,,22.71,1.14,89.27,87.8,70.0,83.24,85.99,54.4,59.67,53.47,52.79,66.78,78.45,94.7,65.22,74.12,0.65,0.11,,,0.91,80.82,85.8,,76.6,78.57,65.87
F85064,High Road Surgery (Stuart Crescent Hc),77.68,57.79,64.71,58.87,,16.16,1.78,82.14,80.36,,83.67,80.1,40.82,63.98,55.09,55.21,75.0,39.74,80.13,75.86,65.22,0.98,0.28,,0.37,2.77,68.8,77.53,48.84,63.85,87.26,41.72
F85065,Stuart Crescent Medical Practice,86.09,69.6,75.0,70.72,,31.62,1.1,88.0,88.0,,84.95,76.34,38.71,57.32,49.23,52.29,67.12,65.75,94.52,70.37,75.38,1.41,0.69,,0.38,2.63,68.42,61.11,,57.02,88.29,63.92
F85066,Bounds Green Group Practice,87.5,60.43,78.45,63.96,,24.53,1.43,91.84,91.84,95.83,88.46,79.64,53.39,66.19,54.81,54.98,72.83,68.3,91.7,69.01,65.48,1.22,0.62,0.05,0.37,0.36,76.24,73.45,70.43,66.11,87.64,50.68
F85067,The 157 Medical Practice,87.26,64.78,77.21,67.32,,41.03,1.39,87.04,85.19,,90.41,81.51,57.53,59.13,54.56,56.1,77.06,61.18,93.53,87.5,67.97,1.08,0.31,,,1.42,74.42,79.31,,81.82,100.0,70.67
F85069,Crouch Hall Road Surgery,90.03,70.8,86.21,73.66,,21.76,0.94,91.14,91.14,100.0,80.54,90.05,55.2,52.68,44.04,44.01,62.6,73.17,96.75,75.0,74.31,0.8,0.32,,,0.15,87.5,77.78,85.11,83.87,68.55,55.83
F85071,Fernlea Surgery,88.24,62.28,73.38,63.75,0.69,40.32,2.02,92.0,92.0,91.67,85.25,76.26,46.4,64.27,51.97,51.64,73.2,78.4,88.0,79.46,69.53,0.64,0.22,0.0,0.27,1.29,72.07,66.96,70.59,75.93,95.88,74.59
F85072,Grovelands Medical Centre,91.14,78.37,85.71,80.26,0.78,45.75,1.8,90.38,89.42,,89.2,91.99,60.63,64.6,58.11,58.71,78.99,73.11,94.12,68.57,81.31,1.67,1.88,0.0,0.17,0.64,86.0,81.63,85.29,75.26,74.23,67.71
F85615,Tottenham Health Centre,82.04,59.72,61.63,59.91,,54.45,1.29,90.63,87.5,,82.42,86.26,45.6,69.16,50.24,53.16,64.63,72.76,88.62,77.27,64.19,0.59,0.21,,0.27,2.2,70.27,74.29,,73.46,77.27,71.35
F85623,Grove Road Surgery,85.64,66.6,61.54,65.94,,47.21,1.95,95.65,95.65,,91.94,83.06,45.97,66.53,57.73,59.22,78.45,71.55,90.52,81.63,69.64,1.12,,,0.57,1.15,75.34,73.91,60.87,74.85,89.82,75.41
F85625,Bincote Surgery,89.22,69.24,88.63,74.22,,32.88,1.55,87.41,85.19,71.43,86.52,79.03,56.55,70.09,61.79,61.73,79.83,58.82,89.5,58.82,79.01,1.55,0.67,,0.25,1.28,76.96,80.0,76.92,76.34,81.68,56.06
F85628,"Welbourne Gp Surgery, Welbourne H C",91.83,72.02,69.05,71.74,,62.3,0.56,93.33,93.33,,88.66,85.57,45.36,67.83,63.01,62.2,69.52,81.9,92.38,73.68,75.82,0.19,0.0,0.0,0.17,0.49,85.71,73.21,,82.89,87.16,77.17
F85634,East Enfield Medical Centre,76.68,53.74,70.63,55.88,,42.65,3.04,87.72,82.46,,94.17,80.72,47.53,86.27,76.59,76.73,84.14,66.52,95.59,70.83,64.61,0.57,,,0.42,0.49,76.25,65.79,97.62,72.56,68.86,63.49
F85640,Cheshire Road Surgery,85.22,75.04,79.26,75.83,,49.43,0.92,83.95,83.95,,84.54,69.08,40.58,68.11,55.85,55.84,69.78,70.5,84.89,72.13,77.34,0.6,,,0.3,0.55,81.88,72.6,74.0,75.93,87.59,55.84
F85642,The North London Health Centre,89.66,65.51,88.22,71.79,,23.06,1.43,86.86,84.67,100.0,83.54,71.52,44.3,66.35,57.54,57.6,72.17,46.23,83.49,67.65,69.41,1.61,1.29,,0.35,2.45,73.71,82.61,,75.16,89.86,38.4
F85650,Morecambe Surgery,86.48,64.22,79.17,66.96,0.86,35.91,1.23,94.74,92.98,,89.57,86.26,57.82,73.58,65.06,65.03,78.6,60.0,91.63,81.25,67.03,1.04,0.25,,0.28,0.28,84.14,74.68,,81.89,84.48,56.93
F85663,Latymer Road Surgery,89.18,70.96,84.82,73.32,,36.08,1.77,89.19,89.19,,91.72,81.53,47.13,75.33,63.04,63.43,75.65,64.25,90.16,70.0,75.44,1.39,0.43,,0.24,2.66,92.63,79.37,,81.93,72.73,65.48
F85666,Dr Me Silver's Practice,92.66,78.19,88.37,79.59,,34.73,1.36,85.71,82.86,,93.75,78.47,40.97,78.38,69.47,69.51,74.27,61.99,89.47,77.78,83.22,1.64,0.44,0.0,,1.14,91.84,81.03,61.11,71.27,73.18,63.73
F85669,West Green Surgery,85.31,69.93,77.67,70.39,,29.68,0.43,86.67,85.0,80.0,85.59,78.53,46.61,69.15,51.55,52.31,75.2,78.05,93.09,68.18,73.06,0.23,,,0.19,0.5,75.1,74.38,,79.52,72.63,64.35
F85675,The Alexandra Surgery,81.8,62.05,79.61,66.34,,36.4,0.76,83.56,83.56,,81.93,81.33,45.18,54.35,48.74,49.45,65.17,57.21,83.08,69.01,73.84,0.89,0.28,,0.17,1.06,79.28,69.49,,69.72,71.63,68.58
F85676,Boundary House Surgery,91.74,75.35,89.15,77.49,,57.12,1.82,88.37,88.37,,86.47,91.18,50.0,69.96,63.65,62.86,73.76,79.21,97.03,68.97,76.96,0.91,0.51,,0.19,2.12,83.48,85.48,84.44,86.67,87.71,79.07
F85678,The Town Surgery Ltd,83.1,65.74,71.19,66.19,,37.89,1.51,85.71,85.71,,82.64,74.38,42.15,78.23,68.7,69.77,74.51,60.78,86.27,,78.95,1.08,0.65,,,1.2,69.62,72.73,,81.11,84.27,70.13
F85682,Chalfont Surgery,92.26,73.84,89.91,75.53,,62.96,1.56,91.67,89.58,,92.61,94.32,69.89,80.56,75.97,74.91,80.77,85.47,99.15,80.82,81.82,0.84,,,0.29,1.91,91.07,83.33,91.8,82.33,67.4,79.14
F85687,Oakwood Medical Centre,85.81,62.01,81.05,66.54,,26.0,1.24,92.86,92.06,72.73,87.82,79.81,51.6,68.94,60.55,61.97,76.03,58.43,86.52,90.91,71.09,1.11,0.31,,0.29,1.2,77.63,74.26,,78.7,90.74,53.79
F85688,Rutland House Surgery,87.64,65.27,76.44,67.75,,31.07,1.39,79.82,78.9,100.0,80.6,72.24,42.47,56.14,43.65,43.94,63.5,72.0,87.5,72.73,68.09,0.92,0.17,,0.13,1.33,77.44,79.63,,64.33,84.85,57.05
F85697,The Old Surgery,96.36,72.92,88.71,76.16,,71.07,1.89,88.89,88.89,,84.75,94.92,57.63,78.1,54.19,57.69,70.83,90.28,98.61,68.75,85.29,0.61,0.0,,,,79.07,92.86,,93.15,94.52,92.94
F85700,Arnos Grove Medical Centr,91.4,75.8,88.66,77.53,,29.26,1.22,97.44,97.44,,86.1,85.03,52.94,69.51,62.95,65.0,72.64,63.18,96.02,77.78,74.59,0.53,,0.0,,0.78,83.61,83.58,75.68,80.3,68.75,66.57
F85701,Gillan House Surgery,91.56,75.4,83.7,76.83,0.57,35.28,1.05,90.77,90.77,,82.71,89.38,55.83,75.22,66.04,65.46,70.87,62.73,92.91,66.15,77.78,0.55,0.22,0.0,0.12,1.09,85.14,85.0,83.05,82.38,71.09,67.79
F85705,Js Medical Practice,89.81,62.97,77.65,64.8,0.69,45.85,1.56,90.48,90.48,90.0,83.44,79.69,44.38,68.91,53.24,53.54,72.03,65.73,92.31,72.73,66.01,0.75,0.27,,0.23,1.92,72.91,56.3,,71.98,74.19,64.49
F86001,The Firs,91.91,66.3,83.33,68.67,,30.86,1.5,86.36,84.09,,84.71,80.0,56.08,65.36,57.97,57.6,70.37,54.5,87.57,78.05,71.71,0.7,0.23,,0.27,1.17,75.42,72.73,,78.6,89.82,66.06
F86004,Handsworth Medical Practice,83.29,56.71,73.02,59.95,1.04,22.49,1.47,90.43,90.0,60.0,86.86,75.81,49.52,63.37,52.3,52.59,65.25,55.69,86.04,69.52,65.31,1.69,0.67,,0.21,0.31,74.2,62.03,75.18,60.54,61.21,54.76
F86005,THE PENRHYN SURGERY,89.45,69.13,87.5,71.85,,45.08,0.43,94.0,92.0,,84.55,84.55,43.09,72.29,59.35,56.72,70.14,66.09,88.7,63.64,74.24,0.48,,0.0,0.13,0.51,81.69,78.43,,60.48,72.46,67.98
F86006,Seymour Medical Centre,87.2,65.62,84.68,68.13,,25.17,1.03,94.0,92.0,,90.91,81.82,53.94,56.13,46.3,52.87,74.31,45.83,84.03,77.42,68.14,1.52,1.12,0.0,0.25,0.78,83.33,74.29,,62.7,67.23,49.39
F86007,THE FOREST EDGE PRACTICE,87.56,68.73,79.62,70.38,,19.75,1.33,91.41,91.41,,83.41,83.18,47.98,64.52,54.59,55.44,72.87,48.36,91.25,82.05,74.92,1.08,0.39,0.27,0.98,3.67,83.97,80.0,,58.68,79.71,63.48
F86008,Gants Hill Med Ctr & The Redbridge Surg,78.41,66.84,69.77,67.38,,24.58,0.94,87.1,85.48,,90.32,73.89,48.21,74.81,65.36,66.5,80.69,43.63,87.07,74.29,68.13,0.79,0.15,0.13,0.66,2.42,82.27,72.19,68.6,65.9,65.89,61.19
F86009,The Palms Medical Centre,83.99,67.55,64.86,67.02,,24.67,1.93,89.83,89.83,,93.4,69.81,44.81,75.12,64.89,66.04,81.36,48.03,82.44,87.5,66.0,1.81,0.55,0.15,0.62,2.21,73.86,67.16,,66.67,65.19,49.38
F86010,Fullwell Cross Med. Ctr.,87.72,72.92,77.84,73.88,0.61,42.41,2.37,93.96,93.29,88.0,93.03,82.35,49.89,69.64,59.53,60.77,80.75,65.62,93.32,85.39,77.29,1.37,0.54,0.18,0.64,5.04,79.94,72.29,66.2,72.16,78.63,61.05
F86011,THE MANOR PRACTICE,88.96,60.4,78.48,62.9,,40.17,1.61,91.89,87.84,,80.84,70.08,40.42,62.44,48.71,49.59,65.28,49.77,80.32,67.44,67.94,0.72,0.22,,0.15,0.71,75.93,74.77,,69.62,69.93,71.07
F86012,RYDAL,88.06,69.72,83.98,73.62,0.68,17.41,1.22,94.97,94.97,100.0,90.91,80.72,52.62,65.98,51.9,54.57,73.05,52.1,85.63,58.33,67.44,3.22,2.94,,0.17,1.46,83.83,80.3,,71.79,65.22,36.79
F86013,The Broadway Surgery,90.58,71.61,83.93,73.97,1.36,58.64,0.89,90.74,90.74,100.0,86.79,84.91,50.31,65.05,55.04,54.56,64.08,62.62,92.23,66.67,79.74,0.57,0.17,0.0,0.34,,71.84,82.14,,93.44,91.8,79.44
F86018,The Ecclesbourne Practice,84.71,64.66,69.78,65.51,,34.63,1.18,87.16,86.24,,81.41,80.37,48.43,65.66,53.85,55.61,67.62,57.07,85.33,73.91,64.9,0.9,0.32,,0.27,1.38,71.31,73.68,,70.18,69.29,58.33
F86020,Glebelands Practice,82.19,56.21,74.24,60.45,,22.24,1.67,90.16,90.16,100.0,84.65,81.68,50.99,67.38,57.32,57.44,70.85,44.51,92.16,73.91,62.1,0.85,0.49,,,0.21,77.37,70.83,89.8,57.83,97.56,42.18
F86022,Ilford Medical Centre,82.22,64.35,77.64,66.12,0.84,29.86,0.84,88.29,85.59,,89.05,67.36,41.94,73.29,63.63,63.25,74.36,50.64,80.51,83.33,65.83,0.57,0.07,0.07,0.47,1.26,78.04,65.41,,59.57,65.4,48.9
F86023,The Evergreen Surgery,80.52,65.36,77.29,68.39,,18.51,0.78,95.27,94.67,89.47,84.88,74.13,45.93,65.22,56.97,57.78,68.28,50.76,87.61,69.23,70.23,1.42,1.2,,0.26,1.14,78.0,78.43,,74.82,72.73,41.18
F86025,OAK TREE MEDICAL CENTRE,74.92,48.56,60.61,50.03,0.55,30.75,1.37,92.86,91.84,88.89,86.3,69.38,41.11,71.11,63.77,65.18,77.46,45.07,79.23,84.78,60.29,0.99,0.5,0.12,0.63,2.48,55.05,52.47,,64.91,53.82,54.26
F86026,The Forest Surgery,86.56,60.3,70.91,61.95,,24.82,1.16,93.85,92.31,,84.86,86.24,48.62,68.11,61.54,61.64,72.86,45.35,91.45,78.57,71.36,0.85,0.41,0.0,0.3,0.97,72.67,73.97,,71.14,55.41,62.38
F86028,Chadwell Heath Surgery,75.56,51.7,67.86,54.73,,23.76,2.43,94.87,93.59,,85.02,74.53,42.7,60.15,45.26,46.89,67.63,41.62,87.86,56.67,61.79,1.72,1.48,0.28,1.1,7.72,75.57,63.46,78.79,51.61,39.78,48.9
F86030,Queens Road Medical Centre,93.02,81.33,92.59,82.79,,34.57,1.67,96.77,96.77,,96.26,93.46,64.49,77.51,66.22,66.53,89.64,56.07,98.57,77.78,86.55,0.53,,,0.22,0.93,91.86,94.44,,80.5,87.97,60.53
F86032,Wanstead Place Surgery,68.66,50.72,70.82,55.46,,17.08,0.86,92.41,91.72,92.86,82.1,68.21,42.59,59.28,53.0,53.32,64.93,44.1,76.74,71.88,69.91,1.39,0.93,,0.18,1.03,66.67,62.4,,55.32,78.41,39.58
F86034,"Green Lane, Goodmayes Medical Practice",86.98,70.48,79.12,71.4,,25.95,1.7,97.56,97.56,,88.46,69.71,34.13,61.32,47.31,50.56,69.4,60.45,82.84,93.1,76.0,1.01,0.52,0.26,1.02,4.46,85.16,84.85,77.78,71.03,80.42,52.33
F86036,The Allum Medical Centre,85.31,71.13,81.57,72.53,0.68,43.4,0.81,91.27,88.89,,90.93,84.42,56.37,66.26,50.71,50.88,69.21,71.43,96.06,71.68,80.65,1.06,0.71,,0.2,1.35,88.7,78.74,,81.31,87.54,62.55
F86038,Sma Medical Practice,93.87,74.44,83.9,75.39,0.94,31.05,1.63,94.03,91.04,,92.65,87.4,54.07,72.63,57.94,59.19,80.5,53.74,85.26,77.46,78.78,0.64,,,0.25,0.13,83.4,74.44,,82.76,83.91,66.22
F86040,Dr A Arif,81.82,66.73,81.13,68.09,,26.36,1.27,100.0,100.0,,93.38,77.21,50.74,80.58,66.46,69.82,86.75,36.14,87.95,,82.76,1.25,0.81,,0.63,5.81,79.31,66.1,88.89,78.57,78.05,51.06
F86042,Balfour Road Surgery,92.0,86.76,93.42,87.38,,49.64,0.33,91.67,91.67,,97.52,88.43,58.68,75.0,66.1,67.29,89.71,74.26,93.38,84.38,92.5,0.62,0.2,0.0,0.4,2.27,98.91,95.24,77.78,89.36,90.32,85.71
F86044,CRAWLEY ROAD MEDICAL CENTRE,84.31,64.12,76.92,65.69,0.82,50.32,0.72,88.24,82.35,92.31,81.98,79.07,39.53,69.06,52.35,50.66,62.66,63.52,91.85,69.09,72.25,0.54,,,0.17,,74.49,75.68,67.8,66.27,69.64,55.98
F86045,High Road Surgery,93.61,82.55,96.77,84.21,,43.46,0.6,100.0,91.67,,88.33,93.33,46.67,82.86,62.17,63.5,76.53,69.39,96.94,,89.53,0.72,,0.0,,0.66,86.05,95.0,72.73,88.68,96.23,82.24
F86057,THE WILLOWS PRACTICE,90.5,83.08,88.32,84.07,,30.33,0.94,88.66,85.57,100.0,86.27,76.08,44.71,76.62,66.05,65.67,79.18,51.43,93.47,80.0,74.5,1.66,0.96,,0.52,4.73,93.44,81.48,,67.95,69.96,52.99
