gp_code,year,list_size
P85012,2017,4950
P85013,2017,16878
P85014,2017,5501
P85015,2017,7925
P85016,2017,14363
P85017,2017,9388
P85018,2017,4728
P85019,2017,4181
P85020,2017,7778
P85021,2017,10243
P85022,2017,4494
P85025,2017,4993
P85026,2017,5844
P85028,2017,5281
P85601,2017,2139
P85602,2017,2454
P85605,2017,4623
P85606,2017,3136
P85607,2017,3248
P85608,2017,2808
P85610,2017,2553
P85612,2017,2992
P85613,2017,1243
P85614,2017,3111
P85615,2017,5866
P85620,2017,2866
P85621,2017,4291
P85622,2017,4533
P86001,2017,6019
P86002,2017,1669
P86003,2017,12684
P86004,2017,9489
P86005,2017,6107
P86006,2017,12152
P86007,2017,12058
P86008,2017,8810
P86009,2017,9793
P86010,2017,8027
P86011,2017,9698
P86012,2017,8281
P86013,2017,7681
P86014,2017,8630
P86015,2017,4284
P86016,2017,10494
P86017,2017,4173
P86018,2017,8983
P86019,2017,9130
P86021,2017,3112
P86022,2017,8825
P86023,2017,6045
P86026,2017,7633
P86602,2017,3325
P86606,2017,4333
P86608,2017,4066
P86609,2017,2484
P86614,2017,4670
P86619,2017,6362
P86620,2017,2185
P86624,2017,3937
P87002,2017,11645
P87003,2017,3801
P87004,2017,3861
P87008,2017,8657
P87014,2017,4152
P87015,2017,3561
P87016,2017,12813
P87017,2017,5484
P87019,2017,11942
P87020,2017,6430
P87022,2017,2207
P87024,2017,9733
P87025,2017,9485
P87026,2017,10456
P87027,2017,15387
P87028,2017,5999
P87032,2017,5214
P87035,2017,9731
P87036,2017,2252
P87039,2017,4026
P87040,2017,9041
P87610,2017,9049
P87613,2017,2991
P87618,2017,1988
P87620,2017,9211
P87624,2017,4746
P87625,2017,2332
P87627,2017,2756
P87630,2017,2542
P87634,2017,9488
P87639,2017,2119
P87648,2017,4222
P87649,2017,2213
P87651,2017,5033
P87652,2017,2384
P87654,2017,5935
P87657,2017,2944
P87658,2017,2858
P87659,2017,3800
P87660,2017,3117
P87661,2017,2089
P87668,2017,556
P88002,2017,6535
P88003,2017,8912
P88005,2017,12070
P88006,2017,7064
P88007,2017,12740
P88008,2017,8017
P88009,2017,3429
P88010,2017,1454
P88011,2017,6699
P88012,2017,8443
P88013,2017,13370
P88014,2017,4918
P88015,2017,12973
P88016,2017,14575
P88017,2017,7023
P88018,2017,8644
P88019,2017,4766
P88020,2017,11878
P88021,2017,7201
P88023,2017,6482
P88024,2017,9257
P88025,2017,11118
P88026,2017,29877
P88028,2017,4836
P88031,2017,5112
P88034,2017,3780
P88041,2017,5540
P88042,2017,6351
P88043,2017,8769
P88044,2017,4649
P88600,2017,1777
P88606,2017,5366
P88607,2017,2902
P88610,2017,3482
P88615,2017,1570
P88617,2017,4429
P88618,2017,1632
P88620,2017,182
P88623,2017,5766
P88624,2017,2213
P88625,2017,6088
P88632,2017,15643
P89002,2017,10409
P89003,2017,9686
P89004,2017,7178
P89005,2017,7633
P89006,2017,11476
P89007,2017,6714
P89008,2017,6926
P89010,2017,8134
P89011,2017,4513
P89012,2017,7917
P89013,2017,5533
P89014,2017,12004
P89015,2017,12859
P89016,2017,9531
P89017,2017,5668
P89018,2017,7298
P89019,2017,8265
P89020,2017,8049
P89021,2017,10660
P89022,2017,3660
P89023,2017,5451
P89025,2017,3189
P89026,2017,5920
P89029,2017,5970
P89030,2017,4616
P89033,2017,6773
P89602,2017,4373
P89609,2017,4477
P89612,2017,2203
P89613,2017,2725
P89618,2017,1898
P91003,2017,6234
P91004,2017,7198
P91006,2017,12311
P91007,2017,4165
P91008,2017,6162
P91009,2017,11879
P91011,2017,5891
P91012,2017,5890
P91013,2017,10632
P91014,2017,15254
P91016,2017,8359
P91017,2017,7761
P91018,2017,16040
P91019,2017,3606
P91020,2017,5368
P91021,2017,15790
P91026,2017,5258
P91029,2017,5352
P91032,2017,4740
P91035,2017,8104
P91603,2017,7204
P91604,2017,16792
P91615,2017,5634
P91617,2017,2218
P91619,2017,4229
P91623,2017,5320
P91625,2017,5030
P91627,2017,5571
P91629,2017,9507
P91631,2017,3366
P91633,2017,5247
P92001,2017,5425
P92002,2017,5211
P92003,2017,8588
P92004,2017,8053
P92005,2017,4146
P92006,2017,6109
P92007,2017,6911
P92008,2017,8806
P92010,2017,12868
P92011,2017,7569
P92012,2017,4807
P92014,2017,11946
P92015,2017,5438
P92016,2017,16835
P92017,2017,12658
P92019,2017,9793
P92020,2017,4453
P92021,2017,6341
P92023,2017,8371
P92024,2017,4169
P92026,2017,7822
P92028,2017,4844
P92029,2017,4106
P92030,2017,4325
P92031,2017,3400
P92033,2017,4706
P92034,2017,5809
P92035,2017,3912
P92038,2017,3119
P92041,2017,7634
P92042,2017,4362
P92602,2017,2313
P92605,2017,5809
P92607,2017,8190
P92615,2017,2773
P92616,2017,3290
P92619,2017,1752
P92620,2017,3983
P92621,2017,2949
P92623,2017,2255
P92626,2017,4779
P92630,2017,2697
P92633,2017,1916
P92634,2017,4350
P92635,2017,2380
P92637,2017,2828
P92639,2017,3135
P92642,2017,5234
P92643,2017,64
P92646,2017,3088
P92647,2017,3321
P92648,2017,2481
P92651,2017,4728
P92652,2017,4062
P92653,2017,3054
Y00020,2017,7296
Y00025,2017,1862
Y00026,2017,2054
Y00028,2017,3460
Y00033,2017,5814
Y00049,2017,176
Y00050,2017,2095
Y00054,2017,97
Y00056,2017,490
Y00057,2017,4912
Y00058,2017,14323
Y00060,2017,547
Y00075,2017,2350
Y00078,2017,4055
Y00080,2017,6735
Y00081,2017,34
Y00090,2017,8648
Y00092,2017,2449
Y00105,2017,3533
Y00110,2017,1915
Y00137,2017,4957
Y00140,2017,2283
Y00151,2017,4849
Y00155,2017,8599
Y00159,2017,26158
Y00164,2017,6465
Y00182,2017,46
Y00184,2017,8857
Y00185,2017,10736
Y00186,2017,1527
Y00189,2017,3274
Y00198,2017,9383
Y00200,2017,2880
Y00206,2017,5876
Y00212,2017,4792
Y00228,2017,2076
Y00230,2017,14
Y00243,2017,574
Y00252,2017,3045
Y00260,2017,4276
Y00265,2017,7461
Y00268,2017,3462
Y00278,2017,2772
Y00280,2017,3019
Y00286,2017,3785
Y00293,2017,5001
Y00297,2017,4184
Y00312,2017,4543
Y00316,2017,4308
Y00328,2017,3276
Y00344,2017,1352
Y00347,2017,5272
Y00351,2017,10554
Y00352,2017,5149
Y00367,2017,16
Y00372,2017,14
Y00399,2017,4272
Y00400,2017,40
Y00403,2017,5716
Y00411,2017,9919
Y00412,2017,4801
Y00437,2017,8453
Y00445,2017,16084
Y00446,2017,3307
Y00449,2017,3561
Y00454,2017,2313
Y00469,2017,7652
Y00471,2017,3511
Y00475,2017,4809
Y00484,2017,4823
Y00486,2017,6904
Y00492,2017,6968
Y00507,2017,2394
Y00522,2017,7606
Y00527,2017,2044
Y00542,2017,9752
Y00560,2017,5916
Y00561,2017,2652
Y00568,2017,3355
Y00572,2017,22
Y00589,2017,5918
Y00592,2017,7170
Y00612,2017,6403
Y00683,2017,1541
Y00726,2017,4693
Y00758,2017,2200
Y00774,2017,5373
Y00812,2017,2
Y00848,2017,21
Y00902,2017,3914
Y00912,2017,2362
Y00918,2017,5486
Y00955,2017,2659
Y00969,2017,11829
Y00984,2017,8750
Y00996,2017,2500
Y00999,2017,4034
Y01008,2017,54116
Y01011,2017,9779
Y01050,2017,6684
Y01051,2017,6645
Y01057,2017,1048
Y01066,2017,6090
Y01068,2017,4553
Y01090,2017,3311
Y01108,2017,3091
Y01118,2017,3229
Y01124,2017,3836
Y01127,2017,5052
Y01132,2017,12488
Y01139,2017,3813
Y01163,2017,3769
Y01165,2017,3951
Y01177,2017,8058
Y01200,2017,2512
Y01206,2017,9239
Y01221,2017,3124
Y01262,2017,19
Y01280,2017,2408
Y01281,2017,4374
Y01291,2017,8467
Y01297,2017,10
Y01652,2017,6327
Y01655,2017,10584
Y01690,2017,4677
Y01695,2017,2464
Y01697,2017,11
Y01719,2017,6045
Y01756,2017,6365
Y01794,2017,15301
Y01795,2017,3125
Y01812,2017,7825
Y01839,2017,5943
Y01845,2017,3
Y01851,2017,2965
Y01922,2017,12192
Y01924,2017,114
Y01929,2017,17078
Y01948,2017,1255
Y01962,2017,11500
Y01964,2017,7634
Y02002,2017,13837
Y02045,2017,4
Y02117,2017,6742
Y02129,2017,4212
Y02155,2017,4
Y02157,2017,6
Y02162,2017,1982
Y02164,2017,6270
Y02177,2017,5128
Y02212,2017,2572
Y02222,2017,3193
Y02260,2017,3710
Y02274,2017,3536
Y02319,2017,5237
Y02321,2017,4977
Y02322,2017,8564
Y02325,2017,3737
Y02332,2017,8916
Y02342,2017,8381
Y02344,2017,3121
Y02354,2017,10853
Y02378,2017,6114
Y02404,2017,1550
Y02414,2017,5450
Y02421,2017,209
Y02422,2017,5698
Y02423,2017,38622
Y02442,2017,5105
Y02461,2017,1024
Y02462,2017,6380
Y02463,2017,9332
Y02466,2017,10049
Y02469,2017,5258
Y02471,2017,8383
Y02476,2017,7479
Y02483,2017,5640
Y02494,2017,4643
Y02495,2017,3176
Y02499,2017,752
Y02501,2017,2440
Y02506,2017,7288
Y02509,2017,2584
Y02510,2017,4597
Y02511,2017,641
Y02512,2017,145
Y02517,2017,16284
Y02519,2017,6263
Y02520,2017,5875
Y02521,2017,10637
Y02526,2017,7320
Y02567,2017,4306
Y02568,2017,529
Y02570,2017,3435
Y02571,2017,5057
Y02572,2017,5296
Y02575,2017,8309
Y02578,2017,8389
Y02581,2017,3263
Y02583,2017,10731
Y02585,2017,8572
Y02586,2017,3558
Y02589,2017,8088
Y02594,2017,2625
Y02596,2017,371
Y02597,2017,2562
Y02605,2017,2564
Y02606,2017,5712
Y02610,2017,3867
Y02611,2017,4409
Y02620,2017,5090
Y02622,2017,8110
Y02624,2017,3498
Y02625,2017,1111
Y02626,2017,4958
Y02627,2017,5785
Y02633,2017,4992
Y02636,2017,4508
Y02638,2017,2195
Y02639,2017,8636
Y02645,2017,8
Y02646,2017,7213
Y02650,2017,54
Y02653,2017,3839
Y02656,2017,3649
Y02657,2017,5394
Y02658,2017,1791
Y02660,2017,2896
Y02662,2017,2
Y02663,2017,3682
Y02669,2017,2958
Y02671,2017,14884
Y02672,2017,8999
Y02674,2017,714
Y02676,2017,6696
Y02684,2017,2621
Y02686,2017,3906
Y02688,2017,1971
Y02692,2017,9619
Y02701,2017,4282
Y02704,2017,4681
Y02707,2017,6288
Y02710,2017,3872
Y02711,2017,3138
Y02713,2017,3615
Y02718,2017,2520
Y02720,2017,2833
Y02721,2017,2626
Y02735,2017,4200
Y02736,2017,4899
Y02747,2017,12240
Y02751,2017,9969
Y02753,2017,4066
Y02754,2017,6186
Y02755,2017,5286
Y02757,2017,6597
Y02767,2017,4284
Y02769,2017,5976
Y02778,2017,6446
Y02787,2017,5422
Y02790,2017,3838
Y02794,2017,8000
Y02795,2017,3108
Y02807,2017,8775
Y02811,2017,9953
Y02812,2017,9025
Y02816,2017,3424
Y02823,2017,2339
Y02826,2017,10654
Y02827,2017,3769
Y02838,2017,4687
Y02842,2017,5168
Y02847,2017,10496
Y02849,2017,10478
Y02867,2017,2806
Y02868,2017,3447
Y02873,2017,9
Y02875,2017,2868
Y02885,2017,2814
Y02886,2017,1946
Y02887,2017,1887
Y02890,2017,5075
Y02893,2017,14777
Y02896,2017,1535
Y02900,2017,10969
Y02906,2017,6109
Y02928,2017,9106
Y02933,2017,3687
Y02936,2017,3048
Y02946,2017,7808
Y02957,2017,5121
Y02960,2017,5760
Y02961,2017,5563
Y02962,2017,5785
Y02968,2017,3603
Y02973,2017,7098
Y02974,2017,7315
Y02986,2017,3664
Y02987,2017,14319
Y03023,2017,11188
Y03035,2017,20547
Y03049,2017,7623
Y03051,2017,3321
Y03052,2017,8223
Y03054,2017,301
Y03063,2017,7324
Y03079,2017,11913
Y03112,2017,3054
Y03124,2017,4260
Y03135,2017,10086
Y03222,2017,5196
Y03296,2017,5703
Y03303,2017,52
Y03362,2017,1870
Y03364,2017,1895
Y03366,2017,3467
Y03402,2017,19558
Y03441,2017,5265
Y03506,2017,5537
Y03528,2017,15
Y03584,2017,38
Y03587,2017,6335
Y03595,2017,6783
Y03597,2017,5848
Y03602,2017,4476
Y03656,2017,5424
Y03661,2017,4141
Y03663,2017,8418
Y03664,2017,8483
Y03671,2017,3887
Y03755,2017,8461
Y04225,2017,857
Y04266,2017,4134
Y04273,2017,11394
Y04333,2017,6882
Y04543,2017,53
Y04659,2017,12
Y04662,2017,1869
Y04664,2017,4338
Y04786,2017,472
Y04809,2017,2343
Y04882,2017,2798
Y04883,2017,2526
Y04884,2017,3643
Y04925,2017,4921
Y04926,2017,3454
Y04927,2017,5341
Y04942,2017,8068
Y04944,2017,2
Y04947,2017,3051
Y04949,2017,5416
Y04951,2017,5325
Y04952,2017,4140
Y04957,2017,31295
Y04965,2017,3467
Y04968,2017,5086
Y04969,2017,4177
Y04977,2017,4804
Y04995,2017,21352
Y05008,2017,3
Y05023,2017,3700
Y05080,2017,2277
Y05167,2017,10715
Y05180,2017,19
Y05212,2017,2430
Y05248,2017,2923
Y05286,2017,11648
Y05291,2017,3571
Y05317,2017,5609
Y05318,2017,6295
Y05330,2017,1161
Y05346,2017,3729
Y05349,2017,4527
Y05363,2017,3409
Y05364,2017,3500
Y05369,2017,5436
Y05412,2017,60
Y05472,2017,164
Y05548,2017,1681
Y05569,2017,3482
Y05622,2017,2611
Y05690,2017,5692
A81001,2018,4086
A81002,2018,19906
A81004,2018,10165
A81005,2018,8016
A81006,2018,14497
A81007,2018,9999
A81009,2018,8804
A81011,2018,11944
A81012,2018,5005
A81013,2018,6418
A81014,2018,3809
A81015,2018,2919
A81016,2018,9892
A81017,2018,19701
A81018,2018,10166
A81019,2018,9776
A81020,2018,8030
A81021,2018,13586
A81022,2018,10420
A81023,2018,7801
A81025,2018,4028
A81026,2018,18438
A81027,2018,14436
A81029,2018,6031
A81030,2018,13691
A81031,2018,12721
A81032,2018,10757
A81034,2018,21860
A81035,2018,10280
A81036,2018,17812
A81037,2018,6814
A81038,2018,3571
A81039,2018,10145
A81040,2018,8578
A81041,2018,9141
A81042,2018,11011
A81043,2018,8440
A81044,2018,18880
A81045,2018,7423
A81046,2018,12606
A81047,2018,259
A81048,2018,7363
A81049,2018,6106
A81051,2018,7248
A81052,2018,8532
A81053,2018,6446
A81054,2018,8182
A81056,2018,2543
A81057,2018,8871
A81058,2018,8290
A81060,2018,5685
A81063,2018,5461
A81064,2018,6611
A81065,2018,3919
A81066,2018,4431
A81067,2018,11544
A81070,2018,6959
A81602,2018,2499
A81608,2018,3971
A81610,2018,7921
A81611,2018,7075
A81612,2018,3290
A81618,2018,9267
A81621,2018,2280
A81622,2018,5513
A81629,2018,4924
A81630,2018,752
A81631,2018,6734
A81632,2018,489
A81633,2018,857
A81634,2018,2159
A82003,2018,10884
A82004,2018,2270
A82005,2018,6363
A82006,2018,4870
A82007,2018,9532
A82008,2018,10964
A82009,2018,8950
A82010,2018,6715
A82012,2018,15776
A82013,2018,6787
A82014,2018,4232
A82015,2018,5555
A82016,2018,36211
A82018,2018,12386
A82019,2018,8418
A82020,2018,15205
A82021,2018,17128
A82022,2018,5115
A82023,2018,4500
A82024,2018,5622
A82025,2018,9959
A82026,2018,17318
A82027,2018,10256
A82028,2018,8280
A82029,2018,3488
A82030,2018,6018
A82031,2018,2999
A82032,2018,13830
A82033,2018,8312
A82034,2018,6546
A82035,2018,14607
A82036,2018,10041
A82037,2018,4186
A82038,2018,4548
A82039,2018,8628
A82041,2018,9908
A82044,2018,22748
A82045,2018,8662
A82046,2018,5848
A82047,2018,9161
A82048,2018,6425
A82049,2018,5770
A82050,2018,6832
A82053,2018,4839
A82055,2018,6881
A82058,2018,4131
A82060,2018,4231
A82062,2018,4729
A82064,2018,4476
A82065,2018,2959
A82068,2018,4332
A82070,2018,6127
A82071,2018,4272
A82072,2018,6837
A82074,2018,2274
A82075,2018,6218
A82077,2018,5228
A82608,2018,4197
A82613,2018,1002
A82617,2018,2448
A82620,2018,755
A82621,2018,1617
A82623,2018,4925
A82629,2018,3438
A82631,2018,3183
A82646,2018,3533
A82647,2018,2601
A82650,2018,2756
A82651,2018,3320
A82654,2018,7602
A83001,2018,11154
A83003,2018,9207
A83004,2018,3831
A83005,2018,11826
A83006,2018,8044
A83007,2018,9919
A83008,2018,5517
A83009,2018,8545
A83010,2018,14070
A83011,2018,31234
A83012,2018,16437
A83013,2018,11298
A83014,2018,7051
A83015,2018,10197
A83016,2018,11346
A83017,2018,7520
A83018,2018,18862
A83019,2018,5165
A83020,2018,13382
A83021,2018,14313
A83022,2018,24221
A83023,2018,11385
A83024,2018,5662
A83025,2018,13434
A83026,2018,10115
A83027,2018,6398
A83028,2018,9666
A83029,2018,4909
A83030,2018,12746
A83031,2018,10109
A83032,2018,2444
A83033,2018,8836
A83034,2018,10128
A83035,2018,7180
A83036,2018,11463
A83037,2018,13894
A83038,2018,5722
A83040,2018,12093
A83041,2018,7567
A83042,2018,4516
A83043,2018,2697
A83044,2018,7368
A83045,2018,15264
A83046,2018,10592
A83047,2018,14704
A83048,2018,5621
A83049,2018,13557
A83050,2018,12267
A83051,2018,10232
A83052,2018,8749
A83054,2018,15532
A83055,2018,4280
A83057,2018,6324
A83060,2018,2983
A83061,2018,3425
A83066,2018,10557
A83070,2018,5512
A83071,2018,5059
A83072,2018,4211
A83073,2018,5164
A83074,2018,11515
A83075,2018,4657
A83076,2018,2780
A83603,2018,2636
A83610,2018,2926
A83616,2018,2521
A83617,2018,2637
A83618,2018,4414
A83619,2018,3007
A83622,2018,1644
A83626,2018,2000
A83627,2018,5602
A83630,2018,2423
A83632,2018,2421
A83634,2018,2700
A83635,2018,4098
A83636,2018,5914
A83637,2018,2059
A83641,2018,4868
A83644,2018,3497
A84002,2018,5771
A84003,2018,13329
A84005,2018,11509
A84006,2018,18449
A84007,2018,10077
A84008,2018,4480
A84009,2018,23328
A84011,2018,7540
A84013,2018,6047
A84014,2018,10937
A84015,2018,2429
A84016,2018,6800
A84018,2018,7020
A84020,2018,8175
A84022,2018,11626
A84024,2018,9412
A84025,2018,4933
A84026,2018,9088
A84027,2018,3351
A84028,2018,18217
A84029,2018,2667
A84030,2018,9287
A84031,2018,9358
A84032,2018,2457
A84033,2018,6104
A84034,2018,5618
A84035,2018,6025
A84036,2018,18614
A84037,2018,5854
A84038,2018,6207
A84039,2018,5439
A84040,2018,3595
A84042,2018,2051
A84043,2018,17248
A84044,2018,7074
A84045,2018,5395
A84047,2018,5423
A84604,2018,2140
A84609,2018,1562
A84614,2018,1989
A84619,2018,3730
A85001,2018,7557
A85002,2018,4228
A85003,2018,6421
A85004,2018,10721
A85005,2018,15734
A85006,2018,9131
A85007,2018,8284
A85008,2018,16039
A85009,2018,6334
A85010,2018,11229
A85011,2018,8203
A85012,2018,3548
A85013,2018,3762
A85014,2018,6951
A85016,2018,10844
A85017,2018,6257
A85018,2018,5231
A85019,2018,10498
A85020,2018,16050
A85021,2018,3327
A85023,2018,5526
A85024,2018,2521
A85026,2018,4752
A85609,2018,1582
A85611,2018,5211
A85614,2018,5241
A85616,2018,4707
A85617,2018,3326
A85620,2018,3785
A86003,2018,37074
A86004,2018,15994
A86005,2018,5955
A86006,2018,5210
A86007,2018,3006
A86008,2018,12494
A86010,2018,9962
A86011,2018,11053
A86012,2018,9471
A86013,2018,7366
A86015,2018,8809
A86016,2018,9055
A86017,2018,10130
A86018,2018,12695
A86020,2018,5385
A86021,2018,9597
A86022,2018,8486
A86023,2018,8865
A86024,2018,7419
A86025,2018,13389
A86026,2018,6487
A86027,2018,13999
A86028,2018,3925
A86029,2018,19790
A86030,2018,10881
A86031,2018,8978
A86033,2018,5583
A86035,2018,2592
A86036,2018,9729
A86037,2018,6840
A86038,2018,5531
A86040,2018,6602
A86041,2018,5585
A86601,2018,8672
A87002,2018,6101
A87003,2018,11059
A87004,2018,18029
A87005,2018,12774
A87006,2018,6051
A87007,2018,10886
A87008,2018,7288
A87009,2018,15039
A87011,2018,7108
A87012,2018,7585
A87013,2018,9729
A87014,2018,1596
A87015,2018,5942
A87016,2018,10384
A87017,2018,5241
A87019,2018,5263
A87020,2018,9184
A87022,2018,7016
A87023,2018,5188
A87027,2018,7323
A87029,2018,5009
A87030,2018,5343
A87600,2018,4543
A87612,2018,5520
A87615,2018,5043
A88001,2018,3049
A88002,2018,17537
A88003,2018,13068
A88004,2018,9280
A88005,2018,4748
A88006,2018,7976
A88007,2018,8458
A88008,2018,6443
A88009,2018,6508
A88010,2018,3185
A88012,2018,6317
A88013,2018,19527
A88014,2018,2773
A88015,2018,6628
A88016,2018,7941
A88022,2018,7830
A88023,2018,5184
A88025,2018,5121
A88601,2018,3109
A88603,2018,2910
A88608,2018,5578
A88613,2018,3975
A89001,2018,13892
A89002,2018,3614
A89004,2018,11279
A89005,2018,5783
A89006,2018,7483
A89007,2018,10192
A89008,2018,4985
A89009,2018,8099
A89010,2018,12230
A89011,2018,4262
A89012,2018,10639
A89013,2018,5261
A89015,2018,9426
A89016,2018,8336
A89017,2018,13247
A89018,2018,4833
A89019,2018,9997
A89020,2018,10056
A89021,2018,8481
A89022,2018,5439
A89023,2018,7887
A89024,2018,5795
A89025,2018,12824
A89026,2018,2996
A89027,2018,6311
A89028,2018,7157
A89030,2018,6293
A89031,2018,5185
A89032,2018,10536
A89034,2018,4089
A89035,2018,7844
A89036,2018,2127
A89040,2018,4749
A89041,2018,6205
A89603,2018,1902
A89604,2018,3991
A89610,2018,268
A89612,2018,2406
A89614,2018,4038
A89616,2018,2290
A89617,2018,4142
A89620,2018,2675
A89623,2018,2599
A89624,2018,2094
B81002,2018,3431
B81003,2018,12336
B81004,2018,12612
B81005,2018,16783
B81006,2018,8517
B81007,2018,9771
B81008,2018,26485
B81009,2018,9352
B81010,2018,12643
B81011,2018,9214
B81012,2018,3709
B81013,2018,9186
B81014,2018,7163
B81015,2018,14309
B81016,2018,9501
B81017,2018,15206
B81018,2018,8765
B81020,2018,7414
B81021,2018,7533
B81022,2018,14173
B81023,2018,6199
B81024,2018,8550
B81025,2018,12235
B81026,2018,19052
B81027,2018,9787
B81029,2018,10561
B81030,2018,13028
B81031,2018,13210
B81032,2018,3562
B81034,2018,11096
B81035,2018,6393
B81036,2018,16222
B81037,2018,15138
B81038,2018,7301
B81039,2018,21541
B81040,2018,14505
B81041,2018,6114
B81042,2018,12504
B81043,2018,14862
B81045,2018,12618
B81046,2018,8997
B81047,2018,7117
B81048,2018,15092
B81049,2018,9678
B81050,2018,11940
B81051,2018,9994
B81052,2018,6397
B81053,2018,12173
B81054,2018,8839
B81055,2018,3883
B81056,2018,16904
B81058,2018,8042
B81060,2018,6299
B81061,2018,27045
B81062,2018,11729
B81063,2018,6369
B81064,2018,8949
B81065,2018,11614
B81066,2018,2495
B81068,2018,16533
B81069,2018,10286
B81070,2018,5927
B81074,2018,3104
B81075,2018,2663
B81077,2018,9697
B81080,2018,2079
B81082,2018,6561
B81085,2018,4754
B81087,2018,8719
B81088,2018,7322
B81089,2018,3352
B81090,2018,4529
B81091,2018,5513
B81092,2018,10386
B81095,2018,3585
B81097,2018,1740
B81099,2018,10138
B81100,2018,3773
B81101,2018,20895
B81104,2018,7446
B81108,2018,4382
B81109,2018,12756
B81112,2018,7373
B81113,2018,7101
B81118,2018,7912
B81119,2018,4714
B81602,2018,2788
B81603,2018,3471
B81606,2018,4346
B81616,2018,2651
B81617,2018,8892
B81619,2018,4440
B81620,2018,2823
B81628,2018,2989
B81631,2018,4805
B81635,2018,3324
B81642,2018,3406
B81645,2018,3755
B81647,2018,3080
B81648,2018,1395
B81653,2018,4323
B81655,2018,2657
B81656,2018,6320
B81658,2018,2531
B81663,2018,2517
B81664,2018,1912
B81665,2018,2226
B81666,2018,2027
B81675,2018,10816
B81677,2018,4401
B81688,2018,1978
B81693,2018,2453
B81697,2018,2761
B82001,2018,10267
B82002,2018,7273
B82004,2018,10462
B82005,2018,57284
B82007,2018,9431
B82008,2018,8578
B82010,2018,7242
B82011,2018,5337
B82012,2018,13464
B82013,2018,20043
B82014,2018,6717
B82016,2018,7706
B82017,2018,14039
B82018,2018,5954
B82019,2018,3100
B82020,2018,11984
B82021,2018,8165
B82022,2018,5488
B82023,2018,6660
B82024,2018,7993
B82025,2018,20293
B82026,2018,32686
B82027,2018,15053
B82028,2018,14131
B82029,2018,3235
B82030,2018,5625
B82031,2018,9364
B82032,2018,10404
B82033,2018,10507
B82034,2018,6309
B82035,2018,3617
B82036,2018,7357
B82037,2018,9087
B82038,2018,7448
B82041,2018,15929
B82042,2018,8389
B82044,2018,9154
B82045,2018,4235
B82046,2018,2798
B82047,2018,22909
B82049,2018,7020
B82050,2018,19719
B82053,2018,12392
B82054,2018,13615
B82057,2018,5919
B82059,2018,10846
B82060,2018,11959
B82061,2018,7191
B82062,2018,2344
B82063,2018,8375
B82064,2018,3286
B82066,2018,9729
B82067,2018,7074
B82068,2018,3285
B82069,2018,7500
B82071,2018,7350
B82072,2018,5682
B82073,2018,9777
B82074,2018,16958
B82075,2018,9756
B82077,2018,5958
B82078,2018,6032
B82079,2018,3308
B82080,2018,19208
B82081,2018,7091
B82083,2018,44117
B82086,2018,2352
B82088,2018,10453
B82091,2018,6880
B82092,2018,5241
B82097,2018,10690
B82098,2018,19729
B82100,2018,8080
B82101,2018,5152
B82103,2018,2130
B82104,2018,7482
B82105,2018,8591
B82106,2018,3337
B82609,2018,3936
B82611,2018,7821
B82619,2018,1187
B82622,2018,1592
B82628,2018,4005
B83002,2018,4653
B83005,2018,6795
B83006,2018,11528
B83007,2018,5605
B83008,2018,11688
B83009,2018,10527
B83010,2018,10408
B83011,2018,5704
B83012,2018,9923
B83013,2018,11401
B83014,2018,12903
B83015,2018,8682
B83016,2018,6776
B83017,2018,8041
B83018,2018,11755
B83019,2018,6737
B83020,2018,7945
B83021,2018,12878
B83022,2018,9160
B83023,2018,9908
B83025,2018,4306
B83026,2018,5349
B83027,2018,9384
B83028,2018,11265
B83029,2018,9994
B83030,2018,8679
B83031,2018,3684
B83032,2018,3719
B83033,2018,13412
B83034,2018,6501
B83035,2018,9956
B83037,2018,10151
B83038,2018,12695
B83039,2018,12662
B83040,2018,11191
B83041,2018,14398
B83042,2018,7499
B83043,2018,4633
B83044,2018,483
B83045,2018,6406
B83049,2018,4456
B83050,2018,7695
B83051,2018,9429
B83052,2018,13777
B83054,2018,5223
B83055,2018,23011
B83056,2018,7589
B83058,2018,6888
B83061,2018,3472
B83062,2018,8910
B83063,2018,8254
B83064,2018,10062
B83067,2018,7400
B83602,2018,6523
B83604,2018,3128
B83611,2018,2228
B83614,2018,8947
B83617,2018,2286
B83620,2018,2941
B83621,2018,3987
B83622,2018,5129
B83624,2018,18002
B83626,2018,6546
B83627,2018,3758
B83628,2018,8400
B83629,2018,3009
B83631,2018,2
B83638,2018,5341
B83641,2018,7630
B83642,2018,2728
B83653,2018,8983
B83657,2018,4490
B83659,2018,3124
B83660,2018,5479
B83661,2018,2909
B84001,2018,8759
B84002,2018,6459
B84003,2018,8522
B84004,2018,18855
B84005,2018,10012
B84006,2018,13487
B84007,2018,10394
B84008,2018,14899
B84009,2018,11075
B84010,2018,10152
B84011,2018,11757
B84012,2018,8656
B84013,2018,8463
B84014,2018,4715
B84016,2018,8300
B84017,2018,2063
B84019,2018,10036
B84021,2018,7952
B84610,2018,4169
B84612,2018,7554
B84613,2018,8664
B84615,2018,2987
B84618,2018,9130
B84623,2018,4332
B85001,2018,7583
B85002,2018,3877
B85004,2018,5535
B85005,2018,6475
B85006,2018,14745
B85008,2018,5036
B85009,2018,8636
B85010,2018,6942
B85012,2018,10926
B85014,2018,9671
B85015,2018,8960
B85016,2018,9820
B85018,2018,9167
