gp_code,year,list_size
Y02422,2016,7571
Y02423,2016,36749
Y02442,2016,4470
Y02461,2016,3365
Y02462,2016,5627
Y02463,2016,8044
Y02464,2016,2722
Y02466,2016,9039
Y02469,2016,4926
Y02471,2016,8136
Y02476,2016,8977
Y02477,2016,2883
Y02483,2016,5152
Y02494,2016,4452
Y02495,2016,3100
Y02499,2016,1506
Y02501,2016,2424
Y02506,2016,7103
Y02508,2016,1
Y02509,2016,3482
Y02510,2016,4312
Y02511,2016,684
Y02512,2016,2369
Y02515,2016,8
Y02516,2016,69
Y02517,2016,16058
Y02519,2016,5478
Y02520,2016,5635
Y02521,2016,9913
Y02526,2016,6252
Y02566,2016,4990
Y02567,2016,3671
Y02568,2016,2424
Y02569,2016,634
Y02570,2016,3310
Y02571,2016,4660
Y02572,2016,5071
Y02575,2016,7800
Y02578,2016,8097
Y02581,2016,3446
Y02583,2016,9933
Y02585,2016,8260
Y02586,2016,3148
Y02589,2016,7214
Y02594,2016,2547
Y02596,2016,2424
Y02597,2016,2726
Y02605,2016,2615
Y02606,2016,4940
Y02610,2016,4264
Y02611,2016,2564
Y02614,2016,1663
Y02620,2016,5111
Y02622,2016,7107
Y02624,2016,3187
Y02625,2016,1113
Y02626,2016,4780
Y02627,2016,5595
Y02633,2016,2745
Y02636,2016,3808
Y02638,2016,1898
Y02639,2016,8099
Y02644,2016,4013
Y02645,2016,9
Y02646,2016,6260
Y02650,2016,350
Y02653,2016,3681
Y02656,2016,2938
Y02657,2016,5051
Y02658,2016,1515
Y02660,2016,2995
Y02662,2016,5253
Y02663,2016,3616
Y02669,2016,2662
Y02671,2016,14086
Y02672,2016,8308
Y02674,2016,667
Y02676,2016,6476
Y02684,2016,2699
Y02686,2016,3548
Y02688,2016,5796
Y02692,2016,9319
Y02701,2016,4291
Y02704,2016,4604
Y02707,2016,6298
Y02710,2016,3717
Y02711,2016,3114
Y02713,2016,3127
Y02718,2016,2223
Y02720,2016,2532
Y02721,2016,2516
Y02735,2016,3869
Y02736,2016,5021
Y02747,2016,11766
Y02751,2016,9461
Y02753,2016,3569
Y02754,2016,5389
Y02755,2016,4612
Y02757,2016,6003
Y02767,2016,3956
Y02769,2016,5240
Y02778,2016,5695
Y02787,2016,5377
Y02790,2016,3366
Y02794,2016,7188
Y02795,2016,2965
Y02807,2016,7858
Y02811,2016,9269
Y02812,2016,8481
Y02815,2016,3445
Y02816,2016,3370
Y02823,2016,3827
Y02826,2016,10310
Y02827,2016,3753
Y02833,2016,3880
Y02838,2016,4604
Y02842,2016,5033
Y02847,2016,9437
Y02849,2016,8587
Y02867,2016,2662
Y02868,2016,3498
Y02873,2016,20
Y02875,2016,2602
Y02884,2016,1923
Y02885,2016,2716
Y02886,2016,1756
Y02887,2016,1823
Y02890,2016,4950
Y02893,2016,14018
Y02896,2016,1479
Y02900,2016,9682
Y02906,2016,4116
Y02928,2016,8162
Y02933,2016,3491
Y02936,2016,2931
Y02946,2016,7355
Y02957,2016,5379
Y02960,2016,5349
Y02961,2016,5509
Y02962,2016,5765
Y02968,2016,5865
Y02973,2016,6139
Y02974,2016,6505
Y02986,2016,2701
Y02987,2016,14844
Y02988,2016,242
Y02999,2016,758
Y03023,2016,10094
Y03035,2016,19503
Y03049,2016,7371
Y03051,2016,3291
Y03052,2016,7477
Y03054,2016,1664
Y03063,2016,7274
Y03079,2016,11602
Y03112,2016,2411
Y03124,2016,3362
Y03135,2016,9825
Y03222,2016,5545
Y03296,2016,5092
Y03303,2016,61
Y03362,2016,1867
Y03363,2016,2180
Y03364,2016,1973
Y03366,2016,3160
Y03402,2016,19003
Y03441,2016,4622
Y03506,2016,5196
Y03528,2016,30
Y03584,2016,55
Y03587,2016,6095
Y03595,2016,3659
Y03597,2016,5488
Y03602,2016,4171
Y03656,2016,5082
Y03661,2016,4208
Y03663,2016,8018
Y03664,2016,8369
Y03671,2016,3589
Y03755,2016,7734
Y04225,2016,857
Y04266,2016,4186
Y04273,2016,8979
Y04333,2016,7469
Y04543,2016,60
Y04659,2016,17
Y04662,2016,1040
Y04664,2016,4295
Y04786,2016,339
Y04809,2016,2256
Y04882,2016,2782
Y04883,2016,2465
Y04884,2016,3812
Y04887,2016,1477
Y04927,2016,13735
Y04942,2016,7668
Y04943,2016,3160
Y04944,2016,1703
Y04945,2016,3858
Y04947,2016,2835
Y04949,2016,5614
Y04951,2016,5161
Y04952,2016,4165
Y04957,2016,31449
Y04965,2016,3019
Y04968,2016,4486
Y04969,2016,4272
Y04977,2016,4852
Y04979,2016,2119
Y04995,2016,22131
Y05008,2016,2444
Y05021,2016,2440
Y05023,2016,3574
Y05080,2016,1817
Y05167,2016,10350
Y05180,2016,36
Y05212,2016,1934
Y05248,2016,2955
Y05286,2016,10654
Y05291,2016,3488
A81001,2017,4150
A81002,2017,19886
A81004,2017,9471
A81005,2017,7929
A81006,2017,13733
A81007,2017,9939
A81009,2017,9048
A81011,2017,11704
A81012,2017,4761
A81013,2017,6253
A81014,2017,3844
A81015,2017,2945
A81016,2017,9684
A81017,2017,20275
A81018,2017,9353
A81019,2017,10123
A81020,2017,7892
A81021,2017,13308
A81022,2017,10563
A81023,2017,7750
A81025,2017,4081
A81026,2017,13979
A81027,2017,13827
A81029,2017,5815
A81030,2017,12656
A81031,2017,12662
A81032,2017,10603
A81033,2017,3382
A81034,2017,21744
A81035,2017,10300
A81036,2017,17658
A81037,2017,6836
A81038,2017,3332
A81039,2017,9859
A81040,2017,8641
A81041,2017,9128
A81042,2017,10791
A81043,2017,8140
A81044,2017,19272
A81045,2017,7712
A81046,2017,12845
A81047,2017,5056
A81048,2017,5172
A81049,2017,5570
A81051,2017,7862
A81052,2017,7630
A81053,2017,6440
A81054,2017,8039
A81056,2017,2583
A81057,2017,8844
A81058,2017,8123
A81060,2017,5649
A81063,2017,5408
A81064,2017,6401
A81065,2017,3755
A81066,2017,4344
A81067,2017,10816
A81070,2017,2212
A81602,2017,2511
A81608,2017,3508
A81610,2017,7952
A81611,2017,6490
A81612,2017,3181
A81618,2017,7991
A81621,2017,2280
A81622,2017,5377
A81629,2017,4547
A81630,2017,710
A81631,2017,6558
A81632,2017,562
A81633,2017,806
A81634,2017,1877
A82003,2017,11055
A82004,2017,2244
A82005,2017,6332
A82006,2017,4821
A82007,2017,9535
A82008,2017,10954
A82009,2017,8947
A82010,2017,6665
A82012,2017,15588
A82013,2017,6777
A82014,2017,4178
A82015,2017,5540
A82016,2017,35986
A82018,2017,12067
A82019,2017,8492
A82020,2017,15375
A82021,2017,17114
A82022,2017,5130
A82023,2017,4261
A82024,2017,5623
A82025,2017,9760
A82026,2017,17022
A82027,2017,10366
A82028,2017,6650
A82029,2017,3471
A82030,2017,5981
A82031,2017,2924
A82032,2017,13660
A82033,2017,8365
A82034,2017,6593
A82035,2017,14711
A82036,2017,10006
A82037,2017,4189
A82038,2017,4484
A82039,2017,8543
A82041,2017,9916
A82044,2017,22671
A82045,2017,8601
A82046,2017,5783
A82047,2017,8924
A82048,2017,6618
A82049,2017,5537
A82050,2017,7243
A82053,2017,4788
A82055,2017,6907
A82058,2017,4198
A82060,2017,4306
A82062,2017,4721
A82063,2017,1626
A82064,2017,4522
A82065,2017,2945
A82068,2017,4258
A82070,2017,6115
A82071,2017,4263
A82072,2017,6868
A82074,2017,2276
A82075,2017,6288
A82077,2017,5262
A82608,2017,4170
A82613,2017,969
A82617,2017,2462
A82620,2017,743
A82621,2017,1640
A82623,2017,5039
A82629,2017,3586
A82631,2017,3109
A82646,2017,3590
A82647,2017,2512
A82650,2017,2745
A82651,2017,3353
A82654,2017,7555
A83001,2017,10868
A83003,2017,9256
A83004,2017,3807
A83005,2017,11668
A83006,2017,7950
A83007,2017,9778
A83008,2017,5512
A83009,2017,8623
A83010,2017,14287
A83011,2017,29156
A83012,2017,16777
A83013,2017,11197
A83014,2017,7243
A83015,2017,10221
A83016,2017,11428
A83017,2017,7544
A83018,2017,19091
A83019,2017,5160
A83020,2017,13402
A83021,2017,14154
A83022,2017,24075
A83023,2017,11306
A83024,2017,5696
A83025,2017,13412
A83026,2017,10026
A83027,2017,6327
A83028,2017,9849
A83029,2017,4872
A83030,2017,12282
A83031,2017,9922
A83032,2017,2427
A83033,2017,8771
A83034,2017,10219
A83035,2017,7170
A83036,2017,11517
A83037,2017,13811
A83038,2017,5683
A83040,2017,12116
A83041,2017,7625
A83042,2017,4543
A83043,2017,2676
A83044,2017,7327
A83045,2017,15267
A83046,2017,10476
A83047,2017,14456
A83048,2017,5597
A83049,2017,13275
A83050,2017,12024
A83051,2017,10180
A83052,2017,8733
A83054,2017,15521
A83055,2017,4212
A83057,2017,6272
A83060,2017,2996
A83061,2017,3367
A83066,2017,10309
A83070,2017,5434
A83071,2017,5082
A83072,2017,4084
A83073,2017,5149
A83074,2017,11457
A83075,2017,4670
A83076,2017,2755
A83603,2017,2690
A83610,2017,2867
A83616,2017,2397
A83617,2017,2672
A83618,2017,4359
A83619,2017,2924
A83622,2017,1665
A83626,2017,2027
A83627,2017,5409
A83630,2017,2455
A83632,2017,2437
A83634,2017,2667
A83635,2017,4022
A83636,2017,5816
A83637,2017,2034
A83641,2017,4930
A83644,2017,3478
A84002,2017,5726
A84003,2017,13172
A84005,2017,11340
A84006,2017,8749
A84007,2017,10335
A84008,2017,4389
A84009,2017,14356
A84011,2017,7399
A84013,2017,6079
A84014,2017,10747
A84015,2017,2389
A84016,2017,6666
A84018,2017,6975
A84020,2017,8267
A84021,2017,9615
A84022,2017,11444
A84024,2017,9289
A84025,2017,5100
A84026,2017,9143
A84027,2017,3355
A84028,2017,18500
A84029,2017,2738
A84030,2017,9270
A84031,2017,9214
A84032,2017,2448
A84033,2017,6092
A84034,2017,5626
A84035,2017,6043
A84036,2017,18183
A84037,2017,5719
A84038,2017,6076
A84039,2017,5306
A84040,2017,3570
A84042,2017,2031
A84043,2017,17241
A84044,2017,6971
A84045,2017,5391
A84047,2017,5444
A84048,2017,8908
A84604,2017,2081
A84609,2017,1575
A84614,2017,2006
A84619,2017,3622
A85001,2017,7447
A85002,2017,4343
A85003,2017,6557
A85004,2017,10758
A85005,2017,15747
A85006,2017,9105
A85007,2017,8326
A85008,2017,15987
A85009,2017,6508
A85010,2017,11349
A85011,2017,8303
A85012,2017,3614
A85013,2017,3659
A85014,2017,7051
A85016,2017,10741
A85017,2017,6073
A85018,2017,5280
A85019,2017,10476
A85020,2017,16125
A85021,2017,3164
A85023,2017,5422
A85024,2017,2574
A85026,2017,4739
A85605,2017,2308
A85609,2017,1570
A85611,2017,5263
A85614,2017,5053
A85616,2017,2453
A85617,2017,3312
A85620,2017,3734
A86003,2017,33530
A86004,2017,15762
A86005,2017,5755
A86006,2017,5139
A86007,2017,3118
A86008,2017,12302
A86010,2017,9839
A86011,2017,11147
A86012,2017,9230
A86013,2017,7322
A86015,2017,8882
A86016,2017,8773
A86017,2017,10023
A86018,2017,12667
A86020,2017,5449
A86021,2017,9576
A86022,2017,8362
A86023,2017,8682
A86024,2017,7479
A86025,2017,12641
A86026,2017,6426
A86027,2017,15006
A86028,2017,3896
A86029,2017,19491
A86030,2017,10626
A86031,2017,8687
A86033,2017,5271
A86035,2017,2616
A86036,2017,9262
A86037,2017,7124
A86038,2017,5500
A86040,2017,6401
A86041,2017,5246
A86601,2017,8599
A87002,2017,6394
A87003,2017,11285
A87004,2017,17500
A87005,2017,12660
A87006,2017,6076
A87007,2017,10897
A87008,2017,7156
A87009,2017,14877
A87011,2017,6887
A87012,2017,7469
A87013,2017,9834
A87014,2017,4511
A87015,2017,5999
A87016,2017,10186
A87017,2017,5222
A87019,2017,5383
A87020,2017,9233
A87022,2017,5529
A87023,2017,5251
A87027,2017,7091
A87029,2017,5007
A87030,2017,5270
A87600,2017,4562
A87612,2017,5400
A87615,2017,4912
A88001,2017,3007
A88002,2017,12435
A88003,2017,12574
A88004,2017,9452
A88005,2017,4747
A88006,2017,8037
A88007,2017,8704
A88008,2017,6404
A88009,2017,6493
A88010,2017,3254
A88011,2017,2779
A88012,2017,6155
A88013,2017,15356
A88014,2017,2722
A88015,2017,6721
A88016,2017,7968
A88020,2017,1728
A88022,2017,7734
A88023,2017,5140
A88025,2017,5020
A88601,2017,2944
A88603,2017,2930
A88608,2017,5593
A88611,2017,2722
A88613,2017,3993
A88614,2017,1793
A89001,2017,13901
A89002,2017,3409
A89003,2017,5782
A89004,2017,11314
A89005,2017,5695
A89006,2017,7673
A89007,2017,10145
A89008,2017,4965
A89009,2017,7795
A89010,2017,12148
A89011,2017,4112
A89012,2017,4887
A89013,2017,5255
A89014,2017,1985
A89015,2017,9501
A89016,2017,8152
A89017,2017,13037
A89018,2017,4665
A89019,2017,10036
A89020,2017,10265
A89021,2017,8492
A89022,2017,5384
A89023,2017,7842
A89024,2017,5801
A89025,2017,13311
A89026,2017,3013
A89027,2017,6335
A89028,2017,7125
A89029,2017,1854
A89030,2017,6364
A89031,2017,5273
A89032,2017,4989
A89034,2017,4139
A89035,2017,5557
A89036,2017,2125
A89040,2017,2907
A89041,2017,5692
A89042,2017,5880
A89603,2017,1974
A89604,2017,3953
A89610,2017,3190
A89612,2017,2469
A89614,2017,4034
A89616,2017,2168
A89617,2017,2213
A89620,2017,2689
A89623,2017,2545
A89624,2017,2082
B81002,2017,3396
B81003,2017,12590
B81004,2017,12485
B81005,2017,16710
B81006,2017,8340
B81007,2017,9695
B81008,2017,17870
B81009,2017,9251
B81010,2017,12539
B81011,2017,9044
B81012,2017,3858
B81013,2017,9420
B81014,2017,7115
B81015,2017,14273
B81016,2017,9408
B81017,2017,7309
B81018,2017,8582
B81020,2017,7411
B81021,2017,7580
B81022,2017,14454
B81023,2017,6206
B81024,2017,8582
B81025,2017,12235
B81026,2017,18189
B81027,2017,6152
B81029,2017,10302
B81030,2017,12952
B81031,2017,13587
B81032,2017,3239
B81034,2017,10993
B81035,2017,6297
B81036,2017,15822
B81037,2017,15316
B81038,2017,7391
B81039,2017,20662
B81040,2017,14495
B81041,2017,6080
B81042,2017,12387
B81043,2017,14773
B81045,2017,12588
B81046,2017,9016
B81047,2017,7031
B81048,2017,15007
B81049,2017,9681
B81050,2017,11981
B81051,2017,10143
B81052,2017,6132
B81053,2017,11974
B81054,2017,9176
B81055,2017,3855
B81056,2017,16671
B81057,2017,2445
B81058,2017,7779
B81060,2017,6433
B81061,2017,26864
B81062,2017,11704
B81063,2017,6543
B81064,2017,8812
B81065,2017,11644
B81066,2017,2437
B81068,2017,16117
B81069,2017,10186
B81070,2017,5938
B81074,2017,3022
B81075,2017,2215
B81077,2017,9737
B81080,2017,2109
B81081,2017,3997
B81082,2017,6273
B81084,2017,7001
B81085,2017,4794
B81087,2017,9102
B81088,2017,7292
B81089,2017,3374
B81090,2017,4573
B81091,2017,5574
B81092,2017,10344
B81094,2017,1393
B81095,2017,3684
B81097,2017,1689
B81099,2017,5659
B81100,2017,3538
B81101,2017,9658
B81104,2017,6746
B81108,2017,4312
B81109,2017,12568
B81112,2017,7244
B81113,2017,6725
B81118,2017,7854
B81119,2017,4649
B81121,2017,4198
B81602,2017,2429
B81603,2017,3759
B81606,2017,4346
B81616,2017,2567
B81617,2017,9368
B81619,2017,4231
B81620,2017,2678
B81628,2017,2957
B81631,2017,3488
B81635,2017,3226
B81642,2017,3203
B81645,2017,3674
B81647,2017,3026
B81648,2017,1373
B81653,2017,4184
B81655,2017,2524
B81656,2017,6143
B81658,2017,2524
B81663,2017,2485
B81664,2017,1922
B81665,2017,2155
B81666,2017,2080
B81675,2017,8289
B81677,2017,4462
B81682,2017,5076
B81683,2017,1357
B81688,2017,1997
B81692,2017,3197
B81693,2017,2495
B81697,2017,2835
B82001,2017,10348
B82002,2017,7313
B82004,2017,10616
B82005,2017,56693
B82007,2017,9404
B82008,2017,8686
B82010,2017,7095
B82011,2017,5241
B82012,2017,13203
B82013,2017,20086
B82014,2017,6736
B82016,2017,7584
B82017,2017,14041
B82018,2017,5888
B82019,2017,3008
B82020,2017,12043
B82021,2017,7933
B82022,2017,5484
B82023,2017,6655
B82024,2017,7885
B82025,2017,20083
B82026,2017,32700
B82027,2017,14989
B82028,2017,14112
B82029,2017,3196
B82030,2017,5533
B82031,2017,9169
B82032,2017,10470
B82033,2017,10546
B82034,2017,6263
B82035,2017,3568
B82036,2017,7298
B82037,2017,9074
B82038,2017,7314
B82041,2017,15829
B82042,2017,8309
B82044,2017,9194
B82045,2017,4271
B82046,2017,2769
B82047,2017,21019
B82049,2017,7023
B82050,2017,19786
B82053,2017,12105
B82054,2017,13195
B82057,2017,5797
B82059,2017,10831
B82060,2017,11886
B82061,2017,7211
B82062,2017,2337
B82063,2017,8230
B82064,2017,3342
B82066,2017,9660
B82067,2017,6895
B82068,2017,3269
B82069,2017,7564
B82071,2017,7365
B82072,2017,5792
B82073,2017,9631
B82074,2017,16651
B82075,2017,9843
B82077,2017,5933
B82078,2017,5965
B82079,2017,3260
B82080,2017,18942
B82081,2017,7176
B82083,2017,43531
B82086,2017,2335
B82088,2017,10796
B82091,2017,6765
B82092,2017,5148
B82097,2017,10772
B82098,2017,19519
B82100,2017,8130
B82101,2017,5168
B82103,2017,2090
B82104,2017,7331
B82105,2017,8456
B82106,2017,3276
B82609,2017,3940
B82611,2017,7925
B82619,2017,1170
B82622,2017,1608
B82628,2017,4060
B83002,2017,4458
B83005,2017,6902
B83006,2017,11414
B83007,2017,5645
B83008,2017,11574
B83009,2017,10572
B83010,2017,10551
B83011,2017,5594
B83012,2017,9889
B83013,2017,11768
B83014,2017,12711
B83015,2017,8613
B83016,2017,6407
B83017,2017,8061
B83018,2017,11653
B83019,2017,6659
B83020,2017,7750
B83021,2017,12877
B83022,2017,9119
B83023,2017,9978
B83025,2017,4251
B83026,2017,5223
B83027,2017,9369
B83028,2017,11116
B83029,2017,9672
B83030,2017,8278
B83031,2017,3557
B83032,2017,3730
B83033,2017,13518
B83034,2017,6470
B83035,2017,9747
B83037,2017,10104
B83038,2017,12342
B83039,2017,12675
B83040,2017,10843
B83041,2017,7723
B83042,2017,7318
B83043,2017,4753
B83044,2017,7110
B83045,2017,6504
B83049,2017,4350
B83050,2017,7845
B83051,2017,9520
B83052,2017,9071
B83054,2017,5160
B83055,2017,23110
B83056,2017,7564
B83058,2017,6886
B83061,2017,3396
B83062,2017,8838
B83063,2017,8258
B83064,2017,9829
B83067,2017,7302
B83069,2017,1610
B83070,2017,4518
B83602,2017,6565
B83604,2017,3037
B83611,2017,2198
B83613,2017,3649
B83614,2017,5618
B83617,2017,2149
B83620,2017,2908
B83621,2017,3759
B83622,2017,5141
B83624,2017,18207
B83626,2017,6463
B83627,2017,3753
B83628,2017,4607
B83629,2017,2846
B83631,2017,280
B83638,2017,5157
B83641,2017,7774
B83642,2017,2487
B83653,2017,8779
B83657,2017,4213
B83659,2017,3037
B83660,2017,5330
B83661,2017,2931
B84001,2017,9371
B84002,2017,6361
B84003,2017,8594
B84004,2017,18880
B84005,2017,9988
B84006,2017,13465
B84007,2017,10299
B84008,2017,14663
B84009,2017,11183
B84010,2017,10189
B84011,2017,11919
B84012,2017,8690
B84013,2017,8660
B84014,2017,4690
B84016,2017,8203
B84017,2017,2120
B84019,2017,9566
B84021,2017,7759
B84610,2017,4126
B84612,2017,7654
B84613,2017,8572
B84615,2017,2901
B84618,2017,9274
B84623,2017,4218
B85001,2017,7542
B85002,2017,3893
B85004,2017,4726
B85005,2017,6348
B85006,2017,14925
B85008,2017,4669
B85009,2017,8493
B85010,2017,6904
B85012,2017,10864
B85014,2017,9718
B85015,2017,8917
B85016,2017,9693
B85018,2017,8940
B85019,2017,17152
B85020,2017,5997
B85021,2017,7336
B85022,2017,7766
B85023,2017,6464
B85024,2017,9688
B85025,2017,11623
B85026,2017,8127
B85027,2017,10371
B85028,2017,15743
B85030,2017,8198
B85031,2017,7265
B85032,2017,6275
B85033,2017,4803
B85036,2017,7289
B85037,2017,6360
B85038,2017,5729
B85041,2017,14626
B85042,2017,8826
B85044,2017,2412
B85048,2017,3665
B85051,2017,7926
B85054,2017,10553
B85055,2017,9119
B85058,2017,2519
B85059,2017,5033
B85060,2017,2811
B85061,2017,9477
B85062,2017,13337
B85606,2017,4881
B85610,2017,9257
B85611,2017,3512
B85612,2017,3427
B85614,2017,5022
B85619,2017,2576
B85620,2017,1975
B85621,2017,2373
B85622,2017,3908
B85623,2017,2927
B85634,2017,3519
B85636,2017,3732
B85638,2017,4361
B85640,2017,3486
B85641,2017,4752
B85645,2017,2995
B85646,2017,6321
B85650,2017,3639
B85652,2017,7575
B85655,2017,2519
B85659,2017,1406
B85660,2017,5488
B86001,2017,2421
B86002,2017,11292
B86003,2017,14732
B86004,2017,7754
B86005,2017,5125
B86006,2017,13819
B86007,2017,8598
B86008,2017,14642
B86009,2017,7300
B86010,2017,9295
B86011,2017,6937
B86012,2017,16708
B86013,2017,18379
B86014,2017,13532
B86015,2017,14723
B86016,2017,16786
B86017,2017,10983
B86018,2017,7209
B86019,2017,9216
B86020,2017,10519
B86022,2017,13167
B86023,2017,3886
B86024,2017,9046
B86025,2017,10035
B86028,2017,3343
B86029,2017,5984
B86030,2017,11374
B86031,2017,4017
B86032,2017,18697
B86033,2017,11335
B86034,2017,7029
B86035,2017,7763
B86036,2017,11244
B86037,2017,1901
B86038,2017,11707
B86039,2017,6051
B86041,2017,6298
B86042,2017,14657
B86043,2017,8468
B86044,2017,24913
B86047,2017,7885
B86048,2017,13541
B86049,2017,8091
B86050,2017,18372
B86051,2017,6512
B86052,2017,10878
B86054,2017,5857
B86055,2017,6829
B86056,2017,5248
B86057,2017,15714
B86058,2017,4220
B86059,2017,13626
B86060,2017,8910
B86061,2017,4140
B86062,2017,8847
B86064,2017,16575
B86066,2017,13592
B86067,2017,17299
B86068,2017,8630
B86069,2017,12745
B86070,2017,4114
B86071,2017,8766
B86074,2017,5318
B86075,2017,12567
B86077,2017,6091
B86081,2017,13774
B86086,2017,7293
B86089,2017,5547
B86092,2017,5004
B86093,2017,5541
B86094,2017,4597
B86095,2017,3101
B86096,2017,5788
B86100,2017,6565
B86101,2017,3345
B86103,2017,2402
B86104,2017,4771
B86106,2017,6557
B86108,2017,5273
B86109,2017,8150
B86110,2017,40951
B86623,2017,4001
B86625,2017,3712
B86633,2017,2228
B86638,2017,1390
B86642,2017,1585
B86643,2017,3544
B86648,2017,2227
B86651,2017,39
B86654,2017,4757
B86655,2017,1855
B86658,2017,4411
B86666,2017,4448
B86667,2017,6273
B86669,2017,1438
B86670,2017,562
B86672,2017,5541
B86673,2017,3539
B86674,2017,14
B86675,2017,3641
B86678,2017,2987
B86682,2017,5199
B87001,2017,8050
B87002,2017,11569
B87003,2017,9421
B87004,2017,9150
B87005,2017,10991
B87006,2017,9884
B87007,2017,11952
B87008,2017,13786
B87009,2017,6239
B87011,2017,13032
B87012,2017,9090
B87013,2017,13272
B87015,2017,8799
B87016,2017,22115
B87017,2017,13412
B87018,2017,10438
B87019,2017,7451
B87020,2017,12539
B87021,2017,13007
B87022,2017,6779
B87023,2017,15160
B87025,2017,5752
B87026,2017,14836
B87027,2017,12339
B87028,2017,10600
B87029,2017,8941
B87030,2017,10610
B87031,2017,12346
B87032,2017,7040
B87033,2017,3739
B87036,2017,4090
B87039,2017,14253
B87040,2017,8160
B87041,2017,2825
B87042,2017,5196
B87044,2017,2645
B87600,2017,2277
B87602,2017,2354
B87604,2017,2639
C81001,2017,10217
C81002,2017,12541
C81003,2017,10752
C81004,2017,10818
C81005,2017,16947
C81006,2017,13134
C81007,2017,9470
C81008,2017,10082
C81009,2017,14345
C81010,2017,13294
C81012,2017,15487
C81013,2017,4579
C81014,2017,10843
C81015,2017,11324
C81016,2017,5957
C81017,2017,8433
C81018,2017,8597
C81019,2017,8824
C81020,2017,10547
C81021,2017,14884
C81022,2017,3597
C81023,2017,9025
C81025,2017,10026
C81026,2017,6978
C81027,2017,7305
C81028,2017,7738
C81029,2017,16326
C81030,2017,7913
C81031,2017,8699
C81032,2017,13832
C81033,2017,15906
C81034,2017,9588
C81035,2017,11176
C81036,2017,4982
C81037,2017,8157
C81038,2017,12615
C81039,2017,3435
C81040,2017,6212
C81041,2017,11013
C81042,2017,11452
C81044,2017,7740
C81045,2017,14119
C81046,2017,4827
C81047,2017,10680
C81048,2017,11212
C81049,2017,9470
C81050,2017,9628
C81051,2017,25327
C81052,2017,7391
C81053,2017,9734
C81054,2017,18968
C81055,2017,3717
C81056,2017,6452
C81057,2017,8798
C81058,2017,8137
C81059,2017,5246
C81060,2017,9193
C81061,2017,15395
C81062,2017,8748
C81063,2017,8695
C81064,2017,12005
C81065,2017,7750
C81066,2017,10855
C81067,2017,9193
C81068,2017,13055
C81069,2017,13739
C81070,2017,4650
C81071,2017,15227
C81072,2017,23983
C81073,2017,10788
C81074,2017,8321
C81075,2017,5879
C81076,2017,3305
C81077,2017,3487
C81080,2017,8322
C81081,2017,13213
C81082,2017,3027
C81083,2017,10180
C81084,2017,14255
C81086,2017,7917
C81087,2017,11590
C81089,2017,4901
C81090,2017,3690
C81091,2017,9236
C81092,2017,5919
C81094,2017,7300
C81095,2017,4538
C81096,2017,5471
C81097,2017,6654
C81099,2017,7920
C81100,2017,6289
C81101,2017,8156
C81104,2017,1884
C81106,2017,6566
C81108,2017,14873
C81110,2017,10390
C81113,2017,6241
C81114,2017,11094
C81115,2017,5035
C81118,2017,6979
C81604,2017,3764
C81611,2017,2210
C81615,2017,2130
C81616,2017,4724
C81629,2017,2
C81634,2017,3725
C81638,2017,3282
C81640,2017,3642
C81642,2017,4935
C81647,2017,4486
C81648,2017,4231
C81649,2017,6990
C81652,2017,4101
C81653,2017,4164
C81654,2017,4459
C81655,2017,3685
C81658,2017,4892
C81660,2017,3148
C81661,2017,2442
C81662,2017,6909
C82001,2017,9296
C82002,2017,10454
C82003,2017,11289
C82005,2017,9046
C82007,2017,9593
C82008,2017,8955
C82009,2017,24528
C82010,2017,15851
C82011,2017,10736
C82012,2017,10393
C82013,2017,10695
C82014,2017,14469
C82015,2017,2253
C82016,2017,6398
C82017,2017,12820
C82018,2017,15834
C82019,2017,4742
C82020,2017,18140
C82021,2017,8712
C82022,2017,6899
C82023,2017,3464
C82024,2017,20011
C82025,2017,10681
C82026,2017,8328
C82027,2017,7055
C82028,2017,6921
C82029,2017,12077
C82030,2017,6889
C82031,2017,11744
C82032,2017,7164
C82033,2017,9649
C82034,2017,8657
C82035,2017,7633
C82036,2017,15859
C82037,2017,10300
C82038,2017,35545
C82039,2017,10653
C82040,2017,8388
C82041,2017,11917
C82042,2017,11880
C82043,2017,12632
C82044,2017,6314
C82045,2017,5944
C82046,2017,17896
C82047,2017,10465
C82048,2017,4043
C82050,2017,14359
C82051,2017,11001
C82052,2017,3933
C82053,2017,10682
C82054,2017,10596
C82055,2017,14335
C82056,2017,13919
C82059,2017,1272
C82060,2017,4078
C82061,2017,12003
C82062,2017,8295
C82063,2017,12269
C82064,2017,11587
C82066,2017,14081
C82067,2017,9037
C82068,2017,11392
C82070,2017,9448
C82071,2017,12010
C82072,2017,7841
C82073,2017,14977
C82075,2017,9995
C82076,2017,4592
C82077,2017,11002
C82078,2017,11163
C82079,2017,8706
C82080,2017,4664
C82082,2017,5636
C82084,2017,2989
C82086,2017,8757
C82088,2017,9177
C82091,2017,7453
C82092,2017,3139
C82093,2017,11301
C82094,2017,6731
C82095,2017,9325
C82096,2017,7401
C82097,2017,1366
C82098,2017,7393
C82099,2017,4026
C82100,2017,5793
C82102,2017,3960
C82103,2017,7605
C82105,2017,2964
C82107,2017,6546
C82108,2017,60
C82109,2017,3531
C82111,2017,16111
C82112,2017,4482
C82114,2017,2197
C82116,2017,3600
C82119,2017,2384
C82120,2017,3597
C82121,2017,14530
