gp_code,oc_wd_total,oc_rush,oc_rush_pct,same_day_12m,rural,imd_score,log_list,gp_per10k,nurse_per10k,dpc_per10k,merged_recent,dispensing_f,region,rush_pct,calls_per_1k,total_wd,oq
C83032,2920,1263,43.25342465753425,51.414083585507484,1.0,31.83,8.854189100420939,6.587025844557612,18.69496930274618,17.21003283946504,0.0,1.0,MIDLANDS,25.9,435.7,3020,Q4
C83033,281,79,28.11387900355872,20.79083352055718,1.0,18.3,8.222710267733953,11.598612820225975,6.443673789014431,37.2301152236268,0.0,1.0,MIDLANDS,30.0,862.8,3250,Q2
C83035,3803,1986,52.221930055219566,61.76144473147198,0.0,10.67,9.410795135035702,12.92133528966481,7.703481434036895,13.22467350905309,0.0,1.0,MIDLANDS,22.6,410.8,5190,Q4
C83040,4331,2425,55.99168783190949,53.50976187789188,0.0,20.75,9.596226161186324,19.652144352614584,3.807149736558835,5.4387853379411935,0.0,0.0,MIDLANDS,25.9,522.9,7628,Q4
C83042,180,58,32.22222222222222,43.81881446501802,1.0,24.9,8.826905799688772,12.168936930864982,13.49930302511555,20.07287667212834,0.0,1.0,MIDLANDS,31.1,664.7,4656,Q2
C83043,4132,1738,42.06195546950629,46.96586862799056,1.0,19.54,9.263067221665477,18.568029281010617,12.446144967864852,17.809118003430914,0.0,1.0,MIDLANDS,24.8,505.3,5366,Q4
C83044,3438,1275,37.08551483420593,61.79019163544857,0.0,43.02,9.399623750068956,5.208060355847343,8.937561204363957,3.067459276995434,0.0,0.0,MIDLANDS,26.6,425.0,5305,Q3
C83051,244,107,43.85245901639344,39.494170096021946,0.0,36.94,9.098076452937663,13.366027391405687,5.071930037946241,1.7900929543060125,0.0,0.0,MIDLANDS,34.2,728.1,6428,Q4
C83056,3765,2220,58.96414342629482,50.499880028793086,0.0,23.18,9.554556357752496,8.833152964218634,13.740800679952274,22.18940852468312,0.0,1.0,MIDLANDS,31.1,709.4,10030,Q4
C83061,140,40,28.571428571428573,44.54987595834443,1.0,15.44,9.10667286681142,11.890962535703393,3.667859089875489,16.830740505254987,0.0,1.0,MIDLANDS,27.2,944.5,8537,Q2
C83062,1110,545,49.0990990990991,42.93883253984682,1.0,16.33,8.653921551623055,8.14059978659999,6.884621533630853,2.2328502275006907,0.0,1.0,MIDLANDS,23.0,547.6,3227,Q4
C83073,2484,997,40.13687600644123,54.04102932758231,0.0,23.39,8.98520525547858,3.840975272886681,1.6699892502792013,9.351939796052564,0.0,0.0,MIDLANDS,22.6,400.2,3331,Q3
C83074,1966,773,39.31841302136318,25.59496642107322,1.0,18.37,8.462560995763173,9.350466467875371,7.378982574898784,20.50343249498328,0.0,1.0,MIDLANDS,23.1,542.5,2704,Q3
C83075,3901,1411,36.17021276595744,65.38913309356874,0.0,17.26,9.231710397712376,8.300704776820673,9.13599582419734,3.26285565191856,0.0,0.0,MIDLANDS,25.2,520.8,5411,Q3
C83080,1999,1224,61.23061530765383,42.37592137592138,0.0,19.52,8.673042427879077,4.746217146279895,5.020037366191761,5.020037366191759,0.0,0.0,MIDLANDS,27.7,752.1,4387,Q4
C83611,269,140,52.04460966542751,49.20591550257864,1.0,11.88,8.854200998879493,9.061812124933072,5.254328038550776,4.03593313010887,0.0,1.0,MIDLANDS,25.2,758.2,5455,Q4
C83617,2694,759,28.173719376391983,21.090056215330776,1.0,20.36,9.119138408549713,4.498813219280628,5.550483840788752,14.898667153551212,0.0,1.0,MIDLANDS,17.4,455.5,4210,Q2
C83635,2265,1284,56.68874172185431,34.54263022073009,1.0,19.36,8.59114043636832,12.680133117250984,9.212909217552822,10.649330548409567,0.0,1.0,MIDLANDS,19.1,584.1,3106,Q4
C84009,419,123,29.35560859188544,25.178537226037704,0.0,22.52,9.53798206721258,6.303033214150597,4.054695146736488,4.881007428883698,0.0,0.0,MIDLANDS,28.8,457.1,6260,Q2
C84010,4577,1924,42.0362682980118,38.9845674579941,0.0,20.97,9.84541695808003,14.988253997703788,6.245694603550295,4.267420295328093,1.0,0.0,MIDLANDS,20.3,590.0,11123,Q4
C84011,170,47,27.647058823529413,36.053420128125644,0.0,23.16,9.140427434501156,9.380054871176169,2.802577370975093,2.0018409780423068,0.0,0.0,MIDLANDS,28.4,703.9,6374,Q2
C84018,1033,399,38.62536302032914,48.02938892539275,0.0,35.51,9.44061179289641,23.109357731427856,5.464907693631556,4.151635301609156,0.0,0.0,MIDLANDS,39.6,636.1,7869,Q3
C84019,293,79,26.96245733788396,24.714777100432517,0.0,21.85,9.4546646854896,13.722252319480976,6.203209952288021,0.0,0.0,0.0,MIDLANDS,30.6,445.3,5488,Q1
C84020,158,67,42.40506329113924,35.879476675036344,0.0,28.34,8.8770447512307,12.057636619488994,5.265912289997326,4.54022119715771,0.0,0.0,MIDLANDS,41.6,1066.5,7398,Q4
C84021,3856,1769,45.87655601659751,41.533311330095714,1.0,27.31,9.495951551608869,5.54479078593841,2.6454728219003063,4.068416537211355,0.0,0.0,MIDLANDS,22.0,644.4,8449,Q4
C84025,285,102,35.78947368421053,34.80370167306319,1.0,8.51,8.953607720168337,27.43970095078047,7.066757154768445,19.511144147626283,0.0,1.0,MIDLANDS,33.3,593.9,4785,Q3
C84026,1470,466,31.700680272108844,42.41768143874448,0.0,15.25,9.4548017419734,16.247259055288712,6.035292888691657,1.6602276286937454,0.0,0.0,MIDLANDS,32.8,679.1,8674,Q2
C84028,1765,844,47.81869688385269,51.17913622491446,0.0,7.35,8.918973742094124,16.20180887396982,5.460080964435869,0.0,0.0,0.0,MIDLANDS,23.7,411.4,3161,Q4
C84029,3160,948,30.0,35.62733231771234,0.0,24.85,9.99627561508099,11.726508061746449,3.65769836869387,4.338200391136766,0.0,0.0,MIDLANDS,30.4,503.5,11296,Q2
C84030,402,101,25.12437810945273,46.03140860415061,0.0,13.27,9.367009306907178,16.506950332661216,4.537131375317949,1.0487841365699344,0.0,0.0,MIDLANDS,30.5,523.4,6280,Q1
C84033,126,43,34.12698412698413,48.97577765030255,0.0,15.68,9.097022353278955,14.992906741581423,5.137011871126709,2.2399761069215263,0.0,0.0,MIDLANDS,35.2,769.3,7172,Q3
C84034,117,37,31.623931623931625,26.318189715079917,0.0,36.45,9.08310341348578,12.919565032225092,3.7553353578830815,5.360438374833197,0.0,0.0,MIDLANDS,24.8,682.6,5978,Q2
C84035,576,113,19.61805555555556,25.81698722233894,0.0,19.71,9.363326087781996,18.94777490935875,5.949784392399722,5.263270808727303,0.0,0.0,MIDLANDS,24.7,687.4,7896,Q1
C84039,343,115,33.52769679300292,46.11219598792828,0.0,20.63,9.452868162420854,12.261338076319507,6.036512005544803,1.401893602029607,0.0,0.0,MIDLANDS,29.0,479.4,5867,Q2
C84042,175,63,36.0,50.083045587656805,0.0,18.02,8.906009360787367,10.91804686354701,12.689518042343584,1.6268612874799466,0.0,0.0,MIDLANDS,28.7,801.3,5741,Q3
C84045,730,233,31.91780821917808,18.600836356075135,1.0,12.58,8.973594307870673,14.12415657286464,8.109563582991035,6.72417980338532,0.0,1.0,MIDLANDS,24.9,632.4,5080,Q2
C84051,5299,2403,45.34817890167956,50.217728445561114,0.0,22.95,9.86954289648319,11.779818097504204,4.938143885167464,3.1449631449631448,0.0,0.0,MIDLANDS,20.7,402.9,7693,Q4
C84053,4172,2141,51.3183125599233,36.81612004912869,0.0,21.42,9.719850130370949,14.691319086799142,6.680785232580843,4.309667212784812,0.0,0.0,MIDLANDS,28.5,642.5,10841,Q4
C84055,1713,831,48.51138353765324,59.02383583664038,0.0,17.18,9.328849070201713,11.70113547350812,4.216198611674489,11.39321085375061,0.0,0.0,MIDLANDS,23.8,590.4,6637,Q4
C84061,337,154,45.6973293768546,40.24097206837199,0.0,34.33,9.18175226512406,9.27472602925792,8.039925226637397,4.719683067107995,0.0,0.0,MIDLANDS,45.9,632.4,6120,Q4
C84063,2005,906,45.18703241895262,47.04709192665656,0.0,39.28,9.0786548936507,26.34370781907714,8.669695990265605,2.494438846702284,0.0,0.0,MIDLANDS,24.2,499.8,4302,Q4
