gp_code,oc_wd_total,oc_rush,oc_rush_pct,same_day_12m,rural,imd_score,log_list,gp_per10k,nurse_per10k,dpc_per10k,merged_recent,dispensing_f,region,rush_pct,calls_per_1k,total_wd,oq
P84067,379,95,25.065963060686016,40.245049726727,0.0,31.06,9.020833059367504,14.310462914467587,5.447000522944282,6.961846823254502,0.0,0.0,NORTH WEST,40.8,496.5,4443,Q1
P84068,5430,3127,57.58747697974217,67.57956590874237,0.0,20.18,10.018711761630843,11.94162860688426,5.822286583936728,7.141212728528463,0.0,0.0,NORTH WEST,28.2,355.0,7852,Q4
P84071,571,96,16.81260945709282,44.092848435595286,0.0,19.39,8.481358738407021,11.940298507462687,4.367053619402985,2.2111663888888886,0.0,0.0,NORTH WEST,46.9,573.5,2614,Q1
P84630,2560,949,37.0703125,55.37111072483921,0.0,25.41,10.025782615890868,10.54785580806796,1.828766946807216,3.9288993108940686,0.0,0.0,NORTH WEST,27.6,248.6,6129,Q3
P84637,143,39,27.272727272727277,55.24008593160309,0.0,46.17,7.9418883040161745,7.015880542782651,4.930078215216876,3.4131310737141503,0.0,0.0,NORTH WEST,36.2,697.2,2054,Q2
P84639,499,341,68.33667334669339,48.891541609822646,0.0,28.91,8.26819750135429,0.0,0.0,3.0785676109032605,0.0,0.0,NORTH WEST,30.1,543.0,1654,Q4
P84665,587,90,15.332197614991482,35.56041211364346,0.0,27.26,8.38934088033306,8.242580350385424,0.0,11.272940775393472,0.0,0.0,NORTH WEST,26.3,472.1,2470,Q1
P84669,4886,1575,32.23495702005731,52.702188633308815,0.0,28.84,9.7435046203634,8.167496259497941,0.8449134061549594,1.1578442977146266,0.0,0.0,NORTH WEST,25.2,332.5,6055,Q2
P84673,3562,1253,35.176866928691744,41.04271384119938,0.0,28.55,9.512073267650624,16.32894542227481,9.130799190948084,8.879779372873836,0.0,0.0,NORTH WEST,22.8,379.2,5312,Q3
P84683,2224,539,24.235611510791365,20.05238248403253,0.0,18.52,9.450511461756912,11.9337248319526,4.0897651006711415,5.6627516778523495,0.0,0.0,NORTH WEST,17.8,210.6,3106,Q1
P84684,1927,425,22.055007784120395,48.24204877278826,0.0,44.84,8.71864994149286,6.758321866168876,0.348816613481217,0.0,0.0,0.0,NORTH WEST,18.0,749.5,4881,Q1
P84690,492,212,43.08943089430894,43.61378945978074,0.0,46.2,7.97522083865341,7.702888583218709,0.0,5.502063273727648,0.0,0.0,NORTH WEST,27.0,714.3,2003,Q4
P85004,188,58,30.851063829787236,37.47980613893377,0.0,40.07,8.687877857024487,9.46506105470232,1.9784450669551903,5.21590062922422,0.0,0.0,NORTH WEST,33.8,619.9,3948,Q2
P85005,396,164,41.41414141414141,49.798840777361065,0.0,20.68,9.153796475164317,15.519871607629426,8.21142297822809,3.386153805454882,0.0,0.0,NORTH WEST,29.0,736.6,6933,Q3
P85010,890,252,28.314606741573037,40.521320818844934,0.0,27.59,9.551800150108434,13.248045486851456,6.841980573560768,4.074863776830134,0.0,0.0,NORTH WEST,32.0,599.6,8467,Q2
P85015,2255,737,32.68292682926829,56.13763869841666,0.0,51.75,8.942569853349745,9.759285481320118,4.426533056529791,2.6140943252369024,0.0,0.0,NORTH WEST,18.2,465.7,3381,Q2
P85016,3242,1516,46.76125848241826,48.95361352130642,1.0,13.53,9.546556623455045,7.03037086873426,9.278565346606571,7.049423363837173,0.0,0.0,NORTH WEST,24.1,466.7,6525,Q4
P85021,944,257,27.22457627118644,50.43553307642903,0.0,52.49,9.262149783152546,13.348841993021104,4.279124234813778,2.126901986849289,0.0,0.0,NORTH WEST,35.5,777.1,7550,Q2
P85026,1037,493,47.540983606557376,50.585521646557844,0.0,28.71,9.69553531830652,11.47435864552501,2.5936318544775543,3.939693955545068,0.0,0.0,NORTH WEST,30.6,502.9,7980,Q4
P85601,928,405,43.64224137931034,59.39250214440688,0.0,50.55,8.06905541902112,7.012966683190276,3.005557149938689,0.0,0.0,0.0,NORTH WEST,19.6,675.1,2053,Q4
P85610,954,351,36.79245283018868,58.90920966688439,0.0,31.37,8.920188585623475,18.35639020650939,1.425739044309296,10.0514602686627,0.0,0.0,NORTH WEST,22.4,442.7,3395,Q3
P85622,398,100,25.12562814070352,33.75479372457873,0.0,54.94,9.331989996806817,9.114320079100963,9.255993448196984,7.910096441784787,1.0,0.0,NORTH WEST,51.5,802.1,8723,Q1
P86003,2358,1124,47.66751484308736,48.72921555899536,0.0,19.63,9.304339086124635,11.16614957421469,5.049041547179257,3.0342797763735807,0.0,0.0,NORTH WEST,18.1,628.5,6647,Q4
P86004,972,223,22.94238683127572,44.88784264016841,0.0,29.01,9.086721591435964,23.739132070610868,3.0779095864059,1.810535050827,0.0,0.0,NORTH WEST,29.0,777.7,7045,Q1
P86007,866,165,19.05311778290993,54.56399356617647,0.0,41.66,9.528636514920777,13.267545188211471,3.607841235588638,6.051862718488974,0.0,0.0,NORTH WEST,30.5,663.3,9129,Q1
P86008,515,134,26.019417475728154,34.06755085504712,0.0,44.22,9.23284359773744,10.955764523062632,3.545966381109907,1.564396933130179,0.0,0.0,NORTH WEST,25.5,663.0,6906,Q1
P86009,417,121,29.01678657074341,39.151649570280014,0.0,33.81,9.234764655886709,19.569477992632173,6.089438629876308,6.805077785747395,0.0,0.0,NORTH WEST,25.7,640.8,6721,Q2
P86011,201,46,22.885572139303484,51.06154152559251,0.0,33.0,9.064524306994535,15.056210108949267,2.838465840837656,3.7023467479126095,0.0,0.0,NORTH WEST,29.4,679.5,5707,Q1
P86012,278,70,25.179856115107917,60.07444540047136,0.0,39.88,9.11241510915426,13.67571641269783,2.235170853813209,4.440931565538666,0.0,0.0,NORTH WEST,24.7,1061.9,9543,Q1
P86013,176,39,22.15909090909091,39.383226776983825,0.0,29.09,8.738762170408494,18.29010977217489,5.042600356828076,0.0,0.0,0.0,NORTH WEST,27.9,623.9,3761,Q1
P86016,700,169,24.142857142857142,59.13851924266305,0.0,38.2,9.084049371007154,18.84364097084992,3.086145438385825,8.441515463820048,0.0,0.0,NORTH WEST,26.7,611.9,5260,Q1
P86019,274,129,47.08029197080292,44.35653156789924,0.0,30.54,9.197491511107271,11.8040314690887,1.728736873417294,2.431036229192693,0.0,0.0,NORTH WEST,33.4,790.9,7810,Q4
P86619,284,33,11.619718309859154,57.44301067271578,0.0,48.16,8.788796693655328,4.7152075616076425,2.43890046237488,0.6503734556170926,0.0,0.0,NORTH WEST,38.5,745.1,4831,Q1
P87015,806,133,16.501240694789082,46.50089858104665,0.0,40.63,8.891328151598218,9.79546913693479,2.054480419150692,6.750435658992937,0.0,0.0,NORTH WEST,32.8,714.0,6252,Q1
P87022,136,26,19.11764705882353,31.607768691588785,0.0,40.54,7.680445042173936,13.052680183168508,7.388309539385078,1.4776619078770157,0.0,0.0,NORTH WEST,20.2,794.8,1739,Q1
P87025,298,113,37.91946308724832,56.354382332643205,0.0,28.39,9.231726711857554,16.183500008809567,5.14217661614761,5.168279034863044,0.0,0.0,NORTH WEST,27.9,521.3,5267,Q3
P87026,626,109,17.41214057507987,47.43735688583579,0.0,44.73,9.501684480979648,12.434381363373124,4.862161942872088,5.898360390816193,0.0,0.0,NORTH WEST,29.5,501.9,8845,Q1
P87027,336,113,33.63095238095238,28.33957033957034,0.0,35.5,9.842679841043134,15.25462604416382,5.526011663072694,3.868208164150886,0.0,0.0,NORTH WEST,26.7,508.7,9686,Q2
P87035,3830,1353,35.32637075718016,55.174867071070175,0.0,25.08,9.350587703777208,16.872967472893595,2.8971441407432628,5.029442226744986,0.0,0.0,NORTH WEST,24.5,287.9,3322,Q3
P87624,250,134,53.6,43.21869123131355,0.0,10.67,8.531720490696776,15.401294393376917,2.9961562469200693,2.3653865107263705,0.0,0.0,NORTH WEST,27.0,718.1,3669,Q4
P87627,171,33,19.29824561403509,26.4971620525889,0.0,12.91,8.138029157727443,7.324794234646667,4.052013829445284,2.8052403448107923,0.0,0.0,NORTH WEST,29.2,578.4,2002,Q1
P87648,155,47,30.32258064516129,56.93681796065893,0.0,43.23,8.817371855197301,6.518035701059181,4.858899340789571,3.436782460558477,0.0,0.0,NORTH WEST,26.9,499.4,4236,Q2
P88003,333,79,23.72372372372372,30.820058225115304,0.0,31.11,9.161745188796722,12.0656471994961,9.29418763411135,3.4713230912971977,0.0,0.0,NORTH WEST,29.7,585.1,5791,Q1
P88006,1331,397,29.82719759579264,33.82242431189739,0.0,14.28,9.334598693938403,22.420277159195447,2.6847810887788217,4.168475900998697,0.0,0.0,NORTH WEST,24.5,604.4,6952,Q2
P88011,2897,1172,40.45564376941664,33.8905193313768,0.0,34.41,9.272892546633146,14.31841310037105,5.2103392663566765,5.185289558968577,0.0,0.0,NORTH WEST,19.0,449.8,4789,Q3
P88013,4470,1542,34.49664429530201,54.67574931880109,0.0,20.54,9.444588703022498,18.44364595351904,4.34613482828416,1.0548870946431514,0.0,0.0,NORTH WEST,22.2,447.6,5568,Q3
P88014,1598,647,40.48811013767209,46.23856378387709,0.0,22.01,8.489684951999635,22.805454673473584,3.94709792366203,6.60590694305489,0.0,0.0,NORTH WEST,22.7,475.8,2325,Q3
P88016,4372,2366,54.11710887465691,46.89655172413793,0.0,19.92,9.531469309415986,15.516253430930476,2.2243444827794634,2.4371078686186096,0.0,0.0,NORTH WEST,28.5,431.4,5894,Q4
P88019,1380,423,30.65217391304348,38.776684504286784,0.0,22.93,8.645249204806246,17.59608193908823,3.37844773230494,6.80381834860771,0.0,0.0,NORTH WEST,21.3,554.0,2991,Q2
P88021,316,122,38.607594936708864,47.47446157013097,0.0,12.52,8.841990396456946,20.126949714905148,4.432399878590786,5.183980727732611,0.0,0.0,NORTH WEST,39.0,619.5,4260,Q3
P88023,1917,919,47.93948878455921,51.289559371266606,0.0,13.18,8.915387486665447,16.04512691990867,2.005640864484935,0.0,0.0,0.0,NORTH WEST,25.3,541.4,4084,Q4
P88024,3262,1710,52.42182709993869,41.06895024361435,0.0,9.26,9.236820004780562,17.945197438402854,0.0,4.59665638695017,0.0,0.0,NORTH WEST,22.1,460.0,4756,Q4
P88026,19571,8551,43.692197639364366,50.12820512820513,0.0,19.2,10.898897488862882,8.975669849029876,3.114259316415153,3.2128118261780108,0.0,0.0,NORTH WEST,21.8,323.2,17708,Q4
P88043,410,82,20.0,24.980529242361122,0.0,55.88,9.154263725755778,32.350867292694964,5.105062754900579,3.948667325483008,0.0,0.0,NORTH WEST,28.4,613.0,5805,Q1
P88606,205,66,32.19512195121951,40.71897025607532,0.0,16.07,8.65834547117212,20.886882018061826,0.0,3.05661688086141,0.0,0.0,NORTH WEST,27.3,680.2,3886,Q2
P88615,279,102,36.55913978494624,54.17996562730174,0.0,35.27,8.125729602943887,6.311014694803275,2.4455181914998527,0.0,0.0,0.0,NORTH WEST,36.9,638.6,2200,Q3
P88625,416,112,26.923076923076923,38.053598389531956,0.0,21.41,8.967079143742872,15.12524445200238,6.257971260096929,7.074228381090044,0.0,0.0,NORTH WEST,27.4,702.2,5429,Q1
P89002,2361,699,29.606099110546378,35.66497533364085,0.0,30.36,9.879643017726114,7.319123514817896,2.0209520148499007,10.377861698265376,0.0,0.0,NORTH WEST,24.4,526.4,10695,Q2
P89003,304,85,27.960526315789476,29.64200939785884,0.0,36.34,9.207569871013517,18.93237958351439,5.615536317144098,1.8718454383795164,0.0,0.0,NORTH WEST,29.0,682.6,6722,Q2
P89004,706,238,33.711048158640224,46.12375412457053,0.0,27.15,8.75685292984156,9.40077902765938,3.189550025836405,4.196776350116068,0.0,0.0,NORTH WEST,28.6,632.1,3911,Q2
P89005,2701,943,34.91299518696779,36.908014571948996,0.0,24.41,9.029956935812487,10.986685829091565,10.284048944248156,4.726829949098748,0.0,0.0,NORTH WEST,20.9,347.6,2914,Q3
P89008,4404,834,18.93732970027248,18.985564114743603,0.0,36.51,9.759650861302932,13.17892488070552,6.327731456311615,6.066000471115772,0.0,0.0,NORTH WEST,23.3,618.1,10469,Q1
P89012,1533,901,58.77364644487932,38.2325815376876,0.0,30.8,8.8378021740683,9.366457823846732,5.263794478821453,4.721933284307797,0.0,0.0,NORTH WEST,20.4,538.5,3664,Q4
P89013,1375,564,41.018181818181816,32.117410938283996,0.0,47.79,8.526367643795776,4.650471486466402,0.845540269185672,3.96347001800076,0.0,0.0,NORTH WEST,16.4,774.0,3880,Q3
P89015,8659,4661,53.82838664972861,57.55348632407791,0.0,26.2,9.93598297718952,8.544450584567233,2.7362893108051978,1.5488430062074727,0.0,0.0,NORTH WEST,21.4,536.5,11260,Q4
P89029,1216,464,38.1578947368421,34.93537457648387,0.0,25.89,8.840531941076053,10.884878897520023,4.902055388401043,2.894914600019299,0.0,0.0,NORTH WEST,38.5,918.4,7207,Q3
P89602,1141,460,40.31551270815074,33.52480105307246,0.0,22.36,8.258897306524693,10.83975659142894,12.153122439255965,3.314487937508092,0.0,0.0,NORTH WEST,21.9,612.0,2293,Q3
P89618,279,87,31.18279569892473,37.47636363636364,0.0,25.17,7.96958831614695,5.902017288760807,0.0,1.38328530259366,0.0,0.0,NORTH WEST,26.9,601.9,1917,Q2
P91004,473,133,28.118393234672304,48.60234186660544,0.0,7.68,9.04500375102147,8.333132792858336,3.0202628965815577,1.132598586218084,0.0,0.0,NORTH WEST,30.6,432.4,3695,Q2
P91008,104,35,33.65384615384615,40.81491712707182,0.0,6.17,8.733701444413493,16.939761624610757,3.221303554171588,3.8655642650059057,0.0,0.0,NORTH WEST,36.3,578.9,3597,Q2
P91013,5377,1915,35.61465501208853,48.39169576778906,0.0,23.33,9.35475091314406,18.003072639801502,2.538894860036208,5.79329645261571,0.0,0.0,NORTH WEST,27.9,436.0,4906,Q3
P91016,1140,377,33.07017543859649,36.647582336602234,0.0,8.49,9.152322765606607,5.312798050796567,4.210675051043837,0.0,0.0,0.0,NORTH WEST,27.0,435.7,4076,Q2
P91021,964,303,31.431535269709546,24.68122089478668,0.0,16.27,9.635668018439851,17.898709769893962,0.0,3.4856299463539764,0.0,0.0,NORTH WEST,27.2,487.0,7412,Q2
P91026,238,48,20.16806722689076,40.54132291214358,0.0,42.48,8.748265229052569,18.62507771578237,3.174729155918885,1.862507772530656,0.0,0.0,NORTH WEST,34.6,596.4,3993,Q1
P91629,4547,1691,37.18935561908951,32.73202323706813,0.0,26.05,9.630037062331072,14.687260377259284,2.1557673348669075,5.818819148209004,0.0,0.0,NORTH WEST,19.6,515.8,7810,Q3
P92001,138,39,28.26086956521739,28.24678206835331,0.0,18.38,8.63132512546115,15.225860173075208,4.377434800606655,0.0,0.0,0.0,NORTH WEST,20.7,623.5,3479,Q2
P92003,3560,1435,40.30898876404494,42.25731808685103,0.0,29.86,9.168354505975758,12.347696103801296,7.202822727130516,5.117063249960891,0.0,0.0,NORTH WEST,22.8,435.2,4204,Q3
P92014,3992,2490,62.37474949899799,41.57660521296885,0.0,9.76,9.506139412529912,17.656102764469573,3.650250458265139,2.777364479988097,0.0,0.0,NORTH WEST,26.8,412.5,5431,Q4
P92015,320,84,26.25,46.122802921655605,1.0,20.12,8.697136923424228,11.404864329449108,4.276824123961074,0.0,0.0,0.0,NORTH WEST,24.0,594.3,3636,Q1
P92016,1915,939,49.03394255874674,27.391808844385235,0.0,26.48,9.842325546771466,21.459862424422287,6.12328967359287,1.5166481371007392,0.0,0.0,NORTH WEST,21.8,573.4,11070,Q4
P92020,868,333,38.36405529953917,28.79123689370045,0.0,13.77,8.519922795987103,34.253041685393256,3.935908518050661,1.7020144950468716,0.0,0.0,NORTH WEST,25.5,515.9,2586,Q3
P92021,355,211,59.436619718309856,29.942117807286348,0.0,34.06,8.698931244671776,6.937380138414075,5.692209345451513,2.5348119736512964,0.0,0.0,NORTH WEST,29.5,666.1,4046,Q4
P92023,1601,546,34.10368519675203,39.879749519746525,0.0,29.27,9.1010926814041,17.60905736291724,2.736542698803692,2.141642111525269,0.0,0.0,NORTH WEST,22.2,513.4,4459,Q3
P92024,590,320,54.23728813559322,22.832869873661622,0.0,22.1,8.533427367854985,18.680922238693388,6.349414580040012,4.565281558492671,0.0,0.0,NORTH WEST,23.6,737.2,3851,Q4
P92028,282,184,65.2482269503546,47.89375389084872,0.0,23.61,8.47677042275029,19.547750031063984,4.165003557607205,1.777068185967409,0.0,0.0,NORTH WEST,26.0,461.2,2200,Q4
P92615,551,295,53.53901996370236,33.40602850689306,0.0,32.47,8.493924564476883,12.118730808597748,5.731832139201638,3.3845104073694987,0.0,0.0,NORTH WEST,22.4,571.6,2793,Q4
P92621,101,24,23.76237623762376,18.184624884223524,0.0,30.22,8.349681426275762,6.810388996177039,9.080518661569386,0.0,0.0,0.0,NORTH WEST,23.7,508.2,2234,Q1
P92634,415,174,41.9277108433735,22.99575821845175,0.0,26.42,8.476683648078028,8.997188378631678,4.165364990107258,4.220903190669583,0.0,0.0,NORTH WEST,23.8,433.1,2039,Q4
P92639,417,108,25.899280575539567,26.443795878659238,0.0,22.7,8.023470475549908,8.825537262226591,6.116708989923814,6.903143003194889,0.0,0.0,NORTH WEST,22.3,462.0,1422,Q1
P92642,1950,790,40.51282051282051,39.24476435056245,0.0,20.13,8.58793120592158,24.74611012764372,10.335724712568712,4.869716452063729,0.0,0.0,NORTH WEST,21.1,525.0,2840,Q3
P92646,287,88,30.662020905923345,30.331899200983404,0.0,12.73,8.17402189947946,7.27631486129055,0.0,0.0,0.0,0.0,NORTH WEST,25.7,528.0,1894,Q2
P92647,2386,930,38.97736797988265,60.60757102757155,0.0,22.37,8.731793687866427,31.069632340173747,0.0,1.7213092697883328,1.0,0.0,NORTH WEST,28.1,416.3,2674,Q3
Y00078,506,112,22.134387351778656,32.67421699192091,0.0,25.05,8.562596674870088,8.40938410817526,4.586936786277414,1.6309108586172296,0.0,0.0,MIDLANDS,29.6,575.7,3187,Q1
Y00184,183,30,16.39344262295082,25.288559617759166,0.0,43.86,9.166388484447,7.021386275862069,3.761755485893417,3.510971786833856,0.0,0.0,NORTH EAST AND YORKSHIRE,38.8,610.2,5960,Q1
Y00228,506,78,15.41501976284585,43.30612244897959,0.0,43.02,7.820506420557759,6.636783303672979,2.783167193416739,1.0704489168394995,0.0,0.0,MIDLANDS,18.8,549.0,1372,Q1
Y00278,877,484,55.18814139110604,28.174835100609503,0.0,39.15,8.19549461815364,4.414300494309691,3.3842970437981377,5.444303944821244,0.0,0.0,MIDLANDS,24.7,630.7,2379,Q4
Y00411,3265,1464,44.83920367534456,33.66091884722055,1.0,42.2,9.367237277471466,16.882943334971685,4.741247283684155,4.171385831819639,0.0,0.0,NORTH EAST AND YORKSHIRE,25.6,463.5,5412,Q4
Y01108,193,154,79.79274611398964,44.348497274349945,0.0,19.95,8.225837713598148,3.2117765138842422,6.780417086651054,0.0,0.0,0.0,NORTH WEST,27.0,636.7,2510,Q4
Y01756,373,60,16.0857908847185,32.10428506019554,0.0,20.34,8.729437561861447,16.120128862469166,0.7764163532694407,0.0862684847749605,0.0,0.0,MIDLANDS,23.7,626.6,3948,Q1
Y01812,238,57,23.949579831932773,43.405934259283946,0.0,20.06,9.318312474470495,6.439161593034217,6.3912867850570745,3.710297572448048,0.0,0.0,MIDLANDS,28.2,606.5,6890,Q1
Y02212,768,289,37.630208333333336,45.98910150804714,0.0,29.38,7.920779419813599,10.45783278361122,2.1302992683148245,1.4524767755015584,0.0,0.0,MIDLANDS,23.4,766.3,2036,Q3
Y02274,187,75,40.10695187165776,32.221393961982855,0.0,38.22,8.261655572291025,9.916074887023886,4.33828276307295,17.972885732730795,0.0,0.0,NORTH WEST,27.3,687.3,2633,Q3
Y02378,409,58,14.180929095354523,39.83683215600438,0.0,20.25,8.748225544150685,4.7834484228907055,8.804931607270419,9.524565441701723,0.0,0.0,NORTH WEST,29.0,747.3,4756,Q1
Y02520,1169,727,62.18990590248075,45.99866294388297,0.0,48.89,8.633374945705647,6.267806267806268,9.686609686609687,7.122507122507122,0.0,0.0,NORTH WEST,25.9,411.6,2213,Q4
Y02586,1526,667,43.70904325032765,26.911733726564147,0.0,51.17,8.534410781033301,4.298679598309361,3.14537531535664,2.830837783820976,0.0,0.0,NORTH WEST,25.0,512.6,2652,Q4
Y02657,246,63,25.60975609756097,43.470144547312124,0.0,39.93,9.021145246239056,9.859610615919044,4.543120374565776,2.384332679655641,0.0,0.0,NORTH WEST,23.9,875.0,7426,Q1
Y02663,1064,368,34.58646616541353,48.96230198516142,0.0,26.95,8.390022479087131,3.0282956388757447,9.08488691208479,2.7860319848585218,0.0,0.0,NORTH WEST,18.7,427.2,1875,Q3
Y02713,1648,424,25.728155339805824,28.084836045545618,0.0,29.48,8.460058306711241,3.0493400155290464,2.992870757393944,1.6093738970847746,0.0,0.0,NORTH WEST,21.6,458.0,2051,Q1
Y02718,129,30,23.25581395348837,44.23035210758441,0.0,36.78,8.35727871053311,19.90104237967653,4.380732597735318,4.255568812312989,0.0,0.0,NORTH WEST,26.8,776.3,3620,Q1
Y02720,181,26,14.3646408839779,31.877383607972945,0.0,45.54,8.362584073188819,14.2865480011672,8.092597994747594,7.470090458126641,0.0,0.0,NORTH WEST,29.2,647.8,3044,Q1
Y02721,197,63,31.97969543147208,40.9213817346042,0.0,48.81,8.467652745856102,25.527145357618217,11.43257443082312,19.91397548301226,0.0,0.0,NORTH WEST,34.6,656.5,3389,Q2
Y02736,1796,1272,70.82405345211582,63.05900037579857,0.0,42.59,8.85686269228879,9.24278204369341,1.2151562268449845,3.8733104700423646,0.0,0.0,MIDLANDS,25.1,512.9,3669,Q4
Y02757,3602,1639,45.50249861188229,51.80212830775372,0.0,37.03,9.506771559060212,11.792374509497789,8.762995179361361,1.4869335712427048,0.0,0.0,MIDLANDS,22.6,523.7,7087,Q4
Y02790,133,19,14.285714285714286,46.66070504071163,0.0,45.07,8.922580518721777,7.040547598146523,2.2401742357738934,6.6138477437134,0.0,0.0,NORTH WEST,40.1,564.3,4318,Q1
Y02875,1304,599,45.93558282208589,17.34063995968758,0.0,54.35,8.494862370931225,6.708138048572646,4.363016618321262,6.271836385513423,1.0,0.0,NORTH WEST,22.1,386.1,1890,Q4
Y02885,360,105,29.166666666666668,40.69638030632254,0.0,46.61,8.28861825010482,10.72475911018014,2.1449518240469208,0.0,0.0,0.0,NORTH WEST,30.1,559.3,2415,Q2
Y02890,148,39,26.35135135135135,61.30925604609815,0.0,34.05,8.802083871554995,17.18791130325783,9.707058426363488,8.263033206061898,0.0,0.0,NORTH WEST,28.9,901.5,5867,Q1
Y03124,1407,617,43.85216773276475,42.459558184032005,0.0,38.12,8.661942675302436,8.41427644386762,5.076068931862427,4.706900281202683,0.0,0.0,MIDLANDS,27.7,736.0,4039,Q4
Y04266,130,40,30.76923076923077,38.050617655920455,0.0,36.39,8.3019971415482,9.920839964450323,0.0,3.9683359857801297,0.0,0.0,NORTH EAST AND YORKSHIRE,28.2,789.7,3105,Q2
Y04965,1527,694,45.44859201047806,50.50014545617294,0.0,34.44,10.048204589432592,7.47590771926409,2.953445024606033,0.8652670971370475,0.0,0.0,MIDLANDS,36.9,508.6,11054,Q4
Y05364,347,146,42.07492795389049,36.95465928562014,0.0,40.18,8.15166969040102,5.918808553447034,6.456882056209466,5.765073264472736,0.0,0.0,NORTH EAST AND YORKSHIRE,31.2,839.4,3110,Q4
Y06356,1801,779,43.25374791782343,45.21883485038196,0.0,37.25,9.203726884330855,6.039812430269526,6.952495196839164,6.281404926473672,0.0,0.0,MIDLANDS,28.6,643.4,6003,Q4
Y06443,2586,664,25.67672080433101,24.68775233219372,0.0,22.28,9.464349314937811,4.633424261354088,6.226163850758232,1.6547943793874675,0.0,0.0,MIDLANDS,29.9,642.1,8201,Q1
A81002,602,182,30.232558139534884,28.217931326425568,0.0,31.29,9.837926286350871,9.95150598442853,6.919072830004007,5.5381056194332,0.0,0.0,NORTH EAST AND YORKSHIRE,40.7,1051.0,19615,Q2
A81006,873,170,19.47308132875143,33.2715793060125,0.0,34.17,9.592713114193748,11.216037204859829,7.695675162458568,4.511885202085382,0.0,0.0,NORTH EAST AND YORKSHIRE,31.6,712.8,10384,Q1
A81020,400,130,32.5,28.737170905845606,0.0,34.04,8.978271693274763,16.325054916287428,6.995491186479868,5.650204420528236,0.0,0.0,NORTH EAST AND YORKSHIRE,27.1,1625.9,12672,Q2
A81027,1647,378,22.950819672131143,43.66755754806449,0.0,9.34,9.604716445598656,11.382411594977953,4.94340364620959,4.85352357947364,0.0,0.0,NORTH EAST AND YORKSHIRE,31.0,562.2,8010,Q1
A81037,105,52,49.523809523809526,39.23913043478261,0.0,48.37,8.832368828176941,9.554469171835096,5.992946613644655,3.5023713973002555,0.0,0.0,NORTH EAST AND YORKSHIRE,31.2,973.8,6012,Q4
A81038,849,411,48.40989399293287,53.371024734982335,0.0,48.02,8.244246463008217,10.300429184549357,3.3634054480161164,5.045108172024174,0.0,0.0,NORTH EAST AND YORKSHIRE,23.6,681.8,2531,Q4
A81040,343,116,33.819241982507286,37.808887184263874,0.0,24.82,9.052574833078117,13.824639463731632,3.7468532287336807,3.122377689830806,0.0,0.0,NORTH EAST AND YORKSHIRE,22.7,652.0,5543,Q2
A81041,136,83,61.02941176470589,42.366264766281034,0.0,36.94,9.150457662374803,7.417827913470472,5.322716213934971,4.445034283742534,0.0,0.0,NORTH EAST AND YORKSHIRE,30.5,1054.2,9904,Q4
A81045,256,86,33.59375,36.469578017664375,0.0,32.09,8.725209568449763,15.724070715001217,4.678235915206974,9.399788828545905,0.0,0.0,NORTH EAST AND YORKSHIRE,24.8,469.0,2942,Q2
A81048,265,118,44.528301886792455,34.066473734982026,1.0,16.79,8.848389630698978,13.942315516407763,7.621053638430791,11.565619091888273,0.0,0.0,NORTH EAST AND YORKSHIRE,23.7,755.3,5390,Q4
A81051,280,115,41.07142857142857,34.6986346986347,0.0,30.96,8.899025680497857,9.101458507815876,4.805570092607341,4.150265079979067,0.0,0.0,NORTH EAST AND YORKSHIRE,28.1,791.3,5736,Q3
A81054,223,69,30.94170403587444,35.70090247634513,0.0,29.99,9.05682976503634,8.30135149461248,12.933940906891564,2.829299572690264,0.0,0.0,NORTH EAST AND YORKSHIRE,25.6,929.0,7860,Q2
A81058,2101,986,46.930033317467874,56.37020816294225,0.0,28.12,9.13658618338752,12.301288261384432,8.712814440736354,3.70330498439014,0.0,0.0,NORTH EAST AND YORKSHIRE,23.8,595.6,5493,Q4
A81060,1480,471,31.824324324324323,55.2673307582842,0.0,36.76,8.73122872369972,5.166846071044134,8.783638320775028,7.534983852529601,0.0,0.0,NORTH EAST AND YORKSHIRE,22.5,831.0,5218,Q2
A81611,585,189,32.30769230769231,70.89520535087979,0.0,26.45,9.115480090952223,15.055891515118196,6.802272310060472,5.497526113249038,0.0,0.0,NORTH EAST AND YORKSHIRE,28.5,628.2,6097,Q2
A82008,3544,1453,40.99887133182844,31.636495951969437,0.0,28.47,9.392571646917077,18.40166126191948,4.222603429754075,2.4668893719571905,0.0,0.0,NORTH WEST,23.9,570.6,6866,Q3
A82010,178,56,31.46067415730337,30.29645328498838,0.0,22.0,8.816952045093467,9.958998172207677,8.220125474485007,7.350689127105666,0.0,0.0,NORTH WEST,27.5,659.5,4409,Q2
A82015,691,194,28.075253256150507,37.60372648285288,0.0,28.02,9.480507448506694,0.0,2.340639350218163,0.6513083415806947,1.0,0.0,NORTH EAST AND YORKSHIRE,37.3,656.3,8770,Q2
A82021,4103,1645,40.09261515963929,28.03448275862069,1.0,13.26,9.808993706107694,13.35043048378824,7.107528851804359,2.769738047261403,0.0,1.0,NORTH EAST AND YORKSHIRE,22.4,630.6,11303,Q3
A82022,104,25,24.03846153846154,36.75002347344371,1.0,13.59,8.538758969330798,25.419194885496186,4.384419651595225,8.246884584067331,0.0,1.0,NORTH EAST AND YORKSHIRE,29.6,664.7,3452,Q1
