GP_CODE,total_oc_submissions,TOTAL_PATIENTS,oc_rate,tertile,REGION_NAME,SUPPLIER
A81001,157.0,3743,2.0972481966337164,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81002,566.0,18654,1.517100889889568,Low,NORTH EAST AND YORKSHIRE,TPP
A81004,2005.0,11419,8.77922760311761,High,NORTH EAST AND YORKSHIRE,"ECONSULT HEALTH LIMITED, TPP"
A81005,405.0,7592,2.6672813487881983,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81006,796.0,14558,2.7338920181343593,Mid,NORTH EAST AND YORKSHIRE,TPP
A81007,236.0,10436,1.1307014181678805,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81009,1427.0,7923,9.005427237157644,High,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81011,217.0,12009,0.9034890498792573,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81012,106.0,5642,0.9393831974477136,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81013,60.0,7801,0.3845660812716319,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81014,119.0,4107,1.448746043340638,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81016,278.0,12666,1.0974261803252803,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81017,290.0,18231,0.7953485820854589,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81018,786.0,10111,3.8868558995153792,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81019,344.0,8828,1.9483461712732215,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81020,357.0,7825,2.281150159744409,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81021,367.0,26481,0.692949662021827,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81022,246.0,9344,1.3163527397260275,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81023,304.0,8118,1.8723823601872382,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81025,96.0,4084,1.1753183153770812,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81026,3876.0,20556,9.42790426152948,High,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81027,1691.0,14223,5.944596779863601,Mid,NORTH EAST AND YORKSHIRE,TPP
A81029,50.0,6847,0.3651234117131591,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81030,3145.0,17039,9.228827982862844,High,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81031,389.0,13604,1.4297265510144075,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81032,455.0,11652,1.9524545142464813,Mid,NORTH EAST AND YORKSHIRE,TPP
A81034,636.0,20870,1.5237182558696694,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81035,382.0,9545,2.001047668936616,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81036,1966.0,16036,6.1299575954103265,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81037,95.0,6093,0.7795831281798785,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81038,722.0,3703,9.748852281933567,High,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81039,1702.0,13160,6.466565349544074,Mid,NORTH EAST AND YORKSHIRE,TPP
A81040,265.0,8513,1.5564430870433454,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81041,75.0,9390,0.3993610223642172,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81042,433.0,15796,1.3706001519371993,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81044,6106.0,19463,15.686173765606535,High,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81045,234.0,6266,1.8672199170124482,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81046,443.0,12171,1.8198997617286996,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81048,195.0,7142,1.365163819658359,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81049,48.0,6348,0.3780718336483932,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81051,198.0,7257,1.364200082678793,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81052,181.0,10111,0.8950647809316585,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81053,39.0,5807,0.3358016187360083,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81054,163.0,8448,0.9647253787878787,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81056,27.0,2402,0.5620316402997502,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81057,477.0,10071,2.3681858802502234,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81058,1798.0,9201,9.770677100315185,High,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81060,1473.0,6269,11.748285212952624,High,NORTH EAST AND YORKSHIRE,"ECONSULT HEALTH LIMITED, TPP"
A81063,97.0,5334,0.9092613423322085,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81064,1265.0,7956,7.949974861739567,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81066,197.0,5558,1.7722202231018354,Mid,NORTH EAST AND YORKSHIRE,TPP
A81067,270.0,10610,1.2723845428840714,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81602,21.0,2239,0.4689593568557392,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81608,372.0,18443,1.0085127148511632,Low,NORTH EAST AND YORKSHIRE,TPP
A81610,1.0,7698,0.006495193556767992,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81611,468.0,9733,2.4041919243809717,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81612,68.0,4146,0.8200675349734683,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81618,209.0,9896,1.0559822150363785,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81621,64.0,2833,1.1295446523120367,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81629,111.0,10908,0.5088008800880088,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A81631,283.0,7472,1.8937366167023555,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A82003,2702.0,11925,11.329140461215934,High,NORTH WEST,ACCURX LIMITED
A82004,4.0,2204,0.09074410163339383,Low,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82005,131.0,5689,1.1513447002988222,Low,NORTH WEST,ACCURX LIMITED
A82006,314.0,5164,3.0402788536018592,Mid,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82007,523.0,11485,2.2768828907270353,Mid,NORTH WEST,ACCURX LIMITED
A82008,3183.0,12024,13.236027944111774,High,NORTH WEST,ACCURX LIMITED
A82009,2436.0,9154,13.305658728424731,High,NORTH WEST,ACCURX LIMITED
A82010,206.0,6687,1.5403020786600867,Low,NORTH WEST,ACCURX LIMITED
A82012,4176.0,16720,12.488038277511961,High,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82013,278.0,6432,2.1610696517412933,Mid,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82014,185.0,4199,2.2029054536794477,Mid,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82015,625.0,13304,2.348917618761275,Mid,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82016,7110.0,40932,8.685136323658751,High,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A82018,3703.0,13697,13.517558589472149,High,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82020,3864.0,15123,12.775243007339814,High,NORTH EAST AND YORKSHIRE,CONTINUUM HEALTH LIMITED
A82021,3763.0,17856,10.537074372759857,High,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82022,83.0,5198,0.798383993843786,Low,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82023,1434.0,6582,10.893345487693711,High,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82024,83.0,5942,0.6984180410636149,Low,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82025,383.0,11835,1.6180819602872833,Mid,NORTH WEST,ACCURX LIMITED
A82026,544.0,17132,1.5876721923885129,Mid,NORTH WEST,ACCURX LIMITED
A82027,796.0,10011,3.97562681050844,Mid,NORTH WEST,ACCURX LIMITED
A82028,1719.0,8319,10.331770645510277,High,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82029,112.0,3516,1.5927189988623434,Mid,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82030,58.0,6509,0.44553694884006756,Low,NORTH WEST,ACCURX LIMITED
A82031,58.0,3312,0.8756038647342995,Low,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82032,1356.0,13881,4.884374324616382,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A82033,63.0,7903,0.39858281665190437,Low,NORTH WEST,ACCURX LIMITED
A82035,989.0,14322,3.452730065633291,Mid,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82036,2994.0,11689,12.806912481820515,High,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82037,95.0,4445,1.0686164229471316,Low,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82038,849.0,4625,9.178378378378378,High,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82039,125.0,8753,0.714040900262767,Low,NORTH WEST,ACCURX LIMITED
A82041,685.0,13743,2.4921778359892306,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A82044,4430.0,22998,9.631272284546483,High,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A82045,696.0,9250,3.762162162162162,Mid,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82046,37.0,4666,0.39648521217316757,Low,NORTH WEST,ACCURX LIMITED
A82047,9926.0,33361,14.876652378525824,High,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82053,2965.0,7453,19.8913189319737,High,NORTH WEST,EVERGREEN HEALTH SOLUTIONS
A82055,121.0,7379,0.8198942946198672,Low,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82062,123.0,6473,0.9501004171172562,Low,NORTH WEST,ACCURX LIMITED
A82064,80.0,6363,0.6286342920006287,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A82068,12.0,4736,0.1266891891891892,Low,NORTH WEST,ACCURX LIMITED
A82070,79.0,6621,0.5965866183355988,Low,NORTH WEST,ACCURX LIMITED
A82072,148.0,7318,1.0112052473353377,Low,NORTH WEST,ACCURX LIMITED
A82075,98.0,7676,0.638353309015112,Low,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82608,98.0,4663,1.0508256487239973,Low,NORTH WEST,ACCURX LIMITED
A82617,343.0,2822,6.077250177179305,Mid,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82620,6.0,1009,0.2973240832507433,Low,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82629,182.0,2931,3.1047424087342206,Mid,NORTH WEST,PATCHS HEALTH LIMITED
A82631,210.0,3732,2.813504823151125,Mid,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82646,58.0,3850,0.7532467532467533,Low,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A82647,24.0,3325,0.3609022556390978,Low,NORTH WEST,ACCURX LIMITED
A82650,90.0,2995,1.5025041736227045,Low,NORTH WEST,ACCURX LIMITED
A82651,36.0,4990,0.36072144288577157,Low,NORTH WEST,ACCURX LIMITED
A82654,103.0,7929,0.6495144406608652,Low,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A83001,655.0,15908,2.0587125974352527,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83003,89.0,9176,0.4849607672188318,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83005,2334.0,12227,9.544450805594177,High,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A83006,1393.0,8679,8.025118101163729,Mid,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A83007,328.0,10259,1.598596354420509,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83008,153.0,5389,1.4195583596214512,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83009,308.0,7571,2.0340774006075817,Mid,NORTH EAST AND YORKSHIRE,"ACCURX LIMITED, ECONSULT HEALTH LIMITED"
A83010,383.0,13161,1.4550566066408328,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83011,4796.0,33961,7.061040605400312,Mid,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A83012,420.0,15506,1.354314458919128,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83013,306.0,13314,1.149166291122127,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83014,187.0,6370,1.4678178963893251,Low,NORTH EAST AND YORKSHIRE,"ECONSULT HEALTH LIMITED, TPP"
A83015,42.0,9700,0.21649484536082478,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83016,136.0,10805,0.6293382693197593,Low,NORTH EAST AND YORKSHIRE,TPP
A83018,3378.0,16539,10.212225648467259,High,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A83020,113.0,13531,0.4175596777769566,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83021,142.0,16086,0.44137759542459276,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83022,911.0,26655,1.708872631776402,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83023,3933.0,12556,15.661834979292768,High,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A83024,143.0,5507,1.298347557653895,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83025,145.0,13627,0.5320319953034416,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83026,252.0,10700,1.177570093457944,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83027,100.0,7670,0.651890482398957,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83028,207.0,9298,1.113142611314261,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83029,102.0,5287,0.964630225080386,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83030,247.0,14395,0.8579367836054186,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83031,217.0,11821,0.9178580492344134,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83032,15.0,2641,0.2839833396440742,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83033,1846.0,10320,8.943798449612403,High,NORTH EAST AND YORKSHIRE,TPP
A83034,179.0,11592,0.7720841959972395,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83035,1234.0,7166,8.61010326542004,High,NORTH EAST AND YORKSHIRE,TPP
A83036,2703.0,10226,13.216311363191863,High,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A83037,2124.0,12900,8.232558139534884,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83038,245.0,6256,1.9581202046035806,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83040,175.0,12251,0.7142274100073462,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83041,593.0,7336,4.041712104689204,Mid,NORTH EAST AND YORKSHIRE,"ECONSULT HEALTH LIMITED, TPP"
A83043,40.0,2700,0.7407407407407407,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83044,111.0,8363,0.6636374506755949,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83045,458.0,14920,1.53485254691689,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83046,55.0,11025,0.2494331065759637,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83047,1142.0,14762,3.86803956103509,Mid,NORTH EAST AND YORKSHIRE,RAPID HEALTH
A83048,172.0,6290,1.3672496025437202,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83049,188.0,16675,0.5637181409295352,Low,NORTH EAST AND YORKSHIRE,TPP
A83050,233.0,12585,0.925705204608661,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83051,345.0,11513,1.4983062624858856,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83052,163.0,8568,0.9512138188608776,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83054,2908.0,17097,8.504415979411592,High,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83055,312.0,5102,3.057624460995688,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83057,423.0,18149,1.1653534630007163,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83060,70.0,2851,1.227639424763241,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83061,37.0,3710,0.4986522911051213,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83066,201.0,13059,0.7695841948081783,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83070,84.0,5927,0.7086215623418255,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83071,79.0,4689,0.8423970995947965,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83072,43.0,4063,0.5291656411518583,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83073,52.0,5282,0.4922377887163953,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83074,1633.0,11861,6.883905235646236,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83075,200.0,8306,1.2039489525644114,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83610,49.0,3576,0.6851230425055929,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83616,107.0,8769,0.6101037746607367,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83617,25.0,2707,0.4617657923900997,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83618,522.0,7642,3.4153362993980636,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83619,51.0,3404,0.7491186839012927,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83622,27.0,1771,0.7622811970638058,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83626,13.0,2324,0.2796901893287435,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83627,115.0,6607,0.8702890873316178,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83634,26.0,2821,0.46082949308755755,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83635,129.0,4605,1.4006514657980456,Low,NORTH EAST AND YORKSHIRE,"ECONSULT HEALTH LIMITED, TPP"
A83636,1213.0,5758,10.533171240013894,High,NORTH EAST AND YORKSHIRE,TPP
A83637,22.0,4091,0.2688829137130286,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83641,82.0,4842,0.8467575382073523,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A83644,32.0,3577,0.4473022085546547,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84002,146.0,6261,1.165947931640313,Low,NORTH EAST AND YORKSHIRE,TPP
A84005,3875.0,12925,14.990328820116053,High,NORTH EAST AND YORKSHIRE,TPP
A84006,3157.0,18898,8.352735739231665,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84007,2798.0,10934,12.794951527345894,High,NORTH EAST AND YORKSHIRE,TPP
A84008,74.0,4502,0.8218569524655708,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84009,882.0,26818,1.6444179282571407,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84011,93.0,8724,0.5330123796423659,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84013,1992.0,6314,15.774469433006018,High,NORTH EAST AND YORKSHIRE,Klinik Healthcare Solutions UK Ltd
A84014,317.0,14126,1.1220444570295909,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84016,145.0,6783,1.0688485920684063,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84018,76.0,7334,0.5181347150259067,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84020,1171.0,8123,7.2079281053797875,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84022,3892.0,12359,15.745610486285297,High,NORTH EAST AND YORKSHIRE,TPP
A84024,109.0,10422,0.522932258683554,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84025,175.0,5537,1.580278128950695,Low,NORTH EAST AND YORKSHIRE,TPP
A84026,244.0,9213,1.3242157820471074,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84027,110.0,3445,1.5965166908563133,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84028,9781.0,20056,24.38422417231751,High,NORTH EAST AND YORKSHIRE,Klinik Healthcare Solutions UK Ltd
A84029,694.0,4775,7.2670157068062835,Mid,NORTH EAST AND YORKSHIRE,TPP
A84030,568.0,11905,2.3855522889542207,Mid,NORTH EAST AND YORKSHIRE,TPP
A84031,2882.0,11112,12.96796256299496,High,NORTH EAST AND YORKSHIRE,ACCURX LIMITED
A84033,42.0,5902,0.3558115892917655,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84034,56.0,5623,0.49795482838342525,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84035,43.0,5961,0.3606777386344573,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84036,7691.0,49253,7.807646234747122,Mid,NORTH EAST AND YORKSHIRE,TPP
A84037,85.0,5988,0.709752839011356,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84038,1368.0,9317,7.341418911666845,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84039,183.0,7285,1.2560054907343858,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84040,43.0,3317,0.6481760627072657,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84042,16.0,2184,0.3663003663003663,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84044,1033.0,7061,7.314827928055516,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84045,267.0,5249,2.5433415888740716,Mid,NORTH EAST AND YORKSHIRE,TPP
A84047,116.0,5415,1.0710987996306556,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84604,27.0,4923,0.2742230347349177,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A84619,171.0,4362,1.9601100412654748,Mid,NORTH EAST AND YORKSHIRE,TPP
A85001,212.0,7396,1.4332071389940508,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85002,36.0,3712,0.4849137931034483,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85004,1625.0,9946,8.169113211341244,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85005,519.0,17978,1.4434308599399266,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85006,2252.0,14577,7.72449749605543,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85007,174.0,8815,0.9869540555870675,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85008,1006.0,15268,3.294472098506681,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85009,135.0,6511,1.0367071110428505,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85010,204.0,11534,0.8843419455522803,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85011,157.0,7086,1.1078182331357607,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85013,13.0,3709,0.17524939336748452,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85016,239.0,12302,0.9713867663794504,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85017,36.0,8679,0.2073971655720705,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85018,161.0,4727,1.702982864396023,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85019,542.0,10491,2.5831665236869696,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85020,360.0,15629,1.1517051634781494,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85021,38.0,4283,0.44361428904973155,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85024,21.0,2567,0.4090377873003506,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85026,346.0,5819,2.9730194191441828,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85611,175.0,5694,1.5367053038285916,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85614,77.0,8380,0.4594272076372315,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85616,65.0,5084,0.6392604248623132,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A85617,72.0,3933,0.9153318077803204,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A86003,1060.0,42187,1.2563111859103517,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A86004,1594.0,14064,5.6669510807736065,Mid,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A86005,130.0,5961,1.0904210702902197,Low,NORTH EAST AND YORKSHIRE,TPP
A86006,47.0,5733,0.40990755276469565,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A86008,221.0,13261,0.8332704924213858,Low,NORTH EAST AND YORKSHIRE,ECONSULT HEALTH LIMITED
A86010,2128.0,10742,9.905045615341649,High,NORTH EAST AND YORKSHIRE,TPP
A86011,2105.0,10785,9.758924432081596,High,NORTH EAST AND YORKSHIRE,TPP
