GP_CODE,total_oc_submissions,TOTAL_PATIENTS,oc_rate,tertile,REGION_NAME,SUPPLIER
F85030,201.0,12752,0.7881116687578419,Low,LONDON,ECONSULT HEALTH LIMITED
F85031,133.0,12278,0.5416191562143672,Low,LONDON,ECONSULT HEALTH LIMITED
F85032,694.0,9475,3.6622691292875986,Mid,LONDON,SILICON PRACTICE LTD
F85033,182.0,20582,0.4421339034107473,Low,LONDON,ECONSULT HEALTH LIMITED
F85034,960.0,8923,5.379356718592402,Mid,LONDON,PATCHS HEALTH LIMITED
F85035,537.0,11531,2.3285057670627007,Mid,LONDON,PATCHS HEALTH LIMITED
F85039,235.0,7138,1.6461193611655927,Mid,LONDON,"ECONSULT HEALTH LIMITED, SILICON PRACTICE LTD"
F85044,111.0,7000,0.7928571428571429,Low,LONDON,PATCHS HEALTH LIMITED
F85046,76.0,10518,0.3612854154782278,Low,LONDON,"ACCURX LIMITED, ECONSULT HEALTH LIMITED"
F85058,65.0,6029,0.5390612041797975,Low,LONDON,PATCHS HEALTH LIMITED
F85060,30.0,5196,0.28868360277136257,Low,LONDON,ECONSULT HEALTH LIMITED
F85061,22.0,2834,0.3881439661256175,Low,LONDON,ACCURX LIMITED
F85063,545.0,17729,1.537029725308816,Low,LONDON,ACCURX LIMITED
F85064,110.0,7664,0.7176409185803758,Low,LONDON,ECONSULT HEALTH LIMITED
F85065,28.0,3225,0.43410852713178294,Low,LONDON,ECONSULT HEALTH LIMITED
F85066,5254.0,18663,14.075979210202002,High,LONDON,ACCURX LIMITED
F85067,822.0,4306,9.544821179749187,High,LONDON,ACCURX LIMITED
F85069,2823.0,8959,15.755106596718386,High,LONDON,ACCURX LIMITED
F85071,1675.0,12130,6.90436933223413,Mid,LONDON,ECONSULT HEALTH LIMITED
F85072,110.0,9265,0.5936319481921208,Low,LONDON,"ECONSULT HEALTH LIMITED, SILICON PRACTICE LTD"
F85615,47.0,5796,0.4054520358868185,Low,LONDON,ACCURX LIMITED
F85623,60.0,4667,0.642811227769445,Low,LONDON,ECONSULT HEALTH LIMITED
F85625,606.0,6916,4.381145170618855,Mid,LONDON,ACCURX LIMITED
F85628,2869.0,10042,14.2850029874527,High,LONDON,ACCURX LIMITED
F85634,2351.0,9517,12.351581380687191,High,LONDON,"ACCURX LIMITED, SILICON PRACTICE LTD"
F85640,250.0,6417,1.9479507558048934,Mid,LONDON,"ACCURX LIMITED, ECONSULT HEALTH LIMITED"
F85642,684.0,9047,3.7802586492760035,Mid,LONDON,ACCURX LIMITED
F85650,449.0,5993,3.746037043217087,Mid,LONDON,ACCURX LIMITED
F85663,676.0,4702,7.188430455125479,Mid,LONDON,ECONSULT HEALTH LIMITED
F85666,580.0,3964,7.315842583249244,Mid,LONDON,ECONSULT HEALTH LIMITED
F85669,25.0,23724,0.052689259821278034,Low,LONDON,ACCURX LIMITED
F85675,30.0,5524,0.2715423606082549,Low,LONDON,ECONSULT HEALTH LIMITED
F85676,627.0,5596,5.602215868477484,Mid,LONDON,ECONSULT HEALTH LIMITED
F85678,83.0,4157,0.9983160933365408,Low,LONDON,ECONSULT HEALTH LIMITED
F85682,1429.0,6136,11.64439374185137,High,LONDON,ACCURX LIMITED
F85687,404.0,8616,2.3444753946146704,Mid,LONDON,PATCHS HEALTH LIMITED
F85688,2430.0,10368,11.71875,High,LONDON,ACCURX LIMITED
F85697,11.0,1642,0.33495736906211937,Low,LONDON,ECONSULT HEALTH LIMITED
F85700,98.0,7935,0.6175173282923756,Low,LONDON,ACCURX LIMITED
F85701,723.0,12365,2.9235746057420138,Mid,LONDON,ACCURX LIMITED
F85705,2629.0,13015,10.09988474836727,High,LONDON,"ACCURX LIMITED, ECONSULT HEALTH LIMITED"
F86001,4873.0,12047,20.22495227027476,High,LONDON,Klinik Healthcare Solutions UK Ltd
F86004,4354.0,15440,14.099740932642487,High,LONDON,ACCURX LIMITED
F86005,671.0,7974,4.207424128417356,Mid,LONDON,Klinik Healthcare Solutions UK Ltd
F86006,393.0,6505,3.020753266717909,Mid,LONDON,Klinik Healthcare Solutions UK Ltd
F86007,393.0,13670,1.437454279444038,Low,LONDON,ACCURX LIMITED
F86008,2915.0,15443,9.43793304409765,High,LONDON,Klinik Healthcare Solutions UK Ltd
F86009,354.0,7068,2.504244482173175,Mid,LONDON,ECONSULT HEALTH LIMITED
F86010,3926.0,16591,11.831715990597313,High,LONDON,Klinik Healthcare Solutions UK Ltd
F86011,2217.0,9294,11.927049709489994,High,LONDON,Klinik Healthcare Solutions UK Ltd
F86012,642.0,9458,3.3939522097695076,Mid,LONDON,ECONSULT HEALTH LIMITED
F86013,252.0,5868,2.147239263803681,Mid,LONDON,ECONSULT HEALTH LIMITED
F86018,3463.0,9975,17.358395989974937,High,LONDON,ACCURX LIMITED
F86020,41.0,6571,0.3119768680566124,Low,LONDON,ECONSULT HEALTH LIMITED
F86022,2454.0,15477,7.927893002519869,Mid,LONDON,ACCURX LIMITED
F86023,2486.0,10505,11.832460732984293,High,LONDON,Klinik Healthcare Solutions UK Ltd
F86025,1249.0,19001,3.286669122677754,Mid,LONDON,ACCURX LIMITED
F86026,4708.0,7306,32.220093074185606,High,LONDON,Klinik Healthcare Solutions UK Ltd
F86028,346.0,11151,1.551430364989687,Low,LONDON,ECONSULT HEALTH LIMITED
F86030,58.0,8186,0.3542633764964574,Low,LONDON,ECONSULT HEALTH LIMITED
F86032,160.0,9009,0.8880008880008881,Low,LONDON,ECONSULT HEALTH LIMITED
F86034,349.0,7509,2.3238780130510053,Mid,LONDON,ACCURX LIMITED
F86036,270.0,14588,0.9254181519056759,Low,LONDON,ECONSULT HEALTH LIMITED
F86038,937.0,11200,4.1830357142857135,Mid,LONDON,ECONSULT HEALTH LIMITED
F86040,8.0,5357,0.07466865783087549,Low,LONDON,ECONSULT HEALTH LIMITED
F86042,336.0,6026,2.7879190175904416,Mid,LONDON,ACCURX LIMITED
F86044,2071.0,10634,9.737634004137671,High,LONDON,ACCURX LIMITED
F86045,2.0,1893,0.05282620179609086,Low,LONDON,ECONSULT HEALTH LIMITED
F86057,889.0,8808,5.04654859218892,Mid,LONDON,ACCURX LIMITED
F86058,4848.0,14841,16.33313119062058,High,LONDON,Klinik Healthcare Solutions UK Ltd
F86060,2626.0,14496,9.057671081677704,High,LONDON,Klinik Healthcare Solutions UK Ltd
F86062,214.0,6169,1.7344788458421139,Mid,LONDON,Klinik Healthcare Solutions UK Ltd
F86064,67.0,4607,0.7271543303668331,Low,LONDON,ECONSULT HEALTH LIMITED
F86066,276.0,7294,1.8919659994516043,Mid,LONDON,ECONSULT HEALTH LIMITED
F86074,644.0,13741,2.343352012226185,Mid,LONDON,ECONSULT HEALTH LIMITED
F86078,551.0,6473,4.256140892939904,Mid,LONDON,ECONSULT HEALTH LIMITED
F86081,246.0,7191,1.7104714226115978,Mid,LONDON,ACCURX LIMITED
F86082,374.0,6218,3.0073978771309102,Mid,LONDON,ACCURX LIMITED
F86083,64.0,6177,0.5180508337380606,Low,LONDON,ECONSULT HEALTH LIMITED
F86085,27.0,3549,0.3803888419273035,Low,LONDON,Klinik Healthcare Solutions UK Ltd
F86086,153.0,5859,1.30568356374808,Low,LONDON,ECONSULT HEALTH LIMITED
F86087,157.0,7336,1.0700654307524535,Low,LONDON,ECONSULT HEALTH LIMITED
F86088,159.0,5046,1.5755053507728896,Low,LONDON,ECONSULT HEALTH LIMITED
F86607,5891.0,19423,15.165010554497247,High,LONDON,Klinik Healthcare Solutions UK Ltd
F86612,99.0,3126,1.5834932821497119,Mid,LONDON,ECONSULT HEALTH LIMITED
F86616,120.0,9030,0.6644518272425249,Low,LONDON,ECONSULT HEALTH LIMITED
F86621,96.0,6758,0.7102693104468778,Low,LONDON,ECONSULT HEALTH LIMITED
F86624,21.0,3395,0.3092783505154639,Low,LONDON,ECONSULT HEALTH LIMITED
F86625,253.0,5639,2.243305550629544,Mid,LONDON,ACCURX LIMITED
F86626,150.0,8615,0.8705745792222868,Low,LONDON,ECONSULT HEALTH LIMITED
F86627,3858.0,13801,13.977248025505398,High,LONDON,Klinik Healthcare Solutions UK Ltd
F86637,270.0,4901,2.754539889818404,Mid,LONDON,ECONSULT HEALTH LIMITED
F86638,39.0,4298,0.45369939506747314,Low,LONDON,ECONSULT HEALTH LIMITED
F86641,166.0,8556,0.9700794763908368,Low,LONDON,ECONSULT HEALTH LIMITED
F86644,832.0,8248,5.04364694471387,Mid,LONDON,ECONSULT HEALTH LIMITED
F86650,2284.0,9366,12.193038650437753,High,LONDON,Klinik Healthcare Solutions UK Ltd
F86652,185.0,6899,1.3407740252210467,Low,LONDON,Klinik Healthcare Solutions UK Ltd
F86657,35.0,8100,0.21604938271604937,Low,LONDON,ECONSULT HEALTH LIMITED
F86658,471.0,6478,3.635381290521766,Mid,LONDON,ACCURX LIMITED
F86664,100.0,8229,0.6076072426783328,Low,LONDON,ECONSULT HEALTH LIMITED
F86666,186.0,15348,0.6059421422986709,Low,LONDON,ECONSULT HEALTH LIMITED
F86689,160.0,4395,1.8202502844141069,Mid,LONDON,ECONSULT HEALTH LIMITED
F86691,289.0,11301,1.2786479072648438,Low,LONDON,ECONSULT HEALTH LIMITED
F86692,954.0,11373,4.1941440253231335,Mid,LONDON,ECONSULT HEALTH LIMITED
F86696,2865.0,7859,18.22750986130551,High,LONDON,Klinik Healthcare Solutions UK Ltd
F86698,724.0,6088,5.946123521681997,Mid,LONDON,ACCURX LIMITED
F86700,197.0,3738,2.6350989834135903,Mid,LONDON,ECONSULT HEALTH LIMITED
F86701,76.0,3825,0.9934640522875817,Low,LONDON,ACCURX LIMITED
F86702,111.0,4661,1.1907316026603731,Low,LONDON,ACCURX LIMITED
F86705,18.0,3384,0.26595744680851063,Low,LONDON,ACCURX LIMITED
F86707,99.0,6731,0.7354033575991681,Low,LONDON,ACCURX LIMITED
F86708,29.0,2872,0.5048746518105849,Low,LONDON,ECONSULT HEALTH LIMITED
F86712,45.0,3270,0.6880733944954128,Low,LONDON,ECONSULT HEALTH LIMITED
F86731,107.0,5027,1.0642530336184604,Low,LONDON,ECONSULT HEALTH LIMITED
G81001,2316.0,9084,12.747688243064728,High,SOUTH EAST,ACCURX LIMITED
G81002,1564.0,5829,13.415680219591698,High,SOUTH EAST,ACCURX LIMITED
G81003,2144.0,18165,5.901458849435728,Mid,SOUTH EAST,Engage Health Systems Limited
G81004,375.0,10080,1.8601190476190474,Mid,SOUTH EAST,ACCURX LIMITED
G81006,170.0,6572,1.2933657942787584,Low,SOUTH EAST,ACCURX LIMITED
G81008,618.0,14885,2.075915351024521,Mid,SOUTH EAST,Engage Health Systems Limited
G81011,3030.0,18417,8.226095455285876,Mid,SOUTH EAST,TPP
G81012,983.0,6847,7.178326274280707,Mid,SOUTH EAST,ACCURX LIMITED
G81014,262.0,8615,1.5206035983749273,Low,SOUTH EAST,ACCURX LIMITED
G81016,331.0,12072,1.3709410205434063,Low,SOUTH EAST,ACCURX LIMITED
G81017,165.0,11726,0.7035647279549718,Low,SOUTH EAST,Engage Health Systems Limited
G81018,1693.0,12588,6.724658404829998,Mid,SOUTH EAST,"ECONSULT HEALTH LIMITED, SILICON PRACTICE LTD"
G81019,536.0,11720,2.286689419795222,Mid,SOUTH EAST,Engage Health Systems Limited
G81021,6287.0,28520,11.022089761570827,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G81022,3267.0,13769,11.863606652625464,High,SOUTH EAST,ACCURX LIMITED
G81023,138.0,8431,0.8184082552484877,Low,SOUTH EAST,Engage Health Systems Limited
G81024,259.0,10839,1.194759664175662,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G81028,584.0,11944,2.4447421299397187,Mid,SOUTH EAST,TPP
G81029,4503.0,18185,12.381083310420676,High,SOUTH EAST,ACCURX LIMITED
G81030,1631.0,7513,10.85451883402103,High,SOUTH EAST,TPP
G81031,6914.0,19838,17.426151829821556,High,SOUTH EAST,ACCURX LIMITED
G81032,1441.0,27502,2.619809468402298,Mid,SOUTH EAST,ACCURX LIMITED
G81034,5662.0,31544,8.97476540705047,High,SOUTH EAST,ACCURX LIMITED
G81036,45.0,9276,0.24256144890038808,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G81037,1018.0,9838,5.17381581622281,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G81038,738.0,17381,2.123007882170186,Mid,SOUTH EAST,Engage Health Systems Limited
G81039,568.0,19654,1.4449984735931616,Low,SOUTH EAST,Engage Health Systems Limited
G81040,86.0,4138,1.0391493475108748,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G81041,712.0,13463,2.6442843348436456,Mid,SOUTH EAST,Engage Health Systems Limited
G81042,3319.0,13588,12.2129820429791,High,SOUTH EAST,TPP
G81043,1540.0,7201,10.692959311206778,High,SOUTH EAST,TPP
G81044,222.0,6722,1.65129425766141,Mid,SOUTH EAST,"ECONSULT HEALTH LIMITED, SILICON PRACTICE LTD"
G81046,2604.0,11208,11.616702355460387,High,SOUTH EAST,RAPID HEALTH
G81047,194.0,6910,1.4037626628075253,Low,SOUTH EAST,ACCURX LIMITED
G81048,499.0,8599,2.901500174438888,Mid,SOUTH EAST,Engage Health Systems Limited
G81049,1714.0,6702,12.787227693225903,High,SOUTH EAST,ACCURX LIMITED
G81050,170.0,11962,0.7105835144624645,Low,SOUTH EAST,Engage Health Systems Limited
G81051,315.0,7306,2.1557623870791134,Mid,SOUTH EAST,Engage Health Systems Limited
G81052,93.0,4233,1.0985116938341601,Low,SOUTH EAST,Engage Health Systems Limited
G81054,238.0,10088,1.1796193497224423,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G81055,618.0,9483,3.2584625118633346,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G81057,54.0,6230,0.4333868378812199,Low,SOUTH EAST,Engage Health Systems Limited
G81059,2724.0,11033,12.3447838303272,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G81061,839.0,5108,8.21260767423649,Mid,SOUTH EAST,TPP
G81065,2045.0,8735,11.705781339439039,High,SOUTH EAST,RAPID HEALTH
G81070,4348.0,25296,8.594244149272612,High,SOUTH EAST,ACCURX LIMITED
G81071,790.0,16166,2.443399727823828,Mid,SOUTH EAST,"ECONSULT HEALTH LIMITED, SILICON PRACTICE LTD"
G81073,1469.0,8753,8.39140865988804,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G81074,941.0,19151,2.456790768106104,Mid,SOUTH EAST,Engage Health Systems Limited
G81075,704.0,6528,5.392156862745098,Mid,SOUTH EAST,TPP
G81076,3727.0,12905,14.440139480821387,High,SOUTH EAST,ACCURX LIMITED
G81077,5101.0,16736,15.239603250478012,High,SOUTH EAST,"ACCURX LIMITED, Engage Health Systems Limited"
G81082,149.0,6196,1.2023886378308588,Low,SOUTH EAST,Engage Health Systems Limited
G81083,465.0,7560,3.075396825396825,Mid,SOUTH EAST,TPP
G81085,48.0,3916,0.612870275791624,Low,SOUTH EAST,Engage Health Systems Limited
G81086,40.0,7750,0.25806451612903225,Low,SOUTH EAST,ACCURX LIMITED
G81087,16.0,6851,0.11677127426653042,Low,SOUTH EAST,Engage Health Systems Limited
G81088,151.0,21802,0.3462985047243372,Low,SOUTH EAST,ACCURX LIMITED
G81089,39.0,3455,0.5643994211287988,Low,SOUTH EAST,Engage Health Systems Limited
G81095,1334.0,25644,2.600998284199033,Mid,SOUTH EAST,Engage Health Systems Limited
G81096,132.0,2839,2.3247622402254313,Mid,SOUTH EAST,ACCURX LIMITED
G81098,144.0,13803,0.5216257335361878,Low,SOUTH EAST,ACCURX LIMITED
G81099,2430.0,9033,13.450680836931252,High,SOUTH EAST,ACCURX LIMITED
G81100,4393.0,19225,11.425227568270481,High,SOUTH EAST,TPP
G81102,4111.0,15496,13.264713474445017,High,SOUTH EAST,ACCURX LIMITED
G81104,160.0,13282,0.6023189278723085,Low,SOUTH EAST,"ACCURX LIMITED, Engage Health Systems Limited"
G81613,72.0,5276,0.6823351023502654,Low,SOUTH EAST,ACCURX LIMITED
G81614,270.0,5427,2.4875621890547266,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G81634,1732.0,5836,14.838930774503083,High,SOUTH EAST,ACCURX LIMITED
G81638,7905.0,24547,16.101763963009738,High,SOUTH EAST,ACCURX LIMITED
G81641,115.0,3905,1.47247119078105,Low,SOUTH EAST,Engage Health Systems Limited
G81646,15.0,2715,0.27624309392265195,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G81656,21.0,5516,0.1903553299492386,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G81658,1326.0,17888,3.70639534883721,Mid,SOUTH EAST,Engage Health Systems Limited
G81663,247.0,4725,2.6137566137566135,Mid,SOUTH EAST,TPP
G81669,25.0,2258,0.5535872453498671,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G81689,8.0,1396,0.28653295128939826,Low,SOUTH EAST,ACCURX LIMITED
G81694,66.0,2877,1.1470281543274243,Low,SOUTH EAST,ACCURX LIMITED
G82002,2905.0,9791,14.83505259932591,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82006,510.0,15427,1.6529461334024762,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82007,394.0,6468,3.045763760049474,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82013,966.0,14859,3.2505552190591565,Mid,SOUTH EAST,ACCURX LIMITED
G82014,4109.0,20363,10.089377793056034,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82015,1138.0,11761,4.838023977552929,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G82016,2937.0,11303,12.992125984251967,High,SOUTH EAST,"CONTINUUM HEALTH LIMITED, Engage Health Systems Limited"
G82018,163.0,5358,1.521089958939903,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G82019,3722.0,13487,13.798472603247571,High,SOUTH EAST,ACCURX LIMITED
G82020,1320.0,12466,5.294400770094657,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82021,353.0,17198,1.0262821258285848,Low,SOUTH EAST,"CONTINUUM HEALTH LIMITED, ECONSULT HEALTH LIMITED"
G82022,2661.0,9623,13.826249610308636,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82023,591.0,6737,4.3862253228439965,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82024,5131.0,25638,10.006630782432328,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82025,4665.0,19125,12.19607843137255,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82026,1209.0,8197,7.374649261925095,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82027,268.0,14181,0.9449263098512093,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G82028,5191.0,24777,10.475440933123462,High,SOUTH EAST,ECONSULT HEALTH LIMITED
G82031,2495.0,11001,11.339878192891556,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82032,3032.0,15460,9.805950840879689,High,SOUTH EAST,RAPID HEALTH
G82035,1138.0,9579,5.940077252322789,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82036,2748.0,11573,11.872461764451742,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82037,4202.0,16680,12.595923261390887,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82038,1310.0,10375,6.313253012048192,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G82039,1228.0,18552,3.3096162138852954,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G82041,3969.0,14050,14.12455516014235,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82042,687.0,18018,1.9064269064269062,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82044,5967.0,21899,13.623909767569296,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82046,1218.0,5931,10.268082953970662,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82048,990.0,9576,5.169172932330826,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82050,4557.0,24168,9.427755710029793,High,SOUTH EAST,ECONSULT HEALTH LIMITED
G82051,2962.0,13088,11.315709046454767,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82052,3817.0,17015,11.216573611519248,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82053,87.0,5899,0.7374131208679437,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G82055,162.0,9870,0.8206686930091186,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G82056,1793.0,10954,8.184224940660945,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82057,797.0,10906,3.6539519530533653,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G82058,132.0,7268,0.9080902586681342,Low,SOUTH EAST,"CONTINUUM HEALTH LIMITED, ECONSULT HEALTH LIMITED"
G82059,4953.0,18568,13.337462300732444,High,SOUTH EAST,"CONTINUUM HEALTH LIMITED, Engage Health Systems Limited"
G82060,1168.0,20670,2.8253507498790515,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G82062,19.0,2264,0.41961130742049474,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G82063,2861.0,12912,11.078841387856256,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82066,6018.0,25275,11.905044510385757,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82067,154.0,9604,0.8017492711370263,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G82069,872.0,11764,3.7062223733424005,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G82071,2152.0,45188,2.3811631406568114,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G82073,2166.0,10314,10.500290866783013,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82074,4649.0,15991,14.5363016696892,High,SOUTH EAST,ACCURX LIMITED
G82076,572.0,17143,1.668319430671411,Mid,SOUTH EAST,ACCURX LIMITED
G82077,2324.0,12551,9.258226436140548,High,SOUTH EAST,ECONSULT HEALTH LIMITED
G82079,102.0,9915,0.5143721633888048,Low,SOUTH EAST,ACCURX LIMITED
G82080,9370.0,38216,12.259263135859326,High,SOUTH EAST,Klinik Healthcare Solutions UK Ltd
G82082,284.0,16449,0.8632743631831723,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G82083,3113.0,14869,10.468087968256103,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82085,1387.0,12088,5.737094639311715,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82086,1649.0,10239,8.052544193768922,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G82087,3628.0,17844,10.165882089217664,High,SOUTH EAST,"CONTINUUM HEALTH LIMITED, SILICON PRACTICE LTD"
G82089,91.0,9080,0.5011013215859031,Low,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82090,891.0,17914,2.4868817684492575,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82091,1733.0,10278,8.430628526950768,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G82092,1735.0,8362,10.374312365462808,High,SOUTH EAST,ACCURX LIMITED
G82093,2279.0,10139,11.238780944866358,High,SOUTH EAST,ACCURX LIMITED
G82094,2193.0,11362,9.650589684914626,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82095,1390.0,12136,5.726763348714568,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G82097,1862.0,15548,5.987908412657577,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82098,258.0,8649,1.4915019077349982,Low,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82099,3341.0,33578,4.97498362022753,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G82100,2240.0,15112,7.4113287453679195,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G82105,1332.0,18682,3.56492880847875,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82106,119.0,7303,0.8147336710940708,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G82107,2385.0,9445,12.625727898358921,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82108,537.0,6849,3.920280332895313,Mid,SOUTH EAST,ACCURX LIMITED
G82110,126.0,7175,0.878048780487805,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G82111,2530.0,11248,11.246443812233286,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82113,947.0,7920,5.978535353535354,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82114,547.0,15613,1.7517453404214436,Mid,SOUTH EAST,ACCURX LIMITED
G82115,1206.0,10577,5.701049446913113,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G82117,519.0,9322,2.7837373954087106,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G82118,4770.0,14000,17.035714285714285,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82119,848.0,24842,1.7067868931648014,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82120,858.0,15384,2.7886115444617783,Mid,SOUTH EAST,ACCURX LIMITED
G82121,2543.0,12675,10.03155818540434,High,SOUTH EAST,"CONTINUUM HEALTH LIMITED, Engage Health Systems Limited"
G82122,4346.0,37623,5.775722297530765,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82125,1651.0,11654,7.083404839540073,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82126,1444.0,15365,4.6989912137975915,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82129,123.0,4758,1.2925598991172762,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G82135,4880.0,21238,11.48884075713344,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82137,1982.0,9876,10.034426893479141,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82138,139.0,4664,1.4901372212692967,Low,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82139,1506.0,8800,8.556818181818183,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82140,1633.0,13698,5.960724193312893,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G82141,95.0,7120,0.6671348314606742,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G82142,513.0,10827,2.3690773067331667,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G82143,230.0,7536,1.526008492569002,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G82147,513.0,5946,4.313824419778002,Mid,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82150,1441.0,7003,10.28844780808225,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82152,2052.0,6814,15.057235104197241,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82154,164.0,6023,1.3614477834965963,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G82155,1294.0,6411,10.092029324598347,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82158,341.0,5347,3.188703946138021,Mid,SOUTH EAST,ACCURX LIMITED
G82160,2387.0,12286,9.714308969558846,High,SOUTH EAST,ECONSULT HEALTH LIMITED
G82161,7472.0,31075,12.02252614641995,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82162,293.0,5466,2.680204903036956,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G82164,2726.0,13230,10.302343159486016,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82165,1540.0,10016,7.687699680511183,Mid,SOUTH EAST,ECONSULT HEALTH LIMITED
G82180,25.0,4697,0.2661273153076432,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G82184,5.0,1344,0.18601190476190474,Low,SOUTH EAST,ECONSULT HEALTH LIMITED
G82185,1881.0,8876,10.59598918431726,High,SOUTH EAST,CONTINUUM HEALTH LIMITED
G82186,232.0,7963,1.456737410523672,Low,SOUTH EAST,ACCURX LIMITED
