Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Column not used,Time period Sortable,New data,Compared to goal,Time period range
93553,Deprivation score (IMD 2019),E92000001,England,A82048,Beechwood Group Practice,GPs,Persons,All ages,,,2019,28.5246716987129,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82049,Orchard House Surgery,GPs,Persons,All ages,,,2019,30.3658873828648,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82050,Oxford Street Surgery,GPs,Persons,All ages,,,2019,27.8161684273174,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82053,Nutwood Medical Practice,GPs,Persons,All ages,,,2019,11.4581838220425,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82055,Aspatria Medical Group,GPs,Persons,All ages,,,2019,22.2377409211692,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82058,Queen Street Medical Practice,GPs,Persons,All ages,,,2019,24.3773396614822,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82060,Whitehaven Medical Centre,GPs,Persons,All ages,,,2019,26.741625,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82062,Atkinson Health Centre,GPs,Persons,All ages,,,2019,37.8148508474576,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82064,Westcroft House Surgery,GPs,Persons,All ages,,,2019,21.9488896117097,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82065,Peninsula Medical Practice,GPs,Persons,All ages,,,2019,11.7137398373984,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82068,Ulverston Community Health Centre,GPs,Persons,All ages,,,2019,15.3760381080475,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82070,St Mary's Surgery,GPs,Persons,All ages,,,2019,12.4484131372862,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82071,Burnett Edgar Medical Ctr,GPs,Persons,All ages,,,2019,27.7260274446494,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82072,Risedale Surgery,GPs,Persons,All ages,,,2019,33.6302795115332,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82075,Mansion House Surgery,GPs,Persons,All ages,,,2019,28.8676764789534,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82077,Liverpool House Surgery,GPs,Persons,All ages,,,2019,30.8616415486308,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82608,Sedbergh Medical Practice,GPs,Persons,All ages,,,2019,15.4573287318671,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82613,Wraysdale House Surgery,GPs,Persons,All ages,,,2019,13.9375894941634,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82617,Kirkoswald Surgery,GPs,Persons,All ages,,,2019,14.2411085209003,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82620,Glenridding Health Centre,GPs,Persons,All ages,,,2019,17.7705661764706,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82621,Askam Surgery,GPs,Persons,All ages,,,2019,19.1391947728687,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82623,Solway Health Services,GPs,Persons,All ages,,,2019,29.5529452635831,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82629,The Family Practice,GPs,Persons,All ages,,,2019,38.5631691312384,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82631,Court Thorn Surgery,GPs,Persons,All ages,,,2019,14.8144722307456,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82646,Longtown Medical Centre,GPs,Persons,All ages,,,2019,31.1449816807211,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
