Date,REGION_CODE,ICB_CODE,SUB_ICB_LOCATION_CODE,PCN_CODE,PRACTICE_CODE,Indicator,Duration,Value
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT003,241_300,14.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT003,31_60,42.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT003,61_90,31.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT003,91_120,23.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT003,>300,37.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT004,121_180,5.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT004,181_240,3.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT004,1_30,1.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT004,241_300,3.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT004,31_60,1.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT004,61_90,3.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT004,91_120,10.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT004,>300,6.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT005,TOTAL,10.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT006,TOTAL,10.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT007,0_10,1.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT007,11_30,13.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT007,121_180,52.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT007,181_240,20.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT007,241_300,10.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT007,31_60,64.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT007,61_90,66.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT007,91_120,48.0
2026-06-01,Y62,QE1,01K,U17992,A82008,CBT007,>300,21.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT001,TOTAL,264.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT002,TOTAL,27.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT003,121_180,28.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT003,181_240,15.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT003,1_30,52.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT003,241_300,13.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT003,31_60,32.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT003,61_90,21.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT003,91_120,11.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT003,>300,40.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT004,121_180,4.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT004,181_240,1.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT004,1_30,10.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT004,241_300,1.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT004,31_60,1.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT004,61_90,1.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT004,91_120,3.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT004,>300,4.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT007,0_10,1.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT007,11_30,30.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT007,121_180,32.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT007,181_240,13.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT007,241_300,5.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT007,31_60,57.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT007,61_90,46.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT007,91_120,25.0
2026-06-01,Y62,QE1,01K,U17992,A82009,CBT007,>300,3.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT001,TOTAL,298.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT002,TOTAL,51.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT003,0,1.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT003,121_180,18.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT003,181_240,12.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT003,1_30,136.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT003,241_300,4.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT003,31_60,34.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT003,61_90,17.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT003,91_120,10.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT003,>300,1.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT004,1_30,2.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT004,31_60,2.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT004,91_120,1.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT005,TOTAL,9.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT006,TOTAL,9.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT007,0_10,1.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT007,11_30,9.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT007,121_180,41.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT007,181_240,20.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT007,241_300,13.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT007,31_60,43.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT007,61_90,49.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT007,91_120,48.0
2026-06-01,Y62,QE1,01K,U17992,A82010,CBT007,>300,9.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT001,TOTAL,418.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT002,TOTAL,58.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT003,121_180,20.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT003,181_240,16.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT003,1_30,115.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT003,241_300,10.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT003,31_60,43.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT003,61_90,25.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT003,91_120,22.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT003,>300,22.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT004,121_180,1.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT004,1_30,6.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT004,241_300,1.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT004,31_60,59.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT004,>300,3.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT005,TOTAL,17.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT006,TOTAL,17.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT007,0_10,1.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT007,11_30,4.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT007,121_180,55.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT007,181_240,38.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT007,241_300,12.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT007,31_60,31.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT007,61_90,54.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT007,91_120,52.0
2026-06-01,Y62,QE1,01K,U35939,A82025,CBT007,>300,26.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT001,TOTAL,609.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT002,TOTAL,83.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT003,121_180,40.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT003,181_240,28.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT003,1_30,81.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT003,241_300,27.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT003,31_60,44.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT003,61_90,24.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT003,91_120,38.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT003,>300,104.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT004,121_180,20.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT004,181_240,11.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT004,1_30,26.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT004,241_300,8.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT004,31_60,14.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT004,61_90,24.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT004,91_120,9.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT004,>300,20.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT005,TOTAL,8.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT006,TOTAL,8.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT007,0_10,5.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT007,11_30,2.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT007,121_180,64.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT007,181_240,43.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT007,241_300,23.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT007,31_60,68.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT007,61_90,81.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT007,91_120,65.0
2026-06-01,Y62,QE1,01K,U35939,A82026,CBT007,>300,35.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT001,TOTAL,358.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT002,TOTAL,109.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT003,121_180,17.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT003,181_240,3.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT003,1_30,161.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT003,241_300,3.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT003,31_60,36.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT003,61_90,15.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT003,91_120,6.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT004,0,2.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT004,1_30,3.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT004,31_60,2.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT004,61_90,1.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT007,0_10,7.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT007,11_30,8.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT007,121_180,41.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT007,181_240,22.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT007,241_300,10.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT007,31_60,51.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT007,61_90,50.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT007,91_120,41.0
2026-06-01,Y62,QE1,01K,U35939,A82027,CBT007,>300,11.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT001,TOTAL,247.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT002,TOTAL,43.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT003,121_180,18.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT003,181_240,12.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT003,1_30,83.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT003,241_300,6.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT003,31_60,29.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT003,61_90,18.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT003,91_120,12.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT003,>300,11.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT004,121_180,1.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT004,181_240,1.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT004,1_30,6.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT004,241_300,2.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT004,31_60,4.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT004,91_120,1.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT007,0_10,2.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT007,11_30,7.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT007,121_180,52.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT007,181_240,13.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT007,241_300,12.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT007,31_60,30.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT007,61_90,35.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT007,91_120,30.0
2026-06-01,Y62,QE1,01K,U59980,A82030,CBT007,>300,8.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT001,TOTAL,354.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT002,TOTAL,75.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT003,121_180,21.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT003,181_240,15.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT003,1_30,62.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT003,241_300,2.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT003,31_60,27.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT003,61_90,22.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT003,91_120,18.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT003,>300,27.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT004,0,1.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT004,181_240,2.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT004,1_30,22.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT004,241_300,2.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT004,31_60,24.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT004,61_90,2.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT004,91_120,6.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT004,>300,1.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT005,TOTAL,25.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT006,TOTAL,25.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT007,0_10,2.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT007,11_30,10.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT007,121_180,30.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT007,181_240,9.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT007,241_300,5.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT007,31_60,58.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT007,61_90,43.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT007,91_120,29.0
2026-06-01,Y62,QE1,01K,U16644,A82033,CBT007,>300,8.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT001,TOTAL,136.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT002,TOTAL,18.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT003,121_180,9.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT003,181_240,4.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT003,1_30,46.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT003,241_300,1.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT003,31_60,8.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT003,61_90,3.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT003,91_120,5.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT003,>300,8.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT004,121_180,4.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT004,181_240,2.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT004,1_30,4.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT004,31_60,3.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT004,61_90,3.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT004,>300,2.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT005,TOTAL,16.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT006,TOTAL,16.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT007,11_30,3.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT007,121_180,10.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT007,181_240,10.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT007,241_300,2.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT007,31_60,24.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT007,61_90,18.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT007,91_120,11.0
2026-06-01,Y62,QE1,01K,U59570,A82046,CBT007,>300,6.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT001,TOTAL,293.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT002,TOTAL,39.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT003,121_180,22.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT003,181_240,22.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT003,1_30,28.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT003,241_300,15.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT003,31_60,21.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT003,61_90,21.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT003,91_120,16.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT003,>300,53.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT004,121_180,3.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT004,181_240,1.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT004,1_30,20.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT004,241_300,2.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT004,31_60,2.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT004,61_90,8.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT004,91_120,3.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT004,>300,5.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT005,TOTAL,12.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT006,TOTAL,12.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT007,11_30,5.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT007,121_180,40.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT007,181_240,22.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT007,241_300,7.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT007,31_60,47.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT007,61_90,43.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT007,91_120,29.0
2026-06-01,Y62,QE1,01K,U59570,A82053,CBT007,>300,5.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT001,TOTAL,404.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT002,TOTAL,145.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT003,121_180,5.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT003,181_240,7.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT003,1_30,16.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT003,241_300,9.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT003,31_60,4.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT003,61_90,2.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT003,91_120,6.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT003,>300,44.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT004,121_180,5.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT004,181_240,2.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT004,1_30,5.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT004,241_300,2.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT004,31_60,6.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT004,61_90,3.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT004,91_120,5.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT004,>300,7.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT005,TOTAL,131.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT006,TOTAL,131.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT007,0_10,1.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT007,11_30,7.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT007,121_180,22.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT007,181_240,7.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT007,241_300,4.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT007,31_60,21.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT007,61_90,18.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT007,91_120,12.0
2026-06-01,Y62,QE1,01K,U17992,A82062,CBT007,>300,1.0
2026-06-01,Y62,QE1,01K,U59570,A82070,CBT001,TOTAL,383.0
2026-06-01,Y62,QE1,01K,U59570,A82070,CBT002,TOTAL,80.0
2026-06-01,Y62,QE1,01K,U59570,A82070,CBT003,121_180,9.0
2026-06-01,Y62,QE1,01K,U59570,A82070,CBT003,181_240,6.0
2026-06-01,Y62,QE1,01K,U59570,A82070,CBT003,1_30,11.0
2026-06-01,Y62,QE1,01K,U59570,A82070,CBT003,241_300,3.0
2026-06-01,Y62,QE1,01K,U59570,A82070,CBT003,31_60,4.0
2026-06-01,Y62,QE1,01K,U59570,A82070,CBT003,61_90,5.0
2026-06-01,Y62,QE1,01K,U59570,A82070,CBT003,91_120,1.0
2026-06-01,Y62,QE1,01K,U59570,A82070,CBT003,>300,90.0
2026-06-01,Y62,QE1,01K,U59570,A82070,CBT004,0,11.0
