month,gp_code,gp_name,inb_total,ans_total,pct_u2_total,inb_core,ans_core,pct_u2_core,inb_810,ans_810,pct_u2_810
2026-06-01,D81004,ALCONBURY SURGERY,10217.0,5773.0,0.598,9657.0,5750.0,0.597,2927.0,1805.0,0.538
2026-06-01,D81045,BUCKDEN SURGERY,5234.0,3874.0,0.835,5126.0,3872.0,0.835,1135.0,869.0,0.815
2026-06-01,D81038,KIMBOLTON MEDICAL CENTRE,4956.0,3638.0,0.909,4344.0,3554.0,0.909,1342.0,1006.0,0.774
2026-06-01,D81027,WELLSIDE SURGERY,4812.0,2828.0,0.703,4128.0,2700.0,0.711,1529.0,906.0,0.578
2026-06-01,D81026,BOROUGHBURY MEDICAL CENTRE,41474.0,21649.0,0.67,35797.0,20116.0,0.645,13229.0,4577.0,0.575
2026-06-01,Y07057,BRETTON MEDICAL PRACTICE,7945.0,3873.0,0.279,7708.0,3873.0,0.279,1952.0,955.0,0.215
2026-06-01,D81630,HAMPTON MEDICAL CENTRE,7119.0,3691.0,0.413,6513.0,3546.0,0.414,2215.0,964.0,0.376
2026-06-01,D81001,LENSFIELD MEDICAL PRACTICE,3610.0,2633.0,0.87,3533.0,2618.0,0.869,770.0,513.0,0.879
2026-06-01,D81013,TRUMPINGTON STREET MEDICAL PRACTICE,6033.0,3706.0,0.407,5892.0,3706.0,0.407,1275.0,693.0,0.43
2026-06-01,D81025,CHERRY HINTON MEDICAL CENTRE,4656.0,3135.0,0.656,4447.0,3110.0,0.655,1227.0,886.0,0.59
2026-06-01,D81012,CORNFORD HOUSE SURGERY,5327.0,3987.0,0.841,4878.0,3987.0,0.841,1824.0,1400.0,0.73
2026-06-01,D81066,QUEEN EDITH MEDICAL PRACTICE,4643.0,3795.0,0.72,4447.0,3764.0,0.718,1441.0,1296.0,0.738
2026-06-01,D81070,WOODLANDS SURGERY,3313.0,2311.0,0.543,3251.0,2307.0,0.542,778.0,526.0,0.548
2026-06-01,D81016,ARBURY ROAD SURGERY,7842.0,4673.0,0.305,7451.0,4672.0,0.305,2547.0,1651.0,0.18
2026-06-01,D81055,BOTTISHAM MEDICAL PRACTICE,2780.0,1422.0,0.656,2650.0,1385.0,0.65,317.0,177.0,0.785
2026-06-01,D81086,EAST BARNWELL HEALTH CENTRE,4633.0,2985.0,0.454,4291.0,2985.0,0.454,1313.0,985.0,0.376
2026-06-01,D81028,FIRS HOUSE SURGERY,6434.0,4635.0,0.721,5650.0,4635.0,0.721,1924.0,1497.0,0.635
2026-06-01,D81033,OVER SURGERY,2858.0,2173.0,0.747,2639.0,2165.0,0.747,824.0,637.0,0.63
2026-06-01,D81607,SWAVESEY SURGERY,1944.0,1209.0,0.612,1825.0,1176.0,0.617,585.0,414.0,0.469
2026-06-01,D81042,WATERBEACH AND COTTENHAM SURGERIES,6781.0,3653.0,0.676,6666.0,3653.0,0.676,3373.0,1234.0,0.427
2026-06-01,D81084,WILLINGHAM MEDICAL PRACTICE,6233.0,3254.0,0.657,6159.0,3254.0,0.657,2239.0,865.0,0.534
2026-06-01,D81037,BRIDGE STREET MEDICAL CENTRE,3523.0,2392.0,0.637,3454.0,2386.0,0.636,661.0,358.0,0.785
2026-06-01,D81054,RED HOUSE SURGERY,5082.0,3990.0,0.635,4970.0,3990.0,0.635,1100.0,934.0,0.654
2026-06-01,D81021,ST. GEORGE'S MEDICAL CENTRE,5920.0,3730.0,0.35,5730.0,3730.0,0.35,1512.0,1029.0,0.277
2026-06-01,D81051,BURWELL SURGERY,3177.0,2319.0,0.728,3102.0,2319.0,0.728,749.0,522.0,0.724
2026-06-01,D81064,MERCHEFORD HOUSE,5793.0,2498.0,0.512,5535.0,2470.0,0.511,1578.0,748.0,0.384
2026-06-01,D81603,RIVERSIDE PRACTICE,5401.0,1744.0,0.147,4860.0,1743.0,0.147,1579.0,596.0,0.176
2026-06-01,D81633,ACORN SURGERY,4543.0,2212.0,0.269,4386.0,2212.0,0.269,1240.0,638.0,0.288
2026-06-01,D81085,PAPWORTH SURGERY,3614.0,2415.0,0.598,3515.0,2415.0,0.598,833.0,585.0,0.591
2026-06-01,D81010,PRIORY FIELDS SURGERY,5073.0,3020.0,0.822,4846.0,2994.0,0.823,1282.0,902.0,0.784
2026-06-01,D81050,THE HICKS GROUP PRACTICE,6458.0,4243.0,0.691,6269.0,4230.0,0.692,1556.0,1050.0,0.686
2026-06-01,D81035,COMBERTON SURGERY,7216.0,3890.0,0.45,6989.0,3890.0,0.45,2434.0,1039.0,0.483
2026-06-01,D81637,MONKFIELD MEDICAL PRACTICE,6386.0,1992.0,0.301,5936.0,1992.0,0.301,2059.0,481.0,0.252
2026-06-01,D81018,"ORCHARD SURGERY,MELBOURN",4255.0,2696.0,0.766,4054.0,2626.0,0.761,520.0,295.0,0.766
2026-06-01,E82132,ROYSIA SURGERY,3448.0,1919.0,0.521,3395.0,1919.0,0.521,1018.0,410.0,0.373
2026-06-01,Y07059,NENE VALLEY AND HODGSON MEDICAL PRACTICE,5980.0,3835.0,0.48,5817.0,3835.0,0.48,1281.0,892.0,0.534
2026-06-01,Y07060,THOMAS WALKER WESTGATE HEALTHCARE,7432.0,4474.0,0.551,7166.0,4474.0,0.551,1783.0,1041.0,0.543
2026-06-01,Y00486,BOTOLPH BRIDGE COMMUNITY HEALTH CENTRE,4903.0,2618.0,0.488,4315.0,2546.0,0.496,1382.0,584.0,0.315
2026-06-01,D81629,WILLOW TREE SURGERY,3641.0,1731.0,0.417,3090.0,1665.0,0.431,1247.0,514.0,0.366
2026-06-01,D81611,FENLAND GROUP PRACTICE,7191.0,4720.0,0.51,6946.0,4680.0,0.508,1795.0,1105.0,0.428
2026-06-01,D81029,OLD FLETTON SURGERY,7437.0,5673.0,0.56,7053.0,5637.0,0.558,2267.0,1712.0,0.504
2026-06-01,K83017,WANSFORD,8184.0,6037.0,0.855,7909.0,5917.0,0.854,1184.0,823.0,0.813
2026-06-01,D81031,YAXLEY GROUP PRACTICE,10357.0,4644.0,0.089,9795.0,4643.0,0.089,2953.0,1549.0,0.039
2026-06-01,D81060,MOAT HOUSE SURGERY,3622.0,2856.0,0.784,3513.0,2856.0,0.784,1013.0,866.0,0.761
2026-06-01,D81606,RIVERPORT MEDICAL PRACTICE,7140.0,4911.0,0.568,6724.0,4911.0,0.568,1775.0,1213.0,0.589
2026-06-01,D81081,GREAT STAUGHTON SURGERY,3839.0,2766.0,0.826,3486.0,2656.0,0.829,1011.0,771.0,0.687
2026-06-01,D81057,LAKESIDE HEALTHCARE ST NEOTS,10379.0,7474.0,0.653,9772.0,7473.0,0.653,2564.0,1836.0,0.497
2026-06-01,Unassigned,Unmapped,16166.0,11625.0,0.763,15913.0,11625.0,0.763,4094.0,3142.0,0.73
2026-06-01,D81011,CLARKSON SURGERY,6038.0,3580.0,0.719,5782.0,3580.0,0.719,1942.0,1333.0,0.625
2026-06-01,D81015,PARSON DROVE SURGERY,4518.0,3272.0,0.671,4073.0,3272.0,0.671,1320.0,991.0,0.633
2026-06-01,D81622,TRINITY SURGERY,8051.0,5746.0,0.843,7813.0,5746.0,0.843,2962.0,2122.0,0.773
2026-06-01,E82042,ABBEY ROAD SURGERY,3831.0,973.0,0.324,3742.0,973.0,0.324,826.0,192.0,0.266
2026-06-01,E82081,CUFFLEY AND GOFFS OAK MEDICAL PRACTICE,5856.0,2092.0,0.378,5655.0,2092.0,0.378,1140.0,712.0,0.52
2026-06-01,E82063,THE MAPLES,5461.0,2958.0,0.362,5160.0,2943.0,0.361,1160.0,517.0,0.352
2026-06-01,E82123,WARDEN LODGE MEDICAL PRACTICE,3798.0,2112.0,0.54,3580.0,2106.0,0.54,742.0,470.0,0.568
2026-06-01,E82023,BURVILL HOUSE SURGERY,3622.0,2653.0,0.648,3435.0,2637.0,0.647,773.0,607.0,0.613
2026-06-01,E82018,LISTER HOUSE SURGERY,7788.0,2632.0,0.35,7234.0,2579.0,0.354,2351.0,742.0,0.376
2026-06-01,E82058,POTTERELLS MEDICAL CENTRE,4430.0,2232.0,0.717,4261.0,2232.0,0.717,997.0,473.0,0.791
2026-06-01,E82002,WRAFTON HOUSE SURGERY,7690.0,2723.0,0.337,6829.0,2681.0,0.339,2384.0,709.0,0.168
2026-06-01,E82019,BRIDGE COTTAGE SURGERY,10007.0,4029.0,0.428,8554.0,3907.0,0.425,2293.0,906.0,0.287
2026-06-01,E82007,HANSCOMBE HOUSE SURGERY,7602.0,2100.0,0.44,6579.0,2037.0,0.435,2077.0,440.0,0.359
2026-06-01,E82024,LEA WHARF MEDICAL,6575.0,3391.0,0.424,6345.0,3346.0,0.416,1292.0,733.0,0.499
2026-06-01,E82102,NEW RIVER HEALTH,7885.0,4218.0,0.438,7145.0,4179.0,0.433,1900.0,1295.0,0.562
2026-06-01,E82121,WATTON PLACE CLINIC,3170.0,2223.0,0.785,2823.0,2199.0,0.784,1027.0,781.0,0.672
2026-06-01,E82053,BANCROFT MEDICAL CENTRE,7702.0,4274.0,0.455,7269.0,4257.0,0.453,1773.0,1182.0,0.468
2026-06-01,E82075,REGAL CHAMBERS SURGERY,5319.0,3539.0,0.684,5133.0,3536.0,0.684,1281.0,831.0,0.688
2026-06-01,E82044,THE PORTMILL SURGERY,6367.0,3590.0,0.511,6068.0,3571.0,0.509,1477.0,950.0,0.637
2026-06-01,E82626,WHITWELL SURGERY,1482.0,1146.0,0.873,1412.0,1143.0,0.873,390.0,341.0,0.833
2026-06-01,E82061,AMWELL SURGERY,8774.0,5636.0,0.773,7891.0,5448.0,0.782,2549.0,1396.0,0.569
2026-06-01,E82088,HAILEY VIEW SURGERY,5361.0,3828.0,0.69,5022.0,3828.0,0.69,1374.0,1028.0,0.648
2026-06-01,E82006,THE LIMES SURGERY,4086.0,2722.0,0.457,3947.0,2716.0,0.456,828.0,607.0,0.471
2026-06-01,D81047,ASHWELL SURGERY,4315.0,1989.0,0.353,4250.0,1989.0,0.353,758.0,297.0,0.478
2026-06-01,E82099,THE BALDOCK SURGERY,4961.0,3294.0,0.296,4774.0,3285.0,0.296,1066.0,829.0,0.361
2026-06-01,E82082,THE BIRCHWOOD AND SOLLERSHOTT SURGERIES,5623.0,3511.0,0.508,5522.0,3508.0,0.508,1239.0,750.0,0.493
2026-06-01,E82661,THE GARDEN CITY SURGERY,2316.0,1002.0,0.75,2250.0,999.0,0.75,476.0,209.0,0.722
2026-06-01,E82008,THE NEVELLS ROAD SURGERY,1189.0,675.0,0.441,1094.0,668.0,0.439,216.0,171.0,0.55
2026-06-01,E82079,CROMWELL MEDICAL CENTRE,6719.0,4670.0,0.815,5552.0,4612.0,0.815,1812.0,1516.0,0.609
2026-06-01,E82133,HIGH STREET SURGERY,5618.0,2965.0,0.641,5156.0,2882.0,0.654,1627.0,726.0,0.415
2026-06-01,E82638,STANHOPE SURGERY,3793.0,1851.0,0.48,3360.0,1765.0,0.495,1111.0,408.0,0.355
2026-06-01,E82115,STOCKWELL LODGE MED.CTR.,6808.0,2831.0,0.363,6129.0,2684.0,0.356,1748.0,740.0,0.354
2026-06-01,E82005,STANMORE MEDICAL GROUP,14666.0,7675.0,0.531,13917.0,7656.0,0.53,3317.0,2068.0,0.595
2026-06-01,E82093,BEDWELL MEDICAL CENTRE,6059.0,2183.0,0.315,5686.0,2183.0,0.315,1457.0,662.0,0.298
2026-06-01,E82086,KING GEORGE & MANOR HOUSE SURGERIES,11999.0,4618.0,0.265,10969.0,4524.0,0.268,3124.0,1090.0,0.182
2026-06-01,E82035,KNEBWORTH & MARYMEAD PRACTICE,4494.0,3305.0,0.876,4366.0,3301.0,0.876,927.0,651.0,0.891
2026-06-01,E82056,SHEPHALL HEALTH CENTRE,4668.0,3136.0,0.823,4521.0,3136.0,0.823,1014.0,669.0,0.78
2026-06-01,E82111,THE SYMONDS GREEN HEALTH CENTRE,5627.0,1962.0,0.411,4895.0,1943.0,0.412,1653.0,530.0,0.283
2026-06-01,E82100,CENTRAL SURGERY,7294.0,3837.0,0.425,6564.0,3835.0,0.424,1738.0,968.0,0.451
2026-06-01,E82067,CHURCH STREET PARTNERSHIP,6068.0,2188.0,0.372,5812.0,2188.0,0.372,1272.0,564.0,0.511
2026-06-01,E82654,HELIX MEDICAL CENTRE,7168.0,4380.0,0.557,6825.0,4380.0,0.557,1878.0,1334.0,0.595
2026-06-01,E82074,SOUTH STREET SURGERY,10339.0,4471.0,0.419,9936.0,4471.0,0.419,2366.0,1147.0,0.357
2026-06-01,E82092,DOLPHIN HOUSE SURGERY,9879.0,5309.0,0.411,8566.0,5264.0,0.41,2928.0,1382.0,0.38
2026-06-01,E82038,THE BUNTINGFORD & PUCKERIDGE MED PRAC.,11738.0,8979.0,0.485,11423.0,8979.0,0.485,3175.0,2482.0,0.431
2026-06-01,E82040,PEARTREE LANE SURGERY,8635.0,5621.0,0.667,8326.0,5619.0,0.666,1812.0,1241.0,0.83
2026-06-01,Y02639,SPRING HOUSE HEALTH,4345.0,2319.0,0.501,3858.0,2086.0,0.466,942.0,523.0,0.453
2026-06-01,E82041,THE GARDEN CITY PRACTICE,6923.0,3784.0,0.252,6565.0,3779.0,0.251,1871.0,890.0,0.231
2026-06-01,E82031,MALTINGS SURGERY,3456.0,2204.0,0.714,3330.0,2204.0,0.714,707.0,471.0,0.741
2026-06-01,E82107,SUMMERFIELD HEALTH CENTRE,2942.0,2386.0,0.835,2820.0,2385.0,0.835,542.0,496.0,0.869
2026-06-01,E82059,GRANGE STREET SURGERY,5806.0,4089.0,0.63,5461.0,4067.0,0.628,1363.0,1139.0,0.706
2026-06-01,E82055,MIDWAY SURGERY,4437.0,3325.0,0.611,4311.0,3325.0,0.611,812.0,654.0,0.714
2026-06-01,E82060,PARKBURY HOUSE SURGERY,6902.0,2528.0,0.351,6742.0,2526.0,0.351,1302.0,568.0,0.389
2026-06-01,E82020,CONSULTING ROOMS,3086.0,2169.0,0.677,2873.0,2148.0,0.676,1030.0,764.0,0.641
2026-06-01,E82050,GROVE HILL MEDICAL CENTRE,2957.0,1994.0,0.799,2368.0,1861.0,0.812,987.0,704.0,0.536
2026-06-01,E82004,HATFIELD ROAD SURGERY,2282.0,1554.0,0.75,2161.0,1553.0,0.751,704.0,548.0,0.664
2026-06-01,E82113,VERULAM MEDICAL GROUP,9000.0,6375.0,0.604,8799.0,6359.0,0.605,2397.0,1645.0,0.567
2026-06-01,E82652,GOSSOMS END SURGERY,1737.0,1208.0,0.661,1655.0,1176.0,0.661,442.0,258.0,0.62
2026-06-01,E82001,ROTHSCHILD HOUSE GROUP,16206.0,6791.0,0.366,15651.0,6790.0,0.366,3418.0,1491.0,0.433
2026-06-01,E82094,THE MANOR STREET SURGERY,6245.0,4119.0,0.621,5907.0,4084.0,0.619,1529.0,1098.0,0.508
2026-06-01,E82124,ATTENBOROUGH SURGERY,17256.0,5492.0,0.312,16058.0,5373.0,0.309,4629.0,1772.0,0.354
2026-06-01,E82013,BRIDGEWATER SURGERIES,13100.0,6290.0,0.384,12299.0,6280.0,0.383,2604.0,1577.0,0.486
2026-06-01,E82015,SUTHERGREY HOUSE MEDICAL CENTRE,5050.0,2950.0,0.396,4250.0,2905.0,0.391,1397.0,855.0,0.248
2026-06-01,E82069,THE ELMS SURGERY,7134.0,4216.0,0.639,6677.0,4177.0,0.639,2199.0,1325.0,0.485
2026-06-01,E82051,EVEREST HOUSE SURGERY,5742.0,3557.0,0.504,5590.0,3542.0,0.504,1189.0,768.0,0.46
2026-06-01,E82022,FERNVILLE SURGERY,5415.0,2316.0,0.44,5202.0,2250.0,0.428,1017.0,493.0,0.32
2026-06-01,E82091,PARKWOOD SURGERY,8815.0,3683.0,0.275,7863.0,3619.0,0.27,2582.0,952.0,0.226
2026-06-01,E82643,ARCHWAY SURGERY,1825.0,1404.0,0.917,1733.0,1390.0,0.917,589.0,489.0,0.896
2026-06-01,E82032,BENNETTS END SURGERY,5507.0,3323.0,0.559,5270.0,3163.0,0.538,1263.0,764.0,0.408
2026-06-01,E82066,HAVERFIELD SURGERY,2231.0,1716.0,0.619,2129.0,1650.0,0.613,252.0,201.0,0.498
2026-06-01,E82129,KINGS LANGLEY SURGERY,6406.0,4364.0,0.585,6207.0,4359.0,0.585,1224.0,915.0,0.678
2026-06-01,E82009,LINCOLN HOUSE SURGERY,13510.0,9075.0,0.703,12834.0,9050.0,0.702,2744.0,1972.0,0.713
2026-06-01,E82017,GARSTON MEDICAL CENTRE,7986.0,5174.0,0.469,7777.0,5167.0,0.468,3079.0,1734.0,0.221
2026-06-01,E82106,NEW ROAD SURGERY,5426.0,3739.0,0.519,5264.0,3733.0,0.518,1048.0,811.0,0.625
2026-06-01,E82084,HARVEY GROUP PRACTICE,3868.0,2593.0,0.643,3726.0,2593.0,0.643,851.0,614.0,0.678
2026-06-01,E82014,"LODGE,HIGHFIELD & REDBOURN",2766.0,1926.0,0.521,2568.0,1922.0,0.521,501.0,394.0,0.551
2026-06-01,E82077,DAVENPORT HOUSE SURGERY,3723.0,2227.0,0.585,3614.0,2224.0,0.585,767.0,434.0,0.666
2026-06-01,E82071,ELMS MEDICAL PRACTICE,4136.0,1986.0,0.522,4008.0,1984.0,0.522,740.0,376.0,0.532
2026-06-01,E82037,VILLAGE SURGERY,4503.0,2386.0,0.503,4350.0,2377.0,0.503,880.0,574.0,0.535
2026-06-01,E82012,FAIRBROOK MEDICAL CENTRE,5159.0,2989.0,0.88,5031.0,2989.0,0.88,1339.0,699.0,0.861
2026-06-01,E82043,SCHOPWICK SURGERY,8035.0,3277.0,0.325,7745.0,3268.0,0.324,1886.0,638.0,0.323
2026-06-01,E82117,THE GROVE MEDICAL CENTRE,4640.0,3145.0,0.386,4432.0,3131.0,0.385,873.0,679.0,0.387
2026-06-01,E82085,THE RED HOUSE GROUP,10151.0,8067.0,0.869,9989.0,8067.0,0.869,3169.0,2171.0,0.771
2026-06-01,E82073,MANOR VIEW PRACTICE,13489.0,7526.0,0.194,12704.0,7524.0,0.194,2940.0,1856.0,0.203
2026-06-01,E82655,SOUTH OXHEY SURGERY,2131.0,766.0,0.217,2009.0,764.0,0.217,532.0,223.0,0.126
2026-06-01,E82105,ABBOTSWOOD MEDICAL CENTRE,2960.0,2185.0,0.748,2833.0,2174.0,0.748,912.0,730.0,0.656
2026-06-01,E82096,SHEEPCOT MEDICAL CENTRE,3677.0,2637.0,0.853,3592.0,2621.0,0.852,796.0,607.0,0.906
2026-06-01,E82046,VINE HOUSE HEALTH CENTRE,4298.0,2346.0,0.716,4156.0,2343.0,0.716,876.0,497.0,0.748
2026-06-01,E82098,ANNANDALE MEDICAL CENTRE,5050.0,2792.0,0.318,4080.0,2449.0,0.359,1375.0,634.0,0.197
2026-06-01,E82078,HIGHVIEW MEDICAL CENTRE,4405.0,2637.0,0.773,4142.0,2616.0,0.774,1156.0,700.0,0.716
2026-06-01,E82027,PARKFIELD MEDICAL CENTRE,8230.0,3553.0,0.753,6695.0,3553.0,0.753,2742.0,1108.0,0.562
2026-06-01,E82068,GADE AND CHORLEYWOOD HEALTH CENTRES,6992.0,3554.0,0.465,6726.0,3547.0,0.464,1385.0,721.0,0.671
2026-06-01,E82083,THE COLNE PRACTICE,4876.0,3609.0,0.735,4674.0,3602.0,0.734,1094.0,855.0,0.737
2026-06-01,E81050,ASPLANDS MEDICAL CENTRE,6421.0,4366.0,0.639,6083.0,4337.0,0.639,1715.0,1219.0,0.608
2026-06-01,K82064,FISHERMEAD MEDICAL CENTRE,3386.0,1716.0,0.661,3142.0,1713.0,0.661,1015.0,508.0,0.514
2026-06-01,K82615,WALNUT TREE HEALTH CENTRE,6132.0,3825.0,0.518,5822.0,3781.0,0.513,1384.0,978.0,0.525
2026-06-01,E81615,ASHBURNHAM ROAD SURGERY,2625.0,2071.0,0.875,2513.0,2068.0,0.876,633.0,556.0,0.876
2026-06-01,E81038,KING STREET SURGERY,7798.0,4265.0,0.697,7601.0,4265.0,0.697,1705.0,929.0,0.659
2026-06-01,E81021,QUEENS PARK HEALTH CENTRE,10420.0,3373.0,0.476,9989.0,3342.0,0.473,2221.0,806.0,0.447
2026-06-01,Y00560,WOOTTON VALE AND SHORTSTOWN SURGERY,5766.0,3500.0,0.624,5606.0,3484.0,0.624,1227.0,848.0,0.709
2026-06-01,E81069,CADDINGTON SURGERY,2227.0,1610.0,0.589,2151.0,1610.0,0.589,457.0,359.0,0.538
2026-06-01,E81014,PRIORY GARDENS SURGERY,13128.0,6168.0,0.458,11022.0,6085.0,0.457,3784.0,1821.0,0.41
2026-06-01,E81009,WEST STREET SURGERY,8672.0,4642.0,0.415,8069.0,4634.0,0.415,2034.0,1082.0,0.352
2026-06-01,K82013,THE RED HOUSE SURGERY,12200.0,6975.0,0.622,10698.0,6803.0,0.623,3069.0,1793.0,0.633
2026-06-01,K82026,WHADDON HEALTHCARE,11621.0,5375.0,0.478,11091.0,5335.0,0.475,2446.0,981.0,0.415
2026-06-01,E81019,LONDON ROAD HEALTH CENTRE,11584.0,6678.0,0.318,11106.0,6619.0,0.314,2469.0,1375.0,0.129
2026-06-01,Unassigned,Unmapped,15001.0,8687.0,0.557,13206.0,8488.0,0.555,4076.0,2132.0,0.43
2026-06-01,K82054,ASHFIELD MEDICAL CENTRE,8780.0,3236.0,0.451,7337.0,3236.0,0.451,2999.0,756.0,0.377
2026-06-01,K82065,CENTRAL MILTON KEYNES MEDICAL CENTRE,7662.0,4935.0,0.559,7159.0,4917.0,0.558,1906.0,1274.0,0.541
2026-06-01,K82631,MILTON KEYNES VILLAGE SURG,5969.0,3861.0,0.715,5325.0,3846.0,0.715,1604.0,1100.0,0.623
2026-06-01,K82610,THE GROVE SURGERY,3894.0,2705.0,0.547,3661.0,2683.0,0.549,987.0,718.0,0.429
2026-06-01,E81048,BUTE HOUSE MEDICAL CENTRE,4868.0,3093.0,0.513,4609.0,3088.0,0.513,1050.0,734.0,0.45
2026-06-01,E81617,DR PS BATH'S PRACTICE,2241.0,1652.0,0.696,2152.0,1651.0,0.696,500.0,396.0,0.609
2026-06-01,E81026,LARKSIDE PRACTICE,4823.0,2924.0,0.731,4709.0,2924.0,0.731,1134.0,714.0,0.675
2026-06-01,E81006,STOPSLEY VILLAGE PRACTICE,6036.0,3099.0,0.445,5753.0,3077.0,0.444,1261.0,703.0,0.421
2026-06-01,E81028,THE BLENHEIM MEDICAL CENTRE,6274.0,4009.0,0.307,5951.0,4007.0,0.307,1119.0,780.0,0.35
2026-06-01,E81015,FLITWICK SURGERY,6249.0,3624.0,0.48,6075.0,3601.0,0.478,1486.0,916.0,0.407
2026-06-01,E81043,MARSTON FOREST HEALTHCARE,8437.0,4914.0,0.781,8123.0,4792.0,0.78,1886.0,965.0,0.712
2026-06-01,E81010,DR WHM MATTA'S PRACTICE,3943.0,2764.0,0.873,3767.0,2739.0,0.873,911.0,646.0,0.881
2026-06-01,E81612,DRS MIRZA SUKHANI & PARTNERS,3638.0,1697.0,0.59,3463.0,1697.0,0.59,867.0,337.0,0.585
2026-06-01,E81016,LISTER HOUSE SURGERY,3326.0,1543.0,0.721,3208.0,1543.0,0.721,624.0,323.0,0.557
2026-06-01,E81040,SUNDON MEDICAL CENTRE,5773.0,3966.0,0.713,5525.0,3962.0,0.713,1261.0,884.0,0.597
2026-06-01,E81025,THE OAKLEY SURGERY,4034.0,2530.0,0.542,3913.0,2527.0,0.542,781.0,532.0,0.656
2026-06-01,E81046,DR A SULAKSHANA & PARTNERS,7435.0,2797.0,0.617,7269.0,2796.0,0.617,1737.0,637.0,0.642
2026-06-01,E81002,GREENSAND SURGERY (AMPTHILL),4644.0,3123.0,0.911,4517.0,3120.0,0.911,1271.0,929.0,0.954
2026-06-01,E81074,HOUGHTON CLOSE SURGERY,7062.0,4294.0,0.665,6864.0,4279.0,0.665,2075.0,1187.0,0.477
2026-06-01,E81022,LARKSFIELD AND ARLESEY MEDICAL PRACTICE,7552.0,3490.0,0.581,7259.0,3486.0,0.581,1744.0,673.0,0.435
2026-06-01,E81033,SHEFFORD HEALTH CENTRE,8328.0,5401.0,0.718,7952.0,5395.0,0.718,2132.0,1467.0,0.637
2026-06-01,E81032,LEA VALE MEDICAL PRACTICE,17458.0,7573.0,0.25,16500.0,7567.0,0.25,4097.0,1579.0,0.185
2026-06-01,E81003,DR JL HENDERSON & PARTNERS,10206.0,4486.0,0.465,9804.0,4483.0,0.465,2063.0,1181.0,0.557
2026-06-01,E81044,LEIGHTON ROAD SURGERY,10314.0,3906.0,0.414,10025.0,3722.0,0.386,2308.0,774.0,0.295
2026-06-01,E81004,SALISBURY HOUSE SURGERY,12919.0,4016.0,0.401,11438.0,3961.0,0.404,5969.0,1029.0,0.196
2026-06-01,E81632,BARTON HILLS MEDICAL GROUP,4268.0,2556.0,0.577,4057.0,2530.0,0.574,1066.0,655.0,0.576
2026-06-01,E81005,BELL HOUSE MEDICAL CENTRE,4687.0,2914.0,0.716,4454.0,2886.0,0.716,1261.0,878.0,0.58
2026-06-01,E81041,GARDENIA PRACTICE,6369.0,4680.0,0.903,6111.0,4680.0,0.903,1352.0,1080.0,0.861
2026-06-01,E81073,THE MEDICI MEDICAL PRACTICE,6787.0,2944.0,0.264,6308.0,2944.0,0.264,1763.0,897.0,0.294
2026-06-01,E81018,WOODLAND AVENUE PRACTICE,5899.0,2714.0,0.474,5585.0,2699.0,0.474,1534.0,725.0,0.503
2026-06-01,K82032,OAKRIDGE PARK MEDICAL CENTRE,5644.0,3690.0,0.664,5383.0,3658.0,0.661,1485.0,963.0,0.707
2026-06-01,K82027,PURBECK HEALTH CENTRE,1503.0,999.0,0.382,1363.0,991.0,0.384,360.0,300.0,0.42
2026-06-01,K82025,SOVEREIGN MEDICAL CENTRE,10836.0,5244.0,0.731,9336.0,5097.0,0.743,3672.0,1754.0,0.539
2026-06-01,K82617,THE STONEDEAN PRACTICE,5961.0,4690.0,0.691,5737.0,4687.0,0.691,1607.0,1310.0,0.727
2026-06-01,K82003,WOLVERTON HEALTH CENTRE,5854.0,3423.0,0.729,5553.0,3393.0,0.73,1644.0,836.0,0.492
2026-06-01,E81037,THE DE PARYS GROUP,16181.0,9714.0,0.5,15516.0,9629.0,0.496,2967.0,1757.0,0.475
2026-06-01,E81013,CASTLE MEDICAL GROUP PRACTICE,6106.0,3935.0,0.531,5759.0,3896.0,0.527,1367.0,959.0,0.557
2026-06-01,Y02463,THE TOWN CENTRE PRACTICE,4514.0,1963.0,0.42,3885.0,1805.0,0.383,1101.0,459.0,0.34
2026-06-01,E81063,CONWAY MEDICAL CENTRE,5369.0,2456.0,0.446,5244.0,2454.0,0.446,1500.0,538.0,0.433
2026-06-01,E81076,DR DV SHAH'S PRACTICE,2518.0,1794.0,0.859,2441.0,1793.0,0.859,539.0,347.0,0.87
2026-06-01,Y02332,KINGSWAY & BRAMINGHAM MEDICAL CENTRE,11264.0,2124.0,0.41,9681.0,2039.0,0.41,3982.0,469.0,0.222
2026-06-01,E81631,MALZEARD ROAD PRACTICE,3424.0,879.0,0.172,3207.0,879.0,0.172,1035.0,105.0,0.124
2026-06-01,E81633,NEVILLE ROAD SURGERY,2844.0,1753.0,0.469,2762.0,1753.0,0.469,662.0,374.0,0.492
2026-06-01,E81012,GREENSANDS (POTTON),5037.0,3104.0,0.44,4886.0,3092.0,0.441,1221.0,733.0,0.329
2026-06-01,E81057,SAFFRON HEALTH PARTNERSHIP,9016.0,4522.0,0.264,8626.0,4491.0,0.262,1896.0,725.0,0.203
2026-06-01,E81035,SANDY HEALTH CENTRE,5510.0,2659.0,0.37,5052.0,2659.0,0.37,1481.0,798.0,0.346
2026-06-01,K82039,BEDFORD STREET SURGERY,9013.0,3804.0,0.356,7980.0,3779.0,0.354,2989.0,1460.0,0.359
