period,GP_CODE,all_fast,all_known,all_total,gp_fast,gp_known,gp_total
janfeb,E87637,16004,23435,23435,10751,12254,12254
janfeb,E87648,2339,2954,2954,1603,1726,1726
janfeb,E87663,1483,3329,3329,811,1873,1873
janfeb,E87665,3657,5767,5767,1579,3069,3069
janfeb,E87677,3546,7037,7037,2287,3905,3905
janfeb,E87681,6429,8462,8462,5120,5674,5674
janfeb,E87701,2732,6286,6286,1606,3761,3761
janfeb,E87702,920,2692,2692,518,1011,1011
janfeb,E87706,2749,4557,4557,2082,2667,2667
janfeb,E87711,717,1537,1537,275,532,532
janfeb,E87714,551,2260,2260,183,786,786
janfeb,E87715,3327,5353,5353,1974,2943,2943
janfeb,E87720,9296,11860,11860,6215,7867,7867
janfeb,E87722,3452,5341,5341,2196,3334,3334
janfeb,E87733,2191,6127,6127,1272,2332,2332
janfeb,E87737,2143,5216,5216,1482,2872,2872
janfeb,E87738,13100,15978,15978,8334,9571,9571
janfeb,E87739,4499,7635,7635,3893,5481,5481
janfeb,E87740,6018,7185,7185,809,1353,1353
janfeb,E87741,1277,2706,2706,1069,1753,1753
janfeb,E87742,2870,4206,4206,1938,2411,2411
janfeb,E87745,4506,6982,6982,1285,2393,2393
janfeb,E87746,1372,3900,3900,476,1441,1441
janfeb,E87750,1894,3258,3258,689,1480,1480
janfeb,E87751,2841,4170,4170,2158,3016,3016
janfeb,E87753,1641,4778,4778,1168,3095,3095
janfeb,E87754,3292,6548,6548,1375,2523,2523
janfeb,E87755,3877,4938,4938,1828,2401,2401
janfeb,E87762,4789,7655,7655,3429,4537,4537
janfeb,E87768,4786,9605,9605,4326,6285,6285
janfeb,E87772,463,1000,1000,157,323,323
janfeb,F81001,5351,8785,8785,4523,6108,6108
janfeb,F81003,809,2472,2472,527,1377,1377
janfeb,F81004,1738,5980,5980,1321,3188,3188
janfeb,F81006,2026,3782,3782,1023,1255,1255
janfeb,F81007,7200,13649,13649,2969,4013,4013
janfeb,F81009,4058,7738,7738,3063,4284,4284
janfeb,F81010,3955,8402,8402,1072,2276,2276
janfeb,F81011,4259,7490,7490,3826,4879,4879
janfeb,F81012,3790,7020,7020,2801,3638,3638
janfeb,F81013,4457,8684,8684,3485,5601,5601
janfeb,F81014,5587,12218,12218,3850,7083,7083
janfeb,F81015,11404,16901,16901,7476,8540,8540
janfeb,F81017,4666,8923,8923,2168,2766,2766
janfeb,F81019,14494,25874,25874,4885,7454,7454
janfeb,F81020,2912,8269,8269,1560,3805,3805
janfeb,F81021,4417,9768,9768,2532,4503,4503
janfeb,F81022,5984,14894,14894,3477,6677,6677
janfeb,F81023,8198,12535,12535,3910,5881,5881
janfeb,F81025,7429,11187,11187,6045,6906,6906
janfeb,F81026,5026,9258,9258,2540,2906,2906
janfeb,F81027,11386,17482,17482,8292,9872,9872
janfeb,F81028,2264,6294,6294,1086,1961,1961
janfeb,F81029,7680,11216,11216,1147,1672,1672
janfeb,F81030,6004,14947,14947,2771,6517,6517
janfeb,F81031,3742,4923,4923,1694,1890,1890
janfeb,F81032,965,1617,1617,528,724,724
janfeb,F81034,3018,7383,7383,1969,3311,3311
janfeb,F81036,15507,22902,22902,4310,8333,8333
janfeb,F81037,3647,8421,8421,830,1601,1601
janfeb,F81038,5417,10429,10429,2438,4590,4590
janfeb,F81040,1330,3773,3773,913,2040,2040
janfeb,F81041,5636,9627,9627,1994,3147,3147
janfeb,F81042,18045,38211,38211,8131,13502,13502
janfeb,F81043,17063,24539,24539,5009,7014,7014
janfeb,F81044,5892,9576,9576,4626,5441,5441
janfeb,F81045,5812,6908,6908,3629,3853,3853
janfeb,F81046,2959,4996,4996,1467,2018,2018
janfeb,F81047,8107,13099,13099,3370,5461,5461
janfeb,F81048,3130,6627,6627,2188,3503,3503
janfeb,F81049,6208,12743,12743,2882,5674,5674
janfeb,F81051,4555,7485,7485,3282,4826,4826
janfeb,F81052,7164,14959,14959,3521,6415,6415
janfeb,F81053,11037,18059,18059,3977,6514,6514
janfeb,F81055,3631,9220,9220,2743,6016,6016
janfeb,F81056,5219,9314,9314,4048,5311,5311
janfeb,F81057,9095,13057,13057,4906,6800,6800
janfeb,F81060,5790,7509,7509,2135,2774,2774
janfeb,F81061,3272,5777,5777,2769,3580,3580
janfeb,F81062,4404,6068,6068,3834,4218,4218
janfeb,F81065,2587,3230,3230,2258,2332,2332
janfeb,F81066,1903,4746,4746,1104,1853,1853
janfeb,F81067,6211,13248,13248,2865,4565,4565
janfeb,F81068,6031,13271,13271,3553,5591,5591
janfeb,F81069,3642,7420,7420,1638,2326,2326
janfeb,F81071,4742,8035,8035,2542,3614,3614
janfeb,F81072,2204,4757,4757,1631,2250,2250
janfeb,F81075,1904,4684,4684,580,2182,2182
janfeb,F81076,1832,3748,3748,814,1091,1091
janfeb,F81078,5827,10289,10289,4797,7195,7195
janfeb,F81080,9905,14378,14378,7504,9310,9310
janfeb,F81081,16316,24755,24755,5698,7685,7685
janfeb,F81082,17754,20680,20680,194,454,454
janfeb,F81083,6207,10439,10439,4065,5243,5243
janfeb,F81085,5586,9595,9595,2446,3617,3617
janfeb,F81086,1364,3799,3799,1248,2616,2616
janfeb,F81087,5633,11605,11605,2391,4286,4286
janfeb,F81088,1376,2269,2269,1195,1940,1940
janfeb,F81089,2643,7559,7559,2063,4957,4957
janfeb,F81090,2951,7850,7850,2057,3947,3947
janfeb,F81091,3908,8083,8083,3290,5419,5419
janfeb,F81092,2894,4308,4308,2150,2597,2597
janfeb,F81095,8524,18158,18158,5773,7873,7873
janfeb,F81096,4474,8228,8228,3076,4658,4658
janfeb,F81097,14777,22141,22141,5153,8783,8783
janfeb,F81098,1911,4983,4983,776,2069,2069
janfeb,F81099,6007,10311,10311,2624,3911,3911
janfeb,F81100,11141,19723,19723,7922,10186,10186
janfeb,F81101,1238,3280,3280,947,2085,2085
janfeb,F81102,1473,3871,3871,1216,2228,2228
janfeb,F81104,15701,19536,19536,518,903,903
janfeb,F81105,9193,17248,17248,4384,6256,6256
janfeb,F81106,7431,10632,10632,6208,7917,7917
janfeb,F81108,7098,17415,17415,3727,6851,6851
janfeb,F81110,6399,11999,11999,1878,2608,2608
janfeb,F81112,5392,10550,10550,4564,6522,6522
janfeb,F81113,2678,6456,6456,1700,3017,3017
janfeb,F81114,3691,9993,9993,2114,4926,4926
janfeb,F81115,9936,21816,21816,5463,8619,8619
janfeb,F81116,5399,10671,10671,3374,4734,4734
janfeb,F81117,4681,9174,9174,1103,3034,3034
janfeb,F81118,4401,9353,9353,3043,5611,5611
janfeb,F81119,4408,7921,7921,2007,3167,3167
janfeb,F81120,5211,9810,9810,2647,3883,3883
janfeb,F81121,2544,7668,7668,1246,3046,3046
janfeb,F81122,9161,18993,18993,6117,9215,9215
janfeb,F81123,16104,27483,27483,10405,13982,13982
janfeb,F81125,2491,10656,10656,1564,4439,4439
janfeb,F81126,3147,8556,8556,2161,4336,4336
janfeb,F81128,11310,16911,16911,5350,7435,7435
janfeb,F81130,2741,6730,6730,1020,2009,2009
janfeb,F81131,2833,6777,6777,1431,2688,2688
janfeb,F81132,6009,10779,10779,2845,4569,4569
janfeb,F81133,4056,12164,12164,1401,3281,3281
janfeb,F81134,2895,4589,4589,1514,2014,2014
janfeb,F81136,6300,9532,9532,5119,6603,6603
janfeb,F81137,6346,8818,8818,3628,4890,4890
janfeb,F81141,6256,9634,9634,1967,3037,3037
janfeb,F81142,2092,3581,3581,1513,2099,2099
janfeb,F81144,14548,21708,21708,5529,8008,8008
janfeb,F81147,1823,2932,2932,1317,1980,1980
janfeb,F81149,4369,9976,9976,2246,4096,4096
janfeb,F81150,6432,9353,9353,3103,3763,3763
janfeb,F81152,6890,10683,10683,6303,8406,8406
janfeb,F81153,8165,12895,12895,3760,5384,5384
janfeb,F81155,6019,8218,8218,2138,2945,2945
janfeb,F81156,6311,13175,13175,1988,2591,2591
janfeb,F81158,2077,3858,3858,1433,2297,2297
janfeb,F81159,1855,4610,4610,573,1554,1554
janfeb,F81163,3178,6014,6014,940,1532,1532
janfeb,F81164,2618,5989,5989,1700,3562,3562
janfeb,F81165,1077,2426,2426,918,1714,1714
janfeb,F81169,1300,4305,4305,994,2375,2375
janfeb,F81170,4811,9874,9874,2214,2879,2879
janfeb,F81173,2054,4991,4991,1003,1883,1883
janfeb,F81176,1607,2827,2827,965,1459,1459
janfeb,F81177,598,2004,2004,351,934,934
janfeb,F81181,10060,18715,18715,2105,4676,4676
janfeb,F81183,3130,7615,7615,1984,4227,4227
janfeb,F81184,1877,3517,3517,1391,2100,2100
janfeb,F81186,1807,5001,5001,902,1616,1616
janfeb,F81192,2914,6446,6446,2197,3643,3643
janfeb,F81193,2522,4421,4421,1578,2062,2062
janfeb,F81197,1887,2506,2506,1718,1956,1956
janfeb,F81198,951,1708,1708,883,1133,1133
janfeb,F81205,1121,3088,3088,483,1261,1261
janfeb,F81206,3758,5870,5870,2174,2881,2881
janfeb,F81207,458,1079,1079,379,692,692
janfeb,F81211,3425,4805,4805,2561,2854,2854
janfeb,F81212,2369,7896,7896,416,1247,1247
janfeb,F81213,5121,10416,10416,87,810,810
janfeb,F81215,3669,8181,8181,1313,2902,2902
janfeb,F81216,2058,3309,3309,1906,2554,2554
janfeb,F81219,2846,4699,4699,2643,3570,3570
janfeb,F81221,3509,5919,5919,1180,1765,1765
janfeb,F81222,3858,4583,4583,2449,2599,2599
janfeb,F81223,1174,2182,2182,1030,1354,1354
janfeb,F81606,1214,3361,3361,652,1062,1062
janfeb,F81613,3428,4876,4876,2446,2925,2925
janfeb,F81618,1259,2864,2864,681,1307,1307
janfeb,F81619,989,1999,1999,667,1039,1039
janfeb,F81623,1118,1663,1663,995,1240,1240
janfeb,F81632,2336,4376,4376,1506,1984,1984
janfeb,F81633,1286,2992,2992,635,1125,1125
janfeb,F81635,8596,10243,10243,329,438,438
janfeb,F81636,7425,14893,14893,5022,7352,7352
janfeb,F81640,2856,4176,4176,2102,2270,2270
janfeb,F81641,4041,7577,7577,1624,2530,2530
janfeb,F81645,1791,3905,3905,758,1381,1381
janfeb,F81649,1427,2207,2207,1338,1608,1608
janfeb,F81652,4723,8297,8297,910,1321,1321
janfeb,F81656,629,1802,1802,214,531,531
janfeb,F81665,2048,4731,4731,1186,2285,2285
janfeb,F81666,1062,2032,2032,567,827,827
janfeb,F81669,1598,2740,2740,771,1077,1077
janfeb,F81674,8612,13461,13461,3379,4161,4161
janfeb,F81675,2736,4873,4873,1683,2336,2336
janfeb,F81679,2467,5396,5396,632,1526,1526
janfeb,F81681,12527,20739,20739,5688,6061,6061
janfeb,F81683,3539,7208,7208,2758,4785,4785
janfeb,F81690,5496,8176,8176,1151,1362,1362
janfeb,F81696,1715,2686,2686,1273,1624,1624
janfeb,F81697,936,1327,1327,861,1091,1091
janfeb,F81700,1685,3396,3396,619,1184,1184
janfeb,F81704,1216,2215,2215,1001,1297,1297
janfeb,F81707,7280,9020,9020,6303,7326,7326
janfeb,F81708,3046,7913,7913,1515,2926,2926
janfeb,F81711,4540,5544,5544,3243,3772,3772
janfeb,F81713,724,1599,1599,291,472,472
janfeb,F81716,4410,7955,7955,4016,4903,4903
janfeb,F81725,4374,9187,9187,2002,4163,4163
janfeb,F81729,1548,2724,2724,888,1192,1192
janfeb,F81730,6011,8368,8368,3832,4396,4396
janfeb,F81732,5763,8292,8292,2990,4085,4085
janfeb,F81737,857,1923,1923,733,1441,1441
janfeb,F81739,3940,5791,5791,623,1108,1108
janfeb,F81740,2230,4397,4397,878,1443,1443
janfeb,F81741,3306,9719,9719,1344,2778,2778
janfeb,F81744,603,1571,1571,479,959,959
janfeb,F81746,1251,3007,3007,554,998,998
janfeb,F81749,11024,15973,15973,5294,7508,7508
janfeb,F81751,1597,3342,3342,403,1209,1209
janfeb,F81757,1331,4512,4512,488,990,990
janfeb,F82001,2044,4431,4431,1446,2450,2450
janfeb,F82002,1920,4868,4868,1599,2981,2981
janfeb,F82003,1559,3521,3521,818,1724,1724
janfeb,F82005,3211,5155,5155,1267,2079,2079
janfeb,F82006,4462,10065,10065,2953,5873,5873
janfeb,F82007,2677,7715,7715,1676,4099,4099
janfeb,F82008,4445,8665,8665,3619,5876,5876
janfeb,F82009,10642,17566,17566,6185,9086,9086
janfeb,F82010,2744,5140,5140,1653,2947,2947
janfeb,F82011,2069,5261,5261,1423,3372,3372
janfeb,F82013,7581,13254,13254,5263,8762,8762
janfeb,F82014,2594,5876,5876,1554,3130,3130
janfeb,F82015,2372,3952,3952,1926,2368,2368
janfeb,F82016,1299,3487,3487,822,2039,2039
janfeb,F82017,2753,6252,6252,1796,2887,2887
janfeb,F82018,6964,10239,10239,4783,6197,6197
janfeb,F82019,1893,4362,4362,961,2373,2373
janfeb,F82021,4368,6745,6745,1886,2869,2869
janfeb,F82022,5776,9093,9093,3913,5388,5388
janfeb,F82023,1469,2135,2135,1230,1571,1571
janfeb,F82025,2057,3954,3954,718,1329,1329
janfeb,F82027,1761,2550,2550,548,1028,1028
janfeb,F82028,2189,6415,6415,895,2561,2561
janfeb,F82030,7116,10690,10690,3613,5632,5632
janfeb,F82031,2079,3231,3231,1156,1527,1527
janfeb,F82033,1012,3347,3347,461,1743,1743
janfeb,F82034,4591,8003,8003,4042,5663,5663
janfeb,F82038,2362,3409,3409,1765,2002,2002
janfeb,F82039,1439,3411,3411,1043,2522,2522
janfeb,F82040,930,2103,2103,488,1176,1176
janfeb,F82042,10540,16539,16539,3545,7406,7406
janfeb,F82045,827,2327,2327,481,1522,1522
janfeb,F82051,7758,9981,9981,3985,4989,4989
janfeb,F82055,4391,8507,8507,3660,6344,6344
janfeb,F82604,3838,5724,5724,1574,2347,2347
janfeb,F82607,1022,3267,3267,502,1385,1385
janfeb,F82609,1272,3010,3010,1047,2062,2062
janfeb,F82610,766,1754,1754,452,1101,1101
janfeb,F82612,3471,7272,7272,2533,4147,4147
janfeb,F82619,1307,2847,2847,1209,2276,2276
janfeb,F82624,2054,4045,4045,1515,2367,2367
janfeb,F82625,5009,7877,7877,3986,5029,5029
janfeb,F82627,1730,3554,3554,982,1670,1670
janfeb,F82630,1740,4608,4608,1040,3003,3003
janfeb,F82634,1747,4920,4920,1260,2950,2950
janfeb,F82638,3087,5202,5202,2153,2989,2989
janfeb,F82642,3894,6826,6826,1631,3343,3343
janfeb,F82647,2297,3793,3793,1653,2543,2543
janfeb,F82648,1598,2408,2408,1176,1533,1533
janfeb,F82649,1350,3982,3982,876,1778,1778
janfeb,F82650,4704,8026,8026,3457,4985,4985
janfeb,F82660,11216,19735,19735,7770,11181,11181
janfeb,F82661,1419,2742,2742,657,1391,1391
janfeb,F82663,508,1032,1032,423,669,669
janfeb,F82670,1124,4266,4266,698,2053,2053
janfeb,F82671,1185,2431,2431,590,1145,1145
janfeb,F82674,3288,6292,6292,1993,2980,2980
janfeb,F82675,1211,2006,2006,867,1396,1396
janfeb,F82677,6103,10122,10122,2625,4050,4050
janfeb,F82678,1233,3151,3151,860,2047,2047
janfeb,F82679,4030,5710,5710,1175,2000,2000
janfeb,F82680,5969,11550,11550,2909,5603,5603
janfeb,F82686,3089,5180,5180,2703,3863,3863
janfeb,F83002,4510,7918,7918,3544,5266,5266
janfeb,F83003,3952,6017,6017,387,1691,1691
janfeb,F83004,3203,8650,8650,1066,3107,3107
janfeb,F83005,7338,9962,9962,747,2174,2174
janfeb,F83006,5273,10847,10847,3919,7460,7460
janfeb,F83007,5970,6410,6410,1876,1878,1878
janfeb,F83008,4500,7529,7529,3078,4901,4901
janfeb,F83010,26408,30287,30287,17487,18891,18891
janfeb,F83011,2537,4830,4830,1299,2108,2108
janfeb,F83012,5322,7236,7236,3984,4806,4806
janfeb,F83015,10958,15510,15510,8468,11107,11107
janfeb,F83017,7511,12615,12615,4800,8013,8013
janfeb,F83018,4984,7389,7389,3609,5050,5050
janfeb,F83019,9636,12859,12859,2638,3899,3899
janfeb,F83020,4640,7545,7545,3140,4146,4146
janfeb,F83021,3622,8566,8566,2693,4393,4393
janfeb,F83022,7048,12847,12847,6036,9965,9965
janfeb,F83023,9989,15693,15693,5512,8900,8900
janfeb,F83032,2293,6011,6011,1959,3336,3336
janfeb,F83033,2342,3667,3667,2110,2619,2619
janfeb,F83034,534,866,866,369,534,534
janfeb,F83039,1147,3112,3112,942,2311,2311
janfeb,F83042,1107,3035,3035,703,1923,1923
janfeb,F83043,4696,7544,7544,1654,3341,3341
janfeb,F83044,5139,6554,6554,4155,4637,4637
janfeb,F83045,3785,6834,6834,3107,5109,5109
janfeb,F83048,4871,6226,6226,3200,3589,3589
janfeb,F83050,605,1795,1795,512,1436,1436
janfeb,F83052,1144,2284,2284,737,1557,1557
janfeb,F83053,2636,4432,4432,2354,3516,3516
janfeb,F83055,7680,11749,11749,7163,9714,9714
janfeb,F83056,3853,6041,6041,2515,3275,3275
janfeb,F83057,2261,4915,4915,1470,3331,3331
janfeb,F83058,4696,7676,7676,3318,4933,4933
janfeb,F83059,15491,23595,23595,1674,6001,6001
janfeb,F83060,3093,4413,4413,2643,3113,3113
janfeb,F83061,3427,4842,4842,2989,4226,4226
janfeb,F83063,5445,10209,10209,2578,4521,4521
janfeb,F83064,3737,6745,6745,3205,4387,4387
janfeb,F83615,5429,6898,6898,2979,3698,3698
janfeb,F83623,6704,9496,9496,1071,2564,2564
janfeb,F83624,5808,10568,10568,3702,6217,6217
janfeb,F83632,3209,4892,4892,1768,2544,2544
janfeb,F83633,676,1878,1878,481,1242,1242
janfeb,F83635,2425,3435,3435,1581,1938,1938
janfeb,F83652,3122,5781,5781,2545,3725,3725
janfeb,F83658,1146,2895,2895,694,1668,1668
janfeb,F83660,5402,7460,7460,4666,5736,5736
janfeb,F83664,8013,12521,12521,3142,5539,5539
janfeb,F83665,5119,7995,7995,3716,5103,5103
janfeb,F83666,5947,8316,8316,4680,5974,5974
janfeb,F83671,2179,3008,3008,960,1161,1161
janfeb,F83672,2449,4009,4009,2062,3210,3210
janfeb,F83673,1654,3604,3604,873,1929,1929
janfeb,F83674,3357,7336,7336,2121,4297,4297
janfeb,F83678,1494,1985,1985,1331,1496,1496
janfeb,F83680,1057,2098,2098,798,1504,1504
janfeb,F83681,2222,5220,5220,1366,2925,2925
janfeb,F83683,2352,3469,3469,1653,2041,2041
janfeb,F83686,4190,7281,7281,2960,4509,4509
janfeb,F84003,11035,14873,14873,9223,9856,9856
janfeb,F84004,12901,17466,17466,1684,3291,3291
janfeb,F84006,5855,9837,9837,4966,6643,6643
janfeb,F84008,5442,10630,10630,2611,5077,5077
janfeb,F84009,2355,7122,7122,1477,4627,4627
janfeb,F84010,2145,5566,5566,1341,2372,2372
janfeb,F84012,4584,7704,7704,566,1529,1529
janfeb,F84013,11957,15652,15652,5107,5393,5393
janfeb,F84014,2392,5512,5512,1478,3293,3293
janfeb,F84015,2890,4301,4301,2290,2838,2838
janfeb,F84016,7998,13688,13688,6040,8200,8200
janfeb,F84017,8750,17059,17059,3142,6897,6897
janfeb,F84018,8180,10886,10886,6692,7429,7429
janfeb,F84021,6311,9091,9091,5404,6525,6525
janfeb,F84022,2657,3388,3388,2198,2499,2499
janfeb,F84025,4445,7657,7657,3089,4363,4363
janfeb,F84030,2226,3997,3997,2069,3085,3085
janfeb,F84031,8449,15734,15734,6536,10289,10289
janfeb,F84033,4267,9147,9147,2594,5268,5268
janfeb,F84034,9809,15313,15313,3149,5308,5308
janfeb,F84035,19707,25446,25446,8001,9389,9389
janfeb,F84036,2865,5312,5312,2355,3401,3401
janfeb,F84038,1626,2735,2735,1253,1656,1656
janfeb,F84039,9012,19497,19497,2480,5944,5944
janfeb,F84044,5394,8942,8942,1591,3244,3244
janfeb,F84047,4929,9350,9350,1818,3174,3174
janfeb,F84050,3289,7475,7475,2720,4829,4829
janfeb,F84051,6073,8352,8352,4544,5456,5456
janfeb,F84052,4253,12014,12014,2330,5352,5352
janfeb,F84053,974,3632,3632,711,2564,2564
janfeb,F84054,4211,8443,8443,3225,5150,5150
janfeb,F84055,585,1785,1785,440,1177,1177
janfeb,F84060,1377,3255,3255,1185,2257,2257
janfeb,F84062,5810,11145,11145,2742,5053,5053
janfeb,F84063,3101,4665,4665,1710,2849,2849
janfeb,F84069,5635,11024,11024,4453,7296,7296
janfeb,F84070,3270,6047,6047,1297,2763,2763
janfeb,F84072,8721,12161,12161,8121,9932,9932
janfeb,F84074,1719,4688,4688,707,2421,2421
janfeb,F84077,3526,6166,6166,1115,2084,2084
janfeb,F84079,3369,7562,7562,1858,4055,4055
janfeb,F84080,2926,5761,5761,1835,3043,3043
janfeb,F84081,3246,7209,7209,2623,4379,4379
janfeb,F84083,3248,5900,5900,2108,3518,3518
janfeb,F84086,2979,3674,3674,2839,3244,3244
janfeb,F84087,6016,9863,9863,5350,6939,6939
janfeb,F84088,3189,4839,4839,2406,2732,2732
janfeb,F84092,3045,8403,8403,2146,5379,5379
janfeb,F84093,6134,14053,14053,4932,7941,7941
janfeb,F84096,18782,24857,24857,13020,15785,15785
janfeb,F84097,3893,9084,9084,1818,5448,5448
janfeb,F84105,4248,6316,6316,2577,3300,3300
janfeb,F84111,4452,7189,7189,2737,4156,4156
janfeb,F84114,2651,5921,5921,1024,2344,2344
janfeb,F84115,2946,5971,5971,2092,3607,3607
janfeb,F84117,5738,9635,9635,4151,6210,6210
janfeb,F84118,9851,14649,14649,7177,8613,8613
janfeb,F84119,5206,8710,8710,3747,4975,4975
janfeb,F84121,3271,8781,8781,2311,6105,6105
janfeb,F84122,6900,13662,13662,4435,6473,6473
janfeb,F84123,9302,13210,13210,8480,10563,10563
janfeb,F84124,1508,2555,2555,1151,1426,1426
janfeb,F84601,3453,6045,6045,2637,3453,3453
janfeb,F84619,2948,3757,3757,1733,1862,1862
janfeb,F84620,5382,8269,8269,4063,4851,4851
janfeb,F84621,2914,3818,3818,2163,2300,2300
janfeb,F84632,391,917,917,271,494,494
janfeb,F84635,3900,6404,6404,1953,3203,3203
janfeb,F84636,3253,5563,5563,1563,2366,2366
janfeb,F84640,5017,7208,7208,3750,4563,4563
janfeb,F84641,969,2150,2150,679,1350,1350
janfeb,F84642,6878,9915,9915,4786,5977,5977
janfeb,F84647,6629,11396,11396,5562,7615,7615
janfeb,F84656,3935,7869,7869,3392,5191,5191
janfeb,F84658,2806,5841,5841,1893,3231,3231
janfeb,F84660,1470,1795,1795,1262,1417,1417
janfeb,F84666,898,3652,3652,645,2400,2400
janfeb,F84668,2996,4294,4294,712,1365,1365
janfeb,F84669,3399,6261,6261,2737,3918,3918
janfeb,F84670,2889,4998,4998,1968,2586,2586
janfeb,F84672,1635,5116,5116,1097,2798,2798
janfeb,F84677,5565,8691,8691,1657,2024,2024
janfeb,F84681,7783,8696,8696,2288,2424,2424
janfeb,F84686,6530,7595,7595,805,882,882
janfeb,F84692,1123,3868,3868,609,1800,1800
janfeb,F84694,3785,4664,4664,1984,2191,2191
janfeb,F84696,1531,4899,4899,1031,3490,3490
janfeb,F84698,11640,15827,15827,9442,10662,10662
janfeb,F84710,3874,8110,8110,2838,4684,4684
janfeb,F84716,1903,3588,3588,1582,2296,2296
janfeb,F84717,3326,8398,8398,2396,5763,5763
janfeb,F84718,4421,9720,9720,1507,4077,4077
janfeb,F84719,2605,4213,4213,1739,2608,2608
janfeb,F84720,5585,7647,7647,4020,5020,5020
janfeb,F84724,5526,13233,13233,2360,6506,6506
janfeb,F84729,2078,3525,3525,1675,2575,2575
janfeb,F84730,1597,4424,4424,979,1749,1749
janfeb,F84731,2033,2950,2950,742,1008,1008
janfeb,F84733,936,1686,1686,456,649,649
janfeb,F84735,1745,5813,5813,1061,4104,4104
janfeb,F84739,3264,4834,4834,2718,3587,3587
janfeb,F84740,1512,3074,3074,702,1785,1785
janfeb,F84741,1901,2559,2559,792,1106,1106
janfeb,F84747,6743,13967,13967,2854,5675,5675
janfeb,F84749,5322,11286,11286,2355,5193,5193
janfeb,F85002,63937,89214,89214,40053,47108,47108
janfeb,F85004,7073,10180,10180,6591,7908,7908
janfeb,F85007,10079,15371,15371,5487,7041,7041
janfeb,F85008,5866,9959,9959,4522,6753,6753
janfeb,F85010,1076,2666,2666,669,1793,1793
janfeb,F85013,3561,7378,7378,3138,5363,5363
janfeb,F85014,3778,8218,8218,3237,5978,5978
janfeb,F85016,2800,4813,4813,2374,3237,3237
janfeb,F85017,6125,8344,8344,3368,3839,3839
janfeb,F85019,6010,8683,8683,4072,5022,5022
janfeb,F85020,12341,15042,15042,3591,4462,4462
janfeb,F85023,5880,10448,10448,4473,6242,6242
janfeb,F85025,6761,10965,10965,6408,8771,8771
janfeb,F85028,2746,4828,4828,2137,3493,3493
janfeb,F85029,3954,8307,8307,2582,5505,5505
janfeb,F85030,6825,9363,9363,5723,6396,6396
janfeb,F85031,2211,6074,6074,170,1080,1080
janfeb,F85032,3297,6281,6281,2427,4062,4062
janfeb,F85033,8925,13520,13520,4534,6809,6809
janfeb,F85034,4295,5978,5978,3370,3652,3652
janfeb,F85035,3111,6664,6664,2606,4638,4638
janfeb,F85039,1548,3656,3656,1206,2438,2438
janfeb,F85044,3763,5177,5177,3032,3625,3625
janfeb,F85046,3480,5649,5649,2511,3707,3707
janfeb,F85058,1259,4266,4266,1112,2841,2841
janfeb,F85060,3004,4309,4309,2404,2851,2851
janfeb,F85061,975,1579,1579,757,1033,1033
janfeb,F85063,7982,12594,12594,7606,10150,10150
janfeb,F85064,3557,6015,6015,2015,3130,3130
janfeb,F85065,1515,2451,2451,952,1299,1299
janfeb,F85066,9446,12099,12099,7667,8464,8464
janfeb,F85067,3121,4343,4343,2307,2559,2559
janfeb,F85069,5984,9024,9024,4055,5940,5940
janfeb,F85071,8209,11094,11094,2221,3835,3835
janfeb,F85072,3057,6308,6308,1796,2833,2833
janfeb,F85615,1109,2720,2720,753,1366,1366
janfeb,F85623,1470,2554,2554,952,1433,1433
janfeb,F85625,2489,4706,4706,1670,2903,2903
janfeb,F85628,4992,7385,7385,3638,4320,4320
janfeb,F85634,1441,3156,3156,891,1449,1449
