Date,REGION_CODE,ICB_CODE,SUB_ICB_LOCATION_CODE,PCN_CODE,PRACTICE_CODE,Indicator,Wait_Time,Core_Category,Value
2026-06-01,Y58,QVV,11J,U19923,J81002,CBT003,121_180,Core_10_1830,14.0
2026-06-01,Y58,QVV,11J,U19923,J81002,CBT003,121_180,Core_8_10,9.0
2026-06-01,Y58,QVV,11J,U19923,J81002,CBT003,181_240,Core_10_1830,14.0
2026-06-01,Y58,QVV,11J,U19923,J81002,CBT003,181_240,Core_8_10,2.0
2026-06-01,Y58,QVV,11J,U19923,J81002,CBT003,1_30,Core_10_1830,27.0
2026-06-01,Y58,QVV,11J,U19923,J81002,CBT003,1_30,Core_8_10,10.0
2026-06-01,Y58,QVV,11J,U19923,J81002,CBT003,241_300,Core_10_1830,10.0
2026-06-01,Y58,QVV,11J,U19923,J81002,CBT003,241_300,Core_8_10,2.0
2026-06-01,Y58,QVV,11J,U19923,J81002,CBT003,31_60,Core_10_1830,25.0
2026-06-01,Y58,QVV,11J,U19923,J81002,CBT003,31_60,Core_8_10,4.0
2026-06-01,Y58,QVV,11J,U19923,J81002,CBT003,61_90,Core_10_1830,12.0
2026-06-01,Y58,QVV,11J,U19923,J81002,CBT003,61_90,Core_8_10,4.0
2026-06-01,Y58,QVV,11J,U19923,J81002,CBT003,91_120,Core_10_1830,6.0
2026-06-01,Y58,QVV,11J,U19923,J81002,CBT003,91_120,Core_8_10,2.0
2026-06-01,Y58,QVV,11J,U19923,J81002,CBT003,>300,Core_10_1830,27.0
2026-06-01,Y58,QVV,11J,U19923,J81002,CBT003,>300,Core_8_10,15.0
2026-06-01,Y58,QVV,11J,U80758,J81006,CBT003,121_180,Core_10_1830,2.0
2026-06-01,Y58,QVV,11J,U80758,J81006,CBT003,181_240,Core_10_1830,1.0
2026-06-01,Y58,QVV,11J,U80758,J81006,CBT003,1_30,Core_10_1830,2.0
2026-06-01,Y58,QVV,11J,U80758,J81006,CBT003,1_30,Core_8_10,1.0
2026-06-01,Y58,QVV,11J,U80758,J81006,CBT003,241_300,Core_10_1830,2.0
2026-06-01,Y58,QVV,11J,U80758,J81006,CBT003,241_300,Core_8_10,1.0
2026-06-01,Y58,QVV,11J,U80758,J81006,CBT003,61_90,Core_10_1830,3.0
2026-06-01,Y58,QVV,11J,U80758,J81006,CBT003,91_120,Core_10_1830,4.0
2026-06-01,Y58,QVV,11J,U80758,J81006,CBT003,91_120,Core_8_10,1.0
2026-06-01,Y58,QVV,11J,U80758,J81006,CBT003,>300,Core_10_1830,27.0
2026-06-01,Y58,QVV,11J,U80758,J81006,CBT003,>300,Core_8_10,9.0
2026-06-01,Y58,QVV,11J,U25251,J81009,CBT003,121_180,Core_10_1830,13.0
2026-06-01,Y58,QVV,11J,U25251,J81009,CBT003,121_180,Core_8_10,2.0
2026-06-01,Y58,QVV,11J,U25251,J81009,CBT003,181_240,Core_10_1830,23.0
2026-06-01,Y58,QVV,11J,U25251,J81009,CBT003,181_240,Core_8_10,2.0
2026-06-01,Y58,QVV,11J,U25251,J81009,CBT003,1_30,Core_10_1830,57.0
2026-06-01,Y58,QVV,11J,U25251,J81009,CBT003,1_30,Core_8_10,16.0
2026-06-01,Y58,QVV,11J,U25251,J81009,CBT003,241_300,Core_10_1830,7.0
2026-06-01,Y58,QVV,11J,U25251,J81009,CBT003,241_300,Core_8_10,3.0
2026-06-01,Y58,QVV,11J,U25251,J81009,CBT003,31_60,Core_10_1830,20.0
2026-06-01,Y58,QVV,11J,U25251,J81009,CBT003,31_60,Core_8_10,2.0
2026-06-01,Y58,QVV,11J,U25251,J81009,CBT003,61_90,Core_10_1830,20.0
2026-06-01,Y58,QVV,11J,U25251,J81009,CBT003,61_90,Core_8_10,6.0
2026-06-01,Y58,QVV,11J,U25251,J81009,CBT003,91_120,Core_10_1830,6.0
2026-06-01,Y58,QVV,11J,U25251,J81009,CBT003,91_120,Core_8_10,2.0
2026-06-01,Y58,QVV,11J,U25251,J81009,CBT003,>300,Core_10_1830,19.0
2026-06-01,Y58,QVV,11J,U25251,J81009,CBT003,>300,Core_8_10,14.0
2026-06-01,Y58,QVV,11J,U16737,J81013,CBT003,121_180,Core_10_1830,8.0
2026-06-01,Y58,QVV,11J,U16737,J81013,CBT003,121_180,Core_8_10,5.0
2026-06-01,Y58,QVV,11J,U16737,J81013,CBT003,181_240,Core_10_1830,2.0
2026-06-01,Y58,QVV,11J,U16737,J81013,CBT003,181_240,Core_8_10,4.0
2026-06-01,Y58,QVV,11J,U16737,J81013,CBT003,1_30,Core_10_1830,195.0
2026-06-01,Y58,QVV,11J,U16737,J81013,CBT003,1_30,Core_8_10,52.0
2026-06-01,Y58,QVV,11J,U16737,J81013,CBT003,241_300,Core_10_1830,1.0
2026-06-01,Y58,QVV,11J,U16737,J81013,CBT003,241_300,Core_8_10,9.0
2026-06-01,Y58,QVV,11J,U16737,J81013,CBT003,31_60,Core_10_1830,39.0
2026-06-01,Y58,QVV,11J,U16737,J81013,CBT003,31_60,Core_8_10,10.0
2026-06-01,Y58,QVV,11J,U16737,J81013,CBT003,61_90,Core_10_1830,16.0
